#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2594798,55636404,GKQ38_RS00005,GKQ38_RS00005,GKQ38_00005,-,-,-,S-layer protein,protein-coding,-,-,-,S-layer protein,20210522,-
2594798,55636889,GKQ38_RS02430,GKQ38_RS02430,GKQ38_02425,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636890,GKQ38_RS02435,GKQ38_RS02435,GKQ38_02430,-,-,-,carboxymuconolactone decarboxylase family protein,protein-coding,-,-,-,carboxymuconolactone decarboxylase family protein,20210522,-
2594798,55636891,GKQ38_RS02440,GKQ38_RS02440,GKQ38_02435,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636892,GKQ38_RS02445,GKQ38_RS02445,GKQ38_02440,-,-,-,beta-propeller domain-containing protein,protein-coding,-,-,-,beta-propeller domain-containing protein,20210522,-
2594798,55636893,GKQ38_RS02450,GKQ38_RS02450,GKQ38_02445,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636894,GKQ38_RS02455,GKQ38_RS02455,GKQ38_02450,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20210522,-
2594798,55636895,GKQ38_RS02460,GKQ38_RS02460,GKQ38_02455,-,-,-,alpha/beta fold hydrolase,protein-coding,-,-,-,alpha/beta fold hydrolase,20210522,-
2594798,55636896,GKQ38_RS02465,GKQ38_RS02465,GKQ38_02460,-,-,-,permease,protein-coding,-,-,-,permease,20210522,-
2594798,55636897,GKQ38_RS02470,GKQ38_RS02470,GKQ38_02465,-,-,-,DUF63 family protein,protein-coding,-,-,-,DUF63 family protein,20210522,-
2594798,55636898,GKQ38_RS02475,GKQ38_RS02475,GKQ38_02470,-,-,-,DoxX family membrane protein,protein-coding,-,-,-,DoxX family membrane protein,20200624,-
2594798,55636899,GKQ38_RS02480,GKQ38_RS02480,GKQ38_02475,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55636900,GKQ38_RS02485,GKQ38_RS02485,GKQ38_02480,-,-,-,C2H2-type zinc finger protein,protein-coding,-,-,-,C2H2-type zinc finger protein,20200624,-
2594798,55636901,GKQ38_RS02490,GKQ38_RS02490,GKQ38_02485,-,-,-,thioredoxin domain-containing protein,protein-coding,-,-,-,thioredoxin domain-containing protein,20210522,-
2594798,55636902,GKQ38_RS02495,GKQ38_RS02495,GKQ38_02490,-,-,-,DoxX family membrane protein,protein-coding,-,-,-,DoxX family membrane protein,20200624,-
2594798,55636903,GKQ38_RS02500,GKQ38_RS02500,GKQ38_02495,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636904,GKQ38_RS02505,GKQ38_RS02505,GKQ38_02500,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636905,GKQ38_RS02510,GKQ38_RS02510,GKQ38_02505,-,-,-,HTH domain-containing protein,protein-coding,-,-,-,HTH domain-containing protein,20210522,-
2594798,55636906,GKQ38_RS02515,GKQ38_RS02515,GKQ38_02510,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636907,GKQ38_RS02520,GKQ38_RS02520,GKQ38_02515,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20210522,-
2594798,55636908,GKQ38_RS02525,GKQ38_RS02525,GKQ38_02520,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636909,GKQ38_RS02530,GKQ38_RS02530,GKQ38_02525,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55636910,GKQ38_RS02535,GKQ38_RS02535,GKQ38_02530,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636911,GKQ38_RS02540,GKQ38_RS02540,GKQ38_02535,-,-,-,DUF305 domain-containing protein,protein-coding,-,-,-,DUF305 domain-containing protein,20210522,-
2594798,55636912,GKQ38_RS02545,GKQ38_RS02545,GKQ38_02540,-,-,-,thioredoxin domain-containing protein,protein-coding,-,-,-,thioredoxin domain-containing protein,20210522,-
2594798,55636913,GKQ38_RS02550,GKQ38_RS02550,GKQ38_02545,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636914,GKQ38_RS02555,GKQ38_RS02555,GKQ38_02550,-,-,-,DUF302 domain-containing protein,protein-coding,-,-,-,DUF302 domain-containing protein,20210522,-
2594798,55636915,GKQ38_RS02560,GKQ38_RS02560,GKQ38_02555,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636916,GKQ38_RS02565,GKQ38_RS02565,GKQ38_02560,-,-,-,copper-translocating P-type ATPase,protein-coding,-,-,-,copper-translocating P-type ATPase,20210522,-
2594798,55636917,GKQ38_RS02570,GKQ38_RS02570,GKQ38_02565,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636918,GKQ38_RS02575,GKQ38_RS02575,GKQ38_02570,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636919,GKQ38_RS02580,GKQ38_RS02580,GKQ38_02575,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636920,GKQ38_RS02585,GKQ38_RS02585,GKQ38_02580,-,-,-,metallophosphoesterase,protein-coding,-,-,-,metallophosphoesterase,20200624,-
2594798,55636921,rrf,GKQ38_RS02590,GKQ38_02585,-,-,-,-,rRNA,-,-,-,-,20200624,-
2594798,55636922,GKQ38_RS02595,GKQ38_RS02595,GKQ38_02590,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210522,-
2594798,55636923,GKQ38_RS02600,GKQ38_RS02600,GKQ38_02595,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636924,GKQ38_RS02605,GKQ38_RS02605,GKQ38_02600,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636925,GKQ38_RS02610,GKQ38_RS02610,GKQ38_02605,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636926,GKQ38_RS02615,GKQ38_RS02615,GKQ38_02610,-,-,-,DUF4352 domain-containing protein,protein-coding,-,-,-,DUF4352 domain-containing protein,20210522,-
2594798,55636927,GKQ38_RS02620,GKQ38_RS02620,GKQ38_02615,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20210522,-
2594798,55636928,GKQ38_RS02625,GKQ38_RS02625,GKQ38_02620,-,-,-,metallophosphoesterase,protein-coding,-,-,-,metallophosphoesterase,20210522,-
2594798,55636929,GKQ38_RS02630,GKQ38_RS02630,GKQ38_02625,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55636930,GKQ38_RS02635,GKQ38_RS02635,GKQ38_02630,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636931,GKQ38_RS02640,GKQ38_RS02640,GKQ38_02635,-,-,-,cold shock domain-containing protein,protein-coding,-,-,-,cold shock domain-containing protein,20210522,-
2594798,55636932,GKQ38_RS02645,GKQ38_RS02645,GKQ38_02640,-,-,-,sodium:calcium antiporter,protein-coding,-,-,-,sodium:calcium antiporter,20210522,-
2594798,55636933,GKQ38_RS02650,GKQ38_RS02650,GKQ38_02645,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636934,GKQ38_RS02655,GKQ38_RS02655,GKQ38_02650,-,-,-,YbhB/YbcL family Raf kinase inhibitor-like protein,protein-coding,-,-,-,YbhB/YbcL family Raf kinase inhibitor-like protein,20210522,-
2594798,55636935,GKQ38_RS02660,GKQ38_RS02660,GKQ38_02655,-,-,-,NAD(P)H-hydrate epimerase,protein-coding,-,-,-,NAD(P)H-hydrate epimerase,20210522,-
2594798,55636936,GKQ38_RS02665,GKQ38_RS02665,GKQ38_02660,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55636937,GKQ38_RS02670,GKQ38_RS02670,GKQ38_02665,-,-,-,FAD-dependent oxidoreductase,protein-coding,-,-,-,FAD-dependent oxidoreductase,20210522,-
2594798,55636938,GKQ38_RS02675,GKQ38_RS02675,GKQ38_02670,-,-,-,topoisomerase DNA-binding C4 zinc finger domain-containing protein,protein-coding,-,-,-,topoisomerase DNA-binding C4 zinc finger domain-containing protein,20210522,-
2594798,55636939,GKQ38_RS02680,GKQ38_RS02680,GKQ38_02675,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636940,GKQ38_RS02685,GKQ38_RS02685,GKQ38_02680,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55636941,GKQ38_RS02690,GKQ38_RS02690,GKQ38_02685,-,-,-,metal-dependent hydrolase,protein-coding,-,-,-,metal-dependent hydrolase,20210522,-
2594798,55636942,GKQ38_RS02695,GKQ38_RS02695,GKQ38_02690,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636943,GKQ38_RS02700,GKQ38_RS02700,GKQ38_02695,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636944,GKQ38_RS02705,GKQ38_RS02705,GKQ38_02700,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55636945,GKQ38_RS02710,GKQ38_RS02710,GKQ38_02705,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55636946,GKQ38_RS02715,GKQ38_RS02715,GKQ38_02710,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636947,GKQ38_RS02720,GKQ38_RS02720,GKQ38_02715,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636948,pyk,GKQ38_RS02725,GKQ38_02720,-,-,-,pyruvate kinase,protein-coding,-,-,-,pyruvate kinase,20210522,-
2594798,55636949,GKQ38_RS02730,GKQ38_RS02730,GKQ38_02725,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20200624,-
2594798,55636950,GKQ38_RS02735,GKQ38_RS02735,GKQ38_02730,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636951,GKQ38_RS02740,GKQ38_RS02740,GKQ38_02735,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210522,-
2594798,55636952,GKQ38_RS02745,GKQ38_RS02745,GKQ38_02740,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636953,GKQ38_RS02750,GKQ38_RS02750,GKQ38_02745,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55636954,gatB,GKQ38_RS02755,GKQ38_02750,-,-,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,protein-coding,-,-,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,20210522,-
2594798,55636955,GKQ38_RS02760,GKQ38_RS02760,GKQ38_02755,-,-,-,polyprenyl synthetase family protein,protein-coding,-,-,-,polyprenyl synthetase family protein,20210522,-
2594798,55636956,gatA,GKQ38_RS02765,GKQ38_02760,-,-,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,protein-coding,-,-,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,20210522,-
2594798,55636957,GKQ38_RS02770,GKQ38_RS02770,GKQ38_02765,-,-,-,YfcE family phosphodiesterase,protein-coding,-,-,-,YfcE family phosphodiesterase,20210522,-
2594798,55636958,gatC,GKQ38_RS02775,GKQ38_02770,-,-,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC,protein-coding,-,-,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC,20210522,-
2594798,55636959,ftsZ,GKQ38_RS02780,GKQ38_02775,-,-,-,cell division protein FtsZ,protein-coding,-,-,-,cell division protein FtsZ,20210522,-
2594798,55636960,GKQ38_RS02785,GKQ38_RS02785,GKQ38_02780,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636961,GKQ38_RS02790,GKQ38_RS02790,GKQ38_02785,-,-,-,transcription elongation factor NusA,protein-coding,-,-,-,transcription elongation factor NusA,20210522,-
2594798,55636962,GKQ38_RS02795,GKQ38_RS02795,GKQ38_02790,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20210522,-
2594798,55636963,GKQ38_RS02800,GKQ38_RS02800,GKQ38_02795,-,-,-,ribosome biogenesis/translation initiation ATPase RLI,protein-coding,-,-,-,ribosome biogenesis/translation initiation ATPase RLI,20210522,-
2594798,55636964,GKQ38_RS02805,GKQ38_RS02805,GKQ38_02800,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636965,GKQ38_RS02810,GKQ38_RS02810,GKQ38_02805,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20210522,-
2594798,55636966,GKQ38_RS02815,GKQ38_RS02815,GKQ38_02810,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636967,GKQ38_RS02820,GKQ38_RS02820,GKQ38_02815,-,-,-,alanyl-tRNA editing protein,protein-coding,-,-,-,alanyl-tRNA editing protein,20210522,-
2594798,55636968,GKQ38_RS02825,GKQ38_RS02825,GKQ38_02820,-,-,-,VIT1/CCC1 transporter family protein,protein-coding,-,-,-,VIT1/CCC1 transporter family protein,20210522,-
2594798,55636969,GKQ38_RS02830,GKQ38_RS02830,GKQ38_02825,-,-,-,DUF211 domain-containing protein,protein-coding,-,-,-,DUF211 domain-containing protein,20210522,-
2594798,55636970,GKQ38_RS02835,GKQ38_RS02835,GKQ38_02830,-,-,-,30S ribosomal protein S17e,protein-coding,-,-,-,30S ribosomal protein S17e,20210522,-
2594798,55636971,GKQ38_RS02840,GKQ38_RS02840,GKQ38_02835,-,-,-,VWA domain-containing protein,protein-coding,-,-,-,VWA domain-containing protein,20210522,-
2594798,55636972,GKQ38_RS02845,GKQ38_RS02845,GKQ38_02840,-,-,-,HAD hydrolase-like protein,protein-coding,-,-,-,HAD hydrolase-like protein,20210522,-
2594798,55636973,metG,GKQ38_RS02850,GKQ38_02845,-,-,-,methionine--tRNA ligase,protein-coding,-,-,-,methionine--tRNA ligase,20200624,-
2594798,55636974,GKQ38_RS02855,GKQ38_RS02855,GKQ38_02850,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636975,GKQ38_RS02860,GKQ38_RS02860,GKQ38_02855,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636976,GKQ38_RS02865,GKQ38_RS02865,GKQ38_02860,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636977,GKQ38_RS02870,GKQ38_RS02870,GKQ38_02865,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55636978,GKQ38_RS02875,GKQ38_RS02875,GKQ38_02870,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20210522,-
2594798,55636979,GKQ38_RS02880,GKQ38_RS02880,GKQ38_02875,-,-,-,valine--tRNA ligase,protein-coding,-,-,-,valine--tRNA ligase,20210522,-
2594798,55636980,GKQ38_RS02885,GKQ38_RS02885,GKQ38_02880,-,-,-,peptide chain release factor aRF-1,protein-coding,-,-,-,peptide chain release factor aRF-1,20210522,-
2594798,55636981,GKQ38_RS02890,GKQ38_RS02890,GKQ38_02885,-,-,-,VTT domain-containing protein,protein-coding,-,-,-,VTT domain-containing protein,20210522,-
2594798,55636982,GKQ38_RS02895,GKQ38_RS02895,GKQ38_02890,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55636983,GKQ38_RS02900,GKQ38_RS02900,GKQ38_02895,-,-,-,dCTP deaminase,protein-coding,-,-,-,dCTP deaminase,20210522,-
2594798,55636984,GKQ38_RS02905,GKQ38_RS02905,GKQ38_02900,-,-,-,YchF/TatD family DNA exonuclease,protein-coding,-,-,-,YchF/TatD family DNA exonuclease,20210522,-
2594798,55636985,GKQ38_RS02910,GKQ38_RS02910,GKQ38_02905,-,-,-,TIGR00288 family NYN domain-containing protein,protein-coding,-,-,-,TIGR00288 family NYN domain-containing protein,20210522,-
2594798,55636986,GKQ38_RS02915,GKQ38_RS02915,GKQ38_02910,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636987,GKQ38_RS02920,GKQ38_RS02920,GKQ38_02915,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636988,GKQ38_RS02925,GKQ38_RS02925,GKQ38_02920,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636989,GKQ38_RS02930,GKQ38_RS02930,GKQ38_02925,-,-,-,VWA domain-containing protein,protein-coding,-,-,-,VWA domain-containing protein,20210522,-
2594798,55636990,GKQ38_RS02935,GKQ38_RS02935,GKQ38_02930,-,-,-,BatA domain-containing protein,protein-coding,-,-,-,BatA domain-containing protein,20210522,-
2594798,55636991,GKQ38_RS02940,GKQ38_RS02940,GKQ38_02935,-,-,-,ATP-dependent helicase,protein-coding,-,-,-,ATP-dependent helicase,20210522,-
2594798,55636992,GKQ38_RS02945,GKQ38_RS02945,GKQ38_02940,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55636993,GKQ38_RS02950,GKQ38_RS02950,GKQ38_02945,-,-,-,ThiF family adenylyltransferase,protein-coding,-,-,-,ThiF family adenylyltransferase,20210522,-
2594798,55636994,GKQ38_RS02955,GKQ38_RS02955,GKQ38_02950,-,-,-,mechanosensitive ion channel,protein-coding,-,-,-,mechanosensitive ion channel,20210522,-
2594798,55636995,trxA,GKQ38_RS02960,GKQ38_02955,-,-,-,thioredoxin,protein-coding,-,-,-,thioredoxin,20200624,-
2594798,55636996,GKQ38_RS02965,GKQ38_RS02965,GKQ38_02960,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20210522,-
2594798,55636997,GKQ38_RS02970,GKQ38_RS02970,GKQ38_02965,-,-,-,replication factor C small subunit,protein-coding,-,-,-,replication factor C small subunit,20210522,-
2594798,55636998,GKQ38_RS02975,GKQ38_RS02975,GKQ38_02970,-,-,-,replication factor C large subunit,protein-coding,-,-,-,replication factor C large subunit,20210522,-
2594798,55636999,GKQ38_RS02980,GKQ38_RS02980,GKQ38_02975,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637000,GKQ38_RS02985,GKQ38_RS02985,GKQ38_02980,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637001,GKQ38_RS02990,GKQ38_RS02990,GKQ38_02985,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637002,GKQ38_RS02995,GKQ38_RS02995,GKQ38_02990,-,-,-,type II secretion system F family protein,protein-coding,-,-,-,type II secretion system F family protein,20210522,-
2594798,55637003,GKQ38_RS03000,GKQ38_RS03000,GKQ38_02995,-,-,-,type II secretion system F family protein,protein-coding,-,-,-,type II secretion system F family protein,20210522,-
2594798,55637004,GKQ38_RS03005,GKQ38_RS03005,GKQ38_03000,-,-,-,Flp pilus assembly complex ATPase component TadA,protein-coding,-,-,-,Flp pilus assembly complex ATPase component TadA,20210522,-
2594798,55637005,GKQ38_RS03010,GKQ38_RS03010,GKQ38_03005,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637006,GKQ38_RS03015,GKQ38_RS03015,GKQ38_03010,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637007,GKQ38_RS03020,GKQ38_RS03020,GKQ38_03015,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637008,GKQ38_RS03025,GKQ38_RS03025,GKQ38_03020,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637009,GKQ38_RS03030,GKQ38_RS03030,GKQ38_03025,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637010,GKQ38_RS03035,GKQ38_RS03035,GKQ38_03030,-,-,-,thermosome subunit,protein-coding,-,-,-,thermosome subunit,20210522,-
2594798,55637011,gatE,GKQ38_RS03040,GKQ38_03035,-,-,-,Glu-tRNA(Gln) amidotransferase subunit GatE,protein-coding,-,-,-,Glu-tRNA(Gln) amidotransferase subunit GatE,20200624,-
2594798,55637012,GKQ38_RS03045,GKQ38_RS03045,GKQ38_03040,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20210522,-
2594798,55637013,GKQ38_RS03050,GKQ38_RS03050,GKQ38_03045,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637014,gatD,GKQ38_RS03055,GKQ38_03050,-,-,-,Glu-tRNA(Gln) amidotransferase subunit GatD,protein-coding,-,-,-,Glu-tRNA(Gln) amidotransferase subunit GatD,20210522,-
2594798,55637015,GKQ38_RS03060,GKQ38_RS03060,GKQ38_03055,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20210522,-
2594798,55637016,GKQ38_RS03065,GKQ38_RS03065,GKQ38_03060,-,-,-,DUF192 domain-containing protein,protein-coding,-,-,-,DUF192 domain-containing protein,20210522,-
2594798,55637017,GKQ38_RS03070,GKQ38_RS03070,GKQ38_03065,-,-,-,cryptochrome/photolyase family protein,protein-coding,-,-,-,cryptochrome/photolyase family protein,20210522,-
2594798,55637018,GKQ38_RS03075,GKQ38_RS03075,GKQ38_03070,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637019,GKQ38_RS03080,GKQ38_RS03080,GKQ38_03075,-,-,-,nitroreductase family protein,protein-coding,-,-,-,nitroreductase family protein,20210522,-
2594798,55637020,GKQ38_RS03085,GKQ38_RS03085,GKQ38_03080,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637021,GKQ38_RS03090,GKQ38_RS03090,GKQ38_03085,-,-,-,cupin domain-containing protein,protein-coding,-,-,-,cupin domain-containing protein,20210522,-
2594798,55637022,GKQ38_RS03095,GKQ38_RS03095,GKQ38_03090,-,-,-,mechanosensitive ion channel,protein-coding,-,-,-,mechanosensitive ion channel,20210522,-
2594798,55637023,GKQ38_RS03100,GKQ38_RS03100,GKQ38_03095,-,-,-,glutamate--tRNA ligase,protein-coding,-,-,-,glutamate--tRNA ligase,20210522,-
2594798,55637024,GKQ38_RS03105,GKQ38_RS03105,GKQ38_03100,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637025,GKQ38_RS03110,GKQ38_RS03110,GKQ38_03105,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55637026,GKQ38_RS03115,GKQ38_RS03115,GKQ38_03110,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55637027,GKQ38_RS03120,GKQ38_RS03120,GKQ38_03115,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637028,GKQ38_RS03125,GKQ38_RS03125,GKQ38_03120,-,-,-,inorganic diphosphatase,protein-coding,-,-,-,inorganic diphosphatase,20210522,-
2594798,55637029,GKQ38_RS03130,GKQ38_RS03130,GKQ38_03125,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637030,GKQ38_RS03135,GKQ38_RS03135,GKQ38_03130,-,-,-,ABC-2 family transporter protein,protein-coding,-,-,-,ABC-2 family transporter protein,20210522,-
2594798,55637031,GKQ38_RS03140,GKQ38_RS03140,GKQ38_03135,-,-,-,ABC-2 family transporter protein,protein-coding,-,-,-,ABC-2 family transporter protein,20210522,-
2594798,55637032,GKQ38_RS03145,GKQ38_RS03145,GKQ38_03140,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20210522,-
2594798,55637033,GKQ38_RS03150,GKQ38_RS03150,GKQ38_03145,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637034,GKQ38_RS03155,GKQ38_RS03155,GKQ38_03150,-,-,-,DEAD/DEAH box helicase family protein,protein-coding,-,-,-,DEAD/DEAH box helicase family protein,20210522,-
2594798,55637035,GKQ38_RS03160,GKQ38_RS03160,GKQ38_03155,-,-,-,methyltransferase,protein-coding,-,-,-,methyltransferase,20210522,-
2594798,55637036,GKQ38_RS03165,GKQ38_RS03165,GKQ38_03160,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637037,GKQ38_RS03170,GKQ38_RS03170,GKQ38_03165,-,-,-,signal peptidase I,protein-coding,-,-,-,signal peptidase I,20210522,-
2594798,55637038,GKQ38_RS03175,GKQ38_RS03175,GKQ38_03170,-,-,-,transcription factor S,protein-coding,-,-,-,transcription factor S,20210522,-
2594798,55637039,GKQ38_RS03180,GKQ38_RS03180,GKQ38_03175,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637040,GKQ38_RS03185,GKQ38_RS03185,GKQ38_03180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637041,GKQ38_RS03190,GKQ38_RS03190,GKQ38_03185,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637042,pcn,GKQ38_RS03195,GKQ38_03190,-,-,-,proliferating cell nuclear antigen (pcna),protein-coding,-,-,-,proliferating cell nuclear antigen (pcna),20210522,-
2594798,55637043,GKQ38_RS03200,GKQ38_RS03200,GKQ38_03195,-,-,-,methyltransferase domain-containing protein,protein-coding,-,-,-,methyltransferase domain-containing protein,20210522,-
2594798,55637044,GKQ38_RS03205,GKQ38_RS03205,GKQ38_03200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637045,GKQ38_RS03210,GKQ38_RS03210,GKQ38_03205,-,-,-,DNA replication complex GINS family protein,protein-coding,-,-,-,DNA replication complex GINS family protein,20210522,-
2594798,55637046,pyrH,GKQ38_RS03215,GKQ38_03210,-,-,-,UMP kinase,protein-coding,-,-,-,UMP kinase,20210522,-
2594798,55637047,GKQ38_RS03220,GKQ38_RS03220,GKQ38_03215,-,-,-,50S ribosomal protein L44e,protein-coding,-,-,-,50S ribosomal protein L44e,20210522,-
2594798,55637048,GKQ38_RS03225,GKQ38_RS03225,GKQ38_03220,-,-,-,30S ribosomal protein S27e,protein-coding,-,-,-,30S ribosomal protein S27e,20210522,-
2594798,55637049,GKQ38_RS03230,GKQ38_RS03230,GKQ38_03225,-,-,-,S1 RNA-binding domain-containing protein,protein-coding,-,-,-,S1 RNA-binding domain-containing protein,20210522,-
2594798,55637050,GKQ38_RS03235,GKQ38_RS03235,GKQ38_03230,-,-,-,ribosome biogenesis protein,protein-coding,-,-,-,ribosome biogenesis protein,20210522,-
