#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
134537,58747553,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Burkholderia fungorum.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20200824,-
134537,61184624,A8H39_RS34830,A8H39_RS34830,A8H39_34810,-,-,-,dicarboxylate/amino acid:cation symporter,protein-coding,-,-,-,dicarboxylate/amino acid:cation symporter,20201227,-
134537,61184625,A8H39_RS34835,A8H39_RS34835,A8H39_34815,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20201227,-
134537,61184626,A8H39_RS34840,A8H39_RS34840,A8H39_34820,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61184627,A8H39_RS34845,A8H39_RS34845,A8H39_34825,-,-,-,MHS family MFS transporter,protein-coding,-,-,-,MHS family MFS transporter,20201227,-
134537,61184628,A8H39_RS34850,A8H39_RS34850,A8H39_34830,-,-,-,aldolase,protein-coding,-,-,-,aldolase,20201227,-
134537,61184629,A8H39_RS34855,A8H39_RS34855,A8H39_34835,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20201227,-
134537,61184630,A8H39_RS34860,A8H39_RS34860,A8H39_34840,-,-,-,nuclear transport factor 2 family protein,protein-coding,-,-,-,nuclear transport factor 2 family protein,20210424,-
134537,61184631,A8H39_RS34865,A8H39_RS34865,A8H39_34845,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20201227,-
134537,61184632,A8H39_RS34870,A8H39_RS34870,A8H39_34850,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20201230,-
134537,61184633,A8H39_RS34875,A8H39_RS34875,A8H39_34855,-,-,-,HAMP domain-containing histidine kinase,protein-coding,-,-,-,HAMP domain-containing histidine kinase,20201227,-
134537,61184634,A8H39_RS34880,A8H39_RS34880,A8H39_34860,-,-,-,response regulator,protein-coding,-,-,-,response regulator,20201227,-
134537,61184635,cqsA,A8H39_RS34885,A8H39_34865,-,-,-,quorum-sensing autoinducer CAI-1 synthase,protein-coding,-,-,-,quorum-sensing autoinducer CAI-1 synthase,20201227,-
134537,61184636,A8H39_RS34890,A8H39_RS34890,A8H39_34870,-,-,-,pseudo,pseudo,-,-,-,-,20201226,-
134537,61184637,A8H39_RS34895,A8H39_RS34895,A8H39_34875,-,-,-,conjugal transfer protein TraG,protein-coding,-,-,-,conjugal transfer protein TraG,20210424,-
134537,61184638,A8H39_RS34900,A8H39_RS34900,A8H39_34880,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210424,-
134537,61184639,A8H39_RS34905,A8H39_RS34905,A8H39_34885,-,-,-,aspartate aminotransferase family protein,protein-coding,-,-,-,aspartate aminotransferase family protein,20201230,-
134537,61184640,A8H39_RS34910,A8H39_RS34910,A8H39_34890,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20201227,-
134537,61184641,A8H39_RS34915,A8H39_RS34915,A8H39_34895,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20201227,-
134537,61184642,A8H39_RS34920,A8H39_RS34920,A8H39_34900,-,-,-,DUF1254 domain-containing protein,protein-coding,-,-,-,DUF1254 domain-containing protein,20201227,-
134537,61184643,A8H39_RS34925,A8H39_RS34925,A8H39_34905,-,-,-,DUF1254 domain-containing protein,protein-coding,-,-,-,DUF1254 domain-containing protein,20201227,-
134537,61184644,ilvD,A8H39_RS34930,A8H39_34910,-,-,-,dihydroxy-acid dehydratase,protein-coding,-,-,-,dihydroxy-acid dehydratase,20201227,-
134537,61184645,mntP,A8H39_RS34935,A8H39_34915,-,-,-,manganese efflux pump MntP,protein-coding,-,-,-,manganese efflux pump MntP,20201230,-
134537,61184646,A8H39_RS34940,A8H39_RS34940,A8H39_34920,-,-,-,TMEM165/GDT1 family protein,protein-coding,-,-,-,TMEM165/GDT1 family protein,20201230,-
134537,61184647,A8H39_RS34945,A8H39_RS34945,A8H39_34925,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20201227,-
134537,61184648,A8H39_RS34950,A8H39_RS34950,A8H39_34930,-,-,-,SDR family NAD(P)-dependent oxidoreductase,protein-coding,-,-,-,SDR family NAD(P)-dependent oxidoreductase,20201227,-
134537,61184649,A8H39_RS34955,A8H39_RS34955,A8H39_34935,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61184650,dmeF,A8H39_RS34960,A8H39_34940,-,-,-,CDF family Co(II)/Ni(II) efflux transporter DmeF,protein-coding,-,-,-,CDF family Co(II)/Ni(II) efflux transporter DmeF,20201227,-
134537,61184651,A8H39_RS34965,A8H39_RS34965,A8H39_34945,-,-,-,metal/formaldehyde-sensitive transcriptional repressor,protein-coding,-,-,-,metal/formaldehyde-sensitive transcriptional repressor,20201227,-
134537,61184652,A8H39_RS34970,A8H39_RS34970,A8H39_34950,-,-,-,collagen-like triple helix repeat-containing protein,protein-coding,-,-,-,collagen-like triple helix repeat-containing protein,20201227,-
134537,61184653,A8H39_RS34975,A8H39_RS34975,A8H39_34955,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20201227,-
134537,61184654,A8H39_RS34980,A8H39_RS34980,A8H39_34960,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20201227,-
134537,61184655,A8H39_RS34985,A8H39_RS34985,A8H39_34965,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20201227,-
134537,61184656,arsB,A8H39_RS34990,A8H39_34970,-,-,-,ACR3 family arsenite efflux transporter,protein-coding,-,-,-,ACR3 family arsenite efflux transporter,20201227,-
134537,61184657,arsC,A8H39_RS34995,A8H39_34975,-,-,-,arsenate reductase (glutaredoxin),protein-coding,-,-,-,arsenate reductase (glutaredoxin),20210417,-
134537,61184658,arsH,A8H39_RS35000,A8H39_34980,-,-,-,arsenical resistance protein ArsH,protein-coding,-,-,-,arsenical resistance protein ArsH,20201227,-
134537,61184659,A8H39_RS35005,A8H39_RS35005,A8H39_34985,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20201227,-
134537,61184660,A8H39_RS35010,A8H39_RS35010,A8H39_34990,-,-,-,aldehyde dehydrogenase family protein,protein-coding,-,-,-,aldehyde dehydrogenase family protein,20201227,-
134537,61184661,A8H39_RS35015,A8H39_RS35015,A8H39_34995,-,-,-,membrane dipeptidase,protein-coding,-,-,-,membrane dipeptidase,20201227,-
134537,61184662,A8H39_RS35020,A8H39_RS35020,A8H39_35000,-,-,-,BCCT family transporter,protein-coding,-,-,-,BCCT family transporter,20210424,-
134537,61184663,A8H39_RS35025,A8H39_RS35025,A8H39_35005,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61184664,A8H39_RS35030,A8H39_RS35030,A8H39_35010,-,-,-,DUF3726 domain-containing protein,protein-coding,-,-,-,DUF3726 domain-containing protein,20210116,-
134537,61184665,A8H39_RS35035,A8H39_RS35035,A8H39_35015,-,-,-,RidA family protein,protein-coding,-,-,-,RidA family protein,20201227,-
134537,61184666,A8H39_RS35040,A8H39_RS35040,A8H39_35020,-,-,-,cytosine permease,protein-coding,-,-,-,cytosine permease,20201227,-
134537,61184667,A8H39_RS35045,A8H39_RS35045,A8H39_35025,-,-,-,FAD-binding protein,protein-coding,-,-,-,FAD-binding protein,20201227,-
134537,61184668,A8H39_RS35050,A8H39_RS35050,A8H39_35030,-,-,-,electron transfer flavoprotein subunit beta/FixA family protein,protein-coding,-,-,-,electron transfer flavoprotein subunit beta/FixA family protein,20201227,-
134537,61184669,A8H39_RS35055,A8H39_RS35055,A8H39_35035,-,-,-,acyl-CoA dehydrogenase family protein,protein-coding,-,-,-,acyl-CoA dehydrogenase family protein,20201227,-
134537,61184670,A8H39_RS35060,A8H39_RS35060,A8H39_35040,-,-,-,CoA transferase,protein-coding,-,-,-,CoA transferase,20201227,-
134537,61184671,A8H39_RS35065,A8H39_RS35065,A8H39_35045,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20201227,-
134537,61184672,A8H39_RS35070,A8H39_RS35070,A8H39_35050,-,-,-,linear amide C-N hydrolase,protein-coding,-,-,-,linear amide C-N hydrolase,20201227,-
134537,61184673,A8H39_RS35075,A8H39_RS35075,A8H39_35055,-,-,-,VOC family protein,protein-coding,-,-,-,VOC family protein,20210424,-
134537,61184674,A8H39_RS35080,A8H39_RS35080,A8H39_35060,-,-,-,porin,protein-coding,-,-,-,porin,20201227,-
134537,61184675,A8H39_RS35085,A8H39_RS35085,A8H39_35065,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61184676,A8H39_RS35090,A8H39_RS35090,A8H39_35070,-,-,-,alanine--glyoxylate aminotransferase family protein,protein-coding,-,-,-,alanine--glyoxylate aminotransferase family protein,20201227,-
134537,61184677,A8H39_RS35095,A8H39_RS35095,A8H39_35075,-,-,-,multidrug effflux MFS transporter,protein-coding,-,-,-,multidrug effflux MFS transporter,20201227,-
134537,61184678,A8H39_RS35100,A8H39_RS35100,A8H39_35080,-,-,-,DEAD/DEAH box helicase,protein-coding,-,-,-,DEAD/DEAH box helicase,20201227,-
134537,61184679,A8H39_RS35105,A8H39_RS35105,A8H39_35085,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20201227,-
134537,61184680,A8H39_RS35115,A8H39_RS35115,A8H39_35095,-,-,-,CoA ester lyase,protein-coding,-,-,-,CoA ester lyase,20201227,-
134537,61184681,A8H39_RS35120,A8H39_RS35120,A8H39_35100,-,-,-,CoA transferase,protein-coding,-,-,-,CoA transferase,20201227,-
134537,61184682,A8H39_RS35125,A8H39_RS35125,A8H39_35105,-,-,-,L-lactate permease,protein-coding,-,-,-,L-lactate permease,20201227,-
134537,61184683,A8H39_RS35130,A8H39_RS35130,A8H39_35110,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20201227,-
134537,61184684,xylB,A8H39_RS35135,A8H39_35115,-,-,-,xylulokinase,protein-coding,-,-,-,xylulokinase,20201227,-
134537,61184685,A8H39_RS35140,A8H39_RS35140,A8H39_35120,-,-,-,AraC family transcriptional regulator,protein-coding,-,-,-,AraC family transcriptional regulator,20201230,-
134537,61184686,ugpC,A8H39_RS35145,A8H39_35125,-,-,-,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC,protein-coding,-,-,-,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC,20201227,-
134537,61184687,A8H39_RS35150,A8H39_RS35150,A8H39_35130,-,-,-,NAD(P)-dependent alcohol dehydrogenase,protein-coding,-,-,-,NAD(P)-dependent alcohol dehydrogenase,20201227,-
134537,61184688,A8H39_RS35155,A8H39_RS35155,A8H39_35135,-,-,-,carbohydrate ABC transporter permease,protein-coding,-,-,-,carbohydrate ABC transporter permease,20201230,-
134537,61184689,A8H39_RS35160,A8H39_RS35160,A8H39_35140,-,-,-,sugar ABC transporter permease,protein-coding,-,-,-,sugar ABC transporter permease,20201230,-
134537,61184690,A8H39_RS35165,A8H39_RS35165,A8H39_35145,-,-,-,extracellular solute-binding protein,protein-coding,-,-,-,extracellular solute-binding protein,20210424,-
134537,61184691,A8H39_RS35170,A8H39_RS35170,A8H39_35150,-,-,-,AraC family transcriptional regulator,protein-coding,-,-,-,AraC family transcriptional regulator,20201227,-
134537,61184692,A8H39_RS35175,A8H39_RS35175,A8H39_35155,-,-,-,DHA2 family efflux MFS transporter permease subunit,protein-coding,-,-,-,DHA2 family efflux MFS transporter permease subunit,20201227,-
134537,61184693,A8H39_RS35180,A8H39_RS35180,A8H39_35160,-,-,-,glutathione S-transferase,protein-coding,-,-,-,glutathione S-transferase,20201227,-
134537,61184694,A8H39_RS35185,A8H39_RS35185,A8H39_35165,-,-,-,dienelactone hydrolase family protein,protein-coding,-,-,-,dienelactone hydrolase family protein,20201227,-
134537,61184695,A8H39_RS35190,A8H39_RS35190,A8H39_35170,-,-,-,AMP-binding protein,protein-coding,-,-,-,AMP-binding protein,20201227,-
134537,61184696,A8H39_RS35195,A8H39_RS35195,A8H39_35175,-,-,-,RidA family protein,protein-coding,-,-,-,RidA family protein,20201227,-
134537,61184697,A8H39_RS35200,A8H39_RS35200,A8H39_35180,-,-,-,acyl-CoA thioesterase,protein-coding,-,-,-,acyl-CoA thioesterase,20201227,-
134537,61184698,A8H39_RS35205,A8H39_RS35205,A8H39_35185,-,-,-,acyl-CoA dehydrogenase family protein,protein-coding,-,-,-,acyl-CoA dehydrogenase family protein,20210424,-
134537,61184699,A8H39_RS35210,A8H39_RS35210,A8H39_35190,-,-,-,enoyl-CoA hydratase family protein,protein-coding,-,-,-,enoyl-CoA hydratase family protein,20201227,-
134537,61184700,A8H39_RS35215,A8H39_RS35215,A8H39_35195,-,-,-,MarR family transcriptional regulator,protein-coding,-,-,-,MarR family transcriptional regulator,20201227,-
134537,61184701,A8H39_RS35220,A8H39_RS35220,A8H39_35200,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20201227,-
134537,61184702,A8H39_RS35225,A8H39_RS35225,A8H39_35205,-,-,-,bifunctional salicylyl-CoA 5-hydroxylase/oxidoreductase,protein-coding,-,-,-,bifunctional salicylyl-CoA 5-hydroxylase/oxidoreductase,20201227,-
134537,61184703,A8H39_RS35230,A8H39_RS35230,A8H39_35210,-,-,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20201227,-
134537,61184704,A8H39_RS35235,A8H39_RS35235,A8H39_35215,-,-,-,MerR family transcriptional regulator,protein-coding,-,-,-,MerR family transcriptional regulator,20210116,-
134537,61184705,A8H39_RS35240,A8H39_RS35240,A8H39_35220,-,-,-,GTP cyclohydrolase I,protein-coding,-,-,-,GTP cyclohydrolase I,20210424,-
134537,61184706,A8H39_RS35245,A8H39_RS35245,A8H39_35225,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20201227,-
134537,61184707,A8H39_RS35250,A8H39_RS35250,A8H39_35230,-,-,-,DUF2256 domain-containing protein,protein-coding,-,-,-,DUF2256 domain-containing protein,20201227,-
134537,61184708,A8H39_RS35255,A8H39_RS35255,A8H39_35235,-,-,-,cryptochrome/photolyase family protein,protein-coding,-,-,-,cryptochrome/photolyase family protein,20201227,-
134537,61184709,A8H39_RS35260,A8H39_RS35260,A8H39_35240,-,-,-,pseudo,pseudo,-,-,-,-,20201226,-
134537,61184710,A8H39_RS35265,A8H39_RS35265,A8H39_35245,-,-,-,porin,protein-coding,-,-,-,porin,20201230,-
134537,61184711,A8H39_RS35275,A8H39_RS35275,A8H39_35255,-,-,-,PAS domain S-box protein,protein-coding,-,-,-,PAS domain S-box protein,20201227,-
134537,61184712,A8H39_RS35280,A8H39_RS35280,A8H39_35260,-,-,-,pseudo,pseudo,-,-,-,-,20201226,-
134537,61184713,A8H39_RS35290,A8H39_RS35290,A8H39_35270,-,-,-,aldo/keto reductase,protein-coding,-,-,-,aldo/keto reductase,20201227,-
134537,61184714,A8H39_RS35295,A8H39_RS35295,A8H39_35275,-,-,-,carboxymuconolactone decarboxylase family protein,protein-coding,-,-,-,carboxymuconolactone decarboxylase family protein,20201227,-
134537,61184715,A8H39_RS35300,A8H39_RS35300,A8H39_35280,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20201227,-
134537,61184716,kdsA,A8H39_RS35305,A8H39_35285,-,-,-,3-deoxy-8-phosphooctulonate synthase,protein-coding,-,-,-,3-deoxy-8-phosphooctulonate synthase,20210417,-
134537,61184717,alr,A8H39_RS35310,A8H39_35290,-,-,-,alanine racemase,protein-coding,-,-,-,alanine racemase,20201227,-
134537,61184718,A8H39_RS35315,A8H39_RS35315,A8H39_35295,-,-,-,EAL domain-containing protein,protein-coding,-,-,-,EAL domain-containing protein,20201227,-
134537,61184719,A8H39_RS35320,A8H39_RS35320,A8H39_35300,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61184720,A8H39_RS35325,A8H39_RS35325,A8H39_35305,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61184721,A8H39_RS35330,A8H39_RS35330,A8H39_35310,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61184722,A8H39_RS35335,A8H39_RS35335,A8H39_35315,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61184723,A8H39_RS35340,A8H39_RS35340,A8H39_35320,-,-,-,"phospholipase C, phosphocholine-specific",protein-coding,-,-,-,"phospholipase C, phosphocholine-specific",20201227,-
134537,61184724,A8H39_RS35345,A8H39_RS35345,A8H39_35325,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61184725,bla,A8H39_RS35350,A8H39_35330,-,-,-,class A beta-lactamase,protein-coding,-,-,-,class A beta-lactamase,20201227,-
134537,61184726,A8H39_RS35355,A8H39_RS35355,A8H39_35335,-,-,-,pseudo,pseudo,-,-,-,-,20201226,-
134537,61184727,A8H39_RS35360,A8H39_RS35360,A8H39_35340,-,-,-,DUF2894 domain-containing protein,protein-coding,-,-,-,DUF2894 domain-containing protein,20210424,-
134537,61184728,A8H39_RS35365,A8H39_RS35365,A8H39_35345,-,-,-,OmpA family protein,protein-coding,-,-,-,OmpA family protein,20201230,-
134537,61184729,A8H39_RS35370,A8H39_RS35370,A8H39_35350,-,-,-,DUF802 domain-containing protein,protein-coding,-,-,-,DUF802 domain-containing protein,20201227,-
134537,61184730,A8H39_RS35375,A8H39_RS35375,A8H39_35355,-,-,-,DUF3348 domain-containing protein,protein-coding,-,-,-,DUF3348 domain-containing protein,20201227,-
134537,61184731,A8H39_RS35380,A8H39_RS35380,A8H39_35360,-,-,-,metallophosphoesterase family protein,protein-coding,-,-,-,metallophosphoesterase family protein,20201227,-
134537,61184732,A8H39_RS35385,A8H39_RS35385,A8H39_35365,-,-,-,ParB/Srx family N-terminal domain-containing protein,protein-coding,-,-,-,ParB/Srx family N-terminal domain-containing protein,20210116,-
134537,61184733,A8H39_RS35390,A8H39_RS35390,A8H39_35370,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61184734,A8H39_RS35395,A8H39_RS35395,A8H39_35375,-,-,-,heme-binding protein,protein-coding,-,-,-,heme-binding protein,20201227,-
134537,61184735,A8H39_RS35400,A8H39_RS35400,A8H39_35380,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210116,-
134537,61184736,A8H39_RS35410,A8H39_RS35410,A8H39_35390,-,-,-,DUF3455 domain-containing protein,protein-coding,-,-,-,DUF3455 domain-containing protein,20201227,-
134537,61184737,A8H39_RS35415,A8H39_RS35415,A8H39_35395,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
134537,61184738,A8H39_RS35420,A8H39_RS35420,A8H39_35400,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20201227,-
134537,61184739,A8H39_RS35425,A8H39_RS35425,A8H39_35405,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20210424,-
134537,61184740,A8H39_RS35430,A8H39_RS35430,A8H39_35410,-,-,-,response regulator,protein-coding,-,-,-,response regulator,20201227,-
134537,61184741,A8H39_RS35435,A8H39_RS35435,A8H39_35415,-,-,-,DUF1254 domain-containing protein,protein-coding,-,-,-,DUF1254 domain-containing protein,20201227,-
134537,61184742,A8H39_RS35440,A8H39_RS35440,A8H39_35420,-,-,-,DUF1254 domain-containing protein,protein-coding,-,-,-,DUF1254 domain-containing protein,20210129,-
134537,61184743,A8H39_RS35445,A8H39_RS35445,A8H39_35425,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20201227,-
134537,61184744,A8H39_RS35450,A8H39_RS35450,A8H39_35430,-,-,-,acetate--CoA ligase family protein,protein-coding,-,-,-,acetate--CoA ligase family protein,20201227,-
134537,61184745,A8H39_RS35455,A8H39_RS35455,A8H39_35435,-,-,-,pseudo,pseudo,-,-,-,-,20201226,-
134537,61184746,A8H39_RS35460,A8H39_RS35460,A8H39_35440,-,-,-,IclR family transcriptional regulator,protein-coding,-,-,-,IclR family transcriptional regulator,20201227,-
134537,61184747,gcvA,A8H39_RS35465,A8H39_35445,-,-,-,transcriptional regulator GcvA,protein-coding,-,-,-,transcriptional regulator GcvA,20201227,-
134537,61184748,A8H39_RS35470,A8H39_RS35470,A8H39_35450,-,-,-,RidA family protein,protein-coding,-,-,-,RidA family protein,20201227,-
134537,61184749,A8H39_RS35475,A8H39_RS35475,A8H39_35455,-,-,-,aminotransferase class V-fold PLP-dependent enzyme,protein-coding,-,-,-,aminotransferase class V-fold PLP-dependent enzyme,20201227,-
134537,61184750,A8H39_RS35480,A8H39_RS35480,A8H39_35460,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61184751,A8H39_RS35485,A8H39_RS35485,A8H39_35465,-,-,-,Lrp/AsnC family transcriptional regulator,protein-coding,-,-,-,Lrp/AsnC family transcriptional regulator,20201230,-
134537,61184752,A8H39_RS35490,A8H39_RS35490,A8H39_35470,-,-,-,indolepyruvate ferredoxin oxidoreductase family protein,protein-coding,-,-,-,indolepyruvate ferredoxin oxidoreductase family protein,20201227,-
134537,61184753,A8H39_RS35495,A8H39_RS35495,A8H39_35475,-,-,-,FAD-binding oxidoreductase,protein-coding,-,-,-,FAD-binding oxidoreductase,20201227,-
134537,61184754,glnQ,A8H39_RS35500,A8H39_35480,-,-,-,glutamine ABC transporter ATP-binding protein GlnQ,protein-coding,-,-,-,glutamine ABC transporter ATP-binding protein GlnQ,20210116,-
134537,61184755,glnP,A8H39_RS35505,A8H39_35485,-,-,-,glutamine ABC transporter permease GlnP,protein-coding,-,-,-,glutamine ABC transporter permease GlnP,20201230,-
134537,61184756,glnH,A8H39_RS35510,A8H39_35490,-,-,-,glutamine ABC transporter substrate-binding protein GlnH,protein-coding,-,-,-,glutamine ABC transporter substrate-binding protein GlnH,20201227,-
134537,61184757,A8H39_RS35515,A8H39_RS35515,A8H39_35495,-,-,-,PQQ-binding-like beta-propeller repeat protein,protein-coding,-,-,-,PQQ-binding-like beta-propeller repeat protein,20201227,-
134537,61184758,A8H39_RS35520,A8H39_RS35520,A8H39_35500,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61184759,A8H39_RS35525,A8H39_RS35525,A8H39_35505,-,-,-,DUF899 domain-containing protein,protein-coding,-,-,-,DUF899 domain-containing protein,20201227,-
134537,61184760,A8H39_RS35530,A8H39_RS35530,A8H39_35510,-,-,-,DUF2182 domain-containing protein,protein-coding,-,-,-,DUF2182 domain-containing protein,20201227,-
134537,61184761,A8H39_RS35535,A8H39_RS35535,A8H39_35515,-,-,-,sterol desaturase family protein,protein-coding,-,-,-,sterol desaturase family protein,20201230,-
134537,61184762,A8H39_RS35540,A8H39_RS35540,A8H39_35520,-,-,-,beta-propeller fold lactonase family protein,protein-coding,-,-,-,beta-propeller fold lactonase family protein,20201227,-
134537,61184763,A8H39_RS35545,A8H39_RS35545,A8H39_35525,-,-,-,zf-TFIIB domain-containing protein,protein-coding,-,-,-,zf-TFIIB domain-containing protein,20201230,-
134537,61184764,A8H39_RS35550,A8H39_RS35550,A8H39_35530,-,-,-,TerC family protein,protein-coding,-,-,-,TerC family protein,20201230,-
134537,61184765,A8H39_RS35555,A8H39_RS35555,A8H39_35535,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20201230,-
134537,61184766,A8H39_RS35560,A8H39_RS35560,A8H39_35540,-,-,-,TerB family tellurite resistance protein,protein-coding,-,-,-,TerB family tellurite resistance protein,20201230,-
134537,61184767,A8H39_RS35565,A8H39_RS35565,A8H39_35545,-,-,-,DUF2322 family protein,protein-coding,-,-,-,DUF2322 family protein,20210424,-
134537,61184768,A8H39_RS35570,A8H39_RS35570,A8H39_35550,-,-,-,zinc-dependent alcohol dehydrogenase family protein,protein-coding,-,-,-,zinc-dependent alcohol dehydrogenase family protein,20201227,-
134537,61184769,A8H39_RS35575,A8H39_RS35575,A8H39_35555,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20201227,-
134537,61184770,A8H39_RS35580,A8H39_RS35580,A8H39_35560,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20201227,-
134537,61184771,A8H39_RS35585,A8H39_RS35585,A8H39_35565,-,-,-,aldo/keto reductase,protein-coding,-,-,-,aldo/keto reductase,20201227,-
134537,61184772,A8H39_RS35590,A8H39_RS35590,A8H39_35570,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20201227,-
134537,61184773,A8H39_RS35595,A8H39_RS35595,A8H39_35575,-,-,-,enoyl-CoA hydratase/isomerase family protein,protein-coding,-,-,-,enoyl-CoA hydratase/isomerase family protein,20201227,-
134537,61184774,A8H39_RS35600,A8H39_RS35600,A8H39_35580,-,-,-,CoA transferase,protein-coding,-,-,-,CoA transferase,20201227,-
134537,61184775,A8H39_RS35605,A8H39_RS35605,A8H39_35585,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20201230,-
134537,61184776,A8H39_RS35615,A8H39_RS35615,A8H39_35595,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61184777,A8H39_RS35620,A8H39_RS35620,A8H39_35600,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61184778,A8H39_RS35625,A8H39_RS35625,A8H39_35605,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20201227,-
134537,61184779,A8H39_RS35630,A8H39_RS35630,A8H39_35610,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201227,-
134537,61184780,A8H39_RS35635,A8H39_RS35635,A8H39_35615,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20210424,-
134537,61184781,A8H39_RS35640,A8H39_RS35640,A8H39_35620,-,-,-,polysaccharide biosynthesis tyrosine autokinase,protein-coding,-,-,-,polysaccharide biosynthesis tyrosine autokinase,20201227,-
134537,61184782,A8H39_RS35645,A8H39_RS35645,A8H39_35625,-,-,-,glycosyltransferase family 4 protein,protein-coding,-,-,-,glycosyltransferase family 4 protein,20201227,-
134537,61184783,A8H39_RS35655,A8H39_RS35655,A8H39_35635,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61184784,A8H39_RS35660,A8H39_RS35660,A8H39_35640,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20201227,-
134537,61184785,A8H39_RS35665,A8H39_RS35665,A8H39_35645,-,-,-,oligosaccharide flippase family protein,protein-coding,-,-,-,oligosaccharide flippase family protein,20201227,-
134537,61184786,A8H39_RS35670,A8H39_RS35670,A8H39_35650,-,-,-,glycosyltransferase family 4 protein,protein-coding,-,-,-,glycosyltransferase family 4 protein,20201230,-
