#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5741,3974679,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Giardia duodenalis; Giardia lamblia; Lamblia intestinalis).,other,-,-,-,-,20201024,-
5741,5702489,GL50803_0024512,GL50803_0024512,GL50803_24512,-,4,-,Neurogenic locus notch-like protein,protein-coding,-,-,-,Neurogenic locus notch-like protein,20201210,-
5741,5702491,GL50803_0016228,GL50803_0016228,GL50803_16228,-,4,-,DDI1-like DNA-damage inducible protein,protein-coding,-,-,-,DDI1-like DNA-damage inducible protein,20201210,-
5741,5702492,GL50803_0016227,GL50803_0016227,GL50803_16227,-,4,-,Ankyrin repeat protein 2,protein-coding,-,-,-,Ankyrin repeat protein 2,20201210,-
5741,5702494,GL50803_0016226,GL50803_0016226,GL50803_16226,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702495,GL50803_0016225,GL50803_0016225,GL50803_16225,-,4,-,Telomerase reverse transcriptase,protein-coding,-,-,-,Telomerase reverse transcriptase,20201210,-
5741,5702497,GL50803_0016224,GL50803_0016224,GL50803_16224,-,4,-,Kinesin-related protein,protein-coding,-,-,-,Kinesin-related protein,20201210,-
5741,5702501,GL50803_003386,GL50803_003386,GL50803_3386,-,4,-,Hypothetical protein,pseudo,-,-,-,-,20201210,-
5741,5702502,GL50803_0016223,GL50803_0016223,GL50803_16223,-,4,-,DNA-directed RNA polymerase subunit A',protein-coding,-,-,-,DNA-directed RNA polymerase subunit A',20201210,-
5741,5702503,GL50803_0013393,GL50803_0013393,GL50803_13393,-,4,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702504,GL50803_003570,GL50803_003570,GL50803_3570,-,4,-,Ribosomal protein S28,protein-coding,-,-,-,Ribosomal protein S28,20201210,-
5741,5702505,GL50803_0016222,GL50803_0016222,GL50803_16222,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702507,GL50803_006026,GL50803_006026,GL50803_6026,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702508,GL50803_0014091,GL50803_0014091,GL50803_14091,-,4,-,Ribosomal protein L14,protein-coding,-,-,-,Ribosomal protein L14,20201210,-
5741,5702509,GL50803_0027696,GL50803_0027696,GL50803_27696,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702510,GL50803_006022,GL50803_006022,GL50803_6022,-,4,-,Ribosomal protein S20,protein-coding,-,-,-,Ribosomal protein S20,20201210,-
5741,5702511,GL50803_0016672,GL50803_0016672,GL50803_16672,-,4,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702512,GL50803_0027694,GL50803_0027694,GL50803_27694,-,4,-,"putative zinc finger motif, C2HC5-type domain-containing protein",protein-coding,-,-,-,"putative zinc finger motif, C2HC5-type domain-containing protein",20201210,-
5741,5702513,GL50803_0014089,GL50803_0014089,GL50803_14089,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702514,GL50803_0022003,GL50803_0022003,GL50803_22003,-,4,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702515,GL50803_006015,GL50803_006015,GL50803_6015,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702517,GL50803_0016671,GL50803_0016671,GL50803_16671,-,4,-,DinF protein,protein-coding,-,-,-,DinF protein,20201210,-
5741,5702521,GL50803_00103606,GL50803_00103606,GL50803_103606,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702522,GL50803_00113995,GL50803_00113995,GL50803_113995,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702523,GL50803_0016670,GL50803_0016670,GL50803_16670,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702524,GL50803_0014380,GL50803_0014380,GL50803_14380,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702525,GL50803_0028112,GL50803_0028112,GL50803_28112,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702526,GL50803_0032893,GL50803_0032893,GL50803_32893,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702527,GL50803_007154,GL50803_007154,GL50803_7154,-,4,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702528,GL50803_0016668,GL50803_0016668,GL50803_16668,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702529,GL50803_0016667,GL50803_0016667,GL50803_16667,-,4,-,Acyl-CoA synthetase,protein-coding,-,-,-,Acyl-CoA synthetase,20201210,-
5741,5702531,GL50803_0014195,GL50803_0014195,GL50803_14195,-,4,-,Pms1-like protein,protein-coding,-,-,-,Pms1-like protein,20201210,-
5741,5702532,GL50803_006417,GL50803_006417,GL50803_6417,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702533,GL50803_00102455,GL50803_00102455,GL50803_102455,-,4,-,Kinesin-6,protein-coding,-,-,-,Kinesin-6,20201210,-
5741,5702535,GL50803_0016663,GL50803_0016663,GL50803_16663,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702538,GL50803_0012920,GL50803_0012920,GL50803_12920,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702540,GL50803_0050416,GL50803_0050416,GL50803_32890,-,Unknown,-,pVSP,pseudo,-,-,-,-,20201210,-
5741,5702545,GL50803_0032933,GL50803_0032933,GL50803_32933,-,4,-,VSP,protein-coding,-,-,-,VSP,20210424,-
5741,5702548,GL50803_00113987,GL50803_00113987,GL50803_113987,-,4,-,High cysteine membrane protein Group 3,protein-coding,-,-,-,High cysteine membrane protein Group 3,20201210,-
5741,5702549,GL50803_00113986,GL50803_00113986,GL50803_113986,-,4,-,PP-loop family protein,protein-coding,-,-,-,PP-loop family protein,20201210,-
5741,5702550,GL50803_0034179,GL50803_0034179,GL50803_34179,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702553,GL50803_0014975,GL50803_0014975,GL50803_14975,-,4,-,"Phosphatidylinositol-glycan biosynthesis, class O protein",protein-coding,-,-,-,"Phosphatidylinositol-glycan biosynthesis, class O protein",20201210,-
5741,5702554,GL50803_009529,GL50803_009529,GL50803_9529,-,4,-,Zinc finger domain,protein-coding,-,-,-,Zinc finger domain,20201210,-
5741,5702555,GL50803_009528,GL50803_009528,GL50803_9528,-,4,-,Methyltransferase like 2,protein-coding,-,-,-,Methyltransferase like 2,20201210,-
5741,5702556,GL50803_0017578,GL50803_0017578,GL50803_17578,-,4,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5702557,GL50803_0089746,GL50803_0089746,GL50803_89746,-,4,-,putative tRNA pseudouridine38/39 synthase,protein-coding,-,-,-,putative tRNA pseudouridine38/39 synthase,20210424,-
5741,5702559,GL50803_00101699,GL50803_00101699,GL50803_101699,-,4,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702563,GL50803_0017579,GL50803_0017579,GL50803_17579,-,4,-,Inositol-3-phosphate synthase,protein-coding,-,-,-,Inositol-3-phosphate synthase,20201210,-
5741,5702564,GL50803_0024860,GL50803_0024860,GL50803_24860,-,4,-,Nonsense-mediated mRNA decay protein 3,protein-coding,-,-,-,Nonsense-mediated mRNA decay protein 3,20201210,-
5741,5702565,GL50803_0014317,GL50803_0014317,GL50803_14317,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702567,GL50803_002556,GL50803_002556,GL50803_2556,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702568,GL50803_002555,GL50803_002555,GL50803_2555,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702570,GL50803_0013055,GL50803_0013055,GL50803_13055,-,4,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702571,GL50803_005305,GL50803_005305,GL50803_5305,-,4,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702572,GL50803_0013890,GL50803_0013890,GL50803_13890,-,4,-,Phosphatidyl synthase,protein-coding,-,-,-,Phosphatidyl synthase,20201210,-
5741,5702575,GL50803_0032958,GL50803_0032958,GL50803_4033,-,4,-,"Kinase, NEK",pseudo,-,-,-,-,20201210,-
5741,5702576,GL50803_0092983,GL50803_0092983,GL50803_92983,-,4,-,Ankyrin repeat protein 2,protein-coding,-,-,-,Ankyrin repeat protein 2,20201210,-
5741,5702578,GL50803_0050162,GL50803_0050162,GL50803_13520,-,4,-,pseudo,pseudo,-,-,-,-,20201210,-
5741,5702580,GL50803_00113971,GL50803_00113971,GL50803_113971,-,4,-,Transducin,protein-coding,-,-,-,Transducin,20201210,-
5741,5702581,GL50803_00113970,GL50803_00113970,GL50803_113970,-,4,-,Alpha/beta hydrolase family protein,protein-coding,-,-,-,Alpha/beta hydrolase family protein,20201210,-
5741,5702582,GL50803_0022112,GL50803_0022112,GL50803_22112,-,4,-,putative U6 snRNA-associated Sm-like protein LSm3,protein-coding,-,-,-,putative U6 snRNA-associated Sm-like protein LSm3,20201210,-
5741,5702583,GL50803_0017583,GL50803_0017583,GL50803_17583,-,4,-,CYTH domain-containing protein,protein-coding,-,-,-,CYTH domain-containing protein,20201210,-
5741,5702584,GL50803_004164,GL50803_004164,GL50803_4164,-,4,-,tRNA (guanine(37)-N1)-methyltransferase,protein-coding,-,-,-,tRNA (guanine(37)-N1)-methyltransferase,20210424,-
5741,5702585,GL50803_004165,GL50803_004165,GL50803_4165,-,4,-,putative NOD3 protein,protein-coding,-,-,-,putative NOD3 protein,20201210,-
5741,5702586,GL50803_0017584,GL50803_0017584,GL50803_17584,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210425,-
5741,5702588,GL50803_0017585,GL50803_0017585,GL50803_17585,-,4,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702590,GL50803_0017586,GL50803_0017586,GL50803_17586,-,4,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702591,GL50803_0091252,GL50803_0091252,GL50803_91252,-,4,-,GiOR-1,protein-coding,-,-,-,GiOR-1,20201210,-
5741,5702592,GL50803_0017587,GL50803_0017587,GL50803_17587,-,4,-,CTP synthase,protein-coding,-,-,-,CTP synthase,20201210,-
5741,5702594,GL50803_009870,GL50803_009870,GL50803_9870,-,4,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5702596,GL50803_009865,GL50803_009865,GL50803_9865,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702598,GL50803_00114937,GL50803_00114937,GL50803_114937,-,4,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5702600,GL50803_0011925,GL50803_0011925,GL50803_11925,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702601,GL50803_0017590,GL50803_0017590,GL50803_17590,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5741,5702602,GL50803_0015531,GL50803_0015531,GL50803_15531,-,4,-,WD40 repeat protein,protein-coding,-,-,-,WD40 repeat protein,20210424,-
5741,5702603,GL50803_0032571,GL50803_0032571,GL50803_32571,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702604,GL50803_0011930,GL50803_0011930,GL50803_11930,-,4,-,MIZ/SP-RING zinc finger domain-containing protein,protein-coding,-,-,-,MIZ/SP-RING zinc finger domain-containing protein,20201210,-
5741,5702605,GL50803_0015532,GL50803_0015532,GL50803_15532,-,4,-,Putative cyclin,pseudo,-,-,-,-,20201210,-
5741,5702606,GL50803_00114930,GL50803_00114930,GL50803_114930,-,4,-,High cysteine membrane protein Group 4,protein-coding,-,-,-,High cysteine membrane protein Group 4,20201210,-
5741,5702607,GL50803_0040283,GL50803_0040283,GL50803_40283,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5741,5702608,GL50803_0087519,GL50803_0087519,GL50803_87519,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702609,GL50803_0011940,GL50803_0011940,GL50803_11940,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702610,GL50803_0015535,GL50803_0015535,GL50803_15535,-,4,-,putative Deoxyhypusine synthase,protein-coding,-,-,-,putative Deoxyhypusine synthase,20201210,-
5741,5702611,GL50803_0015537,GL50803_0015537,GL50803_15537,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702612,GL50803_0029708,GL50803_0029708,GL50803_29708,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702613,GL50803_0015538,GL50803_0015538,GL50803_15538,-,4,-,Eukaryotic translation initiation factor 5,protein-coding,-,-,-,Eukaryotic translation initiation factor 5,20201210,-
5741,5702615,GL50803_0011950,GL50803_0011950,GL50803_11950,-,4,-,Ribosomal protein L18,protein-coding,-,-,-,Ribosomal protein L18,20201210,-
5741,5702616,GL50803_0011953,GL50803_0011953,GL50803_11953,-,4,-,Coatomer alpha subunit,protein-coding,-,-,-,Coatomer alpha subunit,20201210,-
5741,5702617,GL50803_0011955,GL50803_0011955,GL50803_11955,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702618,GL50803_0011956,GL50803_0011956,GL50803_11956,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702619,GL50803_00114921,GL50803_00114921,GL50803_114921,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702621,GL50803_0011961,GL50803_0011961,GL50803_11961,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702622,GL50803_0017593,GL50803_0017593,GL50803_17593,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702623,GL50803_0011965,GL50803_0011965,GL50803_11965,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702626,GL50803_00114915,GL50803_00114915,GL50803_114915,-,4,-,Cysteine protease,protein-coding,-,-,-,Cysteine protease,20201210,-
5741,5702627,GL50803_0011976,GL50803_0011976,GL50803_11976,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702628,GL50803_0086815,GL50803_0086815,GL50803_86815,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702629,GL50803_0086821,GL50803_0086821,GL50803_86821,-,4,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20210424,-
5741,5702630,GL50803_0014566,GL50803_0014566,GL50803_14566,-,4,-,Dipeptidyl-peptidase I,protein-coding,-,-,-,Dipeptidyl-peptidase I,20201210,-
5741,5702632,GL50803_007843,GL50803_007843,GL50803_7843,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702633,GL50803_0014567,GL50803_0014567,GL50803_14567,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702634,GL50803_0017596,GL50803_0017596,GL50803_17596,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702635,GL50803_0014568,GL50803_0014568,GL50803_14568,-,4,-,Ser/Thr protein phosphatase PP1-alpha 2 catalytic subunit,protein-coding,-,-,-,Ser/Thr protein phosphatase PP1-alpha 2 catalytic subunit,20201210,-
5741,5702637,GL50803_007850,GL50803_007850,GL50803_7850,-,4,-,Sgt1-like protein,protein-coding,-,-,-,Sgt1-like protein,20201210,-
5741,5702638,GL50803_00112875,GL50803_00112875,GL50803_112875,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702640,GL50803_003746,GL50803_003746,GL50803_3746,-,4,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702642,GL50803_008741,GL50803_008741,GL50803_8741,-,4,-,Dipeptidyl-peptidase I,protein-coding,-,-,-,Dipeptidyl-peptidase I,20201210,-
5741,5702644,GL50803_008742,GL50803_008742,GL50803_8742,-,4,-,putative Extracellular nuclease,protein-coding,-,-,-,putative Extracellular nuclease,20201210,-
5741,5702646,GL50803_00112870,GL50803_00112870,GL50803_112870,-,4,-,Prefoldin subunit,protein-coding,-,-,-,Prefoldin subunit,20201210,-
5741,5702647,GL50803_008745,GL50803_008745,GL50803_8745,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702648,GL50803_00112867,GL50803_00112867,GL50803_112867,-,4,-,VSP,protein-coding,-,-,-,VSP,20210424,-
5741,5702649,GL50803_00112866,GL50803_00112866,GL50803_112866,-,4,-,"Reverse transcriptase/endonuclease, putative",pseudo,-,-,-,-,20201210,-
5741,5702651,GL50803_0028626,GL50803_0028626,GL50803_28626,-,4,-,VSP,protein-coding,-,-,-,VSP,20201210,-
5741,5702654,GL50803_0090122,GL50803_0090122,GL50803_90122,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702656,GL50803_006259,GL50803_006259,GL50803_6259,-,4,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702657,GL50803_0090125,GL50803_0090125,GL50803_90125,-,4,-,putative tRNA intron endonuclease,protein-coding,-,-,-,putative tRNA intron endonuclease,20201210,-
5741,5702658,GL50803_006262,GL50803_006262,GL50803_6262,-,4,-,Kinesin-3,protein-coding,-,-,-,Kinesin-3,20201210,-
5741,5702659,GL50803_0023602,GL50803_0023602,GL50803_23602,-,4,-,tRNA-splicing ligase RtcB,protein-coding,-,-,-,tRNA-splicing ligase RtcB,20201210,-
5741,5702661,GL50803_00102101,GL50803_00102101,GL50803_102101,-,4,-,Kinesin-3,protein-coding,-,-,-,Kinesin-3,20201210,-
5741,5702662,GL50803_0014934,GL50803_0014934,GL50803_14934,-,4,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20210424,-
5741,5702664,GL50803_009368,GL50803_009368,GL50803_9368,-,4,-,Pyruvate formate-lyase activating enzyme,protein-coding,-,-,-,Pyruvate formate-lyase activating enzyme,20201210,-
5741,5702665,GL50803_009365,GL50803_009365,GL50803_9365,-,4,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5702667,GL50803_0014933,GL50803_0014933,GL50803_14933,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702668,GL50803_009363,GL50803_009363,GL50803_9363,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702669,GL50803_0020195,GL50803_0020195,GL50803_20195,-,4,-,"5'-methylthioadenosine nucleosidase, S-adenosylhomocysteine nucleosidase",protein-coding,-,-,-,"5'-methylthioadenosine nucleosidase, S-adenosylhomocysteine nucleosidase",20201210,-
5741,5702672,GL50803_009359,GL50803_009359,GL50803_9359,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702673,GL50803_00102108,GL50803_00102108,GL50803_102108,-,4,-,Clathrin heavy chain,protein-coding,-,-,-,Clathrin heavy chain,20201210,-
5741,5702674,GL50803_0028856,GL50803_0028856,GL50803_28856,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702676,GL50803_00112846,GL50803_00112846,GL50803_112846,-,4,-,Kinesin-3,protein-coding,-,-,-,Kinesin-3,20201210,-
5741,5702677,GL50803_0014963,GL50803_0014963,GL50803_14963,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702679,GL50803_00102110,GL50803_00102110,GL50803_102110,-,4,-,Chromosome segregation protein SMC,protein-coding,-,-,-,Chromosome segregation protein SMC,20201210,-
5741,5702680,GL50803_009493,GL50803_009493,GL50803_9493,-,4,-,Coiled-coil protein,protein-coding,-,-,-,Coiled-coil protein,20201210,-
5741,5702681,GL50803_009492,GL50803_009492,GL50803_9492,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702682,GL50803_0091295,GL50803_0091295,GL50803_91295,-,4,-,Solute carrier family protein,protein-coding,-,-,-,Solute carrier family protein,20201210,-
5741,5702683,GL50803_009489,GL50803_009489,GL50803_9489,-,4,-,R-SNARE 1,protein-coding,-,-,-,R-SNARE 1,20210424,-
5741,5702685,GL50803_009487,GL50803_009487,GL50803_9487,-,4,-,"Kinase, CAMK CAMKL",protein-coding,-,-,-,"Kinase, CAMK CAMKL",20201210,-
5741,5702686,GL50803_0017073,GL50803_0017073,GL50803_17073,-,4,-,Kinase,protein-coding,-,-,-,Kinase,20201210,-
5741,5702687,GL50803_003867,GL50803_003867,GL50803_3867,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702689,GL50803_003868,GL50803_003868,GL50803_3868,-,4,-,Coiled-coil protein,protein-coding,-,-,-,Coiled-coil protein,20201210,-
5741,5702690,GL50803_003869,GL50803_003869,GL50803_3869,-,4,-,Qa-SNARE 2,protein-coding,-,-,-,Qa-SNARE 2,20201210,-
5741,5702691,GL50803_0017074,GL50803_0017074,GL50803_17074,-,4,-,Coiled-coil protein,protein-coding,-,-,-,Coiled-coil protein,20201210,-
5741,5702692,GL50803_002523,GL50803_002523,GL50803_2523,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702693,GL50803_0017075,GL50803_0017075,GL50803_17075,-,4,-,putative Spindle pole protein,protein-coding,-,-,-,putative Spindle pole protein,20201210,-
5741,5702695,GL50803_002305,GL50803_002305,GL50803_2305,-,4,-,Intracellular protein transport protein USO1,protein-coding,-,-,-,Intracellular protein transport protein USO1,20201210,-
5741,5702696,GL50803_0039843,GL50803_0039843,GL50803_39843,-,4,-,Copper-transporting P-type ATPase,protein-coding,-,-,-,Copper-transporting P-type ATPase,20210417,-
5741,5702698,GL50803_0033592,GL50803_0033592,GL50803_33592,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702699,GL50803_0091324,GL50803_0091324,GL50803_91324,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702700,GL50803_003465,GL50803_003465,GL50803_3465,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702701,GL50803_0013360,GL50803_0013360,GL50803_13360,-,4,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702703,GL50803_00112831,GL50803_00112831,GL50803_112831,-,4,-,Cysteine protease,protein-coding,-,-,-,Cysteine protease,20201210,-
5741,5702704,GL50803_0017212,GL50803_0017212,GL50803_17212,-,4,-,High cysteine membrane protein,protein-coding,-,-,-,High cysteine membrane protein,20201210,-
5741,5702708,GL50803_002925,GL50803_002925,GL50803_2925,-,4,-,Rho GDI,protein-coding,-,-,-,Rho GDI,20201210,-
5741,5702709,GL50803_002926,GL50803_002926,GL50803_2926,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702710,GL50803_0017214,GL50803_0017214,GL50803_17214,-,4,-,putative Amino acid transporter system N2,protein-coding,-,-,-,putative Amino acid transporter system N2,20210424,-
5741,5702711,GL50803_0032911,GL50803_0032911,GL50803_32911,-,4,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702712,GL50803_0086855,GL50803_0086855,GL50803_86855,-,4,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702713,GL50803_0015193,GL50803_0015193,GL50803_15193,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5741,5702714,GL50803_0017216,GL50803_0017216,GL50803_17216,-,4,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20210424,-
5741,5702716,GL50803_0015191,GL50803_0015191,GL50803_15191,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702717,GL50803_0010382,GL50803_0010382,GL50803_10382,-,4,-,Tubulin tyrosine ligase-like 2,protein-coding,-,-,-,Tubulin tyrosine ligase-like 2,20201210,-
5741,5702718,GL50803_0015190,GL50803_0015190,GL50803_15190,-,4,-,DNA topoisomerase III,protein-coding,-,-,-,DNA topoisomerase III,20201210,-
5741,5702722,GL50803_0050171,GL50803_0050171,GL50803_112331,-,4,-,pVSP,pseudo,-,-,-,-,20201210,-
5741,5702723,GL50803_0010374,GL50803_0010374,GL50803_10374,-,4,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702724,GL50803_0015187,GL50803_0015187,GL50803_15187,-,4,-,Zinc finger domain,protein-coding,-,-,-,Zinc finger domain,20210424,-
5741,5702725,GL50803_0015186,GL50803_0015186,GL50803_15186,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702726,GL50803_0010370,GL50803_0010370,GL50803_10370,-,4,-,putative ATP/GTP binding protein,protein-coding,-,-,-,putative ATP/GTP binding protein,20201210,-
5741,5702727,GL50803_0015184,GL50803_0015184,GL50803_15184,-,4,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702728,GL50803_0032908,GL50803_0032908,GL50803_32908,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702730,GL50803_0010367,GL50803_0010367,GL50803_10367,-,4,-,Ribosomal protein S24,protein-coding,-,-,-,Ribosomal protein S24,20201210,-
5741,5702731,GL50803_005186,GL50803_005186,GL50803_5186,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702732,GL50803_005188,GL50803_005188,GL50803_5188,-,4,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702734,GL50803_0017219,GL50803_0017219,GL50803_17219,-,4,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702735,GL50803_007616,GL50803_007616,GL50803_7616,-,4,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702736,GL50803_007615,GL50803_007615,GL50803_7615,-,4,-,DNA topoisomerase III,protein-coding,-,-,-,DNA topoisomerase III,20201210,-
5741,5702737,GL50803_0014498,GL50803_0014498,GL50803_14498,-,4,-,Tubulin tyrosine ligase,protein-coding,-,-,-,Tubulin tyrosine ligase,20201210,-
5741,5702738,GL50803_007611,GL50803_007611,GL50803_7611,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702739,GL50803_007610,GL50803_007610,GL50803_7610,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
