#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
4781,36395056,PHALS_00001,PHALS_00001,-,-,Unknown,-,"Component of synaptic membrane glycine-, glutamate-and thienylcyclohexylpiperidine-binding glycoprotein (43kDa)",protein-coding,-,-,-,"Component of synaptic membrane glycine-, glutamate-and thienylcyclohexylpiperidine-binding glycoprotein (43kDa)",20201008,-
4781,36406630,PHALS_11575,PHALS_11575,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406631,PHALS_11576,PHALS_11576,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406632,PHALS_11577,PHALS_11577,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406633,PHALS_11578,PHALS_11578,-,-,Unknown,-,3 (2)-bisphosphate,protein-coding,-,-,-,3 (2)-bisphosphate,20201008,-
4781,36406634,PHALS_11579,PHALS_11579,-,-,Unknown,-,hypothetical protein L914_21363,protein-coding,-,-,-,hypothetical protein L914_21363,20201008,-
4781,36406635,PHALS_11580,PHALS_11580,-,-,Unknown,-,"hypothetical protein L915_21638, partial",protein-coding,-,-,-,"hypothetical protein L915_21638, partial",20201008,-
4781,36406636,PHALS_11581,PHALS_11581,-,-,Unknown,-,zinc (zn2)-iron (fe2) permease family,protein-coding,-,-,-,zinc (zn2)-iron (fe2) permease family,20201008,-
4781,36406637,PHALS_11582,PHALS_11582,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406638,PHALS_11583,PHALS_11583,-,-,Unknown,-,Frizzled domain,protein-coding,-,-,-,Frizzled domain,20201008,-
4781,36406639,PHALS_11584,PHALS_11584,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406640,PHALS_11585,PHALS_11585,-,-,Unknown,-,Transcriptional repressor EZH1,protein-coding,-,-,-,Transcriptional repressor EZH1,20201008,-
4781,36406641,PHALS_11586,PHALS_11586,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406642,PHALS_11587,PHALS_11587,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406643,PHALS_11588,PHALS_11588,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406644,PHALS_11589,PHALS_11589,-,-,Unknown,-,cdk-activating kinase assembly factor mat1,protein-coding,-,-,-,cdk-activating kinase assembly factor mat1,20201008,-
4781,36406645,PHALS_11590,PHALS_11590,-,-,Unknown,-,dead deah box rna,protein-coding,-,-,-,dead deah box rna,20201008,-
4781,36406646,PHALS_11591,PHALS_11591,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406647,PHALS_11592,PHALS_11592,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406648,PHALS_11593,PHALS_11593,-,-,Unknown,-,Endonuclease/exonuclease/phosphatase,protein-coding,-,-,-,Endonuclease/exonuclease/phosphatase,20201008,-
4781,36406649,PHALS_11594,PHALS_11594,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406650,PHALS_11595,PHALS_11595,-,-,Unknown,-,u4 u6 small nuclear ribonucleoprotein,protein-coding,-,-,-,u4 u6 small nuclear ribonucleoprotein,20201008,-
4781,36406651,PHALS_11596,PHALS_11596,-,-,Unknown,-,"Protease-associated domain, PA",protein-coding,-,-,-,"Protease-associated domain, PA",20201008,-
4781,36406652,PHALS_11597,PHALS_11597,-,-,Unknown,-,3-demethylubiquinone-9 3-methyltransferase,protein-coding,-,-,-,3-demethylubiquinone-9 3-methyltransferase,20201008,-
4781,36406653,PHALS_11598,PHALS_11598,-,-,Unknown,-,Protein with predicted involvement in meiosis (GSG1),protein-coding,-,-,-,Protein with predicted involvement in meiosis (GSG1),20201008,-
4781,36406654,PHALS_11599,PHALS_11599,-,-,Unknown,-,coatomer protein,protein-coding,-,-,-,coatomer protein,20201008,-
4781,36406655,PHALS_11600,PHALS_11600,-,-,Unknown,-,Protein Lines,protein-coding,-,-,-,Protein Lines,20201008,-
4781,36406656,PHALS_11601,PHALS_11601,-,-,Unknown,-,LisH motif-containing protein,protein-coding,-,-,-,LisH motif-containing protein,20201008,-
4781,36406657,PHALS_11602,PHALS_11602,-,-,Unknown,-,sorting nexin 1,protein-coding,-,-,-,sorting nexin 1,20201008,-
4781,36406658,PHALS_11603,PHALS_11603,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406659,PHALS_11604,PHALS_11604,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406660,PHALS_11605,PHALS_11605,-,-,Unknown,-,"PROTEIN R07E4.1, ISOFORM A",protein-coding,-,-,-,"PROTEIN R07E4.1, ISOFORM A",20201008,-
4781,36406661,PHALS_11606,PHALS_11606,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406662,PHALS_11607,PHALS_11607,-,-,Unknown,-,carbamoyl-phosphate large partial,protein-coding,-,-,-,carbamoyl-phosphate large partial,20201008,-
4781,36406663,PHALS_11608,PHALS_11608,-,-,Unknown,-,mitochondrion protein,protein-coding,-,-,-,mitochondrion protein,20201008,-
4781,36406664,PHALS_11609,PHALS_11609,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406665,PHALS_11610,PHALS_11610,-,-,Unknown,-,septum site-determining protein,protein-coding,-,-,-,septum site-determining protein,20201008,-
4781,36406666,PHALS_11611,PHALS_11611,-,-,Unknown,-,aminotransferase class partial,protein-coding,-,-,-,aminotransferase class partial,20201008,-
4781,36406667,PHALS_11612,PHALS_11612,-,-,Unknown,-,hypothetical protein F441_13800,protein-coding,-,-,-,hypothetical protein F441_13800,20201008,-
4781,36406668,PHALS_11613,PHALS_11613,-,-,Unknown,-,WD40/YVTN repeat-like-containing domain,protein-coding,-,-,-,WD40/YVTN repeat-like-containing domain,20201008,-
4781,36406669,PHALS_11614,PHALS_11614,-,-,Unknown,-,Radial spokehead-like protein,protein-coding,-,-,-,Radial spokehead-like protein,20201008,-
4781,36406670,PHALS_11615,PHALS_11615,-,-,Unknown,-,"Zinc finger, RanBP2-type",protein-coding,-,-,-,"Zinc finger, RanBP2-type",20201008,-
4781,36406671,PHALS_11616,PHALS_11616,-,-,Unknown,-,camk camk1 protein kinase,protein-coding,-,-,-,camk camk1 protein kinase,20201008,-
4781,36406672,PHALS_11617,PHALS_11617,-,-,Unknown,-,lysine-trna ligase,protein-coding,-,-,-,lysine-trna ligase,20201008,-
4781,36406673,PHALS_11618,PHALS_11618,-,-,Unknown,-,hypothetical protein PHYSODRAFT_523199,protein-coding,-,-,-,hypothetical protein PHYSODRAFT_523199,20201008,-
4781,36406674,PHALS_11619,PHALS_11619,-,-,Unknown,-,anaphase-promoting complex,protein-coding,-,-,-,anaphase-promoting complex,20201008,-
4781,36406675,PHALS_11620,PHALS_11620,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406676,PHALS_11621,PHALS_11621,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406677,PHALS_11622,PHALS_11622,-,-,Unknown,-,adenylate,protein-coding,-,-,-,adenylate,20201008,-
4781,36406678,PHALS_11623,PHALS_11623,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406679,PHALS_11624,PHALS_11624,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406680,PHALS_11625,PHALS_11625,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406681,PHALS_11626,PHALS_11626,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406682,PHALS_11627,PHALS_11627,-,-,Unknown,-,hect e3 ubiquitin,protein-coding,-,-,-,hect e3 ubiquitin,20201008,-
4781,36406683,PHALS_11628,PHALS_11628,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406684,PHALS_11629,PHALS_11629,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406685,PHALS_11630,PHALS_11630,-,-,Unknown,-,TBP-1 interacting protein,protein-coding,-,-,-,TBP-1 interacting protein,20201008,-
4781,36406686,PHALS_11631,PHALS_11631,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406687,PHALS_11632,PHALS_11632,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406688,PHALS_11633,PHALS_11633,-,-,Unknown,-,sepiapterin reductase,protein-coding,-,-,-,sepiapterin reductase,20201008,-
4781,36406689,PHALS_11634,PHALS_11634,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406690,PHALS_11635,PHALS_11635,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406691,PHALS_11636,PHALS_11636,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406692,PHALS_11637,PHALS_11637,-,-,Unknown,-,hypothetical protein PPTG_02340,protein-coding,-,-,-,hypothetical protein PPTG_02340,20201008,-
4781,36406693,PHALS_11638,PHALS_11638,-,-,Unknown,-,Predicted methyltransferase,protein-coding,-,-,-,Predicted methyltransferase,20201008,-
4781,36406694,PHALS_11639,PHALS_11639,-,-,Unknown,-,guanylate kinase,protein-coding,-,-,-,guanylate kinase,20201008,-
4781,36406695,PHALS_11640,PHALS_11640,-,-,Unknown,-,tankyrase-1 isoform x1,protein-coding,-,-,-,tankyrase-1 isoform x1,20201008,-
4781,36406696,PHALS_11641,PHALS_11641,-,-,Unknown,-,FOG: Predicted E3 ubiquitin ligase,protein-coding,-,-,-,FOG: Predicted E3 ubiquitin ligase,20201008,-
4781,36406697,PHALS_11642,PHALS_11642,-,-,Unknown,-,PWWP domain,protein-coding,-,-,-,PWWP domain,20201008,-
4781,36406698,PHALS_11643,PHALS_11643,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406699,PHALS_11644,PHALS_11644,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406700,PHALS_11645,PHALS_11645,-,-,Unknown,-,ubiquitin activating e1,protein-coding,-,-,-,ubiquitin activating e1,20201008,-
4781,36406701,PHALS_11646,PHALS_11646,-,-,Unknown,-,Interferon-related protein PC4 like,protein-coding,-,-,-,Interferon-related protein PC4 like,20201008,-
4781,36406702,PHALS_11647,PHALS_11647,-,-,Unknown,-,splicing factor u2af 35 kda subunit,protein-coding,-,-,-,splicing factor u2af 35 kda subunit,20201008,-
4781,36406703,PHALS_11648,PHALS_11648,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406704,PHALS_11649,PHALS_11649,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406705,PHALS_11650,PHALS_11650,-,-,Unknown,-,atp-binding cassette superfamily,protein-coding,-,-,-,atp-binding cassette superfamily,20201008,-
4781,36406706,PHALS_11651,PHALS_11651,-,-,Unknown,-,cmgc mapk protein kinase,protein-coding,-,-,-,cmgc mapk protein kinase,20201008,-
4781,36406707,PHALS_11652,PHALS_11652,-,-,Unknown,-,Alpha-mannosyltransferase,protein-coding,-,-,-,Alpha-mannosyltransferase,20201008,-
4781,36406708,PHALS_11653,PHALS_11653,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406709,PHALS_11654,PHALS_11654,-,-,Unknown,-,CLASP N-terminal domain,protein-coding,-,-,-,CLASP N-terminal domain,20201008,-
4781,36406710,PHALS_11655,PHALS_11655,-,-,Unknown,-,chord family protein,protein-coding,-,-,-,chord family protein,20201008,-
4781,36406711,PHALS_11656,PHALS_11656,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406712,PHALS_11657,PHALS_11657,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406713,PHALS_11658,PHALS_11658,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406714,PHALS_11659,PHALS_11659,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406715,PHALS_11660,PHALS_11660,-,-,Unknown,-,protein ric1,protein-coding,-,-,-,protein ric1,20201008,-
4781,36406716,PHALS_11661,PHALS_11661,-,-,Unknown,-,protein ric1,protein-coding,-,-,-,protein ric1,20201008,-
4781,36406717,PHALS_11662,PHALS_11662,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406718,PHALS_11663,PHALS_11663,-,-,Unknown,-,crinkler family protein,protein-coding,-,-,-,crinkler family protein,20201008,-
4781,36406719,PHALS_11664,PHALS_11664,-,-,Unknown,-,transcription elongation factor spt4,protein-coding,-,-,-,transcription elongation factor spt4,20201008,-
4781,36406720,PHALS_11665,PHALS_11665,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406721,PHALS_11666,PHALS_11666,-,-,Unknown,-,"FOG: Transposon-encoded proteins with TYA, reverse transcriptase, integrase domains in various combinations",protein-coding,-,-,-,"FOG: Transposon-encoded proteins with TYA, reverse transcriptase, integrase domains in various combinations",20201008,-
4781,36406722,PHALS_11667,PHALS_11667,-,-,Unknown,-,dna polymerase epsilon catalytic,protein-coding,-,-,-,dna polymerase epsilon catalytic,20201008,-
4781,36406723,PHALS_11668,PHALS_11668,-,-,Unknown,-,peroxiredoxin-2,protein-coding,-,-,-,peroxiredoxin-2,20201008,-
4781,36406724,PHALS_11669,PHALS_11669,-,-,Unknown,-,"Uncharacterized conserved protein, contains BSD domain",protein-coding,-,-,-,"Uncharacterized conserved protein, contains BSD domain",20201008,-
4781,36406725,PHALS_11670,PHALS_11670,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406726,PHALS_11671,PHALS_11671,-,-,Unknown,-,RxLR-like protein,protein-coding,-,-,-,RxLR-like protein,20201008,-
4781,36406727,PHALS_11672,PHALS_11672,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406728,PHALS_11673,PHALS_11673,-,-,Unknown,-,reverse transcriptase,protein-coding,-,-,-,reverse transcriptase,20201008,-
4781,36406729,PHALS_11674,PHALS_11674,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406730,PHALS_11675,PHALS_11675,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406731,PHALS_11676,PHALS_11676,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406732,PHALS_11677,PHALS_11677,-,-,Unknown,-,nuclear ribonuclease,protein-coding,-,-,-,nuclear ribonuclease,20201008,-
4781,36406733,PHALS_11678,PHALS_11678,-,-,Unknown,-,"Major facilitator superfamily domain, general substrate transporter",protein-coding,-,-,-,"Major facilitator superfamily domain, general substrate transporter",20201008,-
4781,36406734,PHALS_11679,PHALS_11679,-,-,Unknown,-,"FOG: Transposon-encoded proteins with TYA, reverse transcriptase, integrase domains in various combinations",protein-coding,-,-,-,"FOG: Transposon-encoded proteins with TYA, reverse transcriptase, integrase domains in various combinations",20201008,-
4781,36406735,PHALS_11680,PHALS_11680,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406736,PHALS_11681,PHALS_11681,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406737,PHALS_11682,PHALS_11682,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406738,PHALS_11683,PHALS_11683,-,-,Unknown,-,Domain of unknown function DUF4203,protein-coding,-,-,-,Domain of unknown function DUF4203,20201008,-
4781,36406739,PHALS_11684,PHALS_11684,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406740,PHALS_11685,PHALS_11685,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406741,PHALS_11686,PHALS_11686,-,-,Unknown,-,Cell cycle-associated protein,protein-coding,-,-,-,Cell cycle-associated protein,20201008,-
4781,36406742,PHALS_11687,PHALS_11687,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406743,PHALS_11688,PHALS_11688,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406744,PHALS_11689,PHALS_11689,-,-,Unknown,-,amino acid auxin permease family,protein-coding,-,-,-,amino acid auxin permease family,20201008,-
4781,36406745,PHALS_11690,PHALS_11690,-,-,Unknown,-,myosin-like protein,protein-coding,-,-,-,myosin-like protein,20201008,-
4781,36406746,PHALS_11691,PHALS_11691,-,-,Unknown,-,hypothetical protein F443_08835,protein-coding,-,-,-,hypothetical protein F443_08835,20201008,-
4781,36406747,PHALS_11692,PHALS_11692,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406748,PHALS_11693,PHALS_11693,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406749,PHALS_11694,PHALS_11694,-,-,Unknown,-,LRAT-like domain,protein-coding,-,-,-,LRAT-like domain,20201008,-
4781,36406750,PHALS_11695,PHALS_11695,-,-,Unknown,-,ibr domain containing protein,protein-coding,-,-,-,ibr domain containing protein,20201008,-
4781,36406751,PHALS_11696,PHALS_11696,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201008,-
4781,36406752,PHALS_11697,PHALS_11697,-,-,Unknown,-,atypical rio protein kinase,protein-coding,-,-,-,atypical rio protein kinase,20201008,-
4781,36406753,PHALS_11698,PHALS_11698,-,-,Unknown,-,sestrin-like protein,protein-coding,-,-,-,sestrin-like protein,20201008,-
4781,36406754,PHALS_11699,PHALS_11699,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406755,PHALS_11700,PHALS_11700,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406756,PHALS_11701,PHALS_11701,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406757,PHALS_11702,PHALS_11702,-,-,Unknown,-,hypothetical protein PPTG_04581,protein-coding,-,-,-,hypothetical protein PPTG_04581,20201008,-
4781,36406758,PHALS_11703,PHALS_11703,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406759,PHALS_11704,PHALS_11704,-,-,Unknown,-,Glyoxalase-like domain,protein-coding,-,-,-,Glyoxalase-like domain,20201008,-
4781,36406760,PHALS_11705,PHALS_11705,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406761,PHALS_11706,PHALS_11706,-,-,Unknown,-,hypothetical protein PPTG_02341,protein-coding,-,-,-,hypothetical protein PPTG_02341,20201008,-
4781,36406762,PHALS_11707,PHALS_11707,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406763,PHALS_11708,PHALS_11708,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406764,PHALS_11709,PHALS_11709,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406765,PHALS_11710,PHALS_11710,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406766,PHALS_11711,PHALS_11711,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406767,PHALS_11712,PHALS_11712,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406768,PHALS_11713,PHALS_11713,-,-,Unknown,-,rab8 family,protein-coding,-,-,-,rab8 family,20201008,-
4781,36406769,PHALS_11714,PHALS_11714,-,-,Unknown,-,Cox20/FAM36A,protein-coding,-,-,-,Cox20/FAM36A,20201008,-
4781,36406770,PHALS_11715,PHALS_11715,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406771,PHALS_11716,PHALS_11716,-,-,Unknown,-,Predicted membrane protein,protein-coding,-,-,-,Predicted membrane protein,20201008,-
4781,36406772,PHALS_11717,PHALS_11717,-,-,Unknown,-,ubiquitin-conjugating enzyme,protein-coding,-,-,-,ubiquitin-conjugating enzyme,20201008,-
4781,36406773,PHALS_11718,PHALS_11718,-,-,Unknown,-,dna-binding protein smubp-2,protein-coding,-,-,-,dna-binding protein smubp-2,20201008,-
4781,36406774,PHALS_11719,PHALS_11719,-,-,Unknown,-,ca2 :cation antiporter family,protein-coding,-,-,-,ca2 :cation antiporter family,20201008,-
4781,36406775,PHALS_11720,PHALS_11720,-,-,Unknown,-,premrnasplicing factor syf1,protein-coding,-,-,-,premrnasplicing factor syf1,20201008,-
4781,36406776,PHALS_11721,PHALS_11721,-,-,Unknown,-,"Leucine-rich repeat, typical subtype",protein-coding,-,-,-,"Leucine-rich repeat, typical subtype",20201008,-
4781,36406777,PHALS_11722,PHALS_11722,-,-,Unknown,-,u3 small nucleolar rna-associated protein 18,protein-coding,-,-,-,u3 small nucleolar rna-associated protein 18,20201008,-
4781,36406778,PHALS_11723,PHALS_11723,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406779,PHALS_11724,PHALS_11724,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406780,PHALS_11725,PHALS_11725,-,-,Unknown,-,Ribonuclease H-like domain,protein-coding,-,-,-,Ribonuclease H-like domain,20201008,-
4781,36406781,PHALS_11726,PHALS_11726,-,-,Unknown,-,Protein containing repeated kelch motifs,protein-coding,-,-,-,Protein containing repeated kelch motifs,20201008,-
4781,36406782,PHALS_11727,PHALS_11727,-,-,Unknown,-,Heterochromatin-associated protein HP1 and related CHROMO domain proteins,protein-coding,-,-,-,Heterochromatin-associated protein HP1 and related CHROMO domain proteins,20201008,-
4781,36406783,PHALS_11728,PHALS_11728,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406784,PHALS_11729,PHALS_11729,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406785,PHALS_11730,PHALS_11730,-,-,Unknown,-,ubiquitin-specific protease,protein-coding,-,-,-,ubiquitin-specific protease,20201008,-
4781,36406786,PHALS_11731,PHALS_11731,-,-,Unknown,-,iq and ubiquitin-like domain-containing,protein-coding,-,-,-,iq and ubiquitin-like domain-containing,20201008,-
4781,36406787,PHALS_11732,PHALS_11732,-,-,Unknown,-,Ankyrin repeat-containing domain,protein-coding,-,-,-,Ankyrin repeat-containing domain,20201008,-
4781,36406788,PHALS_11733,PHALS_11733,-,-,Unknown,-,FOG: Ankyrin repeat,protein-coding,-,-,-,FOG: Ankyrin repeat,20201008,-
4781,36406789,PHALS_11734,PHALS_11734,-,-,Unknown,-,"Hexapeptide transferase, conserved site",protein-coding,-,-,-,"Hexapeptide transferase, conserved site",20201008,-
4781,36406790,PHALS_11735,PHALS_11735,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406791,PHALS_11736,PHALS_11736,-,-,Unknown,-,m3G-cap-specific nuclear import receptor (Snurportin1),protein-coding,-,-,-,m3G-cap-specific nuclear import receptor (Snurportin1),20201008,-
4781,36406792,PHALS_11737,PHALS_11737,-,-,Unknown,-,WD40/YVTN repeat-like-containing domain,protein-coding,-,-,-,WD40/YVTN repeat-like-containing domain,20201008,-
4781,36406793,PHALS_11738,PHALS_11738,-,-,Unknown,-,large subunit gtpase 1,protein-coding,-,-,-,large subunit gtpase 1,20201008,-
4781,36406794,PHALS_11739,PHALS_11739,-,-,Unknown,-,agc protein kinase,protein-coding,-,-,-,agc protein kinase,20201008,-
4781,36406795,PHALS_11740,PHALS_11740,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406796,PHALS_11741,PHALS_11741,-,-,Unknown,-,gtp-binding protein era,protein-coding,-,-,-,gtp-binding protein era,20201008,-
4781,36406797,PHALS_11742,PHALS_11742,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406798,PHALS_11743,PHALS_11743,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201008,-
4781,36406799,PHALS_11744,PHALS_11744,-,-,Unknown,-,rab18 family,protein-coding,-,-,-,rab18 family,20201008,-
4781,36406800,PHALS_11745,PHALS_11745,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406801,PHALS_11746,PHALS_11746,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406802,PHALS_11747,PHALS_11747,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406803,PHALS_11748,PHALS_11748,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406804,PHALS_11749,PHALS_11749,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406805,PHALS_11750,PHALS_11750,-,-,Unknown,-,mediator of rna polymerase ii transcription subunit 20,protein-coding,-,-,-,mediator of rna polymerase ii transcription subunit 20,20201008,-
4781,36406806,PHALS_11751,PHALS_11751,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406807,PHALS_11752,PHALS_11752,-,-,Unknown,-,dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase,protein-coding,-,-,-,dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase,20201008,-
4781,36406808,PHALS_11753,PHALS_11753,-,-,Unknown,-,Ankyrin repeat protein,protein-coding,-,-,-,Ankyrin repeat protein,20201008,-
4781,36406809,PHALS_11754,PHALS_11754,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36406810,PHALS_11755,PHALS_11755,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
