#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1150837,54344117,M421DRAFT_100004,M421DRAFT_100004,-,-,Unknown,-,3-ketoacyl-CoA thiolase B,protein-coding,-,-,-,3-ketoacyl-CoA thiolase B,20210320,-
1150837,54354139,M421DRAFT_68045,M421DRAFT_68045,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354140,M421DRAFT_6807,M421DRAFT_6807,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354141,M421DRAFT_68074,M421DRAFT_68074,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354142,M421DRAFT_68075,M421DRAFT_68075,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354143,M421DRAFT_68077,M421DRAFT_68077,-,-,Unknown,-,RNA-binding domain-containing protein,protein-coding,-,-,-,RNA-binding domain-containing protein,20210320,-
1150837,54354144,M421DRAFT_68082,M421DRAFT_68082,-,-,Unknown,-,copper-transporting ATPase 2,protein-coding,-,-,-,copper-transporting ATPase 2,20210320,-
1150837,54354145,M421DRAFT_68086,M421DRAFT_68086,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354146,M421DRAFT_68095,M421DRAFT_68095,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354147,M421DRAFT_68097,M421DRAFT_68097,-,-,Unknown,-,COP9 signalosome subunit 7,protein-coding,-,-,-,COP9 signalosome subunit 7,20210320,-
1150837,54354148,M421DRAFT_6810,M421DRAFT_6810,-,-,Unknown,-,ARM repeat-containing protein,protein-coding,-,-,-,ARM repeat-containing protein,20210320,-
1150837,54354149,M421DRAFT_68100,M421DRAFT_68100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354150,M421DRAFT_68117,M421DRAFT_68117,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354151,M421DRAFT_68119,M421DRAFT_68119,-,-,Unknown,-,sorbitol dehydrogenase,protein-coding,-,-,-,sorbitol dehydrogenase,20210320,-
1150837,54354152,M421DRAFT_68123,M421DRAFT_68123,-,-,Unknown,-,D-lactate dehydrogenase mitochondrial precursor,protein-coding,-,-,-,D-lactate dehydrogenase mitochondrial precursor,20210320,-
1150837,54354153,M421DRAFT_68169,M421DRAFT_68169,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354154,M421DRAFT_68186,M421DRAFT_68186,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354155,M421DRAFT_68202,M421DRAFT_68202,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354156,M421DRAFT_68209,M421DRAFT_68209,-,-,Unknown,-,CAIB/BAIF family enzyme,protein-coding,-,-,-,CAIB/BAIF family enzyme,20210320,-
1150837,54354157,M421DRAFT_68219,M421DRAFT_68219,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354158,M421DRAFT_68237,M421DRAFT_68237,-,-,Unknown,-,glycosyltransferase family 59 protein,protein-coding,-,-,-,glycosyltransferase family 59 protein,20210320,-
1150837,54354159,M421DRAFT_68240,M421DRAFT_68240,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354160,M421DRAFT_68249,M421DRAFT_68249,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354161,M421DRAFT_6825,M421DRAFT_6825,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354162,M421DRAFT_68263,M421DRAFT_68263,-,-,Unknown,-,glycoside hydrolase family 5 protein,protein-coding,-,-,-,glycoside hydrolase family 5 protein,20210320,-
1150837,54354163,M421DRAFT_68266,M421DRAFT_68266,-,-,Unknown,-,HSP20-like chaperone,protein-coding,-,-,-,HSP20-like chaperone,20210320,-
1150837,54354164,M421DRAFT_68272,M421DRAFT_68272,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354165,M421DRAFT_68286,M421DRAFT_68286,-,-,Unknown,-,ras GEF,protein-coding,-,-,-,ras GEF,20210320,-
1150837,54354166,M421DRAFT_68302,M421DRAFT_68302,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354167,M421DRAFT_68308,M421DRAFT_68308,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354168,M421DRAFT_68312,M421DRAFT_68312,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354169,M421DRAFT_68318,M421DRAFT_68318,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210320,-
1150837,54354170,M421DRAFT_6832,M421DRAFT_6832,-,-,Unknown,-,NADH-ubiquinone oxidoreductase 20.8 kDa subunit,protein-coding,-,-,-,NADH-ubiquinone oxidoreductase 20.8 kDa subunit,20210320,-
1150837,54354171,M421DRAFT_68334,M421DRAFT_68334,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354172,M421DRAFT_68347,M421DRAFT_68347,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354173,M421DRAFT_68354,M421DRAFT_68354,-,-,Unknown,-,Nucleotidylyl transferase,protein-coding,-,-,-,Nucleotidylyl transferase,20210320,-
1150837,54354174,M421DRAFT_68358,M421DRAFT_68358,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354175,M421DRAFT_68369,M421DRAFT_68369,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354176,M421DRAFT_6838,M421DRAFT_6838,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354177,M421DRAFT_68390,M421DRAFT_68390,-,-,Unknown,-,lens fiber major intrinsic protein,protein-coding,-,-,-,lens fiber major intrinsic protein,20210320,-
1150837,54354178,M421DRAFT_68406,M421DRAFT_68406,-,-,Unknown,-,carbohydrate esterase family 8 protein,protein-coding,-,-,-,carbohydrate esterase family 8 protein,20210320,-
1150837,54354179,M421DRAFT_6841,M421DRAFT_6841,-,-,Unknown,-,COX4-domain-containing protein,protein-coding,-,-,-,COX4-domain-containing protein,20210320,-
1150837,54354180,M421DRAFT_68415,M421DRAFT_68415,-,-,Unknown,-,BRO1-domain-containing protein,protein-coding,-,-,-,BRO1-domain-containing protein,20210320,-
1150837,54354181,M421DRAFT_68418,M421DRAFT_68418,-,-,Unknown,-,E3 ubiquitin-protein ligase NEDD4,protein-coding,-,-,-,E3 ubiquitin-protein ligase NEDD4,20210320,-
1150837,54354182,M421DRAFT_6842,M421DRAFT_6842,-,-,Unknown,-,glyceraldehyde 3-phosphate dehydrogenase,protein-coding,-,-,-,glyceraldehyde 3-phosphate dehydrogenase,20210320,-
1150837,54354183,M421DRAFT_68428,M421DRAFT_68428,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354184,M421DRAFT_68431,M421DRAFT_68431,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354185,M421DRAFT_68440,M421DRAFT_68440,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354186,M421DRAFT_68458,M421DRAFT_68458,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354187,M421DRAFT_68469,M421DRAFT_68469,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354188,M421DRAFT_6848,M421DRAFT_6848,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354189,M421DRAFT_68487,M421DRAFT_68487,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354190,M421DRAFT_685,M421DRAFT_685,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354191,M421DRAFT_6851,M421DRAFT_6851,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354192,M421DRAFT_68511,M421DRAFT_68511,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354193,M421DRAFT_68520,M421DRAFT_68520,-,-,Unknown,-,ribonuclease H-like protein,protein-coding,-,-,-,ribonuclease H-like protein,20210320,-
1150837,54354194,M421DRAFT_68521,M421DRAFT_68521,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354195,M421DRAFT_68539,M421DRAFT_68539,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354196,M421DRAFT_68540,M421DRAFT_68540,-,-,Unknown,-,DUF572-domain-containing protein,protein-coding,-,-,-,DUF572-domain-containing protein,20210320,-
1150837,54354197,M421DRAFT_68545,M421DRAFT_68545,-,-,Unknown,-,Pkinase-domain-containing protein,protein-coding,-,-,-,Pkinase-domain-containing protein,20210320,-
1150837,54354198,M421DRAFT_68548,M421DRAFT_68548,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354199,M421DRAFT_68549,M421DRAFT_68549,-,-,Unknown,-,alanine aminotransferase 2,protein-coding,-,-,-,alanine aminotransferase 2,20210320,-
1150837,54354200,M421DRAFT_68554,M421DRAFT_68554,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354201,M421DRAFT_68558,M421DRAFT_68558,-,-,Unknown,-,heavy metal tolerance protein precursor,protein-coding,-,-,-,heavy metal tolerance protein precursor,20210320,-
1150837,54354202,M421DRAFT_68595,M421DRAFT_68595,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354203,M421DRAFT_6860,M421DRAFT_6860,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354204,M421DRAFT_68601,M421DRAFT_68601,-,-,Unknown,-,Ran-binding-domain-containing protein,protein-coding,-,-,-,Ran-binding-domain-containing protein,20210320,-
1150837,54354205,M421DRAFT_68609,M421DRAFT_68609,-,-,Unknown,-,DUF1212-domain-containing protein,protein-coding,-,-,-,DUF1212-domain-containing protein,20210320,-
1150837,54354206,M421DRAFT_68666,M421DRAFT_68666,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354207,M421DRAFT_68694,M421DRAFT_68694,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20210320,-
1150837,54354208,M421DRAFT_68696,M421DRAFT_68696,-,-,Unknown,-,glycerophosphodiester transporter,protein-coding,-,-,-,glycerophosphodiester transporter,20210320,-
1150837,54354209,M421DRAFT_68715,M421DRAFT_68715,-,-,Unknown,-,FAD-binding domain-containing protein,protein-coding,-,-,-,FAD-binding domain-containing protein,20210320,-
1150837,54354210,M421DRAFT_68716,M421DRAFT_68716,-,-,Unknown,-,peroxisomal biogenesis factor 11,protein-coding,-,-,-,peroxisomal biogenesis factor 11,20210320,-
1150837,54354211,M421DRAFT_68717,M421DRAFT_68717,-,-,Unknown,-,N2227-domain-containing protein,protein-coding,-,-,-,N2227-domain-containing protein,20210320,-
1150837,54354212,M421DRAFT_68720,M421DRAFT_68720,-,-,Unknown,-,cytosolic Fe-S cluster assembling factor NBP35,protein-coding,-,-,-,cytosolic Fe-S cluster assembling factor NBP35,20210320,-
1150837,54354213,M421DRAFT_6873,M421DRAFT_6873,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354214,M421DRAFT_68738,M421DRAFT_68738,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354215,M421DRAFT_68740,M421DRAFT_68740,-,-,Unknown,-,eukaryotic peptide chain release factor GTP-binding subunit,protein-coding,-,-,-,eukaryotic peptide chain release factor GTP-binding subunit,20210320,-
1150837,54354216,M421DRAFT_6875,M421DRAFT_6875,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354217,M421DRAFT_68762,M421DRAFT_68762,-,-,Unknown,-,GPI transamidase component GPI16 precursor,protein-coding,-,-,-,GPI transamidase component GPI16 precursor,20210320,-
1150837,54354218,M421DRAFT_68775,M421DRAFT_68775,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210320,-
1150837,54354219,M421DRAFT_6878,M421DRAFT_6878,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354220,M421DRAFT_68783,M421DRAFT_68783,-,-,Unknown,-,"reticulon-4-interacting protein 1, mitochondrial precursor",protein-coding,-,-,-,"reticulon-4-interacting protein 1, mitochondrial precursor",20210320,-
1150837,54354221,M421DRAFT_68789,M421DRAFT_68789,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210320,-
1150837,54354222,M421DRAFT_6879,M421DRAFT_6879,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354223,M421DRAFT_68796,M421DRAFT_68796,-,-,Unknown,-,SET domain-containing protein,protein-coding,-,-,-,SET domain-containing protein,20210320,-
1150837,54354224,M421DRAFT_6880,M421DRAFT_6880,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354225,M421DRAFT_68806,M421DRAFT_68806,-,-,Unknown,-,carbohydrate-binding module family 32 protein,protein-coding,-,-,-,carbohydrate-binding module family 32 protein,20210320,-
1150837,54354226,M421DRAFT_68812,M421DRAFT_68812,-,-,Unknown,-,amino acid transporter,protein-coding,-,-,-,amino acid transporter,20210320,-
1150837,54354227,M421DRAFT_68814,M421DRAFT_68814,-,-,Unknown,-,putative Fe-containing alcohol dehydrogenase,protein-coding,-,-,-,putative Fe-containing alcohol dehydrogenase,20210320,-
1150837,54354228,M421DRAFT_68836,M421DRAFT_68836,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354229,M421DRAFT_68851,M421DRAFT_68851,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354230,M421DRAFT_68879,M421DRAFT_68879,-,-,Unknown,-,glycoside hydrolase family 20 protein,protein-coding,-,-,-,glycoside hydrolase family 20 protein,20210320,-
1150837,54354231,M421DRAFT_68888,M421DRAFT_68888,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354232,M421DRAFT_6889,M421DRAFT_6889,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354233,M421DRAFT_68903,M421DRAFT_68903,-,-,Unknown,-,yippee-domain-containing protein,protein-coding,-,-,-,yippee-domain-containing protein,20210320,-
1150837,54354234,M421DRAFT_68914,M421DRAFT_68914,-,-,Unknown,-,CAP20-like protein,protein-coding,-,-,-,CAP20-like protein,20210320,-
1150837,54354235,M421DRAFT_68917,M421DRAFT_68917,-,-,Unknown,-,NAD-specific glutamate dehydrogenase,protein-coding,-,-,-,NAD-specific glutamate dehydrogenase,20210320,-
1150837,54354236,M421DRAFT_68919,M421DRAFT_68919,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354237,M421DRAFT_68923,M421DRAFT_68923,-,-,Unknown,-,transcription factor FET5,protein-coding,-,-,-,transcription factor FET5,20210320,-
1150837,54354238,M421DRAFT_68938,M421DRAFT_68938,-,-,Unknown,-,carbohydrate-binding module family 18 protein,protein-coding,-,-,-,carbohydrate-binding module family 18 protein,20210320,-
1150837,54354239,M421DRAFT_6894,M421DRAFT_6894,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354240,M421DRAFT_68954,M421DRAFT_68954,-,-,Unknown,-,concanavalin A-like lectin/glucanase,protein-coding,-,-,-,concanavalin A-like lectin/glucanase,20210320,-
1150837,54354241,M421DRAFT_68968,M421DRAFT_68968,-,-,Unknown,-,glycoside hydrolase family 28 protein,protein-coding,-,-,-,glycoside hydrolase family 28 protein,20210320,-
1150837,54354242,M421DRAFT_68980,M421DRAFT_68980,-,-,Unknown,-,HET-domain-containing protein,protein-coding,-,-,-,HET-domain-containing protein,20210320,-
1150837,54354243,M421DRAFT_69003,M421DRAFT_69003,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354244,M421DRAFT_69007,M421DRAFT_69007,-,-,Unknown,-,DNA repair protein,protein-coding,-,-,-,DNA repair protein,20210320,-
1150837,54354245,M421DRAFT_6901,M421DRAFT_6901,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354246,M421DRAFT_6902,M421DRAFT_6902,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354247,M421DRAFT_69051,M421DRAFT_69051,-,-,Unknown,-,sister chromatid cohesion protein Eso1,protein-coding,-,-,-,sister chromatid cohesion protein Eso1,20210320,-
1150837,54354248,M421DRAFT_69063,M421DRAFT_69063,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354249,M421DRAFT_6908,M421DRAFT_6908,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354250,M421DRAFT_69083,M421DRAFT_69083,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354251,M421DRAFT_69100,M421DRAFT_69100,-,-,Unknown,-,S-adenosylmethionine synthetase,protein-coding,-,-,-,S-adenosylmethionine synthetase,20210320,-
1150837,54354252,M421DRAFT_69103,M421DRAFT_69103,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354253,M421DRAFT_69117,M421DRAFT_69117,-,-,Unknown,-,Ppx-GppA-domain-containing protein,protein-coding,-,-,-,Ppx-GppA-domain-containing protein,20210320,-
1150837,54354254,M421DRAFT_6913,M421DRAFT_6913,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354255,M421DRAFT_69153,M421DRAFT_69153,-,-,Unknown,-,acetyl-CoA synthetase-like protein,protein-coding,-,-,-,acetyl-CoA synthetase-like protein,20210320,-
1150837,54354256,M421DRAFT_69164,M421DRAFT_69164,-,-,Unknown,-,"ATP-dependent RNA helicase MRH4, mitochondrial",protein-coding,-,-,-,"ATP-dependent RNA helicase MRH4, mitochondrial",20210320,-
1150837,54354257,M421DRAFT_69168,M421DRAFT_69168,-,-,Unknown,-,SCA7-domain-containing protein,protein-coding,-,-,-,SCA7-domain-containing protein,20210320,-
1150837,54354258,M421DRAFT_69169,M421DRAFT_69169,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354259,M421DRAFT_69171,M421DRAFT_69171,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20210320,-
1150837,54354260,M421DRAFT_69177,M421DRAFT_69177,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354261,M421DRAFT_69182,M421DRAFT_69182,-,-,Unknown,-,F-box/WD repeat-containing protein pof1,protein-coding,-,-,-,F-box/WD repeat-containing protein pof1,20210320,-
1150837,54354262,M421DRAFT_69223,M421DRAFT_69223,-,-,Unknown,-,negative regulator of differentiation 1,protein-coding,-,-,-,negative regulator of differentiation 1,20210320,-
1150837,54354263,M421DRAFT_69240,M421DRAFT_69240,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354264,M421DRAFT_69265,M421DRAFT_69265,-,-,Unknown,-,"electron transfer flavo protein, beta subunit",protein-coding,-,-,-,"electron transfer flavo protein, beta subunit",20210320,-
1150837,54354265,M421DRAFT_69272,M421DRAFT_69272,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354266,M421DRAFT_6934,M421DRAFT_6934,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354267,M421DRAFT_69357,M421DRAFT_69357,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20210320,-
1150837,54354268,M421DRAFT_69360,M421DRAFT_69360,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354269,M421DRAFT_6937,M421DRAFT_6937,-,-,Unknown,-,ribosomal protein S14,protein-coding,-,-,-,ribosomal protein S14,20210320,-
1150837,54354270,M421DRAFT_69395,M421DRAFT_69395,-,-,Unknown,-,RNA-binding domain-containing protein,protein-coding,-,-,-,RNA-binding domain-containing protein,20210320,-
1150837,54354271,M421DRAFT_69404,M421DRAFT_69404,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354272,M421DRAFT_69417,M421DRAFT_69417,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354273,M421DRAFT_69423,M421DRAFT_69423,-,-,Unknown,-,DDE-domain-containing protein,protein-coding,-,-,-,DDE-domain-containing protein,20210320,-
1150837,54354274,M421DRAFT_69427,M421DRAFT_69427,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354275,M421DRAFT_69428,M421DRAFT_69428,-,-,Unknown,-,elongation factor G,protein-coding,-,-,-,elongation factor G,20210320,-
1150837,54354276,M421DRAFT_69452,M421DRAFT_69452,-,-,Unknown,-,DUF625-domain-containing protein,protein-coding,-,-,-,DUF625-domain-containing protein,20210320,-
1150837,54354277,M421DRAFT_6946,M421DRAFT_6946,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354278,M421DRAFT_69475,M421DRAFT_69475,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20210320,-
1150837,54354279,M421DRAFT_69493,M421DRAFT_69493,-,-,Unknown,-,secretory pathway Sec39,protein-coding,-,-,-,secretory pathway Sec39,20210320,-
1150837,54354280,M421DRAFT_69494,M421DRAFT_69494,-,-,Unknown,-,glycoside hydrolase family 47 protein,protein-coding,-,-,-,glycoside hydrolase family 47 protein,20210320,-
1150837,54354281,M421DRAFT_69516,M421DRAFT_69516,-,-,Unknown,-,anion exchange family protein,protein-coding,-,-,-,anion exchange family protein,20210320,-
1150837,54354282,M421DRAFT_69519,M421DRAFT_69519,-,-,Unknown,-,pisatin demethylase,protein-coding,-,-,-,pisatin demethylase,20210320,-
1150837,54354283,M421DRAFT_69538,M421DRAFT_69538,-,-,Unknown,-,Aldo/keto reductase,protein-coding,-,-,-,Aldo/keto reductase,20210320,-
1150837,54354284,M421DRAFT_69553,M421DRAFT_69553,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210320,-
1150837,54354285,M421DRAFT_6956,M421DRAFT_6956,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354286,M421DRAFT_69563,M421DRAFT_69563,-,-,Unknown,-,MAP kinase,protein-coding,-,-,-,MAP kinase,20210320,-
1150837,54354287,M421DRAFT_6961,M421DRAFT_6961,-,-,Unknown,-,cytochrome P450 4A10,protein-coding,-,-,-,cytochrome P450 4A10,20210320,-
1150837,54354288,M421DRAFT_69615,M421DRAFT_69615,-,-,Unknown,-,CenpB-DNA-bind-domain-containing protein,protein-coding,-,-,-,CenpB-DNA-bind-domain-containing protein,20210320,-
1150837,54354289,M421DRAFT_69625,M421DRAFT_69625,-,-,Unknown,-,heme peroxidase,protein-coding,-,-,-,heme peroxidase,20210320,-
1150837,54354290,M421DRAFT_69634,M421DRAFT_69634,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354291,M421DRAFT_69637,M421DRAFT_69637,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354292,M421DRAFT_69638,M421DRAFT_69638,-,-,Unknown,-,glutathione S-transferase,protein-coding,-,-,-,glutathione S-transferase,20210320,-
1150837,54354293,M421DRAFT_69642,M421DRAFT_69642,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354294,M421DRAFT_69643,M421DRAFT_69643,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354295,M421DRAFT_69652,M421DRAFT_69652,-,-,Unknown,-,FKBP-like protein,protein-coding,-,-,-,FKBP-like protein,20210320,-
1150837,54354296,M421DRAFT_69655,M421DRAFT_69655,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354297,M421DRAFT_69684,M421DRAFT_69684,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354298,M421DRAFT_69691,M421DRAFT_69691,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354299,M421DRAFT_69708,M421DRAFT_69708,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54354300,M421DRAFT_69714,M421DRAFT_69714,-,-,Unknown,-,protein phosphatase PP2A regulatory subunit A,protein-coding,-,-,-,protein phosphatase PP2A regulatory subunit A,20210320,-
1150837,54354301,M421DRAFT_69721,M421DRAFT_69721,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354302,M421DRAFT_69736,M421DRAFT_69736,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354303,M421DRAFT_69748,M421DRAFT_69748,-,-,Unknown,-,phenylalanyl-tRNA synthetase beta chain,protein-coding,-,-,-,phenylalanyl-tRNA synthetase beta chain,20210320,-
1150837,54354304,M421DRAFT_69753,M421DRAFT_69753,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354305,M421DRAFT_69762,M421DRAFT_69762,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54354306,M421DRAFT_69763,M421DRAFT_69763,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
