#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
209559,43621699,BDW43DRAFT_100089,BDW43DRAFT_100089,-,-,Unknown,-,XRCC4-like factor-domain-containing protein,protein-coding,-,-,-,XRCC4-like factor-domain-containing protein,20210306,-
209559,43631847,BDW43DRAFT_314712,BDW43DRAFT_314712,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20210306,-
209559,43631848,BDW43DRAFT_314713,BDW43DRAFT_314713,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631849,BDW43DRAFT_314716,BDW43DRAFT_314716,-,-,Unknown,-,ankyrin repeat-containing domain protein,protein-coding,-,-,-,ankyrin repeat-containing domain protein,20210306,-
209559,43631850,BDW43DRAFT_314718,BDW43DRAFT_314718,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20201217,-
209559,43631851,BDW43DRAFT_314725,BDW43DRAFT_314725,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631852,BDW43DRAFT_314726,BDW43DRAFT_314726,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43631853,BDW43DRAFT_314728,BDW43DRAFT_314728,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631854,BDW43DRAFT_314731,BDW43DRAFT_314731,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20210306,-
209559,43631855,BDW43DRAFT_314732,BDW43DRAFT_314732,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631856,BDW43DRAFT_314737,BDW43DRAFT_314737,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43631857,BDW43DRAFT_314739,BDW43DRAFT_314739,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43631858,BDW43DRAFT_314740,BDW43DRAFT_314740,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20210306,-
209559,43631859,BDW43DRAFT_314741,BDW43DRAFT_314741,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631860,BDW43DRAFT_314742,BDW43DRAFT_314742,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43631861,BDW43DRAFT_314743,BDW43DRAFT_314743,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43631862,BDW43DRAFT_314744,BDW43DRAFT_314744,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631863,BDW43DRAFT_314746,BDW43DRAFT_314746,-,-,Unknown,-,glycoside hydrolase superfamily,protein-coding,-,-,-,glycoside hydrolase superfamily,20201217,-
209559,43631864,BDW43DRAFT_314756,BDW43DRAFT_314756,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631865,BDW43DRAFT_314761,BDW43DRAFT_314761,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43631866,BDW43DRAFT_314764,BDW43DRAFT_314764,-,-,Unknown,-,nucleoside phosphorylase domain-containing protein,protein-coding,-,-,-,nucleoside phosphorylase domain-containing protein,20210306,-
209559,43631867,BDW43DRAFT_314765,BDW43DRAFT_314765,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43631868,BDW43DRAFT_314768,BDW43DRAFT_314768,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631869,BDW43DRAFT_314773,BDW43DRAFT_314773,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43631870,BDW43DRAFT_314774,BDW43DRAFT_314774,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631871,BDW43DRAFT_314777,BDW43DRAFT_314777,-,-,Unknown,-,acyl transferase/acyl hydrolase/lysophospholipase,protein-coding,-,-,-,acyl transferase/acyl hydrolase/lysophospholipase,20210306,-
209559,43631872,BDW43DRAFT_314778,BDW43DRAFT_314778,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43631873,BDW43DRAFT_314782,BDW43DRAFT_314782,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631874,BDW43DRAFT_314783,BDW43DRAFT_314783,-,-,Unknown,-,membrane bound O-acyl transferase family-domain-containing protein,protein-coding,-,-,-,membrane bound O-acyl transferase family-domain-containing protein,20201217,-
209559,43631875,BDW43DRAFT_314784,BDW43DRAFT_314784,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43631876,BDW43DRAFT_314786,BDW43DRAFT_314786,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631877,BDW43DRAFT_314798,BDW43DRAFT_314798,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631878,BDW43DRAFT_314800,BDW43DRAFT_314800,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631879,BDW43DRAFT_314804,BDW43DRAFT_314804,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631880,BDW43DRAFT_314806,BDW43DRAFT_314806,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631881,BDW43DRAFT_314810,BDW43DRAFT_314810,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43631882,BDW43DRAFT_314813,BDW43DRAFT_314813,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43631883,BDW43DRAFT_314816,BDW43DRAFT_314816,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20201217,-
209559,43631884,BDW43DRAFT_314828,BDW43DRAFT_314828,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43631885,BDW43DRAFT_314829,BDW43DRAFT_314829,-,-,Unknown,-,RTA1 like protein-domain-containing protein,protein-coding,-,-,-,RTA1 like protein-domain-containing protein,20210306,-
209559,43631886,BDW43DRAFT_314831,BDW43DRAFT_314831,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43631887,BDW43DRAFT_314835,BDW43DRAFT_314835,-,-,Unknown,-,pyridoxal phosphate-dependent transferase,protein-coding,-,-,-,pyridoxal phosphate-dependent transferase,20201217,-
209559,43631888,BDW43DRAFT_314838,BDW43DRAFT_314838,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43631889,BDW43DRAFT_314840,BDW43DRAFT_314840,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631890,BDW43DRAFT_314841,BDW43DRAFT_314841,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631891,BDW43DRAFT_314844,BDW43DRAFT_314844,-,-,Unknown,-,phosphoesterase,protein-coding,-,-,-,phosphoesterase,20210306,-
209559,43631892,BDW43DRAFT_314845,BDW43DRAFT_314845,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43631893,BDW43DRAFT_314848,BDW43DRAFT_314848,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43631894,BDW43DRAFT_314850,BDW43DRAFT_314850,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43631895,BDW43DRAFT_314862,BDW43DRAFT_314862,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43631896,BDW43DRAFT_314863,BDW43DRAFT_314863,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43631897,BDW43DRAFT_314865,BDW43DRAFT_314865,-,-,Unknown,-,chaperonin 10-like protein,protein-coding,-,-,-,chaperonin 10-like protein,20210306,-
209559,43631898,BDW43DRAFT_314866,BDW43DRAFT_314866,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
209559,43631899,BDW43DRAFT_314867,BDW43DRAFT_314867,-,-,Unknown,-,Tetratricopeptide repeat-domain-containing protein,protein-coding,-,-,-,Tetratricopeptide repeat-domain-containing protein,20201217,-
209559,43631900,BDW43DRAFT_314869,BDW43DRAFT_314869,-,-,Unknown,-,alginate lyase 2,protein-coding,-,-,-,alginate lyase 2,20210306,-
209559,43631901,BDW43DRAFT_314871,BDW43DRAFT_314871,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43631902,BDW43DRAFT_314873,BDW43DRAFT_314873,-,-,Unknown,-,alpha carbonic anhydrase,protein-coding,-,-,-,alpha carbonic anhydrase,20210306,-
209559,43631903,BDW43DRAFT_314874,BDW43DRAFT_314874,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43631904,BDW43DRAFT_314876,BDW43DRAFT_314876,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43631905,BDW43DRAFT_314881,BDW43DRAFT_314881,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43631906,BDW43DRAFT_314886,BDW43DRAFT_314886,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210306,-
209559,43631907,BDW43DRAFT_314887,BDW43DRAFT_314887,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
209559,43631908,BDW43DRAFT_314891,BDW43DRAFT_314891,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43631909,BDW43DRAFT_314903,BDW43DRAFT_314903,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43631910,BDW43DRAFT_314907,BDW43DRAFT_314907,-,-,Unknown,-,ankyrin repeat-containing domain protein,protein-coding,-,-,-,ankyrin repeat-containing domain protein,20210306,-
209559,43631911,BDW43DRAFT_314908,BDW43DRAFT_314908,-,-,Unknown,-,ankyrin repeat-containing domain protein,protein-coding,-,-,-,ankyrin repeat-containing domain protein,20210306,-
209559,43631912,BDW43DRAFT_314911,BDW43DRAFT_314911,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
209559,43631913,BDW43DRAFT_314912,BDW43DRAFT_314912,-,-,Unknown,-,tannase and feruloyl esterase-domain-containing protein,protein-coding,-,-,-,tannase and feruloyl esterase-domain-containing protein,20210306,-
209559,43631914,BDW43DRAFT_314929,BDW43DRAFT_314929,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210306,-
209559,43631915,BDW43DRAFT_314934,BDW43DRAFT_314934,-,-,Unknown,-,UbiE/COQ5 family methyltransferase,protein-coding,-,-,-,UbiE/COQ5 family methyltransferase,20201217,-
209559,43631916,BDW43DRAFT_314936,BDW43DRAFT_314936,-,-,Unknown,-,flavo protein-like protein,protein-coding,-,-,-,flavo protein-like protein,20210306,-
209559,43631917,BDW43DRAFT_314937,BDW43DRAFT_314937,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43631918,BDW43DRAFT_314938,BDW43DRAFT_314938,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
209559,43631919,BDW43DRAFT_314947,BDW43DRAFT_314947,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631920,BDW43DRAFT_314954,BDW43DRAFT_314954,-,-,Unknown,-,peptidase family C50-domain-containing protein,protein-coding,-,-,-,peptidase family C50-domain-containing protein,20210306,-
209559,43631921,BDW43DRAFT_314955,BDW43DRAFT_314955,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20210306,-
209559,43631922,BDW43DRAFT_314960,BDW43DRAFT_314960,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43631923,BDW43DRAFT_314961,BDW43DRAFT_314961,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631924,BDW43DRAFT_314963,BDW43DRAFT_314963,-,-,Unknown,-,ankyrin repeat-containing domain protein,protein-coding,-,-,-,ankyrin repeat-containing domain protein,20210306,-
209559,43631925,BDW43DRAFT_314964,BDW43DRAFT_314964,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631926,BDW43DRAFT_314966,BDW43DRAFT_314966,-,-,Unknown,-,ankyrin repeat-containing domain protein,protein-coding,-,-,-,ankyrin repeat-containing domain protein,20210306,-
209559,43631927,BDW43DRAFT_314971,BDW43DRAFT_314971,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210306,-
209559,43631928,BDW43DRAFT_314976,BDW43DRAFT_314976,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43631929,BDW43DRAFT_314977,BDW43DRAFT_314977,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43631930,BDW43DRAFT_314980,BDW43DRAFT_314980,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631931,BDW43DRAFT_314982,BDW43DRAFT_314982,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20210306,-
209559,43631932,BDW43DRAFT_314983,BDW43DRAFT_314983,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631933,BDW43DRAFT_314989,BDW43DRAFT_314989,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631934,BDW43DRAFT_314990,BDW43DRAFT_314990,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631935,BDW43DRAFT_314998,BDW43DRAFT_314998,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43631936,BDW43DRAFT_315001,BDW43DRAFT_315001,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631937,BDW43DRAFT_315002,BDW43DRAFT_315002,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631938,BDW43DRAFT_315015,BDW43DRAFT_315015,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43631939,BDW43DRAFT_315016,BDW43DRAFT_315016,-,-,Unknown,-,ankyrin,protein-coding,-,-,-,ankyrin,20210306,-
209559,43631940,BDW43DRAFT_315018,BDW43DRAFT_315018,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43631941,BDW43DRAFT_315019,BDW43DRAFT_315019,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43631942,BDW43DRAFT_315024,BDW43DRAFT_315024,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631943,BDW43DRAFT_315025,BDW43DRAFT_315025,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631944,BDW43DRAFT_315030,BDW43DRAFT_315030,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631945,BDW43DRAFT_315041,BDW43DRAFT_315041,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20201217,-
209559,43631946,BDW43DRAFT_315047,BDW43DRAFT_315047,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43631947,BDW43DRAFT_315055,BDW43DRAFT_315055,-,-,Unknown,-,ICE2-domain-containing protein,protein-coding,-,-,-,ICE2-domain-containing protein,20210306,-
209559,43631948,BDW43DRAFT_315057,BDW43DRAFT_315057,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43631949,BDW43DRAFT_315060,BDW43DRAFT_315060,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631950,BDW43DRAFT_315068,BDW43DRAFT_315068,-,-,Unknown,-,PITH domain-containing protein,protein-coding,-,-,-,PITH domain-containing protein,20210306,-
209559,43631951,BDW43DRAFT_315075,BDW43DRAFT_315075,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631952,BDW43DRAFT_315093,BDW43DRAFT_315093,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43631953,BDW43DRAFT_315101,BDW43DRAFT_315101,-,-,Unknown,-,Manganese/iron superoxide dismutase,protein-coding,-,-,-,Manganese/iron superoxide dismutase,20210306,-
209559,43631954,BDW43DRAFT_315103,BDW43DRAFT_315103,-,-,Unknown,-,fungal-specific transcription factor domain-containing protein,protein-coding,-,-,-,fungal-specific transcription factor domain-containing protein,20201217,-
209559,43631955,BDW43DRAFT_315117,BDW43DRAFT_315117,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210306,-
209559,43631956,BDW43DRAFT_315119,BDW43DRAFT_315119,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631957,BDW43DRAFT_315123,BDW43DRAFT_315123,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43631958,BDW43DRAFT_315130,BDW43DRAFT_315130,-,-,Unknown,-,glycoside hydrolase superfamily,protein-coding,-,-,-,glycoside hydrolase superfamily,20210306,-
209559,43631959,BDW43DRAFT_315131,BDW43DRAFT_315131,-,-,Unknown,-,GDSL lipase/esterase,protein-coding,-,-,-,GDSL lipase/esterase,20201217,-
209559,43631960,BDW43DRAFT_315132,BDW43DRAFT_315132,-,-,Unknown,-,thiolase-like protein,protein-coding,-,-,-,thiolase-like protein,20210306,-
209559,43631961,BDW43DRAFT_315133,BDW43DRAFT_315133,-,-,Unknown,-,WD40-repeat-containing domain protein,protein-coding,-,-,-,WD40-repeat-containing domain protein,20210306,-
209559,43631962,BDW43DRAFT_315135,BDW43DRAFT_315135,-,-,Unknown,-,esterase-like activity of phytase-domain-containing protein,protein-coding,-,-,-,esterase-like activity of phytase-domain-containing protein,20210306,-
209559,43631963,BDW43DRAFT_315138,BDW43DRAFT_315138,-,-,Unknown,-,concanavalin A-like lectin/glucanase domain-containing protein,protein-coding,-,-,-,concanavalin A-like lectin/glucanase domain-containing protein,20201217,-
209559,43631964,BDW43DRAFT_315140,BDW43DRAFT_315140,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43631965,BDW43DRAFT_315141,BDW43DRAFT_315141,-,-,Unknown,-,chitin synthase-domain-containing protein,protein-coding,-,-,-,chitin synthase-domain-containing protein,20210306,-
209559,43631966,BDW43DRAFT_315144,BDW43DRAFT_315144,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43631967,BDW43DRAFT_315154,BDW43DRAFT_315154,-,-,Unknown,-,GRIM-19,protein-coding,-,-,-,GRIM-19,20210306,-
209559,43631968,BDW43DRAFT_315155,BDW43DRAFT_315155,-,-,Unknown,-,guanine-1-methyltransferase-domain-containing protein,protein-coding,-,-,-,guanine-1-methyltransferase-domain-containing protein,20201217,-
209559,43631969,BDW43DRAFT_315162,BDW43DRAFT_315162,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43631970,BDW43DRAFT_315165,BDW43DRAFT_315165,-,-,Unknown,-,mitochondrial isocitrate dehydrogenase icdA precursor,protein-coding,-,-,-,mitochondrial isocitrate dehydrogenase icdA precursor,20201217,-
209559,43631971,BDW43DRAFT_315166,BDW43DRAFT_315166,-,-,Unknown,-,formate--tetrahydrofolate ligase-domain-containing protein,protein-coding,-,-,-,formate--tetrahydrofolate ligase-domain-containing protein,20210306,-
209559,43631972,BDW43DRAFT_315173,BDW43DRAFT_315173,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43631973,BDW43DRAFT_315176,BDW43DRAFT_315176,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43631974,BDW43DRAFT_315178,BDW43DRAFT_315178,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43631975,BDW43DRAFT_315190,BDW43DRAFT_315190,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43631976,BDW43DRAFT_315192,BDW43DRAFT_315192,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43631977,BDW43DRAFT_315193,BDW43DRAFT_315193,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43631978,BDW43DRAFT_315201,BDW43DRAFT_315201,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43631979,BDW43DRAFT_315209,BDW43DRAFT_315209,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43631980,BDW43DRAFT_315218,BDW43DRAFT_315218,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43631981,BDW43DRAFT_315228,BDW43DRAFT_315228,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
209559,43631982,BDW43DRAFT_315236,BDW43DRAFT_315236,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43631983,BDW43DRAFT_315248,BDW43DRAFT_315248,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631984,BDW43DRAFT_315250,BDW43DRAFT_315250,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631985,BDW43DRAFT_315257,BDW43DRAFT_315257,-,-,Unknown,-,PP-loop family-domain-containing protein,protein-coding,-,-,-,PP-loop family-domain-containing protein,20201217,-
209559,43631986,BDW43DRAFT_315263,BDW43DRAFT_315263,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43631987,BDW43DRAFT_315268,BDW43DRAFT_315268,-,-,Unknown,-,Lon protease C-terminal proteolytic domain-containing protein,protein-coding,-,-,-,Lon protease C-terminal proteolytic domain-containing protein,20201217,-
209559,43631988,BDW43DRAFT_315278,BDW43DRAFT_315278,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210306,-
209559,43631989,BDW43DRAFT_315281,BDW43DRAFT_315281,-,-,Unknown,-,concanavalin A-like lectin/glucanase domain-containing protein,protein-coding,-,-,-,concanavalin A-like lectin/glucanase domain-containing protein,20201217,-
209559,43631990,BDW43DRAFT_315291,BDW43DRAFT_315291,-,-,Unknown,-,inhibitor of apoptosis-promoting Bax1-domain-containing protein,protein-coding,-,-,-,inhibitor of apoptosis-promoting Bax1-domain-containing protein,20210306,-
209559,43631991,BDW43DRAFT_315292,BDW43DRAFT_315292,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43631992,BDW43DRAFT_315293,BDW43DRAFT_315293,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631993,BDW43DRAFT_315294,BDW43DRAFT_315294,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43631994,BDW43DRAFT_315297,BDW43DRAFT_315297,-,-,Unknown,-,14-3-3 domain-containing protein,protein-coding,-,-,-,14-3-3 domain-containing protein,20201217,-
209559,43631995,BDW43DRAFT_315298,BDW43DRAFT_315298,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43631996,BDW43DRAFT_315302,BDW43DRAFT_315302,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43631997,BDW43DRAFT_315311,BDW43DRAFT_315311,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43631998,BDW43DRAFT_315317,BDW43DRAFT_315317,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20201217,-
209559,43631999,BDW43DRAFT_315318,BDW43DRAFT_315318,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20201217,-
209559,43632000,BDW43DRAFT_315333,BDW43DRAFT_315333,-,-,Unknown,-,caspase domain-containing protein,protein-coding,-,-,-,caspase domain-containing protein,20210306,-
209559,43632001,BDW43DRAFT_315336,BDW43DRAFT_315336,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43632002,BDW43DRAFT_315341,BDW43DRAFT_315341,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43632003,BDW43DRAFT_315344,BDW43DRAFT_315344,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20210306,-
209559,43632004,BDW43DRAFT_315352,BDW43DRAFT_315352,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43632005,BDW43DRAFT_315357,BDW43DRAFT_315357,-,-,Unknown,-,purine and uridine phosphorylase,protein-coding,-,-,-,purine and uridine phosphorylase,20210306,-
209559,43632006,BDW43DRAFT_315360,BDW43DRAFT_315360,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20210306,-
209559,43632007,BDW43DRAFT_315361,BDW43DRAFT_315361,-,-,Unknown,-,ankyrin repeat-containing domain protein,protein-coding,-,-,-,ankyrin repeat-containing domain protein,20210306,-
