#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1104324,11593814,P186_RS10315,P186_RS10315,P186_2210,-,-,-,peptidyl-tRNA hydrolase,protein-coding,-,-,-,peptidyl-tRNA hydrolase,20201217,-
1104324,11596072,P186_RS07375,P186_RS07375,P186_1576,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11596073,P186_RS07380,P186_RS07380,P186_1577,-,-,-,cobyric acid synthase CobQ,protein-coding,-,-,-,cobyric acid synthase CobQ,20200218,-
1104324,11596074,P186_RS07385,P186_RS07385,P186_1578,-,-,-,HAD family hydrolase,protein-coding,-,-,-,HAD family hydrolase,20201217,-
1104324,11596075,P186_RS07390,P186_RS07390,P186_1579,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596076,P186_RS07395,P186_RS07395,P186_1580,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596077,metG,P186_RS07400,P186_1581,-,-,-,methionine--tRNA ligase subunit beta,protein-coding,-,-,-,methionine--tRNA ligase subunit beta,20201217,-
1104324,11596078,uppS,P186_RS07405,P186_1582,-,-,-,"di-trans,poly-cis-decaprenylcistransferase",protein-coding,-,-,-,"di-trans,poly-cis-decaprenylcistransferase",20200218,-
1104324,11596079,P186_RS07410,P186_RS07410,P186_1583,-,-,-,VTT domain-containing protein,protein-coding,-,-,-,VTT domain-containing protein,20201028,-
1104324,11596080,P186_RS07415,P186_RS07415,P186_1584,-,-,-,methionine--tRNA ligase,protein-coding,-,-,-,methionine--tRNA ligase,20201217,-
1104324,11596081,P186_RS07420,P186_RS07420,P186_1585,-,-,-,MiaB/RimO family radical SAM methylthiotransferase,protein-coding,-,-,-,MiaB/RimO family radical SAM methylthiotransferase,20200905,-
1104324,11596082,P186_RS07425,P186_RS07425,P186_1586,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596083,P186_RS07430,P186_RS07430,P186_1587,-,-,-,dihydropteroate synthase,protein-coding,-,-,-,dihydropteroate synthase,20200905,-
1104324,11596084,P186_RS07435,P186_RS07435,P186_1588,-,-,-,alpha/beta fold hydrolase,protein-coding,-,-,-,alpha/beta fold hydrolase,20200905,-
1104324,11596085,P186_RS07440,P186_RS07440,P186_1589,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596086,P186_RS07445,P186_RS07445,P186_1590,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596087,P186_RS07450,P186_RS07450,P186_1591,-,-,-,SCP2 sterol-binding domain-containing protein,protein-coding,-,-,-,SCP2 sterol-binding domain-containing protein,20201028,-
1104324,11596088,P186_RS07455,P186_RS07455,P186_1592,-,-,-,alcohol dehydrogenase catalytic domain-containing protein,protein-coding,-,-,-,alcohol dehydrogenase catalytic domain-containing protein,20210424,-
1104324,11596089,P186_RS07460,P186_RS07460,P186_R0026,-,-,-,tRNA,tRNA,-,-,-,-,20201028,-
1104324,11596090,P186_RS07465,P186_RS07465,P186_1593,-,-,-,aldo/keto reductase,protein-coding,-,-,-,aldo/keto reductase,20200905,-
1104324,11596091,nuoB,P186_RS07470,P186_1594,-,-,-,NADH-quinone oxidoreductase subunit NuoB,protein-coding,-,-,-,NADH-quinone oxidoreductase subunit NuoB,20201028,-
1104324,11596092,P186_RS07475,P186_RS07475,P186_1595,-,-,-,NADH-quinone oxidoreductase subunit C,protein-coding,-,-,-,NADH-quinone oxidoreductase subunit C,20200218,-
1104324,11596093,P186_RS07480,P186_RS07480,P186_1596,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20200905,-
1104324,11596094,P186_RS07485,P186_RS07485,P186_1597,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596095,P186_RS07490,P186_RS07490,P186_1598,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596096,P186_RS07495,P186_RS07495,P186_1599,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596099,P186_RS07500,P186_RS07500,P186_R0027,-,-,-,tRNA,tRNA,-,-,-,-,20201028,-
1104324,11596100,P186_RS00010,P186_RS00010,P186_0002,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596101,P186_RS07505,P186_RS07505,P186_1602,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596102,P186_RS07510,P186_RS07510,P186_1603,-,-,-,TldD/PmbA family protein,protein-coding,-,-,-,TldD/PmbA family protein,20200218,-
1104324,11596103,P186_RS07515,P186_RS07515,P186_1604,-,-,-,TldD/PmbA family protein,protein-coding,-,-,-,TldD/PmbA family protein,20201217,-
1104324,11596104,sixA,P186_RS07520,P186_1605,-,-,-,phosphohistidine phosphatase SixA,protein-coding,-,-,-,phosphohistidine phosphatase SixA,20200905,-
1104324,11596105,P186_RS07525,P186_RS07525,P186_1606,-,-,-,pseudo,pseudo,-,-,-,-,20201028,-
1104324,11596106,P186_RS07530,P186_RS07530,P186_1608,-,-,-,dihydrodipicolinate synthase family protein,protein-coding,-,-,-,dihydrodipicolinate synthase family protein,20200218,-
1104324,11596107,P186_RS07535,P186_RS07535,P186_1609,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596108,P186_RS07540,P186_RS07540,P186_1610,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20210529,-
1104324,11596109,P186_RS07545,P186_RS07545,P186_1611,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596110,surE,P186_RS07550,P186_1612,-,-,-,5'/3'-nucleotidase SurE,protein-coding,-,-,-,5'/3'-nucleotidase SurE,20200218,-
1104324,11596111,P186_RS00015,P186_RS00015,P186_0003,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11596112,P186_RS07555,P186_RS07555,P186_1613,-,-,-,30S ribosomal protein S10,protein-coding,-,-,-,30S ribosomal protein S10,20201217,-
1104324,11596113,P186_RS07560,P186_RS07560,P186_1614,-,-,-,peptide chain release factor aRF-1,protein-coding,-,-,-,peptide chain release factor aRF-1,20201217,-
1104324,11596114,P186_RS07565,P186_RS07565,P186_1615,-,-,-,SMC family ATPase,protein-coding,-,-,-,SMC family ATPase,20200905,-
1104324,11596115,P186_RS07570,P186_RS07570,P186_1616,-,-,-,exonuclease SbcCD subunit D,protein-coding,-,-,-,exonuclease SbcCD subunit D,20200905,-
1104324,11596116,P186_RS07575,P186_RS07575,P186_1617,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20200905,-
1104324,11596117,P186_RS07580,P186_RS07580,P186_1618,-,-,-,DNA double-strand break repair nuclease NurA,protein-coding,-,-,-,DNA double-strand break repair nuclease NurA,20210208,-
1104324,11596118,P186_RS07585,P186_RS07585,P186_1619,-,-,-,MoxR family ATPase,protein-coding,-,-,-,MoxR family ATPase,20201217,-
1104324,11596119,P186_RS07590,P186_RS07590,P186_1620,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11596120,P186_RS07595,P186_RS07595,P186_1621,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20210208,-
1104324,11596121,P186_RS07600,P186_RS07600,P186_1622,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11596122,P186_RS07605,P186_RS07605,P186_1623,-,-,-,acetate--CoA ligase family protein,protein-coding,-,-,-,acetate--CoA ligase family protein,20200905,-
1104324,11596123,P186_RS07610,P186_RS07610,P186_1624,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20200218,-
1104324,11596124,P186_RS07615,P186_RS07615,P186_1625,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200905,-
1104324,11596125,P186_RS07620,P186_RS07620,P186_1626,-,-,-,DUF998 domain-containing protein,protein-coding,-,-,-,DUF998 domain-containing protein,20200905,-
1104324,11596126,P186_RS07625,P186_RS07625,P186_1627,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596127,P186_RS07630,P186_RS07630,P186_1628,-,-,-,argininosuccinate lyase,protein-coding,-,-,-,argininosuccinate lyase,20200905,-
1104324,11596129,P186_RS07635,P186_RS07635,P186_1630,-,-,-,argininosuccinate synthase,protein-coding,-,-,-,argininosuccinate synthase,20201217,-
1104324,11596130,P186_RS07640,P186_RS07640,P186_1631,-,-,-,lysine biosynthesis protein,protein-coding,-,-,-,lysine biosynthesis protein,20200218,-
1104324,11596131,P186_RS07645,P186_RS07645,P186_1632,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11596132,P186_RS07650,P186_RS07650,P186_1633,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20201217,-
1104324,11596133,P186_RS07655,P186_RS07655,P186_1634,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596134,P186_RS07660,P186_RS07660,P186_1635,-,-,-,[LysW]-aminoadipate/[LysW]-glutamate kinase,protein-coding,-,-,-,[LysW]-aminoadipate/[LysW]-glutamate kinase,20200905,-
1104324,11596135,P186_RS07665,P186_RS07665,P186_1636,-,-,-,N-acetyl-gamma-glutamyl-phosphate reductase,protein-coding,-,-,-,N-acetyl-gamma-glutamyl-phosphate reductase,20200905,-
1104324,11596136,P186_RS07670,P186_RS07670,P186_1637,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201028,-
1104324,11596137,P186_RS07675,P186_RS07675,P186_1638,-,-,-,threonine synthase,protein-coding,-,-,-,threonine synthase,20201217,-
1104324,11596138,P186_RS07680,P186_RS07680,P186_1639,-,-,-,aspartate kinase,protein-coding,-,-,-,aspartate kinase,20200905,-
1104324,11596139,asd,P186_RS07685,P186_1640,-,-,-,aspartate-semialdehyde dehydrogenase,protein-coding,-,-,-,aspartate-semialdehyde dehydrogenase,20200905,-
1104324,11596140,P186_RS07690,P186_RS07690,P186_1641,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11596141,P186_RS07695,P186_RS07695,P186_1642,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596142,P186_RS07700,P186_RS07700,P186_1643,-,-,-,sulfurtransferase FdhD,protein-coding,-,-,-,sulfurtransferase FdhD,20200905,-
1104324,11596143,P186_RS07705,P186_RS07705,P186_1644,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596144,P186_RS07710,P186_RS07710,P186_1645,-,-,-,molybdopterin-dependent oxidoreductase,protein-coding,-,-,-,molybdopterin-dependent oxidoreductase,20200905,-
1104324,11596145,P186_RS07715,P186_RS07715,P186_1646,-,-,-,4Fe-4S dicluster domain-containing protein,protein-coding,-,-,-,4Fe-4S dicluster domain-containing protein,20200905,-
1104324,11596146,P186_RS07720,P186_RS07720,P186_1647,-,-,-,cytochrome b/b6 domain-containing protein,protein-coding,-,-,-,cytochrome b/b6 domain-containing protein,20200218,-
1104324,11596147,P186_RS07725,P186_RS07725,P186_1648,-,-,-,formate dehydrogenase,protein-coding,-,-,-,formate dehydrogenase,20200905,-
1104324,11596149,P186_RS07730,P186_RS07730,P186_1650,-,-,-,DUF3782 domain-containing protein,protein-coding,-,-,-,DUF3782 domain-containing protein,20201217,-
1104324,11596151,P186_RS07735,P186_RS07735,P186_1652,-,-,-,pseudo,pseudo,-,-,-,-,20201028,-
1104324,11596152,P186_RS07740,P186_RS07740,P186_1653,-,-,-,PaREP1 family protein,protein-coding,-,-,-,PaREP1 family protein,20201028,-
1104324,11596153,P186_RS07745,P186_RS07745,P186_1654,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1104324,11596154,P186_RS07750,P186_RS07750,P186_1655,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20201028,-
1104324,11596157,P186_RS07760,P186_RS07760,P186_1658,-,-,-,hemerythrin domain-containing protein,protein-coding,-,-,-,hemerythrin domain-containing protein,20200218,-
1104324,11596158,P186_RS07765,P186_RS07765,P186_1659,-,-,-,sulfite exporter TauE/SafE family protein,protein-coding,-,-,-,sulfite exporter TauE/SafE family protein,20201217,-
1104324,11596159,P186_RS07770,P186_RS07770,P186_1660,-,-,-,DUF1634 domain-containing protein,protein-coding,-,-,-,DUF1634 domain-containing protein,20200905,-
1104324,11596160,P186_RS07775,P186_RS07775,P186_1661,-,-,-,homoserine dehydrogenase,protein-coding,-,-,-,homoserine dehydrogenase,20200905,-
1104324,11596161,acs,P186_RS07780,P186_1662,-,-,-,acetate--CoA ligase,protein-coding,-,-,-,acetate--CoA ligase,20200905,-
1104324,11596162,P186_RS07785,P186_RS07785,P186_1663,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20200905,-
1104324,11596163,P186_RS07790,P186_RS07790,P186_1664,-,-,-,acetate--CoA ligase,protein-coding,-,-,-,acetate--CoA ligase,20200905,-
1104324,11596165,P186_RS07800,P186_RS07800,P186_1666,-,-,-,pseudo,pseudo,-,-,-,-,20201028,-
1104324,11596166,P186_RS07805,P186_RS07805,P186_1668,-,-,-,PaREP1 family protein,protein-coding,-,-,-,PaREP1 family protein,20201028,-
1104324,11596167,P186_RS07810,P186_RS07810,P186_1669,-,-,-,aspartyl protease family protein,protein-coding,-,-,-,aspartyl protease family protein,20201028,-
1104324,11596168,P186_RS07815,P186_RS07815,P186_1670,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596169,P186_RS07820,P186_RS07820,P186_1671,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596170,P186_RS07825,P186_RS07825,P186_1672,-,-,-,4Fe-4S dicluster domain-containing protein,protein-coding,-,-,-,4Fe-4S dicluster domain-containing protein,20201217,-
1104324,11596171,P186_RS07830,P186_RS07830,P186_1673,-,-,-,4Fe-4S dicluster domain-containing protein,protein-coding,-,-,-,4Fe-4S dicluster domain-containing protein,20200905,-
1104324,11596172,nrfD,P186_RS07835,P186_1674,-,-,-,polysulfide reductase NrfD,protein-coding,-,-,-,polysulfide reductase NrfD,20200905,-
1104324,11596173,P186_RS07840,P186_RS07840,P186_1675,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596174,P186_RS07845,P186_RS07845,P186_1676,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11596175,P186_RS07850,P186_RS07850,P186_1677,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1104324,11596178,P186_RS07855,P186_RS07855,P186_1680,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596179,P186_RS07860,P186_RS07860,P186_1681,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11596180,ccsA,P186_RS07865,P186_1682,-,-,-,cytochrome c biogenesis protein CcsA,protein-coding,-,-,-,cytochrome c biogenesis protein CcsA,20201217,-
1104324,11596181,P186_RS07870,P186_RS07870,P186_1683,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596182,ccsA,P186_RS07875,P186_1684,-,-,-,cytochrome c biogenesis protein CcsA,protein-coding,-,-,-,cytochrome c biogenesis protein CcsA,20200905,-
1104324,11596183,P186_RS07880,P186_RS07880,P186_1685,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596184,P186_RS07885,P186_RS07885,P186_1686,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20201217,-
1104324,11596185,P186_RS07890,P186_RS07890,P186_1687,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596186,P186_RS07895,P186_RS07895,P186_1688,-,-,-,cytochrome c biogenesis protein,protein-coding,-,-,-,cytochrome c biogenesis protein,20200905,-
1104324,11596187,P186_RS07900,P186_RS07900,P186_1689,-,-,-,glutamyl-tRNA reductase,protein-coding,-,-,-,glutamyl-tRNA reductase,20200905,-
1104324,11596188,P186_RS07905,P186_RS07905,P186_1690,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596189,P186_RS07910,P186_RS07910,P186_1691,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596190,P186_RS07915,P186_RS07915,P186_1692,-,-,-,molybdopterin-dependent oxidoreductase,protein-coding,-,-,-,molybdopterin-dependent oxidoreductase,20210208,-
1104324,11596191,P186_RS07920,P186_RS07920,P186_1693,-,-,-,4Fe-4S dicluster domain-containing protein,protein-coding,-,-,-,4Fe-4S dicluster domain-containing protein,20201217,-
1104324,11596192,nrfD,P186_RS07925,P186_1694,-,-,-,polysulfide reductase NrfD,protein-coding,-,-,-,polysulfide reductase NrfD,20200905,-
1104324,11596193,P186_RS07930,P186_RS07930,P186_1695,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20201217,-
1104324,11596194,P186_RS07935,P186_RS07935,P186_1696,-,-,-,DUF1641 domain-containing protein,protein-coding,-,-,-,DUF1641 domain-containing protein,20200218,-
1104324,11596195,P186_RS07940,P186_RS07940,P186_1697,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20200218,-
1104324,11596196,P186_RS07945,P186_RS07945,P186_1698,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20201217,-
1104324,11596197,P186_RS07950,P186_RS07950,P186_1699,-,-,-,acyl-CoA dehydrogenase family protein,protein-coding,-,-,-,acyl-CoA dehydrogenase family protein,20201028,-
1104324,11596198,P186_RS07955,P186_RS07955,P186_1700,-,-,-,malonate decarboxylase subunit alpha,protein-coding,-,-,-,malonate decarboxylase subunit alpha,20201217,-
1104324,11596199,P186_RS07960,P186_RS07960,P186_1701,-,-,-,4Fe-4S binding protein,protein-coding,-,-,-,4Fe-4S binding protein,20200905,-
1104324,11596200,P186_RS07965,P186_RS07965,P186_1702,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596201,P186_RS07970,P186_RS07970,P186_1703,-,-,-,asparagine synthase,protein-coding,-,-,-,asparagine synthase,20200905,-
1104324,11596202,P186_RS07975,P186_RS07975,P186_1704,-,-,-,pseudo,pseudo,-,-,-,-,20201028,-
1104324,11596203,P186_RS07980,P186_RS07980,P186_1705,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596205,P186_RS07985,P186_RS07985,P186_1707,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20210208,-
1104324,11596206,P186_RS07990,P186_RS07990,P186_1708,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596207,P186_RS07995,P186_RS07995,P186_1709,-,-,-,retroviral-like aspartic protease family protein,protein-coding,-,-,-,retroviral-like aspartic protease family protein,20201028,-
1104324,11596208,P186_RS08000,P186_RS08000,P186_1710,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596209,P186_RS08005,P186_RS08005,P186_1711,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20200218,-
1104324,11596210,thiC,P186_RS08010,P186_1712,-,-,-,pseudo,pseudo,-,-,-,-,20201028,-
1104324,11596211,P186_RS08015,P186_RS08015,P186_1714,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20210313,-
1104324,11596212,P186_RS08020,P186_RS08020,P186_1715,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596213,P186_RS08025,P186_RS08025,P186_1716,-,-,-,inner-membrane translocator,protein-coding,-,-,-,inner-membrane translocator,20200905,-
1104324,11596215,pdxT,P186_RS08040,P186_1719,-,-,-,pyridoxal 5'-phosphate synthase glutaminase subunit PdxT,protein-coding,-,-,-,pyridoxal 5'-phosphate synthase glutaminase subunit PdxT,20200218,-
1104324,11596216,pdxS,P186_RS08045,P186_1720,-,-,-,pyridoxal 5'-phosphate synthase lyase subunit PdxS,protein-coding,-,-,-,pyridoxal 5'-phosphate synthase lyase subunit PdxS,20200905,-
1104324,11596217,P186_RS08050,P186_RS08050,P186_1721,-,-,-,carbonic anhydrase,protein-coding,-,-,-,carbonic anhydrase,20201217,-
1104324,11596218,P186_RS08055,P186_RS08055,P186_1722,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596219,P186_RS08060,P186_RS08060,P186_1723,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201028,-
1104324,11596220,P186_RS08065,P186_RS08065,P186_1724,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1104324,11596221,P186_RS08070,P186_RS08070,P186_1725,-,-,-,glutamate synthase,protein-coding,-,-,-,glutamate synthase,20200905,-
1104324,11596222,P186_RS08075,P186_RS08075,P186_1726,-,-,-,glutamate synthase,protein-coding,-,-,-,glutamate synthase,20200905,-
1104324,11596224,P186_RS08080,P186_RS08080,P186_1728,-,-,-,glutamine synthetase,protein-coding,-,-,-,glutamine synthetase,20201217,-
1104324,11596226,P186_RS08085,P186_RS08085,P186_1730,-,-,-,asparagine ligase A,protein-coding,-,-,-,asparagine ligase A,20210208,-
1104324,11596227,P186_RS08090,P186_RS08090,P186_1731,-,-,-,class II glutamine amidotransferase,protein-coding,-,-,-,class II glutamine amidotransferase,20200218,-
1104324,11596228,P186_RS08095,P186_RS08095,P186_1732,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596229,P186_RS08100,P186_RS08100,P186_1733,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596230,P186_RS08105,P186_RS08105,P186_R0028,-,-,-,tRNA,tRNA,-,-,-,-,20201028,-
1104324,11596231,P186_RS08110,P186_RS08110,P186_1734,-,-,-,DUF84 family protein,protein-coding,-,-,-,DUF84 family protein,20200905,-
1104324,11596232,P186_RS08115,P186_RS08115,P186_1735,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20200905,-
1104324,11596233,P186_RS08120,P186_RS08120,P186_1736,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596234,P186_RS08125,P186_RS08125,P186_1737,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201028,-
1104324,11596235,P186_RS08130,P186_RS08130,P186_1738,-,-,-,recombinase RecA,protein-coding,-,-,-,recombinase RecA,20201217,-
1104324,11596236,P186_RS08135,P186_RS08135,P186_1739,-,-,-,M20/M25/M40 family metallo-hydrolase,protein-coding,-,-,-,M20/M25/M40 family metallo-hydrolase,20200905,-
1104324,11596237,P186_RS08140,P186_RS08140,P186_1740,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596238,P186_RS08145,P186_RS08145,P186_1741,-,-,-,cupin domain-containing protein,protein-coding,-,-,-,cupin domain-containing protein,20200905,-
1104324,11596239,P186_RS08150,P186_RS08150,P186_1742,-,-,-,trypsin-like peptidase domain-containing protein,protein-coding,-,-,-,trypsin-like peptidase domain-containing protein,20201217,-
1104324,11596240,P186_RS08155,P186_RS08155,P186_1743,-,-,-,S49 family peptidase,protein-coding,-,-,-,S49 family peptidase,20200905,-
1104324,11596241,P186_RS00020,P186_RS00020,P186_0004,-,-,-,isoleucine--tRNA ligase,protein-coding,-,-,-,isoleucine--tRNA ligase,20200905,-
1104324,11596242,P186_RS08160,P186_RS08160,P186_1744,-,-,-,DHH family phosphoesterase,protein-coding,-,-,-,DHH family phosphoesterase,20201217,-
1104324,11596243,P186_RS08165,P186_RS08165,P186_1745,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596244,P186_RS08170,P186_RS08170,P186_1746,-,-,-,GTPase domain-containing protein,protein-coding,-,-,-,GTPase domain-containing protein,20200905,-
1104324,11596245,P186_RS08175,P186_RS08175,P186_1747,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596246,P186_RS08180,P186_RS08180,P186_1748,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200905,-
1104324,11596247,P186_RS08185,P186_RS08185,P186_1749,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596248,P186_RS08190,P186_RS08190,P186_1750,-,-,-,ATPase AAA,protein-coding,-,-,-,ATPase AAA,20200905,-
1104324,11596249,P186_RS08195,P186_RS08195,P186_1751,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596250,P186_RS08200,P186_RS08200,P186_1752,-,-,-,type II secretion system F family protein,protein-coding,-,-,-,type II secretion system F family protein,20201028,-
1104324,11596251,P186_RS08205,P186_RS08205,P186_1753,-,-,-,type II/IV secretion system ATPase subunit,protein-coding,-,-,-,type II/IV secretion system ATPase subunit,20200905,-
1104324,11596252,P186_RS08210,P186_RS08210,P186_1754,-,-,-,type II secretion system F family protein,protein-coding,-,-,-,type II secretion system F family protein,20210208,-
1104324,11596253,P186_RS08215,P186_RS08215,P186_1755,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596254,P186_RS08220,P186_RS08220,P186_1756,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596255,P186_RS08225,P186_RS08225,P186_1757,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596256,P186_RS08230,P186_RS08230,P186_1758,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596257,P186_RS08235,P186_RS08235,P186_1759,-,-,-,DUF3800 domain-containing protein,protein-coding,-,-,-,DUF3800 domain-containing protein,20200218,-
1104324,11596259,P186_RS08245,P186_RS08245,P186_1761,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596260,P186_RS08250,P186_RS08250,P186_1762,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596263,P186_RS08260,P186_RS08260,P186_1765,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20200218,-
1104324,11596264,P186_RS08265,P186_RS08265,P186_1766,-,-,-,HEPN domain-containing protein,protein-coding,-,-,-,HEPN domain-containing protein,20200218,-
1104324,11596265,P186_RS08270,P186_RS08270,P186_1767,-,-,-,DUF996 domain-containing protein,protein-coding,-,-,-,DUF996 domain-containing protein,20200905,-
1104324,11596266,P186_RS08275,P186_RS08275,P186_1768,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
