#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1448312,37169529,BO86DRAFT_100071,BO86DRAFT_100071,-,-,Unknown,-,OPT superfamily oligopeptide transporter,protein-coding,-,-,-,OPT superfamily oligopeptide transporter,20200919,-
1448312,37180672,BO86DRAFT_453260,BO86DRAFT_453260,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180673,BO86DRAFT_453282,BO86DRAFT_453282,-,-,Unknown,-,putative beta-glucosidase,protein-coding,-,-,-,putative beta-glucosidase,20200919,-
1448312,37180674,BO86DRAFT_453291,BO86DRAFT_453291,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180675,BO86DRAFT_453311,BO86DRAFT_453311,-,-,Unknown,-,lysophospholipase,protein-coding,-,-,-,lysophospholipase,20200919,-
1448312,37180676,BO86DRAFT_453316,BO86DRAFT_453316,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180677,BO86DRAFT_45332,BO86DRAFT_45332,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180678,BO86DRAFT_453346,BO86DRAFT_453346,-,-,Unknown,-,putative polyketide synthase,protein-coding,-,-,-,putative polyketide synthase,20200919,-
1448312,37180679,BO86DRAFT_453351,BO86DRAFT_453351,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180680,BO86DRAFT_453354,BO86DRAFT_453354,-,-,Unknown,-,Metallo-dependent phosphatase,protein-coding,-,-,-,Metallo-dependent phosphatase,20200919,-
1448312,37180681,BO86DRAFT_453359,BO86DRAFT_453359,-,-,Unknown,-,fructosyl amine: oxygen oxidoreductase,protein-coding,-,-,-,fructosyl amine: oxygen oxidoreductase,20200919,-
1448312,37180682,BO86DRAFT_453406,BO86DRAFT_453406,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180683,BO86DRAFT_453423,BO86DRAFT_453423,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180684,BO86DRAFT_453440,BO86DRAFT_453440,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180685,BO86DRAFT_453457,BO86DRAFT_453457,-,-,Unknown,-,haspin protein kinase,protein-coding,-,-,-,haspin protein kinase,20200919,-
1448312,37180686,BO86DRAFT_453459,BO86DRAFT_453459,-,-,Unknown,-,DUF1682-domain-containing protein,protein-coding,-,-,-,DUF1682-domain-containing protein,20200919,-
1448312,37180687,BO86DRAFT_45346,BO86DRAFT_45346,-,-,Unknown,-,yippee-like protein,protein-coding,-,-,-,yippee-like protein,20200919,-
1448312,37180688,BO86DRAFT_453537,BO86DRAFT_453537,-,-,Unknown,-,putative N-acetyltransferase family protein,protein-coding,-,-,-,putative N-acetyltransferase family protein,20200919,-
1448312,37180689,BO86DRAFT_453539,BO86DRAFT_453539,-,-,Unknown,-,thiolase,protein-coding,-,-,-,thiolase,20200919,-
1448312,37180690,BO86DRAFT_453545,BO86DRAFT_453545,-,-,Unknown,-,SET domain protein,protein-coding,-,-,-,SET domain protein,20200919,-
1448312,37180691,BO86DRAFT_453555,BO86DRAFT_453555,-,-,Unknown,-,EF-hand,protein-coding,-,-,-,EF-hand,20200919,-
1448312,37180692,BO86DRAFT_453559,BO86DRAFT_453559,-,-,Unknown,-,xanthine dehydrogenase,protein-coding,-,-,-,xanthine dehydrogenase,20200919,-
1448312,37180693,BO86DRAFT_453560,BO86DRAFT_453560,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180694,BO86DRAFT_453614,BO86DRAFT_453614,-,-,Unknown,-,CBD9-like protein,protein-coding,-,-,-,CBD9-like protein,20200919,-
1448312,37180695,BO86DRAFT_453615,BO86DRAFT_453615,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180696,BO86DRAFT_453618,BO86DRAFT_453618,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180697,BO86DRAFT_453633,BO86DRAFT_453633,-,-,Unknown,-,putative lysosomal cobalamin transporter,protein-coding,-,-,-,putative lysosomal cobalamin transporter,20200919,-
1448312,37180698,BO86DRAFT_453658,BO86DRAFT_453658,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180699,BO86DRAFT_453659,BO86DRAFT_453659,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180700,BO86DRAFT_453665,BO86DRAFT_453665,-,-,Unknown,-,dimethylallyltryptophan N-methyltransferase,protein-coding,-,-,-,dimethylallyltryptophan N-methyltransferase,20200919,-
1448312,37180701,BO86DRAFT_453687,BO86DRAFT_453687,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200919,-
1448312,37180702,BO86DRAFT_453691,BO86DRAFT_453691,-,-,Unknown,-,putative 2-keto-3-deoxy-L-galactonate aldolase,protein-coding,-,-,-,putative 2-keto-3-deoxy-L-galactonate aldolase,20200919,-
1448312,37180703,BO86DRAFT_453738,BO86DRAFT_453738,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180704,BO86DRAFT_453739,BO86DRAFT_453739,-,-,Unknown,-,vesicular-fusion protein sec18,protein-coding,-,-,-,vesicular-fusion protein sec18,20200919,-
1448312,37180705,BO86DRAFT_453740,BO86DRAFT_453740,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180706,BO86DRAFT_453747,BO86DRAFT_453747,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180707,BO86DRAFT_453751,BO86DRAFT_453751,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180708,BO86DRAFT_453782,BO86DRAFT_453782,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180709,BO86DRAFT_453788,BO86DRAFT_453788,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180710,BO86DRAFT_453806,BO86DRAFT_453806,-,-,Unknown,-,Nop domain-containing protein,protein-coding,-,-,-,Nop domain-containing protein,20200919,-
1448312,37180711,BO86DRAFT_453808,BO86DRAFT_453808,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180712,BO86DRAFT_453810,BO86DRAFT_453810,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180713,BO86DRAFT_453814,BO86DRAFT_453814,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180714,BO86DRAFT_453826,BO86DRAFT_453826,-,-,Unknown,-,LRP16 family protein,protein-coding,-,-,-,LRP16 family protein,20200919,-
1448312,37180715,BO86DRAFT_453851,BO86DRAFT_453851,-,-,Unknown,-,putative mercuric reductase,protein-coding,-,-,-,putative mercuric reductase,20200919,-
1448312,37180716,BO86DRAFT_453860,BO86DRAFT_453860,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20200919,-
1448312,37180717,BO86DRAFT_453868,BO86DRAFT_453868,-,-,Unknown,-,bicyclomycin resistance protein,protein-coding,-,-,-,bicyclomycin resistance protein,20200919,-
1448312,37180718,BO86DRAFT_453889,BO86DRAFT_453889,-,-,Unknown,-,UPF0047 domain protein,protein-coding,-,-,-,UPF0047 domain protein,20200919,-
1448312,37180719,BO86DRAFT_453907,BO86DRAFT_453907,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180720,BO86DRAFT_453922,BO86DRAFT_453922,-,-,Unknown,-,TMEM14-domain-containing protein,protein-coding,-,-,-,TMEM14-domain-containing protein,20200919,-
1448312,37180721,BO86DRAFT_453960,BO86DRAFT_453960,-,-,Unknown,-,catechol O-methyltransferase,protein-coding,-,-,-,catechol O-methyltransferase,20200919,-
1448312,37180722,BO86DRAFT_453986,BO86DRAFT_453986,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180723,BO86DRAFT_454008,BO86DRAFT_454008,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180724,BO86DRAFT_454018,BO86DRAFT_454018,-,-,Unknown,-,ubiquitin C-terminal hydrolase,protein-coding,-,-,-,ubiquitin C-terminal hydrolase,20200919,-
1448312,37180725,BO86DRAFT_454026,BO86DRAFT_454026,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180726,BO86DRAFT_454041,BO86DRAFT_454041,-,-,Unknown,-,glutamine-dependent NAD(+) synthetase,protein-coding,-,-,-,glutamine-dependent NAD(+) synthetase,20200919,-
1448312,37180727,BO86DRAFT_454072,BO86DRAFT_454072,-,-,Unknown,-,transcription initiation factor TFIID complex subunit,protein-coding,-,-,-,transcription initiation factor TFIID complex subunit,20200919,-
1448312,37180728,BO86DRAFT_454076,BO86DRAFT_454076,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180729,BO86DRAFT_454109,BO86DRAFT_454109,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20200919,-
1448312,37180730,BO86DRAFT_454136,BO86DRAFT_454136,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180731,BO86DRAFT_454143,BO86DRAFT_454143,-,-,Unknown,-,bicyclomycin resistance protein,protein-coding,-,-,-,bicyclomycin resistance protein,20200919,-
1448312,37180732,BO86DRAFT_454147,BO86DRAFT_454147,-,-,Unknown,-,methylmalonate-semialdehyde dehydrogenase,protein-coding,-,-,-,methylmalonate-semialdehyde dehydrogenase,20200919,-
1448312,37180733,BO86DRAFT_454161,BO86DRAFT_454161,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20200919,-
1448312,37180734,BO86DRAFT_454181,BO86DRAFT_454181,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180735,BO86DRAFT_454195,BO86DRAFT_454195,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180736,BO86DRAFT_454204,BO86DRAFT_454204,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180737,BO86DRAFT_454211,BO86DRAFT_454211,-,-,Unknown,-,putative metalloreductase,protein-coding,-,-,-,putative metalloreductase,20200919,-
1448312,37180738,BO86DRAFT_454218,BO86DRAFT_454218,-,-,Unknown,-,putative short-chain dehydrogenase/reductase family protein,protein-coding,-,-,-,putative short-chain dehydrogenase/reductase family protein,20200919,-
1448312,37180739,BO86DRAFT_454238,BO86DRAFT_454238,-,-,Unknown,-,ribosomal protein S4,protein-coding,-,-,-,ribosomal protein S4,20200919,-
1448312,37180740,BO86DRAFT_454249,BO86DRAFT_454249,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180741,BO86DRAFT_454250,BO86DRAFT_454250,-,-,Unknown,-,UPF0016-domain-containing protein,protein-coding,-,-,-,UPF0016-domain-containing protein,20200919,-
1448312,37180742,BO86DRAFT_454253,BO86DRAFT_454253,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180743,BO86DRAFT_454298,BO86DRAFT_454298,-,-,Unknown,-,monooxygenase,protein-coding,-,-,-,monooxygenase,20200919,-
1448312,37180744,BO86DRAFT_454301,BO86DRAFT_454301,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180745,BO86DRAFT_454302,BO86DRAFT_454302,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180746,BO86DRAFT_454326,BO86DRAFT_454326,-,-,Unknown,-,"dihydroxyhept-2-ene-1,7-dioic acid aldolase",protein-coding,-,-,-,"dihydroxyhept-2-ene-1,7-dioic acid aldolase",20200919,-
1448312,37180747,BO86DRAFT_454337,BO86DRAFT_454337,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180748,BO86DRAFT_454349,BO86DRAFT_454349,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180749,BO86DRAFT_454394,BO86DRAFT_454394,-,-,Unknown,-,MFS siderophore iron transporter,protein-coding,-,-,-,MFS siderophore iron transporter,20200919,-
1448312,37180750,BO86DRAFT_454402,BO86DRAFT_454402,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180751,BO86DRAFT_454408,BO86DRAFT_454408,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20200919,-
1448312,37180752,BO86DRAFT_454412,BO86DRAFT_454412,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180753,BO86DRAFT_454452,BO86DRAFT_454452,-,-,Unknown,-,microtubule-associated protein,protein-coding,-,-,-,microtubule-associated protein,20200919,-
1448312,37180754,BO86DRAFT_454480,BO86DRAFT_454480,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180755,BO86DRAFT_454487,BO86DRAFT_454487,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180756,BO86DRAFT_454525,BO86DRAFT_454525,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180757,BO86DRAFT_454553,BO86DRAFT_454553,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180758,BO86DRAFT_454571,BO86DRAFT_454571,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180759,BO86DRAFT_454587,BO86DRAFT_454587,-,-,Unknown,-,acetyl-CoA synthetase-like protein,protein-coding,-,-,-,acetyl-CoA synthetase-like protein,20200919,-
1448312,37180760,BO86DRAFT_454597,BO86DRAFT_454597,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180761,BO86DRAFT_454616,BO86DRAFT_454616,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180762,BO86DRAFT_454646,BO86DRAFT_454646,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180763,BO86DRAFT_454673,BO86DRAFT_454673,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180764,BO86DRAFT_454689,BO86DRAFT_454689,-,-,Unknown,-,centromere/microtubule binding protein cbf5,protein-coding,-,-,-,centromere/microtubule binding protein cbf5,20200919,-
1448312,37180765,BO86DRAFT_454701,BO86DRAFT_454701,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180766,BO86DRAFT_454761,BO86DRAFT_454761,-,-,Unknown,-,nicotinate phosphoribosyltransferase,protein-coding,-,-,-,nicotinate phosphoribosyltransferase,20200919,-
1448312,37180767,BO86DRAFT_454785,BO86DRAFT_454785,-,-,Unknown,-,vacuolar import and degradation protein,protein-coding,-,-,-,vacuolar import and degradation protein,20200919,-
1448312,37180768,BO86DRAFT_454794,BO86DRAFT_454794,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180769,BO86DRAFT_454805,BO86DRAFT_454805,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180770,BO86DRAFT_454821,BO86DRAFT_454821,-,-,Unknown,-,DUF1338 domain protein,protein-coding,-,-,-,DUF1338 domain protein,20200919,-
1448312,37180771,BO86DRAFT_454841,BO86DRAFT_454841,-,-,Unknown,-,cohesin complex subunit,protein-coding,-,-,-,cohesin complex subunit,20200919,-
1448312,37180772,BO86DRAFT_454856,BO86DRAFT_454856,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180773,BO86DRAFT_454869,BO86DRAFT_454869,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180774,BO86DRAFT_454902,BO86DRAFT_454902,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20200919,-
1448312,37180775,BO86DRAFT_454913,BO86DRAFT_454913,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180776,BO86DRAFT_454957,BO86DRAFT_454957,-,-,Unknown,-,LMBR1 domain protein,protein-coding,-,-,-,LMBR1 domain protein,20200919,-
1448312,37180777,BO86DRAFT_454976,BO86DRAFT_454976,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180778,BO86DRAFT_454998,BO86DRAFT_454998,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180779,BO86DRAFT_455029,BO86DRAFT_455029,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180780,BO86DRAFT_455030,BO86DRAFT_455030,-,-,Unknown,-,putative importin 11,protein-coding,-,-,-,putative importin 11,20200919,-
1448312,37180781,BO86DRAFT_455053,BO86DRAFT_455053,-,-,Unknown,-,DNA replication licensing factor mcm3,protein-coding,-,-,-,DNA replication licensing factor mcm3,20200919,-
1448312,37180782,BO86DRAFT_45506,BO86DRAFT_45506,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180783,BO86DRAFT_455063,BO86DRAFT_455063,-,-,Unknown,-,RNA polymerase I-specific transcription initiation factor Rrn7,protein-coding,-,-,-,RNA polymerase I-specific transcription initiation factor Rrn7,20200919,-
1448312,37180784,BO86DRAFT_455064,BO86DRAFT_455064,-,-,Unknown,-,translation initiation factor eIF-5A,protein-coding,-,-,-,translation initiation factor eIF-5A,20200919,-
1448312,37180785,BO86DRAFT_455079,BO86DRAFT_455079,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180786,BO86DRAFT_455165,BO86DRAFT_455165,-,-,Unknown,-,peptide-N4-(N-acetyl-beta-D-glucosaminyl) asparaginase amidase N,protein-coding,-,-,-,peptide-N4-(N-acetyl-beta-D-glucosaminyl) asparaginase amidase N,20200919,-
1448312,37180787,BO86DRAFT_455166,BO86DRAFT_455166,-,-,Unknown,-,proteasome component,protein-coding,-,-,-,proteasome component,20200919,-
1448312,37180788,BO86DRAFT_455187,BO86DRAFT_455187,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180789,BO86DRAFT_455213,BO86DRAFT_455213,-,-,Unknown,-,tRNA isopentenyltransferase,protein-coding,-,-,-,tRNA isopentenyltransferase,20200919,-
1448312,37180790,BO86DRAFT_455241,BO86DRAFT_455241,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180791,BO86DRAFT_455248,BO86DRAFT_455248,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180792,BO86DRAFT_455253,BO86DRAFT_455253,-,-,Unknown,-,phosphoserine aminotransferase,protein-coding,-,-,-,phosphoserine aminotransferase,20200919,-
1448312,37180793,BO86DRAFT_455254,BO86DRAFT_455254,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200919,-
1448312,37180794,BO86DRAFT_455277,BO86DRAFT_455277,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180795,BO86DRAFT_455303,BO86DRAFT_455303,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180796,BO86DRAFT_455304,BO86DRAFT_455304,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180797,BO86DRAFT_455336,BO86DRAFT_455336,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180798,BO86DRAFT_455339,BO86DRAFT_455339,-,-,Unknown,-,release factor,protein-coding,-,-,-,release factor,20200919,-
1448312,37180799,BO86DRAFT_455350,BO86DRAFT_455350,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20200919,-
1448312,37180800,BO86DRAFT_455387,BO86DRAFT_455387,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180801,BO86DRAFT_455410,BO86DRAFT_455410,-,-,Unknown,-,mediator of RNA polymerase II transcription subunit 12,protein-coding,-,-,-,mediator of RNA polymerase II transcription subunit 12,20200919,-
1448312,37180802,BO86DRAFT_455453,BO86DRAFT_455453,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180803,BO86DRAFT_455466,BO86DRAFT_455466,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180804,BO86DRAFT_455477,BO86DRAFT_455477,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180805,BO86DRAFT_455478,BO86DRAFT_455478,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180806,BO86DRAFT_455479,BO86DRAFT_455479,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180807,BO86DRAFT_45548,BO86DRAFT_45548,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180808,BO86DRAFT_455480,BO86DRAFT_455480,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180809,BO86DRAFT_455484,BO86DRAFT_455484,-,-,Unknown,-,oxidoreductase,protein-coding,-,-,-,oxidoreductase,20200919,-
1448312,37180810,BO86DRAFT_455487,BO86DRAFT_455487,-,-,Unknown,-,glutamine synthetase,protein-coding,-,-,-,glutamine synthetase,20200919,-
1448312,37180811,BO86DRAFT_455503,BO86DRAFT_455503,-,-,Unknown,-,tryptophan synthase beta subunit-like PLP-dependent enzyme,protein-coding,-,-,-,tryptophan synthase beta subunit-like PLP-dependent enzyme,20200919,-
1448312,37180812,BO86DRAFT_455507,BO86DRAFT_455507,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20200919,-
1448312,37180813,BO86DRAFT_455551,BO86DRAFT_455551,-,-,Unknown,-,3-hydroxybutyryl-CoA dehydrogenase,protein-coding,-,-,-,3-hydroxybutyryl-CoA dehydrogenase,20200919,-
1448312,37180814,BO86DRAFT_455597,BO86DRAFT_455597,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180815,BO86DRAFT_455604,BO86DRAFT_455604,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180816,BO86DRAFT_455605,BO86DRAFT_455605,-,-,Unknown,-,ribosomal protein L36e,protein-coding,-,-,-,ribosomal protein L36e,20200919,-
1448312,37180817,BO86DRAFT_455647,BO86DRAFT_455647,-,-,Unknown,-,putative 2-hydroxychromene-2-carboxylate isomerase,protein-coding,-,-,-,putative 2-hydroxychromene-2-carboxylate isomerase,20200919,-
1448312,37180818,BO86DRAFT_455660,BO86DRAFT_455660,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180819,BO86DRAFT_455666,BO86DRAFT_455666,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180820,BO86DRAFT_455671,BO86DRAFT_455671,-,-,Unknown,-,acyl-CoA N-acyltransferase,protein-coding,-,-,-,acyl-CoA N-acyltransferase,20200919,-
1448312,37180821,BO86DRAFT_455672,BO86DRAFT_455672,-,-,Unknown,-,aldo/keto reductase family protein,protein-coding,-,-,-,aldo/keto reductase family protein,20200919,-
1448312,37180822,BO86DRAFT_455685,BO86DRAFT_455685,-,-,Unknown,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20200919,-
1448312,37180823,BO86DRAFT_455745,BO86DRAFT_455745,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20200919,-
1448312,37180824,BO86DRAFT_455755,BO86DRAFT_455755,-,-,Unknown,-,nuclear protein localization protein 4,protein-coding,-,-,-,nuclear protein localization protein 4,20200919,-
1448312,37180825,BO86DRAFT_455763,BO86DRAFT_455763,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180826,BO86DRAFT_455764,BO86DRAFT_455764,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180827,BO86DRAFT_455792,BO86DRAFT_455792,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180828,BO86DRAFT_455825,BO86DRAFT_455825,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20200919,-
1448312,37180829,BO86DRAFT_455849,BO86DRAFT_455849,-,-,Unknown,-,DUF1264-domain-containing protein,protein-coding,-,-,-,DUF1264-domain-containing protein,20200919,-
1448312,37180830,BO86DRAFT_455886,BO86DRAFT_455886,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180831,BO86DRAFT_455893,BO86DRAFT_455893,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20200919,-
1448312,37180832,BO86DRAFT_455912,BO86DRAFT_455912,-,-,Unknown,-,tyrosinase,protein-coding,-,-,-,tyrosinase,20200919,-
1448312,37180833,BO86DRAFT_455926,BO86DRAFT_455926,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180834,BO86DRAFT_455934,BO86DRAFT_455934,-,-,Unknown,-,cell cycle control protein,protein-coding,-,-,-,cell cycle control protein,20200919,-
1448312,37180835,BO86DRAFT_455956,BO86DRAFT_455956,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180836,BO86DRAFT_455958,BO86DRAFT_455958,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180837,BO86DRAFT_456013,BO86DRAFT_456013,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200919,-
1448312,37180838,BO86DRAFT_45602,BO86DRAFT_45602,-,-,Unknown,-,putative arylsulfatase,protein-coding,-,-,-,putative arylsulfatase,20200919,-
