#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2565781,42364381,LC1Nh_RS00005,LC1Nh_RS00005,LC1Nh_0001,-,-,-,ORC1-type DNA replication protein,protein-coding,-,-,-,ORC1-type DNA replication protein,20191110,-
2565781,42364854,LC1Nh_RS02370,LC1Nh_RS02370,LC1Nh_0471,-,-,-,DEAD/DEAH box helicase,protein-coding,-,-,-,DEAD/DEAH box helicase,20200926,-
2565781,42364855,LC1Nh_RS02375,LC1Nh_RS02375,LC1Nh_0472,-,-,-,succinylglutamate desuccinylase,protein-coding,-,-,-,succinylglutamate desuccinylase,20200926,-
2565781,42364856,LC1Nh_RS02380,LC1Nh_RS02380,LC1Nh_0473,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364857,LC1Nh_RS02385,LC1Nh_RS02385,LC1Nh_0474,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364858,psmB,LC1Nh_RS02390,LC1Nh_0475,-,-,-,archaeal proteasome endopeptidase complex subunit beta,protein-coding,-,-,-,archaeal proteasome endopeptidase complex subunit beta,20191110,-
2565781,42364859,LC1Nh_RS02395,LC1Nh_RS02395,LC1Nh_0476,-,-,-,beta-CASP ribonuclease aCPSF1,protein-coding,-,-,-,beta-CASP ribonuclease aCPSF1,20200926,-
2565781,42364860,dinB,LC1Nh_RS02400,LC1Nh_0477,-,-,-,DNA polymerase IV,protein-coding,-,-,-,DNA polymerase IV,20200926,-
2565781,42364861,LC1Nh_RS02405,LC1Nh_RS02405,LC1Nh_0478,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364862,LC1Nh_RS02410,LC1Nh_RS02410,LC1Nh_0479,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364863,LC1Nh_RS02415,LC1Nh_RS02415,LC1Nh_0480,-,-,-,NTP transferase domain-containing protein,protein-coding,-,-,-,NTP transferase domain-containing protein,20200926,-
2565781,42364864,LC1Nh_RS02420,LC1Nh_RS02420,LC1Nh_0481,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20200926,-
2565781,42364865,LC1Nh_RS02425,LC1Nh_RS02425,LC1Nh_0482,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364866,LC1Nh_RS02430,LC1Nh_RS02430,LC1Nh_0483,-,-,-,twin-arginine translocation signal domain-containing protein,protein-coding,-,-,-,twin-arginine translocation signal domain-containing protein,20191110,-
2565781,42364867,LC1Nh_RS02435,LC1Nh_RS02435,LC1Nh_0484,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364868,LC1Nh_RS02440,LC1Nh_RS02440,LC1Nh_0485,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364869,LC1Nh_RS02445,LC1Nh_RS02445,LC1Nh_0486,-,-,-,PKD domain-containing protein,protein-coding,-,-,-,PKD domain-containing protein,20200926,-
2565781,42364870,LC1Nh_RS02450,LC1Nh_RS02450,LC1Nh_0487,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364871,LC1Nh_RS02455,LC1Nh_RS02455,LC1Nh_0488,-,-,-,PQQ-dependent sugar dehydrogenase,protein-coding,-,-,-,PQQ-dependent sugar dehydrogenase,20200926,-
2565781,42364872,LC1Nh_RS02460,LC1Nh_RS02460,LC1Nh_0489,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364873,LC1Nh_RS02465,LC1Nh_RS02465,LC1Nh_0490,-,-,-,divalent cation tolerance protein CutA,protein-coding,-,-,-,divalent cation tolerance protein CutA,20200926,-
2565781,42364874,LC1Nh_RS02470,LC1Nh_RS02470,LC1Nh_0491,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364875,LC1Nh_RS02475,LC1Nh_RS02475,LC1Nh_0492,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364876,LC1Nh_RS02480,LC1Nh_RS02480,LC1Nh_0493,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20200926,-
2565781,42364877,LC1Nh_RS02485,LC1Nh_RS02485,LC1Nh_0494,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364878,LC1Nh_RS02490,LC1Nh_RS02490,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364879,LC1Nh_RS02495,LC1Nh_RS02495,LC1Nh_0496,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364880,LC1Nh_RS02500,LC1Nh_RS02500,LC1Nh_0497,-,-,-,adenosylcobalamin-dependent ribonucleoside-diphosphate reductase,protein-coding,-,-,-,adenosylcobalamin-dependent ribonucleoside-diphosphate reductase,20200926,-
2565781,42364881,nrdR,LC1Nh_RS02505,LC1Nh_0498,-,-,-,transcriptional repressor NrdR,protein-coding,-,-,-,transcriptional repressor NrdR,20200926,-
2565781,42364882,LC1Nh_RS02510,LC1Nh_RS02510,LC1Nh_0499,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364883,LC1Nh_RS02515,LC1Nh_RS02515,LC1Nh_0500,-,-,-,PIN domain-containing protein,protein-coding,-,-,-,PIN domain-containing protein,20200926,-
2565781,42364884,LC1Nh_RS02520,LC1Nh_RS02520,LC1Nh_0501,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364885,LC1Nh_RS02525,LC1Nh_RS02525,LC1Nh_0502,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364886,LC1Nh_RS02530,LC1Nh_RS02530,LC1Nh_0503,-,-,-,TIGR00341 family protein,protein-coding,-,-,-,TIGR00341 family protein,20191110,-
2565781,42364887,LC1Nh_RS02535,LC1Nh_RS02535,LC1Nh_0504,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20200926,-
2565781,42364888,LC1Nh_RS02540,LC1Nh_RS02540,LC1Nh_0505,-,-,-,NYN domain-containing protein,protein-coding,-,-,-,NYN domain-containing protein,20200926,-
2565781,42364889,LC1Nh_RS02545,LC1Nh_RS02545,LC1Nh_0506,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364890,LC1Nh_RS02550,LC1Nh_RS02550,LC1Nh_0507,-,-,-,deoxyribonuclease IV,protein-coding,-,-,-,deoxyribonuclease IV,20200926,-
2565781,42364891,LC1Nh_RS02555,LC1Nh_RS02555,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364892,LC1Nh_RS02560,LC1Nh_RS02560,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364893,LC1Nh_RS02565,LC1Nh_RS02565,LC1Nh_0508,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20200926,-
2565781,42364894,LC1Nh_RS02570,LC1Nh_RS02570,LC1Nh_0509,-,-,-,FAD-binding protein,protein-coding,-,-,-,FAD-binding protein,20200926,-
2565781,42364895,LC1Nh_RS02575,LC1Nh_RS02575,LC1Nh_0510,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364896,LC1Nh_RS02580,LC1Nh_RS02580,LC1Nh_0511,-,-,-,NUDIX domain-containing protein,protein-coding,-,-,-,NUDIX domain-containing protein,20200926,-
2565781,42364897,LC1Nh_RS02585,LC1Nh_RS02585,LC1Nh_0512,-,-,-,superoxide dismutase,protein-coding,-,-,-,superoxide dismutase,20191110,-
2565781,42364898,LC1Nh_RS02590,LC1Nh_RS02590,LC1Nh_0513,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364899,LC1Nh_RS02595,LC1Nh_RS02595,LC1Nh_0514,-,-,-,hydroxyacid dehydrogenase,protein-coding,-,-,-,hydroxyacid dehydrogenase,20200926,-
2565781,42364900,LC1Nh_RS02600,LC1Nh_RS02600,LC1Nh_0515,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364901,LC1Nh_RS02605,LC1Nh_RS02605,LC1Nh_0516,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20200926,-
2565781,42364902,LC1Nh_RS02610,LC1Nh_RS02610,LC1Nh_0517,-,-,-,TraB family protein,protein-coding,-,-,-,TraB family protein,20191110,-
2565781,42364903,LC1Nh_RS02615,LC1Nh_RS02615,LC1Nh_0518,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364904,LC1Nh_RS02620,LC1Nh_RS02620,LC1Nh_0519,-,-,-,rhomboid family intramembrane serine protease,protein-coding,-,-,-,rhomboid family intramembrane serine protease,20191110,-
2565781,42364905,LC1Nh_RS02625,LC1Nh_RS02625,LC1Nh_0520,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364906,LC1Nh_RS02630,LC1Nh_RS02630,LC1Nh_0521,-,-,-,proline--tRNA ligase,protein-coding,-,-,-,proline--tRNA ligase,20200926,-
2565781,42364907,LC1Nh_RS02635,LC1Nh_RS02635,LC1Nh_0522,-,-,-,-,tRNA,-,-,-,-,20191110,-
2565781,42364908,LC1Nh_RS02640,LC1Nh_RS02640,LC1Nh_0523,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364909,LC1Nh_RS02645,LC1Nh_RS02645,LC1Nh_0524,-,-,-,"ribbon-helix-helix protein, CopG family",protein-coding,-,-,-,"ribbon-helix-helix protein, CopG family",20191110,-
2565781,42364910,lysS,LC1Nh_RS02650,LC1Nh_0525,-,-,-,lysine--tRNA ligase,protein-coding,-,-,-,lysine--tRNA ligase,20200926,-
2565781,42364911,LC1Nh_RS02655,LC1Nh_RS02655,LC1Nh_0526,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364912,LC1Nh_RS02660,LC1Nh_RS02660,LC1Nh_0527,-,-,-,2Fe-2S iron-sulfur cluster binding domain-containing protein,protein-coding,-,-,-,2Fe-2S iron-sulfur cluster binding domain-containing protein,20200926,-
2565781,42364913,LC1Nh_RS02665,LC1Nh_RS02665,LC1Nh_0528,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364914,LC1Nh_RS02670,LC1Nh_RS02670,LC1Nh_0529,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364915,tfb,LC1Nh_RS02675,LC1Nh_0530,-,-,-,transcription initiation factor IIB,protein-coding,-,-,-,transcription initiation factor IIB,20200926,-
2565781,42364916,LC1Nh_RS02680,LC1Nh_RS02680,LC1Nh_0531,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364917,LC1Nh_RS02685,LC1Nh_RS02685,LC1Nh_0532,-,-,-,DUF378 domain-containing protein,protein-coding,-,-,-,DUF378 domain-containing protein,20200926,-
2565781,42364918,LC1Nh_RS02690,LC1Nh_RS02690,LC1Nh_0533,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364919,LC1Nh_RS02695,LC1Nh_RS02695,LC1Nh_0534,-,-,-,DUF123 domain-containing protein,protein-coding,-,-,-,DUF123 domain-containing protein,20200926,-
2565781,42364920,LC1Nh_RS02700,LC1Nh_RS02700,LC1Nh_0535,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364921,LC1Nh_RS02705,LC1Nh_RS02705,LC1Nh_0536,-,-,-,HAD-IA family hydrolase,protein-coding,-,-,-,HAD-IA family hydrolase,20200926,-
2565781,42364922,LC1Nh_RS02710,LC1Nh_RS02710,LC1Nh_0537,-,-,-,-,tRNA,-,-,-,-,20191110,-
2565781,42364923,LC1Nh_RS02715,LC1Nh_RS02715,LC1Nh_0538,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364924,lysS,LC1Nh_RS02720,LC1Nh_0539,-,-,-,lysine--tRNA ligase,protein-coding,-,-,-,lysine--tRNA ligase,20200926,-
2565781,42364925,LC1Nh_RS02725,LC1Nh_RS02725,LC1Nh_0540,-,-,-,4-hydroxy-tetrahydrodipicolinate synthase,protein-coding,-,-,-,4-hydroxy-tetrahydrodipicolinate synthase,20200926,-
2565781,42364926,LC1Nh_RS02730,LC1Nh_RS02730,LC1Nh_0541,-,-,-,AsnC family transcriptional regulator,protein-coding,-,-,-,AsnC family transcriptional regulator,20200926,-
2565781,42364927,LC1Nh_RS02735,LC1Nh_RS02735,LC1Nh_0542,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364928,LC1Nh_RS02740,LC1Nh_RS02740,LC1Nh_0543,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364929,LC1Nh_RS02745,LC1Nh_RS02745,LC1Nh_0544,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364930,LC1Nh_RS02750,LC1Nh_RS02750,LC1Nh_0545,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364931,LC1Nh_RS02755,LC1Nh_RS02755,LC1Nh_0546,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364932,LC1Nh_RS02760,LC1Nh_RS02760,LC1Nh_0547,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364933,LC1Nh_RS02765,LC1Nh_RS02765,LC1Nh_0548,-,-,-,LemA family protein,protein-coding,-,-,-,LemA family protein,20200926,-
2565781,42364934,LC1Nh_RS02770,LC1Nh_RS02770,LC1Nh_0549,-,-,-,M48 family metalloprotease,protein-coding,-,-,-,M48 family metalloprotease,20200926,-
2565781,42364935,LC1Nh_RS02775,LC1Nh_RS02775,LC1Nh_0550,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364936,LC1Nh_RS02780,LC1Nh_RS02780,LC1Nh_0551,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364937,LC1Nh_RS02785,LC1Nh_RS02785,LC1Nh_0552,-,-,-,-,tRNA,-,-,-,-,20191110,-
2565781,42364938,LC1Nh_RS02790,LC1Nh_RS02790,LC1Nh_0553,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364939,LC1Nh_RS02795,LC1Nh_RS02795,LC1Nh_0554,-,-,-,archaeal proteasome endopeptidase complex subunit alpha,protein-coding,-,-,-,archaeal proteasome endopeptidase complex subunit alpha,20200926,-
2565781,42364940,LC1Nh_RS02800,LC1Nh_RS02800,LC1Nh_0555,-,-,-,type II toxin-antitoxin system death-on-curing family toxin,protein-coding,-,-,-,type II toxin-antitoxin system death-on-curing family toxin,20200926,-
2565781,42364941,LC1Nh_RS02805,LC1Nh_RS02805,LC1Nh_0556,-,-,-,ribosome assembly factor SBDS,protein-coding,-,-,-,ribosome assembly factor SBDS,20200926,-
2565781,42364942,LC1Nh_RS02810,LC1Nh_RS02810,LC1Nh_0557,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364943,LC1Nh_RS02815,LC1Nh_RS02815,LC1Nh_0558,-,-,-,RNA-binding protein,protein-coding,-,-,-,RNA-binding protein,20200926,-
2565781,42364944,LC1Nh_RS02820,LC1Nh_RS02820,LC1Nh_0559,-,-,-,exosome complex exonuclease Rrp41,protein-coding,-,-,-,exosome complex exonuclease Rrp41,20200926,-
2565781,42364945,LC1Nh_RS02825,LC1Nh_RS02825,LC1Nh_0560,-,-,-,exosome complex protein Rrp42,protein-coding,-,-,-,exosome complex protein Rrp42,20200926,-
2565781,42364946,LC1Nh_RS02830,LC1Nh_RS02830,LC1Nh_0561,-,-,-,50S ribosomal protein L37ae,protein-coding,-,-,-,50S ribosomal protein L37ae,20200926,-
2565781,42364947,LC1Nh_RS02835,LC1Nh_RS02835,LC1Nh_0562,-,-,-,DNA-directed RNA polymerase subunit P,protein-coding,-,-,-,DNA-directed RNA polymerase subunit P,20200926,-
2565781,42364948,LC1Nh_RS02840,LC1Nh_RS02840,LC1Nh_0563,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364949,LC1Nh_RS02845,LC1Nh_RS02845,LC1Nh_0564,-,-,-,prefoldin subunit beta,protein-coding,-,-,-,prefoldin subunit beta,20200926,-
2565781,42364950,LC1Nh_RS02850,LC1Nh_RS02850,LC1Nh_0565,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364951,LC1Nh_RS02855,LC1Nh_RS02855,LC1Nh_0566,-,-,-,DUF552 domain-containing protein,protein-coding,-,-,-,DUF552 domain-containing protein,20200926,-
2565781,42364952,LC1Nh_RS02860,LC1Nh_RS02860,LC1Nh_0567,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364953,LC1Nh_RS02865,LC1Nh_RS02865,LC1Nh_0568,-,-,-,TIGR00269 family protein,protein-coding,-,-,-,TIGR00269 family protein,20200926,-
2565781,42364954,LC1Nh_RS02870,LC1Nh_RS02870,LC1Nh_0569,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364955,LC1Nh_RS02875,LC1Nh_RS02875,LC1Nh_0570,-,-,-,HAD-IA family hydrolase,protein-coding,-,-,-,HAD-IA family hydrolase,20200926,-
2565781,42364956,LC1Nh_RS02880,LC1Nh_RS02880,LC1Nh_0571,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364957,LC1Nh_RS02885,LC1Nh_RS02885,LC1Nh_0572,-,-,-,-,tRNA,-,-,-,-,20191110,-
2565781,42364958,LC1Nh_RS02890,LC1Nh_RS02890,LC1Nh_0573,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364959,LC1Nh_RS02895,LC1Nh_RS02895,LC1Nh_0574,-,-,-,TRAM domain-containing protein,protein-coding,-,-,-,TRAM domain-containing protein,20200926,-
2565781,42364960,LC1Nh_RS02900,LC1Nh_RS02900,LC1Nh_0575,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364961,LC1Nh_RS02905,LC1Nh_RS02905,LC1Nh_0576,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364962,LC1Nh_RS02910,LC1Nh_RS02910,LC1Nh_0577,-,-,-,HIT domain-containing protein,protein-coding,-,-,-,HIT domain-containing protein,20200926,-
2565781,42364963,LC1Nh_RS02915,LC1Nh_RS02915,LC1Nh_0578,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20200926,-
2565781,42364964,LC1Nh_RS02920,LC1Nh_RS02920,LC1Nh_0579,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20200926,-
2565781,42364965,gatA,LC1Nh_RS02925,LC1Nh_0580,-,-,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,protein-coding,-,-,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,20200926,-
2565781,42364966,gatB,LC1Nh_RS02930,LC1Nh_0581,-,-,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,protein-coding,-,-,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,20200926,-
2565781,42364967,LC1Nh_RS02935,LC1Nh_RS02935,LC1Nh_0582,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364968,LC1Nh_RS02940,LC1Nh_RS02940,LC1Nh_0583,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364969,LC1Nh_RS02945,LC1Nh_RS02945,LC1Nh_0584,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364970,LC1Nh_RS02950,LC1Nh_RS02950,LC1Nh_0585,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20200926,-
2565781,42364971,pyk,LC1Nh_RS02955,LC1Nh_0586,-,-,-,pyruvate kinase,protein-coding,-,-,-,pyruvate kinase,20200926,-
2565781,42364972,LC1Nh_RS02960,LC1Nh_RS02960,LC1Nh_0587,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364973,LC1Nh_RS02965,LC1Nh_RS02965,LC1Nh_0588,-,-,-,-,tRNA,-,-,-,-,20191110,-
2565781,42364974,LC1Nh_RS02970,LC1Nh_RS02970,LC1Nh_0589,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364975,LC1Nh_RS02975,LC1Nh_RS02975,LC1Nh_0590,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364976,LC1Nh_RS02980,LC1Nh_RS02980,LC1Nh_0591,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364977,LC1Nh_RS02985,LC1Nh_RS02985,LC1Nh_0592,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364978,LC1Nh_RS02990,LC1Nh_RS02990,LC1Nh_0593,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364979,LC1Nh_RS02995,LC1Nh_RS02995,LC1Nh_0594,-,-,-,-,tRNA,-,-,-,-,20191110,-
2565781,42364980,LC1Nh_RS03000,LC1Nh_RS03000,LC1Nh_0595,-,-,-,amphi-Trp domain-containing protein,protein-coding,-,-,-,amphi-Trp domain-containing protein,20200926,-
2565781,42364981,LC1Nh_RS03005,LC1Nh_RS03005,LC1Nh_0596,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364982,LC1Nh_RS03010,LC1Nh_RS03010,LC1Nh_0597,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364983,LC1Nh_RS03015,LC1Nh_RS03015,LC1Nh_0598,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364984,LC1Nh_RS03020,LC1Nh_RS03020,LC1Nh_0599,-,-,-,glucose 1-dehydrogenase,protein-coding,-,-,-,glucose 1-dehydrogenase,20200926,-
2565781,42364985,rmuC,LC1Nh_RS03025,LC1Nh_0600,-,-,-,DNA recombination protein RmuC,protein-coding,-,-,-,DNA recombination protein RmuC,20200926,-
2565781,42364986,LC1Nh_RS03030,LC1Nh_RS03030,LC1Nh_0601,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364987,LC1Nh_RS03035,LC1Nh_RS03035,LC1Nh_0602,-,-,-,type II toxin-antitoxin system RelE/ParE family toxin,protein-coding,-,-,-,type II toxin-antitoxin system RelE/ParE family toxin,20200926,-
2565781,42364988,LC1Nh_RS03040,LC1Nh_RS03040,LC1Nh_0603,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364989,LC1Nh_RS03045,LC1Nh_RS03045,LC1Nh_0604,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20200926,-
2565781,42364990,LC1Nh_RS03050,LC1Nh_RS03050,LC1Nh_0605,-,-,-,disulfide bond formation protein B,protein-coding,-,-,-,disulfide bond formation protein B,20200926,-
2565781,42364991,LC1Nh_RS03055,LC1Nh_RS03055,LC1Nh_0606,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364992,LC1Nh_RS03060,LC1Nh_RS03060,LC1Nh_0607,-,-,-,aldo/keto reductase,protein-coding,-,-,-,aldo/keto reductase,20200926,-
2565781,42364993,LC1Nh_RS03065,LC1Nh_RS03065,LC1Nh_0608,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364994,LC1Nh_RS03070,LC1Nh_RS03070,LC1Nh_0609,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364995,LC1Nh_RS03075,LC1Nh_RS03075,LC1Nh_0610,-,-,-,universal stress protein,protein-coding,-,-,-,universal stress protein,20191110,-
2565781,42364996,LC1Nh_RS03080,LC1Nh_RS03080,LC1Nh_0611,-,-,-,cold-shock protein,protein-coding,-,-,-,cold-shock protein,20191110,-
2565781,42364997,LC1Nh_RS03085,LC1Nh_RS03085,LC1Nh_0612,-,-,-,-,tRNA,-,-,-,-,20191110,-
2565781,42364998,LC1Nh_RS03090,LC1Nh_RS03090,LC1Nh_0613,-,-,-,50S ribosomal protein L40e,protein-coding,-,-,-,50S ribosomal protein L40e,20200926,-
2565781,42364999,LC1Nh_RS03095,LC1Nh_RS03095,LC1Nh_0614,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365000,LC1Nh_RS03100,LC1Nh_RS03100,LC1Nh_0615,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42365001,LC1Nh_RS03105,LC1Nh_RS03105,LC1Nh_0616,-,-,-,IcfA,protein-coding,-,-,-,IcfA,20200926,-
2565781,42365002,LC1Nh_RS03110,LC1Nh_RS03110,LC1Nh_0617,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42365003,LC1Nh_RS03115,LC1Nh_RS03115,LC1Nh_0618,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365004,LC1Nh_RS03120,LC1Nh_RS03120,LC1Nh_0619,-,-,-,histidine--tRNA ligase,protein-coding,-,-,-,histidine--tRNA ligase,20200926,-
2565781,42365005,LC1Nh_RS03125,LC1Nh_RS03125,LC1Nh_0620,-,-,-,DUF4186 family protein,protein-coding,-,-,-,DUF4186 family protein,20200926,-
2565781,42365006,LC1Nh_RS03130,LC1Nh_RS03130,LC1Nh_0621,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365007,LC1Nh_RS03135,LC1Nh_RS03135,LC1Nh_0622,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42365008,ychF,LC1Nh_RS03140,LC1Nh_0623,-,-,-,redox-regulated ATPase YchF,protein-coding,-,-,-,redox-regulated ATPase YchF,20200926,-
2565781,42365009,LC1Nh_RS03145,LC1Nh_RS03145,LC1Nh_0624,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365010,LC1Nh_RS03150,LC1Nh_RS03150,LC1Nh_0625,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42365011,LC1Nh_RS03155,LC1Nh_RS03155,LC1Nh_0626,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
