#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
41875,18158058,Rps12,BathyMg00251,-,-,MT,-,ribosomal protein S12,protein-coding,-,-,-,-,20160827,-
41875,19017376,Bathy02g02630,Bathy02g02630,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017377,Bathy02g02640,Bathy02g02640,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017378,Bathy02g02650,Bathy02g02650,-,-,2,-,hypothetical protein CHLREDRAFT_142942,protein-coding,-,-,-,-,20170826,-
41875,19017379,Bathy02g02660,Bathy02g02660,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017380,Bathy02g02670,Bathy02g02670,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017381,Bathy02g02680,Bathy02g02680,-,-,2,-,NADH-ubiquinone oxidoreductase 51 kDa subunit,protein-coding,-,-,-,-,20170826,-
41875,19017382,Bathy02g02690,Bathy02g02690,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017383,Bathy02g02700,Bathy02g02700,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017384,Bathy02g02710,Bathy02g02710,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017385,Bathy02g02720,Bathy02g02720,-,-,2,-,calreticulin,protein-coding,-,-,-,-,20170826,-
41875,19017386,Bathy02g02730,Bathy02g02730,-,-,2,-,exosome complex exonuclease RRP44,protein-coding,-,-,-,-,20170826,-
41875,19017387,Bathy02g02740,Bathy02g02740,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017388,Bathy02g02750,Bathy02g02750,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017389,Bathy02g02760,Bathy02g02760,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017390,Bathy02g02770,Bathy02g02770,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017391,Bathy02g02780,Bathy02g02780,-,-,2,-,RING finger protein 32,protein-coding,-,-,-,-,20170826,-
41875,19017392,Bathy02g02790,Bathy02g02790,-,-,2,-,"beta-galactoside alpha-2,6-sialyltransferase 1",protein-coding,-,-,-,-,20170826,-
41875,19017393,Bathy02g02800,Bathy02g02800,-,-,2,-,histone acetyltransferase,protein-coding,-,-,-,-,20170826,-
41875,19017394,Bathy02g02810,Bathy02g02810,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017395,Bathy02g02820,Bathy02g02820,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017396,Bathy02g02830,Bathy02g02830,-,-,2,-,KpsF/GutQ family protein,protein-coding,-,-,-,-,20170826,-
41875,19017397,Bathy02g02840,Bathy02g02840,-,-,2,-,GTP-binding protein TypA,protein-coding,-,-,-,-,20170826,-
41875,19017398,Bathy02g02850,Bathy02g02850,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017399,Bathy02g02860,Bathy02g02860,-,-,2,-,glutathione-independent formaldehyde dehydrogenase,protein-coding,-,-,-,-,20170826,-
41875,19017400,Bathy02g02870,Bathy02g02870,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017401,Bathy02g02880,Bathy02g02880,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017402,Bathy02g02890,Bathy02g02890,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017403,Bathy02g02900,Bathy02g02900,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017404,Bathy02g02910,Bathy02g02910,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017405,Bathy02g02920,Bathy02g02920,-,-,2,-,PREDICTED: similar to predicted protein,protein-coding,-,-,-,-,20170826,-
41875,19017406,Bathy02g02930,Bathy02g02930,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017407,Bathy02g02940,Bathy02g02940,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017408,Bathy02g02950,Bathy02g02950,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017409,Bathy02g02960,Bathy02g02960,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017410,Bathy02g02970,Bathy02g02970,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017411,Bathy02g02980,Bathy02g02980,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017412,Bathy02g02990,Bathy02g02990,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017413,Bathy02g03000,Bathy02g03000,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017414,Bathy02g03010,Bathy02g03010,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017415,Bathy02g03020,Bathy02g03020,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017416,Bathy02g03030,Bathy02g03030,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017417,Bathy02g03040,Bathy02g03040,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017418,Bathy02g03050,Bathy02g03050,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017419,Bathy02g03060,Bathy02g03060,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017420,Bathy02g03070,Bathy02g03070,-,-,2,-,Mg-protoporphyrin IX methyl transferase,protein-coding,-,-,-,-,20170826,-
41875,19017421,Bathy02g03080,Bathy02g03080,-,-,2,-,choline/ethanolaminephosphotransferase 1,protein-coding,-,-,-,-,20170826,-
41875,19017422,Bathy02g03090,Bathy02g03090,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017423,Bathy02g03100,Bathy02g03100,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017424,Bathy02g03110,Bathy02g03110,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017425,Bathy02g03120,Bathy02g03120,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017426,Bathy02g03130,Bathy02g03130,-,-,2,-,"prasinophyte specific chlorophyll a/b-binding protein, chloroplast precursor",protein-coding,-,-,-,-,20170826,-
41875,19017427,Bathy02g03140,Bathy02g03140,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017428,Bathy02g03150,Bathy02g03150,-,-,2,-,riboflavin biosynthesis protein RibD,protein-coding,-,-,-,-,20170826,-
41875,19017429,Bathy02g03160,Bathy02g03160,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017430,Bathy02g03170,Bathy02g03170,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017431,Bathy02g03180,Bathy02g03180,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017432,Bathy02g03190,Bathy02g03190,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017433,Bathy02g03200,Bathy02g03200,-,-,2,-,"iron-sulfur cluster-binding protein, Rieske family",protein-coding,-,-,-,-,20170826,-
41875,19017434,Bathy02g03210,Bathy02g03210,-,-,2,-,cytochrome b6 (ISS),protein-coding,-,-,-,-,20170826,-
41875,19017435,Bathy02g03220,Bathy02g03220,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017436,Bathy02g03230,Bathy02g03230,-,-,2,-,hypothetical protein MICPUCDRAFT_57447,protein-coding,-,-,-,-,20170826,-
41875,19017437,Bathy02g03240,Bathy02g03240,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017438,Bathy02g03250,Bathy02g03250,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017439,Bathy02g03260,Bathy02g03260,-,-,2,-,PREDICTED: similar to predicted protein,protein-coding,-,-,-,-,20170826,-
41875,19017440,Bathy02g03270,Bathy02g03270,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017441,Bathy02g03280,Bathy02g03280,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017442,Bathy02g03290,Bathy02g03290,-,-,2,-,hypothetical protein MICPUN_109493,protein-coding,-,-,-,-,20170826,-
41875,19017443,Bathy02g03300,Bathy02g03300,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017444,Bathy02g03310,Bathy02g03310,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017445,Bathy02g03320,Bathy02g03320,-,-,2,-,chaperonin GroEL,protein-coding,-,-,-,-,20170826,-
41875,19017446,Bathy02g03330,Bathy02g03330,-,-,2,-,"pseudouridine synthase, RluA family",protein-coding,-,-,-,-,20170826,-
41875,19017447,Bathy02g03340,Bathy02g03340,-,-,2,-,glucose-6-phosphate 1-dehydrogenase,protein-coding,-,-,-,-,20170826,-
41875,19017448,Bathy02g03350,Bathy02g03350,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017449,Bathy02g03360,Bathy02g03360,-,-,2,-,ATP-gated ion channel subunit P2X4,protein-coding,-,-,-,-,20170826,-
41875,19017450,Bathy02g03370,Bathy02g03370,-,-,2,-,"translation initiation factor, aIF-2BI family",protein-coding,-,-,-,-,20170826,-
41875,19017451,Bathy02g03380,Bathy02g03380,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017452,Bathy02g03390,Bathy02g03390,-,-,2,-,enoyl-CoA hydratase,protein-coding,-,-,-,-,20170826,-
41875,19017453,Bathy02g03400,Bathy02g03400,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017454,Bathy02g03410,Bathy02g03410,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017455,Bathy02g03420,Bathy02g03420,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017456,Bathy02g03430,Bathy02g03430,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017457,Bathy02g03440,Bathy02g03440,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017458,Bathy02g03450,Bathy02g03450,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017459,Bathy02g03460,Bathy02g03460,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017460,Bathy02g03470,Bathy02g03470,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017461,Bathy02g03480,Bathy02g03480,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017462,Bathy02g03490,Bathy02g03490,-,-,2,-,alpha amylase,protein-coding,-,-,-,-,20170826,-
41875,19017463,Bathy02g03500,Bathy02g03500,-,-,2,-,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",protein-coding,-,-,-,-,20170826,-
41875,19017464,Bathy02g03510,Bathy02g03510,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017465,Bathy02g03520,Bathy02g03520,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017466,Bathy02g03530,Bathy02g03530,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017467,Bathy02g03540,Bathy02g03540,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017468,Bathy02g03550,Bathy02g03550,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017469,Bathy02g03560,Bathy02g03560,-,-,2,-,alanyl-tRNA synthetase,protein-coding,-,-,-,-,20170826,-
41875,19017470,Bathy02g03570,Bathy02g03570,-,-,2,-,cyclin-dependent kinases regulatory subunit,protein-coding,-,-,-,-,20170826,-
41875,19017471,Bathy02g03580,Bathy02g03580,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017472,Bathy02g03590,Bathy02g03590,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017473,Bathy02g03600,Bathy02g03600,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017474,Bathy02g03610,Bathy02g03610,-,-,2,-,PREDICTED: similar to predicted protein,protein-coding,-,-,-,-,20170826,-
41875,19017475,Bathy02g03620,Bathy02g03620,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017476,Bathy02g03630,Bathy02g03630,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017477,Bathy02g03640,Bathy02g03640,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017478,Bathy02g03650,Bathy02g03650,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017479,Bathy02g03660,Bathy02g03660,-,-,2,-,"2,3-diketo-5-methylthiopentyl-1-phosphate enolase",protein-coding,-,-,-,-,20170826,-
41875,19017480,Bathy02g03670,Bathy02g03670,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017481,Bathy02g03680,Bathy02g03680,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017482,Bathy02g03690,Bathy02g03690,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017483,Bathy02g03700,Bathy02g03700,-,-,2,-,acyl-CoA-binding protein,protein-coding,-,-,-,-,20170826,-
41875,19017484,Bathy02g03710,Bathy02g03710,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017485,Bathy02g03720,Bathy02g03720,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017486,Bathy02g03730,Bathy02g03730,-,-,2,-,ammonium transporter,protein-coding,-,-,-,-,20170826,-
41875,19017487,Bathy02g03740,Bathy02g03740,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017488,Bathy02g03750,Bathy02g03750,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017489,Bathy02g03760,Bathy02g03760,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017490,Bathy02g03770,Bathy02g03770,-,-,2,-,cobalamin synthesis protein P47K,protein-coding,-,-,-,-,20170826,-
41875,19017491,Bathy02g03780,Bathy02g03780,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017492,Bathy02g03790,Bathy02g03790,-,-,2,-,PREDICTED: similar to predicted protein,protein-coding,-,-,-,-,20170826,-
41875,19017493,Bathy02g03800,Bathy02g03800,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017494,Bathy02g03810,Bathy02g03810,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017495,Bathy02g03820,Bathy02g03820,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017496,Bathy02g03830,Bathy02g03830,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017497,Bathy02g03840,Bathy02g03840,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017498,Bathy02g03850,Bathy02g03850,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017499,Bathy02g03860,Bathy02g03860,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017500,Bathy02g03870,Bathy02g03870,-,-,2,-,serine/threonine-protein phosphatase PP2A catalytic subunit,protein-coding,-,-,-,-,20170826,-
41875,19017501,Bathy02g03880,Bathy02g03880,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017502,Bathy02g03890,Bathy02g03890,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017503,Bathy02g03900,Bathy02g03900,-,-,2,-,"glycosyl transferase, group 1",protein-coding,-,-,-,-,20170826,-
41875,19017504,Bathy02g03910,Bathy02g03910,-,-,2,-,50S ribosomal protein L21,protein-coding,-,-,-,-,20170826,-
41875,19017505,Bathy02g03920,Bathy02g03920,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017506,Bathy02g03930,Bathy02g03930,-,-,2,-,protochlorophyllide oxidoreductase,protein-coding,-,-,-,-,20170826,-
41875,19017507,Bathy02g03940,Bathy02g03940,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017508,Bathy02g03950,Bathy02g03950,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017509,Bathy02g03960,Bathy02g03960,-,-,2,-,PREDICTED: similar to predicted protein,protein-coding,-,-,-,-,20170826,-
41875,19017510,Bathy02g03970,Bathy02g03970,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017511,Bathy02g03980,Bathy02g03980,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017512,Bathy02g03990,Bathy02g03990,-,-,2,-,ATP-binding cassette sub-family F member 2,protein-coding,-,-,-,-,20170826,-
41875,19017513,Bathy02g04000,Bathy02g04000,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017514,Bathy02g04010,Bathy02g04010,-,-,2,-,solute carrier family 35 member B1,protein-coding,-,-,-,-,20170826,-
41875,19017515,Bathy02g04020,Bathy02g04020,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017516,Bathy02g04030,Bathy02g04030,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017517,Bathy02g04040,Bathy02g04040,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017518,Bathy02g04050,Bathy02g04050,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017519,Bathy02g04060,Bathy02g04060,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017520,Bathy02g04070,Bathy02g04070,-,-,2,-,PREDICTED: similar to Zinc finger protein 271 (Zinc finger protein 7) (HZF7) (Zinc finger protein ZNFphex133) (Epstein-Barr virus-induced zinc finger protein) (ZNF-EB) (CT-ZFP48) (Zinc finger protein,protein-coding,-,-,-,-,20170826,-
41875,19017521,Bathy02g04080,Bathy02g04080,-,-,2,-,membrane-associated lipoprotein,protein-coding,-,-,-,-,20170826,-
41875,19017522,Bathy02g04090,Bathy02g04090,-,-,2,-,formate acetyltransferase,protein-coding,-,-,-,-,20170826,-
41875,19017523,Bathy02g04100,Bathy02g04100,-,-,2,-,pyruvate formate-lyase activating enzyme,protein-coding,-,-,-,-,20170826,-
41875,19017524,Bathy02g04110,Bathy02g04110,-,-,2,-,cell division protein FtsZ,protein-coding,-,-,-,-,20170826,-
41875,19017525,Bathy02g04120,Bathy02g04120,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017526,Bathy02g04130,Bathy02g04130,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017527,Bathy02g04140,Bathy02g04140,-,-,2,-,aldo/keto reductase,protein-coding,-,-,-,-,20170826,-
41875,19017528,Bathy02g04150,Bathy02g04150,-,-,2,-,ATP-binding cassette superfamily,protein-coding,-,-,-,-,20170826,-
41875,19017529,Bathy02g04160,Bathy02g04160,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017530,Bathy02g04170,Bathy02g04170,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017531,Bathy02g04180,Bathy02g04180,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017532,Bathy02g04190,Bathy02g04190,-,-,2,-,DNA topoisomerase VI subunit A,protein-coding,-,-,-,-,20170826,-
41875,19017533,Bathy02g04200,Bathy02g04200,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017534,Bathy02g04210,Bathy02g04210,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017535,Bathy02g04220,Bathy02g04220,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017536,Bathy02g04230,Bathy02g04230,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017537,Bathy02g04240,Bathy02g04240,-,-,2,-,50S ribosomal protein L27,protein-coding,-,-,-,-,20170826,-
41875,19017538,Bathy02g04250,Bathy02g04250,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017539,Bathy02g04260,Bathy02g04260,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017540,Bathy02g04270,Bathy02g04270,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017541,Bathy02g04280,Bathy02g04280,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017542,Bathy02g04290,Bathy02g04290,-,-,2,-,polyketide synthase pks5,protein-coding,-,-,-,-,20170826,-
41875,19017543,Bathy02g04300,Bathy02g04300,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017544,Bathy02g04310,Bathy02g04310,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017545,Bathy02g04320,Bathy02g04320,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017546,Bathy02g04330,Bathy02g04330,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017547,Bathy02g04340,Bathy02g04340,-,-,2,-,tRNA (cytosine-5-)-methyltransferase,protein-coding,-,-,-,-,20170826,-
41875,19017548,Bathy02g04350,Bathy02g04350,-,-,2,-,STIP,protein-coding,-,-,-,-,20170826,-
41875,19017549,Bathy02g04360,Bathy02g04360,-,-,2,-,XY1,protein-coding,-,-,-,-,20170826,-
41875,19017550,Bathy02g04370,Bathy02g04370,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017551,Bathy02g04380,Bathy02g04380,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017552,Bathy02g04390,Bathy02g04390,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017553,Bathy02g04400,Bathy02g04400,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017554,Bathy02g04410,Bathy02g04410,-,-,2,-,DNA polymerase kappa,protein-coding,-,-,-,-,20170826,-
41875,19017555,Bathy02g04420,Bathy02g04420,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017556,Bathy02g04430,Bathy02g04430,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017557,Bathy02g04440,Bathy02g04440,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017558,Bathy02g04450,Bathy02g04450,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017559,Bathy02g04460,Bathy02g04460,-,-,2,-,F0F1 ATP synthase subunit delta,protein-coding,-,-,-,-,20170826,-
41875,19017560,Bathy02g04470,Bathy02g04470,-,-,2,-,thymidylate kinase,protein-coding,-,-,-,-,20170826,-
41875,19017561,Bathy02g04480,Bathy02g04480,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017562,Bathy02g04490,Bathy02g04490,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017563,Bathy02g04500,Bathy02g04500,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017564,Bathy02g04510,Bathy02g04510,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017565,Bathy02g04520,Bathy02g04520,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017566,Bathy02g04530,Bathy02g04530,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017567,Bathy02g04540,Bathy02g04540,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017568,Bathy02g04550,Bathy02g04550,-,-,2,-,glycine cleavage system H protein,protein-coding,-,-,-,-,20170826,-
41875,19017569,Bathy02g04560,Bathy02g04560,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017570,Bathy02g04570,Bathy02g04570,-,-,2,-,threonyl-tRNA synthetase,protein-coding,-,-,-,-,20170826,-
41875,19017571,Bathy02g04580,Bathy02g04580,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017572,Bathy02g04590,Bathy02g04590,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017573,Bathy02g04600,Bathy02g04600,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017574,Bathy02g04610,Bathy02g04610,-,-,2,-,endoribonuclease L-PSP,protein-coding,-,-,-,-,20170826,-
41875,19017575,Bathy02g04620,Bathy02g04620,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017576,Bathy02g04630,Bathy02g04630,-,-,2,-,WD repeat-containing protein 82,protein-coding,-,-,-,-,20170826,-
41875,19017577,Bathy02g04640,Bathy02g04640,-,-,2,-,hypothetical protein MICPUN_56303,protein-coding,-,-,-,-,20170826,-
41875,19017578,Bathy02g04650,Bathy02g04650,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017579,Bathy02g04660,Bathy02g04660,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017580,Bathy02g04670,Bathy02g04670,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017581,Bathy02g04680,Bathy02g04680,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017582,Bathy02g04690,Bathy02g04690,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017583,Bathy02g04700,Bathy02g04700,-,-,2,-,ubiquitin-conjugating enzyme,protein-coding,-,-,-,-,20170826,-
41875,19017584,Bathy02g04710,Bathy02g04710,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017585,Bathy02g04720,Bathy02g04720,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017586,Bathy02g04730,Bathy02g04730,-,-,2,-,anthranilate synthase component I,protein-coding,-,-,-,-,20170826,-
41875,19017587,Bathy02g04740,Bathy02g04740,-,-,2,-,ubiquinone/menaquinone biosynthesis methyltransferase,protein-coding,-,-,-,-,20170826,-
41875,19017588,Bathy02g04750,Bathy02g04750,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017589,Bathy02g04760,Bathy02g04760,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19017590,Bathy02g04770,Bathy02g04770,-,-,2,-,NADP-dependent malic enzyme,protein-coding,-,-,-,-,20170826,-
41875,19017591,Bathy02g04780,Bathy02g04780,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
