#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
215250,37039739,FA10DRAFT_100211,FA10DRAFT_100211,-,-,Unknown,-,thiolase,protein-coding,-,-,-,thiolase,20200918,-
215250,37045404,FA10DRAFT_278797,FA10DRAFT_278797,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045405,FA10DRAFT_278802,FA10DRAFT_278802,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045406,FA10DRAFT_278807,FA10DRAFT_278807,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045407,FA10DRAFT_278819,FA10DRAFT_278819,-,-,Unknown,-,actin depolymerizing protein,protein-coding,-,-,-,actin depolymerizing protein,20200918,-
215250,37045408,FA10DRAFT_278825,FA10DRAFT_278825,-,-,Unknown,-,putative TOR1-1-phosphatidylinositol 3-kinase,protein-coding,-,-,-,putative TOR1-1-phosphatidylinositol 3-kinase,20200918,-
215250,37045409,FA10DRAFT_278831,FA10DRAFT_278831,-,-,Unknown,-,nicotinamidase,protein-coding,-,-,-,nicotinamidase,20200918,-
215250,37045410,FA10DRAFT_278840,FA10DRAFT_278840,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045411,FA10DRAFT_278844,FA10DRAFT_278844,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045412,FA10DRAFT_278881,FA10DRAFT_278881,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045413,FA10DRAFT_278887,FA10DRAFT_278887,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045414,FA10DRAFT_278894,FA10DRAFT_278894,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20200918,-
215250,37045415,FA10DRAFT_278900,FA10DRAFT_278900,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045416,FA10DRAFT_278911,FA10DRAFT_278911,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045417,FA10DRAFT_278923,FA10DRAFT_278923,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045418,FA10DRAFT_278928,FA10DRAFT_278928,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200918,-
215250,37045419,FA10DRAFT_278938,FA10DRAFT_278938,-,-,Unknown,-,FeS cluster assembly scaffold IscU,protein-coding,-,-,-,FeS cluster assembly scaffold IscU,20200918,-
215250,37045420,FA10DRAFT_278944,FA10DRAFT_278944,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045421,FA10DRAFT_278951,FA10DRAFT_278951,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045422,FA10DRAFT_278960,FA10DRAFT_278960,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045423,FA10DRAFT_278961,FA10DRAFT_278961,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045424,FA10DRAFT_278970,FA10DRAFT_278970,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045425,FA10DRAFT_278972,FA10DRAFT_278972,-,-,Unknown,-,general substrate transporter,protein-coding,-,-,-,general substrate transporter,20200918,-
215250,37045426,FA10DRAFT_279007,FA10DRAFT_279007,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20200918,-
215250,37045427,FA10DRAFT_279030,FA10DRAFT_279030,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045428,FA10DRAFT_279047,FA10DRAFT_279047,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045429,FA10DRAFT_279064,FA10DRAFT_279064,-,-,Unknown,-,intradiol ring-cleavage dioxygenase,protein-coding,-,-,-,intradiol ring-cleavage dioxygenase,20200918,-
215250,37045430,FA10DRAFT_279079,FA10DRAFT_279079,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045431,FA10DRAFT_279090,FA10DRAFT_279090,-,-,Unknown,-,31 glucosidase,protein-coding,-,-,-,31 glucosidase,20200918,-
215250,37045432,FA10DRAFT_279106,FA10DRAFT_279106,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045433,FA10DRAFT_279107,FA10DRAFT_279107,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045434,FA10DRAFT_279123,FA10DRAFT_279123,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045435,FA10DRAFT_279145,FA10DRAFT_279145,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045436,FA10DRAFT_279152,FA10DRAFT_279152,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045437,FA10DRAFT_279170,FA10DRAFT_279170,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045438,FA10DRAFT_279194,FA10DRAFT_279194,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045439,FA10DRAFT_279195,FA10DRAFT_279195,-,-,Unknown,-,myosin 5,protein-coding,-,-,-,myosin 5,20200918,-
215250,37045440,FA10DRAFT_279196,FA10DRAFT_279196,-,-,Unknown,-,Josephin-domain-containing protein,protein-coding,-,-,-,Josephin-domain-containing protein,20200918,-
215250,37045441,FA10DRAFT_279201,FA10DRAFT_279201,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045442,FA10DRAFT_279216,FA10DRAFT_279216,-,-,Unknown,-,DEAD-domain-containing protein,protein-coding,-,-,-,DEAD-domain-containing protein,20200918,-
215250,37045443,FA10DRAFT_279217,FA10DRAFT_279217,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045444,FA10DRAFT_279242,FA10DRAFT_279242,-,-,Unknown,-,calcium-translocating P-type ATPase,protein-coding,-,-,-,calcium-translocating P-type ATPase,20200918,-
215250,37045445,FA10DRAFT_279246,FA10DRAFT_279246,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045446,FA10DRAFT_279268,FA10DRAFT_279268,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045447,FA10DRAFT_279288,FA10DRAFT_279288,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045448,FA10DRAFT_279289,FA10DRAFT_279289,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045449,FA10DRAFT_279306,FA10DRAFT_279306,-,-,Unknown,-,acyl-CoA dehydrogenase NM domain-like protein,protein-coding,-,-,-,acyl-CoA dehydrogenase NM domain-like protein,20200918,-
215250,37045450,FA10DRAFT_279353,FA10DRAFT_279353,-,-,Unknown,-,Abi-domain-containing protein,protein-coding,-,-,-,Abi-domain-containing protein,20200918,-
215250,37045451,FA10DRAFT_279369,FA10DRAFT_279369,-,-,Unknown,-,ribosomal protein S5 domain 2-like protein,protein-coding,-,-,-,ribosomal protein S5 domain 2-like protein,20200918,-
215250,37045452,FA10DRAFT_279384,FA10DRAFT_279384,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20200918,-
215250,37045453,FA10DRAFT_279389,FA10DRAFT_279389,-,-,Unknown,-,FAD dependent oxidoreductase,protein-coding,-,-,-,FAD dependent oxidoreductase,20200918,-
215250,37045454,FA10DRAFT_279401,FA10DRAFT_279401,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045455,FA10DRAFT_279403,FA10DRAFT_279403,-,-,Unknown,-,exocyst complex component Sec6,protein-coding,-,-,-,exocyst complex component Sec6,20200918,-
215250,37045456,FA10DRAFT_279425,FA10DRAFT_279425,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200918,-
215250,37045457,FA10DRAFT_279429,FA10DRAFT_279429,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045458,FA10DRAFT_279434,FA10DRAFT_279434,-,-,Unknown,-,"Phosphoglucomutase, first 3 domain-containing protein",protein-coding,-,-,-,"Phosphoglucomutase, first 3 domain-containing protein",20200918,-
215250,37045459,FA10DRAFT_279458,FA10DRAFT_279458,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045460,FA10DRAFT_279462,FA10DRAFT_279462,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045461,FA10DRAFT_279465,FA10DRAFT_279465,-,-,Unknown,-,Na+ or K+ P-type ATPase,protein-coding,-,-,-,Na+ or K+ P-type ATPase,20200918,-
215250,37045462,FA10DRAFT_279491,FA10DRAFT_279491,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045463,FA10DRAFT_279515,FA10DRAFT_279515,-,-,Unknown,-,UPF0029-domain-containing protein,protein-coding,-,-,-,UPF0029-domain-containing protein,20200918,-
215250,37045464,FA10DRAFT_279523,FA10DRAFT_279523,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045465,FA10DRAFT_279560,FA10DRAFT_279560,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045466,FA10DRAFT_279563,FA10DRAFT_279563,-,-,Unknown,-,actin-like ATPase domain-containing protein,protein-coding,-,-,-,actin-like ATPase domain-containing protein,20200918,-
215250,37045467,FA10DRAFT_279609,FA10DRAFT_279609,-,-,Unknown,-,Sm-like ribonucleo protein,protein-coding,-,-,-,Sm-like ribonucleo protein,20200918,-
215250,37045468,FA10DRAFT_279631,FA10DRAFT_279631,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045469,FA10DRAFT_279632,FA10DRAFT_279632,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045470,FA10DRAFT_279633,FA10DRAFT_279633,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045471,FA10DRAFT_279638,FA10DRAFT_279638,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045472,FA10DRAFT_279641,FA10DRAFT_279641,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045473,FA10DRAFT_279666,FA10DRAFT_279666,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045474,FA10DRAFT_279673,FA10DRAFT_279673,-,-,Unknown,-,L domain-like protein,protein-coding,-,-,-,L domain-like protein,20200918,-
215250,37045475,FA10DRAFT_279674,FA10DRAFT_279674,-,-,Unknown,-,peroxisome membrane protein,protein-coding,-,-,-,peroxisome membrane protein,20200918,-
215250,37045476,FA10DRAFT_279676,FA10DRAFT_279676,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045477,FA10DRAFT_279703,FA10DRAFT_279703,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20200918,-
215250,37045478,FA10DRAFT_279716,FA10DRAFT_279716,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045479,FA10DRAFT_279742,FA10DRAFT_279742,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045480,FA10DRAFT_279757,FA10DRAFT_279757,-,-,Unknown,-,"putative ATP5-F1F0-ATPase complex, OSCP subunit",protein-coding,-,-,-,"putative ATP5-F1F0-ATPase complex, OSCP subunit",20200918,-
215250,37045481,FA10DRAFT_279765,FA10DRAFT_279765,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20200918,-
215250,37045482,FA10DRAFT_279781,FA10DRAFT_279781,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045483,FA10DRAFT_279786,FA10DRAFT_279786,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045484,FA10DRAFT_279790,FA10DRAFT_279790,-,-,Unknown,-,glycoside hydrolase,protein-coding,-,-,-,glycoside hydrolase,20200918,-
215250,37045485,FA10DRAFT_279795,FA10DRAFT_279795,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045486,FA10DRAFT_279798,FA10DRAFT_279798,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045487,FA10DRAFT_279827,FA10DRAFT_279827,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045488,FA10DRAFT_279832,FA10DRAFT_279832,-,-,Unknown,-,ribosomal protein S5 domain 2-like protein,protein-coding,-,-,-,ribosomal protein S5 domain 2-like protein,20200918,-
215250,37045489,FA10DRAFT_279852,FA10DRAFT_279852,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045490,FA10DRAFT_279853,FA10DRAFT_279853,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045491,FA10DRAFT_279856,FA10DRAFT_279856,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045492,FA10DRAFT_279862,FA10DRAFT_279862,-,-,Unknown,-,RnaseH-domain-containing protein,protein-coding,-,-,-,RnaseH-domain-containing protein,20200918,-
215250,37045493,FA10DRAFT_279871,FA10DRAFT_279871,-,-,Unknown,-,putative endoplasmic reticulum insertion protein SEC61,protein-coding,-,-,-,putative endoplasmic reticulum insertion protein SEC61,20200918,-
215250,37045494,FA10DRAFT_279879,FA10DRAFT_279879,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045495,FA10DRAFT_279904,FA10DRAFT_279904,-,-,Unknown,-,TRP-domain-containing protein,protein-coding,-,-,-,TRP-domain-containing protein,20200918,-
215250,37045496,FA10DRAFT_279910,FA10DRAFT_279910,-,-,Unknown,-,RabGAP/TBC,protein-coding,-,-,-,RabGAP/TBC,20200918,-
215250,37045497,FA10DRAFT_279924,FA10DRAFT_279924,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045498,FA10DRAFT_279930,FA10DRAFT_279930,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20200918,-
215250,37045499,FA10DRAFT_279939,FA10DRAFT_279939,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045500,FA10DRAFT_279941,FA10DRAFT_279941,-,-,Unknown,-,TBC-domain-containing protein,protein-coding,-,-,-,TBC-domain-containing protein,20200918,-
215250,37045501,FA10DRAFT_279958,FA10DRAFT_279958,-,-,Unknown,-,Tudor/PWWP/MBT,protein-coding,-,-,-,Tudor/PWWP/MBT,20200918,-
215250,37045502,FA10DRAFT_279972,FA10DRAFT_279972,-,-,Unknown,-,general substrate transporter,protein-coding,-,-,-,general substrate transporter,20200918,-
215250,37045503,FA10DRAFT_280007,FA10DRAFT_280007,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045504,FA10DRAFT_280035,FA10DRAFT_280035,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20200918,-
215250,37045505,FA10DRAFT_280046,FA10DRAFT_280046,-,-,Unknown,-,acetyl-CoA synthetase-like protein,protein-coding,-,-,-,acetyl-CoA synthetase-like protein,20200918,-
215250,37045506,FA10DRAFT_280072,FA10DRAFT_280072,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045507,FA10DRAFT_280075,FA10DRAFT_280075,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045508,FA10DRAFT_280085,FA10DRAFT_280085,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045509,FA10DRAFT_280106,FA10DRAFT_280106,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20200918,-
215250,37045510,FA10DRAFT_280161,FA10DRAFT_280161,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045511,FA10DRAFT_280162,FA10DRAFT_280162,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045512,FA10DRAFT_280169,FA10DRAFT_280169,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045513,FA10DRAFT_280205,FA10DRAFT_280205,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045514,FA10DRAFT_280206,FA10DRAFT_280206,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045515,FA10DRAFT_280221,FA10DRAFT_280221,-,-,Unknown,-,3-beta hydroxysteroid dehydrogenase/isomerase,protein-coding,-,-,-,3-beta hydroxysteroid dehydrogenase/isomerase,20200918,-
215250,37045516,FA10DRAFT_280228,FA10DRAFT_280228,-,-,Unknown,-,AhpC-TSA-domain-containing protein,protein-coding,-,-,-,AhpC-TSA-domain-containing protein,20200918,-
215250,37045517,FA10DRAFT_280267,FA10DRAFT_280267,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045518,FA10DRAFT_280274,FA10DRAFT_280274,-,-,Unknown,-,putative Aldo-keto reductase yakc [NADP+],protein-coding,-,-,-,putative Aldo-keto reductase yakc [NADP+],20200918,-
215250,37045519,FA10DRAFT_280278,FA10DRAFT_280278,-,-,Unknown,-,homocitrate synthase,protein-coding,-,-,-,homocitrate synthase,20200918,-
215250,37045520,FA10DRAFT_280282,FA10DRAFT_280282,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045521,FA10DRAFT_280283,FA10DRAFT_280283,-,-,Unknown,-,RNA-binding domain-containing protein,protein-coding,-,-,-,RNA-binding domain-containing protein,20200918,-
215250,37045522,FA10DRAFT_280292,FA10DRAFT_280292,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045523,FA10DRAFT_280295,FA10DRAFT_280295,-,-,Unknown,-,nuclear pore protein 84/107,protein-coding,-,-,-,nuclear pore protein 84/107,20200918,-
215250,37045524,FA10DRAFT_280315,FA10DRAFT_280315,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045525,FA10DRAFT_280356,FA10DRAFT_280356,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045526,FA10DRAFT_280367,FA10DRAFT_280367,-,-,Unknown,-,mitochondrial carrier,protein-coding,-,-,-,mitochondrial carrier,20200918,-
215250,37045527,FA10DRAFT_280370,FA10DRAFT_280370,-,-,Unknown,-,acetyl-CoA synthetase-like protein,protein-coding,-,-,-,acetyl-CoA synthetase-like protein,20200918,-
215250,37045528,FA10DRAFT_280371,FA10DRAFT_280371,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045529,FA10DRAFT_280406,FA10DRAFT_280406,-,-,Unknown,-,DEAD-domain-containing protein,protein-coding,-,-,-,DEAD-domain-containing protein,20200918,-
215250,37045530,FA10DRAFT_280431,FA10DRAFT_280431,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045531,FA10DRAFT_280440,FA10DRAFT_280440,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045532,FA10DRAFT_280444,FA10DRAFT_280444,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045533,FA10DRAFT_280458,FA10DRAFT_280458,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045534,FA10DRAFT_280466,FA10DRAFT_280466,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045535,FA10DRAFT_280480,FA10DRAFT_280480,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045536,FA10DRAFT_280482,FA10DRAFT_280482,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045537,FA10DRAFT_280488,FA10DRAFT_280488,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045538,FA10DRAFT_280489,FA10DRAFT_280489,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045539,FA10DRAFT_280500,FA10DRAFT_280500,-,-,Unknown,-,alcohol oxidase,protein-coding,-,-,-,alcohol oxidase,20200918,-
215250,37045540,FA10DRAFT_280513,FA10DRAFT_280513,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045541,FA10DRAFT_280523,FA10DRAFT_280523,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045542,FA10DRAFT_280539,FA10DRAFT_280539,-,-,Unknown,-,ArfGap-domain-containing protein,protein-coding,-,-,-,ArfGap-domain-containing protein,20200918,-
215250,37045543,FA10DRAFT_280542,FA10DRAFT_280542,-,-,Unknown,-,voltage-gated potassium channel,protein-coding,-,-,-,voltage-gated potassium channel,20200918,-
215250,37045544,FA10DRAFT_280555,FA10DRAFT_280555,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045545,FA10DRAFT_280587,FA10DRAFT_280587,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045546,FA10DRAFT_280599,FA10DRAFT_280599,-,-,Unknown,-,aromatic compound dioxygenase,protein-coding,-,-,-,aromatic compound dioxygenase,20200918,-
215250,37045547,FA10DRAFT_280610,FA10DRAFT_280610,-,-,Unknown,-,acyl-CoA N-acyltransferase,protein-coding,-,-,-,acyl-CoA N-acyltransferase,20200918,-
215250,37045548,FA10DRAFT_280624,FA10DRAFT_280624,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045549,FA10DRAFT_280653,FA10DRAFT_280653,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045550,FA10DRAFT_280667,FA10DRAFT_280667,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045551,FA10DRAFT_280689,FA10DRAFT_280689,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045552,FA10DRAFT_280693,FA10DRAFT_280693,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045553,FA10DRAFT_280698,FA10DRAFT_280698,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045554,FA10DRAFT_280722,FA10DRAFT_280722,-,-,Unknown,-,nucleotide-binding domain-containing protein,protein-coding,-,-,-,nucleotide-binding domain-containing protein,20200918,-
215250,37045555,FA10DRAFT_280725,FA10DRAFT_280725,-,-,Unknown,-,HAD-like protein,protein-coding,-,-,-,HAD-like protein,20200918,-
215250,37045556,FA10DRAFT_280739,FA10DRAFT_280739,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045557,FA10DRAFT_280763,FA10DRAFT_280763,-,-,Unknown,-,RdRP-domain-containing protein,protein-coding,-,-,-,RdRP-domain-containing protein,20200918,-
215250,37045558,FA10DRAFT_280771,FA10DRAFT_280771,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045559,FA10DRAFT_280807,FA10DRAFT_280807,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045560,FA10DRAFT_280810,FA10DRAFT_280810,-,-,Unknown,-,RNI-like protein,protein-coding,-,-,-,RNI-like protein,20200918,-
215250,37045561,FA10DRAFT_280816,FA10DRAFT_280816,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045562,FA10DRAFT_280827,FA10DRAFT_280827,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045563,FA10DRAFT_280846,FA10DRAFT_280846,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045564,FA10DRAFT_280866,FA10DRAFT_280866,-,-,Unknown,-,cysteine proteinase,protein-coding,-,-,-,cysteine proteinase,20200918,-
215250,37045565,FA10DRAFT_280887,FA10DRAFT_280887,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20200918,-
215250,37045566,FA10DRAFT_280906,FA10DRAFT_280906,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045567,FA10DRAFT_280907,FA10DRAFT_280907,-,-,Unknown,-,prim-pol domain-containing protein,protein-coding,-,-,-,prim-pol domain-containing protein,20200918,-
215250,37045568,FA10DRAFT_280916,FA10DRAFT_280916,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045569,FA10DRAFT_280939,FA10DRAFT_280939,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045570,FA10DRAFT_280943,FA10DRAFT_280943,-,-,Unknown,-,"putative malate synthase, glyoxysomal",protein-coding,-,-,-,"putative malate synthase, glyoxysomal",20200918,-
215250,37045571,FA10DRAFT_280948,FA10DRAFT_280948,-,-,Unknown,-,mitochondrial carrier,protein-coding,-,-,-,mitochondrial carrier,20200918,-
215250,37045572,FA10DRAFT_280960,FA10DRAFT_280960,-,-,Unknown,-,heavy metal translocatin,protein-coding,-,-,-,heavy metal translocatin,20200918,-
215250,37045573,FA10DRAFT_280975,FA10DRAFT_280975,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
