#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5698,40323934,TraAM80_00001,TraAM80_00001,-,-,Unknown,-,"putative immunodominant antigen, putative,tc40 antigen-like",protein-coding,-,-,-,"putative immunodominant antigen, putative,tc40 antigen-like",20200918,-
5698,40331956,TraAM80_08023,TraAM80_08023,-,-,Unknown,-,GTPase activating protein,protein-coding,-,-,-,GTPase activating protein,20200918,-
5698,40331957,TraAM80_08024,TraAM80_08024,-,-,Unknown,-,peptidyl-prolyl cis-trans isomerase,protein-coding,-,-,-,peptidyl-prolyl cis-trans isomerase,20200918,-
5698,40331958,TraAM80_08025,TraAM80_08025,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40331959,TraAM80_08026,TraAM80_08026,-,-,Unknown,-,putative kinesin,protein-coding,-,-,-,putative kinesin,20200918,-
5698,40331960,TraAM80_08027,TraAM80_08027,-,-,Unknown,-,hypothetical protein,pseudo,-,-,-,-,20200918,-
5698,40331961,TraAM80_08028,TraAM80_08028,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40331962,TraAM80_08029,TraAM80_08029,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40331963,TraAM80_08030,TraAM80_08030,-,-,Unknown,-,putative tyrosyl-DNA Phosphodiesterase (Tdp1),protein-coding,-,-,-,putative tyrosyl-DNA Phosphodiesterase (Tdp1),20200918,-
5698,40331964,TraAM80_08031,TraAM80_08031,-,-,Unknown,-,ras-related protein Rab21,protein-coding,-,-,-,ras-related protein Rab21,20200918,-
5698,40331965,TraAM80_08032,TraAM80_08032,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200918,-
5698,40331966,TraAM80_08033,TraAM80_08033,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40331967,TraAM80_08034,TraAM80_08034,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40331968,TraAM80_08035,TraAM80_08035,-,-,Unknown,-,putative ABC transporter,protein-coding,-,-,-,putative ABC transporter,20200918,-
5698,40331969,TraAM80_08036,TraAM80_08036,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40331970,TraAM80_08037,TraAM80_08037,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40331971,TraAM80_08038,TraAM80_08038,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40331972,TraAM80_08039,TraAM80_08039,-,-,Unknown,-,putative splicing factor TSR1,protein-coding,-,-,-,putative splicing factor TSR1,20200918,-
5698,40331973,TraAM80_08040,TraAM80_08040,-,-,Unknown,-,small GTP-binding protein Rab1,protein-coding,-,-,-,small GTP-binding protein Rab1,20200918,-
5698,40331974,TraAM80_08041,TraAM80_08041,-,-,Unknown,-,protein kinase,protein-coding,-,-,-,protein kinase,20200918,-
5698,40331975,TraAM80_08042,TraAM80_08042,-,-,Unknown,-,protein kinase,protein-coding,-,-,-,protein kinase,20200918,-
5698,40331976,TraAM80_08043,TraAM80_08043,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40331977,TraAM80_08044,TraAM80_08044,-,-,Unknown,-,serine/threonine protein kinase,protein-coding,-,-,-,serine/threonine protein kinase,20200918,-
5698,40331978,TraAM80_08045,TraAM80_08045,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40331979,TraAM80_08046,TraAM80_08046,-,-,Unknown,-,chaperone protein DNAJ,protein-coding,-,-,-,chaperone protein DNAJ,20200918,-
5698,40331980,TraAM80_08047,TraAM80_08047,-,-,Unknown,-,"putative 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase",protein-coding,-,-,-,"putative 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase",20200918,-
5698,40331981,TraAM80_08048,TraAM80_08048,-,-,Unknown,-,chaperone protein DNAJ,protein-coding,-,-,-,chaperone protein DNAJ,20200918,-
5698,40331982,TraAM80_08049,TraAM80_08049,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40331983,TraAM80_08050,TraAM80_08050,-,-,Unknown,-,putative protein phosphatase inhibitor,protein-coding,-,-,-,putative protein phosphatase inhibitor,20200918,-
5698,40331984,TraAM80_08051,TraAM80_08051,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40331985,TraAM80_08052,TraAM80_08052,-,-,Unknown,-,mucin-like glycoprotein,protein-coding,-,-,-,mucin-like glycoprotein,20200918,-
5698,40331986,TraAM80_08053,TraAM80_08053,-,-,Unknown,-,mucin-like glycoprotein,protein-coding,-,-,-,mucin-like glycoprotein,20200918,-
5698,40331987,TraAM80_08054,TraAM80_08054,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40331988,TraAM80_08055,TraAM80_08055,-,-,Unknown,-,putative GTPase,protein-coding,-,-,-,putative GTPase,20200918,-
5698,40331989,TraAM80_08056,TraAM80_08056,-,-,Unknown,-,putative transporter,pseudo,-,-,-,-,20200918,-
5698,40331990,TraAM80_08057,TraAM80_08057,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40331991,TraAM80_08058,TraAM80_08058,-,-,Unknown,-,F-type H+-transporting ATPase subunit alpha,protein-coding,-,-,-,F-type H+-transporting ATPase subunit alpha,20200918,-
5698,40331992,TraAM80_08059,TraAM80_08059,-,-,Unknown,-,ATPase alpha subunit,protein-coding,-,-,-,ATPase alpha subunit,20200918,-
5698,40331993,TraAM80_08060,TraAM80_08060,-,-,Unknown,-,"ATP synthase alpha chain, mitochondrial precursor",protein-coding,-,-,-,"ATP synthase alpha chain, mitochondrial precursor",20200918,-
5698,40331994,TraAM80_08061,TraAM80_08061,-,-,Unknown,-,nuclear receptor binding protein factor,protein-coding,-,-,-,nuclear receptor binding protein factor,20200918,-
5698,40331995,TraAM80_08062,TraAM80_08062,-,-,Unknown,-,kinetoplast DNA-associated protein,protein-coding,-,-,-,kinetoplast DNA-associated protein,20200918,-
5698,40331996,TraAM80_08063,TraAM80_08063,-,-,Unknown,-,10 kDa heat shock protein,protein-coding,-,-,-,10 kDa heat shock protein,20200922,-
5698,40331997,TraAM80_08064,TraAM80_08064,-,-,Unknown,-,10 kDa heat shock protein,protein-coding,-,-,-,10 kDa heat shock protein,20200918,-
5698,40331998,TraAM80_08065,TraAM80_08065,-,-,Unknown,-,thiolester hydrolase,protein-coding,-,-,-,thiolester hydrolase,20200918,-
5698,40331999,TraAM80_08066,TraAM80_08066,-,-,Unknown,-,10 kDa heat shock protein,protein-coding,-,-,-,10 kDa heat shock protein,20200922,-
5698,40332000,TraAM80_08067,TraAM80_08067,-,-,Unknown,-,10 kDa heat shock protein,protein-coding,-,-,-,10 kDa heat shock protein,20200922,-
5698,40332001,TraAM80_08068,TraAM80_08068,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332002,TraAM80_08069,TraAM80_08069,-,-,Unknown,-,protein disulfide isomerase,protein-coding,-,-,-,protein disulfide isomerase,20200918,-
5698,40332003,TraAM80_08070,TraAM80_08070,-,-,Unknown,-,C15orf24 protein,protein-coding,-,-,-,C15orf24 protein,20200918,-
5698,40332004,TraAM80_08071,TraAM80_08071,-,-,Unknown,-,putative Qc-SNARE protein,protein-coding,-,-,-,putative Qc-SNARE protein,20200918,-
5698,40332005,TraAM80_08072,TraAM80_08072,-,-,Unknown,-,putative oxysterol-binding protein,protein-coding,-,-,-,putative oxysterol-binding protein,20200918,-
5698,40332006,TraAM80_08073,TraAM80_08073,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40332007,TraAM80_08074,TraAM80_08074,-,-,Unknown,-,fatty acid transporter protein,protein-coding,-,-,-,fatty acid transporter protein,20200918,-
5698,40332008,TraAM80_08075,TraAM80_08075,-,-,Unknown,-,fatty acid transporter protein,protein-coding,-,-,-,fatty acid transporter protein,20200918,-
5698,40332009,TraAM80_08076,TraAM80_08076,-,-,Unknown,-,fatty acid transporter protein,protein-coding,-,-,-,fatty acid transporter protein,20200918,-
5698,40332010,TraAM80_08077,TraAM80_08077,-,-,Unknown,-,putative RNA-binding protein,protein-coding,-,-,-,putative RNA-binding protein,20200918,-
5698,40332011,TraAM80_08078,TraAM80_08078,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40332012,TraAM80_08079,TraAM80_08079,-,-,Unknown,-,putative short chain dehydrogenase/reductase,protein-coding,-,-,-,putative short chain dehydrogenase/reductase,20200918,-
5698,40332013,TraAM80_08080,TraAM80_08080,-,-,Unknown,-,putative short chain dehydrogenase/reductase,protein-coding,-,-,-,putative short chain dehydrogenase/reductase,20200918,-
5698,40332014,TraAM80_08081,TraAM80_08081,-,-,Unknown,-,hypothetical protein,pseudo,-,-,-,-,20200918,-
5698,40332015,TraAM80_08082,TraAM80_08082,-,-,Unknown,-,lysophospholipase,protein-coding,-,-,-,lysophospholipase,20200918,-
5698,40332016,TraAM80_08083,TraAM80_08083,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332017,TraAM80_08084,TraAM80_08084,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332018,TraAM80_08085,TraAM80_08085,-,-,Unknown,-,putative ras-related GTP-binding protein,protein-coding,-,-,-,putative ras-related GTP-binding protein,20200918,-
5698,40332019,TraAM80_08086,TraAM80_08086,-,-,Unknown,-,metal binding protein,protein-coding,-,-,-,metal binding protein,20200918,-
5698,40332020,TraAM80_08087,TraAM80_08087,-,-,Unknown,-,DEAD/DEAH box helicase-like protein,protein-coding,-,-,-,DEAD/DEAH box helicase-like protein,20200918,-
5698,40332021,TraAM80_08088,TraAM80_08088,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332022,TraAM80_08089,TraAM80_08089,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332023,TraAM80_08090,TraAM80_08090,-,-,Unknown,-,protein UXT,protein-coding,-,-,-,protein UXT,20200918,-
5698,40332024,TraAM80_08091,TraAM80_08091,-,-,Unknown,-,mitotubule-associated protein Gb4,protein-coding,-,-,-,mitotubule-associated protein Gb4,20200918,-
5698,40332025,TraAM80_08092,TraAM80_08092,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332026,TraAM80_08093,TraAM80_08093,-,-,Unknown,-,putative methyltransferase,protein-coding,-,-,-,putative methyltransferase,20200918,-
5698,40332027,TraAM80_08094,TraAM80_08094,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332028,TraAM80_08095,TraAM80_08095,-,-,Unknown,-,putative palmitoyl acyltransferase 11,protein-coding,-,-,-,putative palmitoyl acyltransferase 11,20200918,-
5698,40332029,TraAM80_08096,TraAM80_08096,-,-,Unknown,-,farnesyl pyrophosphate synthase,protein-coding,-,-,-,farnesyl pyrophosphate synthase,20200918,-
5698,40332030,TraAM80_08097,TraAM80_08097,-,-,Unknown,-,intraflagellar transport protein-like protein,protein-coding,-,-,-,intraflagellar transport protein-like protein,20200918,-
5698,40332031,TraAM80_08098,TraAM80_08098,-,-,Unknown,-,putative mak-16-like RNA binding protein,protein-coding,-,-,-,putative mak-16-like RNA binding protein,20200918,-
5698,40332032,TraAM80_08099,TraAM80_08099,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332033,TraAM80_08100,TraAM80_08100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332034,TraAM80_08101,TraAM80_08101,-,-,Unknown,-,centrin,protein-coding,-,-,-,centrin,20200918,-
5698,40332035,TraAM80_08102,TraAM80_08102,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332036,TraAM80_08103,TraAM80_08103,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332037,TraAM80_08104,TraAM80_08104,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332038,TraAM80_08105,TraAM80_08105,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332039,TraAM80_08106,TraAM80_08106,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332040,TraAM80_08107,TraAM80_08107,-,-,Unknown,-,protein kinase Wee90,protein-coding,-,-,-,protein kinase Wee90,20200918,-
5698,40332041,TraAM80_08108,TraAM80_08108,-,-,Unknown,-,beta-lactamase domain-containing protein,protein-coding,-,-,-,beta-lactamase domain-containing protein,20200918,-
5698,40332042,TraAM80_08109,TraAM80_08109,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332043,TraAM80_08110,TraAM80_08110,-,-,Unknown,-,tuzin,protein-coding,-,-,-,tuzin,20200918,-
5698,40332044,TraAM80_08111,TraAM80_08111,-,-,Unknown,-,putative amastin,protein-coding,-,-,-,putative amastin,20200918,-
5698,40332045,TraAM80_08112,TraAM80_08112,-,-,Unknown,-,putative amastin,protein-coding,-,-,-,putative amastin,20200918,-
5698,40332046,TraAM80_08113,TraAM80_08113,-,-,Unknown,-,surface protease GP63,protein-coding,-,-,-,surface protease GP63,20200918,-
5698,40332047,TraAM80_08114,TraAM80_08114,-,-,Unknown,-,surface protease GP63,protein-coding,-,-,-,surface protease GP63,20200918,-
5698,40332048,TraAM80_08115,TraAM80_08115,-,-,Unknown,-,protein tyrosine phosphatase-like protein,protein-coding,-,-,-,protein tyrosine phosphatase-like protein,20200918,-
5698,40332049,TraAM80_08116,TraAM80_08116,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332050,TraAM80_08117,TraAM80_08117,-,-,Unknown,-,Alpha/beta hydrolase fold protein,protein-coding,-,-,-,Alpha/beta hydrolase fold protein,20200918,-
5698,40332051,TraAM80_08118,TraAM80_08118,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332052,TraAM80_08119,TraAM80_08119,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332053,TraAM80_08120,TraAM80_08120,-,-,Unknown,-,tubulin tyrosine ligase,protein-coding,-,-,-,tubulin tyrosine ligase,20200918,-
5698,40332054,TraAM80_08121,TraAM80_08121,-,-,Unknown,-,enolase,protein-coding,-,-,-,enolase,20200918,-
5698,40332055,TraAM80_08122,TraAM80_08122,-,-,Unknown,-,enolase,protein-coding,-,-,-,enolase,20200918,-
5698,40332056,TraAM80_08123,TraAM80_08123,-,-,Unknown,-,putative importin beta-1 subunit,protein-coding,-,-,-,putative importin beta-1 subunit,20200918,-
5698,40332057,TraAM80_08124,TraAM80_08124,-,-,Unknown,-,splicing factor PTSR1 interacting protein,protein-coding,-,-,-,splicing factor PTSR1 interacting protein,20200918,-
5698,40332058,TraAM80_08125,TraAM80_08125,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332059,TraAM80_08126,TraAM80_08126,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332060,TraAM80_08127,TraAM80_08127,-,-,Unknown,-,putative phosphatidylinositol-4-phosphate 5-kinase-like,protein-coding,-,-,-,putative phosphatidylinositol-4-phosphate 5-kinase-like,20200918,-
5698,40332061,TraAM80_08128,TraAM80_08128,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332062,TraAM80_08129,TraAM80_08129,-,-,Unknown,-,putative exosome subunit rrp6p-like protein,protein-coding,-,-,-,putative exosome subunit rrp6p-like protein,20200918,-
5698,40332063,TraAM80_08130,TraAM80_08130,-,-,Unknown,-,GDP-mannose transporter,protein-coding,-,-,-,GDP-mannose transporter,20200918,-
5698,40332064,TraAM80_08131,TraAM80_08131,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332065,TraAM80_08132,TraAM80_08132,-,-,Unknown,-,ADP/ATP mitochondrial carrier protein,protein-coding,-,-,-,ADP/ATP mitochondrial carrier protein,20200918,-
5698,40332066,TraAM80_08133,TraAM80_08133,-,-,Unknown,-,ADP/ATP mitochondrial carrier protein,protein-coding,-,-,-,ADP/ATP mitochondrial carrier protein,20200918,-
5698,40332067,TraAM80_08134,TraAM80_08134,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332068,TraAM80_08135,TraAM80_08135,-,-,Unknown,-,putative protein kinase,protein-coding,-,-,-,putative protein kinase,20200918,-
5698,40332069,TraAM80_08136,TraAM80_08136,-,-,Unknown,-,putative DNA-dependent ATPase,protein-coding,-,-,-,putative DNA-dependent ATPase,20200918,-
5698,40332070,TraAM80_08137,TraAM80_08137,-,-,Unknown,-,DNA polymerase delta catalytic subunit,protein-coding,-,-,-,DNA polymerase delta catalytic subunit,20200918,-
5698,40332071,TraAM80_08138,TraAM80_08138,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332072,TraAM80_08139,TraAM80_08139,-,-,Unknown,-,UDP-GlcNAc:PI a1-6 GlcNAc-transferase,protein-coding,-,-,-,UDP-GlcNAc:PI a1-6 GlcNAc-transferase,20200918,-
5698,40332073,TraAM80_08140,TraAM80_08140,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332074,TraAM80_08141,TraAM80_08141,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332075,TraAM80_08142,TraAM80_08142,-,-,Unknown,-,p53 and DNA damage-regulated protein 1,protein-coding,-,-,-,p53 and DNA damage-regulated protein 1,20200918,-
5698,40332076,TraAM80_08143,TraAM80_08143,-,-,Unknown,-,cyclophilin,protein-coding,-,-,-,cyclophilin,20200918,-
5698,40332077,TraAM80_08144,TraAM80_08144,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332078,TraAM80_08145,TraAM80_08145,-,-,Unknown,-,cytoplasmic dynein 2 heavy chain 1 ,protein-coding,-,-,-,cytoplasmic dynein 2 heavy chain 1 ,20200918,-
5698,40332079,TraAM80_08146,TraAM80_08146,-,-,Unknown,-,putative dynein heavy chain,protein-coding,-,-,-,putative dynein heavy chain,20200918,-
5698,40332080,TraAM80_08147,TraAM80_08147,-,-,Unknown,-,putative dynein heavy chain,protein-coding,-,-,-,putative dynein heavy chain,20200918,-
5698,40332081,TraAM80_08148,TraAM80_08148,-,-,Unknown,-,putative tubulin tyrosine ligase,protein-coding,-,-,-,putative tubulin tyrosine ligase,20200918,-
5698,40332082,TraAM80_08149,TraAM80_08149,-,-,Unknown,-,group II trans-sialidase superfamily,protein-coding,-,-,-,group II trans-sialidase superfamily,20200918,-
5698,40332083,TraAM80_08150,TraAM80_08150,-,-,Unknown,-,cyclophilin,protein-coding,-,-,-,cyclophilin,20200918,-
5698,40332084,TraAM80_08151,TraAM80_08151,-,-,Unknown,-,ribosome biogenesis protein,protein-coding,-,-,-,ribosome biogenesis protein,20200918,-
5698,40332085,TraAM80_08152,TraAM80_08152,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332086,TraAM80_08153,TraAM80_08153,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332087,TraAM80_08154,TraAM80_08154,-,-,Unknown,-,putative 40S ribosomal protein S33,protein-coding,-,-,-,putative 40S ribosomal protein S33,20200918,-
5698,40332088,TraAM80_08155,TraAM80_08155,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332089,TraAM80_08156,TraAM80_08156,-,-,Unknown,-,40S ribosomal protein S33,protein-coding,-,-,-,40S ribosomal protein S33,20200918,-
5698,40332090,TraAM80_08157,TraAM80_08157,-,-,Unknown,-,putative CDP-diacylglycerol synthetase,protein-coding,-,-,-,putative CDP-diacylglycerol synthetase,20200918,-
5698,40332091,TraAM80_08158,TraAM80_08158,-,-,Unknown,-,proline dehydrogenase,protein-coding,-,-,-,proline dehydrogenase,20200918,-
5698,40332092,TraAM80_08159,TraAM80_08159,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332093,TraAM80_08160,TraAM80_08160,-,-,Unknown,-,group II trans-sialidase superfamily,protein-coding,-,-,-,group II trans-sialidase superfamily,20200918,-
5698,40332094,TraAM80_08161,TraAM80_08161,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332095,TraAM80_08162,TraAM80_08162,-,-,Unknown,-,retrotransposon hot spot (RHS) protein,protein-coding,-,-,-,retrotransposon hot spot (RHS) protein,20200918,-
5698,40332096,TraAM80_08163,TraAM80_08163,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332097,TraAM80_08164,TraAM80_08164,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332098,TraAM80_08165,TraAM80_08165,-,-,Unknown,-,trans-sialidase,protein-coding,-,-,-,trans-sialidase,20200918,-
5698,40332099,TraAM80_08166,TraAM80_08166,-,-,Unknown,-,putative calcium/potassium channel (CAKC),protein-coding,-,-,-,putative calcium/potassium channel (CAKC),20200918,-
5698,40332100,TraAM80_08167,TraAM80_08167,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332101,TraAM80_08168,TraAM80_08168,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332102,TraAM80_08169,TraAM80_08169,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332103,TraAM80_08170,TraAM80_08170,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332104,TraAM80_08171,TraAM80_08171,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332105,TraAM80_08172,TraAM80_08172,-,-,Unknown,-,putative lysosomal alpha-mannosidase precursor,protein-coding,-,-,-,putative lysosomal alpha-mannosidase precursor,20200918,-
5698,40332106,TraAM80_08173,TraAM80_08173,-,-,Unknown,-,malate dehydrogenase,protein-coding,-,-,-,malate dehydrogenase,20200918,-
5698,40332107,TraAM80_08174,TraAM80_08174,-,-,Unknown,-,malate dehydrogenase,protein-coding,-,-,-,malate dehydrogenase,20200918,-
5698,40332108,TraAM80_08175,TraAM80_08175,-,-,Unknown,-,adenylate kinase,protein-coding,-,-,-,adenylate kinase,20200918,-
5698,40332109,TraAM80_08176,TraAM80_08176,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332110,TraAM80_08177,TraAM80_08177,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332111,TraAM80_08178,TraAM80_08178,-,-,Unknown,-,putative retrotransposon hot spot (RHS) protein,protein-coding,-,-,-,putative retrotransposon hot spot (RHS) protein,20200918,-
5698,40332112,TraAM80_08179,TraAM80_08179,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332113,TraAM80_08180,TraAM80_08180,-,-,Unknown,-,putative protein kinase,protein-coding,-,-,-,putative protein kinase,20200918,-
5698,40332114,TraAM80_08181,TraAM80_08181,-,-,Unknown,-,hypothetical protein,pseudo,-,-,-,-,20200918,-
5698,40332115,TraAM80_08182,TraAM80_08182,-,-,Unknown,-,putative protein kinase,protein-coding,-,-,-,putative protein kinase,20200918,-
5698,40332116,TraAM80_08183,TraAM80_08183,-,-,Unknown,-,tatD related deoxyribonuclease,protein-coding,-,-,-,tatD related deoxyribonuclease,20200918,-
5698,40332117,TraAM80_08184,TraAM80_08184,-,-,Unknown,-,ABCA1 transporter,protein-coding,-,-,-,ABCA1 transporter,20200918,-
5698,40332118,TraAM80_08185,TraAM80_08185,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332119,TraAM80_08186,TraAM80_08186,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332120,TraAM80_08187,TraAM80_08187,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332121,TraAM80_08188,TraAM80_08188,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332122,TraAM80_08189,TraAM80_08189,-,-,Unknown,-,Phosphoribosylamine--glycine ligase,protein-coding,-,-,-,Phosphoribosylamine--glycine ligase,20200918,-
5698,40332123,TraAM80_08190,TraAM80_08190,-,-,Unknown,-,"carbohydrate kinase, thermoresistant glucokinase",protein-coding,-,-,-,"carbohydrate kinase, thermoresistant glucokinase",20200918,-
5698,40332124,TraAM80_08191,TraAM80_08191,-,-,Unknown,-,flagellar associated protein,protein-coding,-,-,-,flagellar associated protein,20200918,-
5698,40332125,TraAM80_08192,TraAM80_08192,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332126,TraAM80_08193,TraAM80_08193,-,-,Unknown,-,hypothetical protein,pseudo,-,-,-,-,20200918,-
5698,40332127,TraAM80_08194,TraAM80_08194,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332128,TraAM80_08195,TraAM80_08195,-,-,Unknown,-,putative kinesin,protein-coding,-,-,-,putative kinesin,20200918,-
5698,40332129,TraAM80_08196,TraAM80_08196,-,-,Unknown,-,mismatch repair protein MLH1,protein-coding,-,-,-,mismatch repair protein MLH1,20200918,-
5698,40332130,TraAM80_08197,TraAM80_08197,-,-,Unknown,-,EF hand,protein-coding,-,-,-,EF hand,20200918,-
5698,40332131,TraAM80_08198,TraAM80_08198,-,-,Unknown,-,putative histone deacetylase,protein-coding,-,-,-,putative histone deacetylase,20200918,-
5698,40332132,TraAM80_08199,TraAM80_08199,-,-,Unknown,-,EF hand,protein-coding,-,-,-,EF hand,20200918,-
5698,40332133,TraAM80_08200,TraAM80_08200,-,-,Unknown,-,RNA editing complex protein,protein-coding,-,-,-,RNA editing complex protein,20200918,-
5698,40332134,TraAM80_08201,TraAM80_08201,-,-,Unknown,-,calmodulin-like protein containing EF hand,protein-coding,-,-,-,calmodulin-like protein containing EF hand,20200918,-
5698,40332135,TraAM80_08202,TraAM80_08202,-,-,Unknown,-,cytochrome P450 reductase C,protein-coding,-,-,-,cytochrome P450 reductase C,20200918,-
5698,40332136,TraAM80_08203,TraAM80_08203,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40332137,TraAM80_08204,TraAM80_08204,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
