#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5322,5666623,LOC5666623,-,-,-,MT,-,cox1,protein-coding,-,-,-,cytochrome c oxidase subunit 1;hypothetical protein,20201029,-
5322,59380105,PC9H_010287,PC9H_010287,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380106,PC9H_010288,PC9H_010288,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380107,PC9H_010289,PC9H_010289,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380108,PC9H_010290,PC9H_010290,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380109,PC9H_010291,PC9H_010291,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380110,PC9H_010292,PC9H_010292,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380111,PC9H_010293,PC9H_010293,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380112,PC9H_010294,PC9H_010294,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380113,PC9H_010295,PC9H_010295,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380114,PC9H_010296,PC9H_010296,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380115,PC9H_010297,PC9H_010297,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380116,PC9H_010298,PC9H_010298,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380117,PC9H_010299,PC9H_010299,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380118,PC9H_010300,PC9H_010300,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380119,PC9H_010301,PC9H_010301,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380120,PC9H_010302,PC9H_010302,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380121,PC9H_010303,PC9H_010303,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380122,PC9H_010304,PC9H_010304,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380123,PC9H_010305,PC9H_010305,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380124,PC9H_010306,PC9H_010306,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380125,PC9H_010307,PC9H_010307,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380126,PC9H_010308,PC9H_010308,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380127,PC9H_010309,PC9H_010309,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380128,PC9H_010310,PC9H_010310,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380129,PC9H_010311,PC9H_010311,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380130,PC9H_010312,PC9H_010312,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380131,PC9H_010313,PC9H_010313,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380132,PC9H_010314,PC9H_010314,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380133,PC9H_010315,PC9H_010315,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380134,PC9H_010316,PC9H_010316,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380135,PC9H_010317,PC9H_010317,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380136,PC9H_010318,PC9H_010318,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380137,PC9H_010319,PC9H_010319,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380138,PC9H_010320,PC9H_010320,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380139,PC9H_010321,PC9H_010321,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380140,PC9H_010322,PC9H_010322,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380141,PC9H_010323,PC9H_010323,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380142,PC9H_010324,PC9H_010324,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380143,PC9H_010325,PC9H_010325,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380144,PC9H_010326,PC9H_010326,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380145,PC9H_010327,PC9H_010327,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380146,PC9H_010328,PC9H_010328,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59380147,PC9H_010329,PC9H_010329,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380148,SPT5_3,PC9H_010330,-,-,Unknown,-,transcription elongation factor spt5,protein-coding,-,-,-,transcription elongation factor spt5,20210529,-
5322,59380149,PC9H_010331,PC9H_010331,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380150,PC9H_010332,PC9H_010332,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59380151,PC9H_010333,PC9H_010333,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380152,PC9H_010334,PC9H_010334,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380153,PRE7,PC9H_010335,-,-,Unknown,-,Proteasome subunit beta type-6,protein-coding,-,-,-,Proteasome subunit beta type-6,20210529,-
5322,59380154,ROT1,PC9H_010336,-,-,Unknown,-,Reversal of tor2 lethality,protein-coding,-,-,-,Reversal of tor2 lethality,20210424,-
5322,59380155,PC9H_010337,PC9H_010337,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380156,PC9H_010338,PC9H_010338,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380157,PC9H_010339,PC9H_010339,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380158,PC9H_010340,PC9H_010340,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380159,PC9H_010341,PC9H_010341,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380160,PC9H_010342,PC9H_010342,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380161,PC9H_010343,PC9H_010343,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380162,PC9H_010344,PC9H_010344,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380163,PC9H_010345,PC9H_010345,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380164,PC9H_010346,PC9H_010346,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380165,PC9H_010347,PC9H_010347,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380166,PC9H_010348,PC9H_010348,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380167,PC9H_010349,PC9H_010349,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59380168,PC9H_010350,PC9H_010350,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380169,TRP4,PC9H_010351,-,-,Unknown,-,anthranilate phosphoribosyltransferase,protein-coding,-,-,-,anthranilate phosphoribosyltransferase,20210424,-
5322,59380170,SUB6_3,PC9H_010352,-,-,Unknown,-,subtilisin-like serine protease,protein-coding,-,-,-,subtilisin-like serine protease,20210529,-
5322,59380171,DIS3,PC9H_010353,-,-,Unknown,-,exosome catalytic subunit dis3,protein-coding,-,-,-,exosome catalytic subunit dis3,20210529,-
5322,59380172,PC9H_010354,PC9H_010354,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380173,PC9H_010355,PC9H_010355,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380174,HIS1,PC9H_010356,-,-,Unknown,-,ATP phosphoribosyltransferase (ATP-PRTase) (ATP-PRT),protein-coding,-,-,-,ATP phosphoribosyltransferase (ATP-PRTase) (ATP-PRT),20210529,-
5322,59380175,PC9H_010357,PC9H_010357,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380176,PC9H_010358,PC9H_010358,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20201029,-
5322,59380177,PC9H_010359,PC9H_010359,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380178,PC9H_010360,PC9H_010360,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380179,PC9H_010361,PC9H_010361,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380180,REX4_2,PC9H_010362,-,-,Unknown,-,3'-5' exonuclease,protein-coding,-,-,-,3'-5' exonuclease,20210529,-
5322,59380181,REX4_3,PC9H_010363,-,-,Unknown,-,3'-5' exonuclease,protein-coding,-,-,-,3'-5' exonuclease,20210529,-
5322,59380182,PC9H_010364,PC9H_010364,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380183,PDI1_2,PC9H_010365,-,-,Unknown,-,protein disulfide-isomerase precursor,protein-coding,-,-,-,protein disulfide-isomerase precursor,20210529,-
5322,59380184,PC9H_010366,PC9H_010366,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380185,PC9H_010367,PC9H_010367,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380186,PC9H_010368,PC9H_010368,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380187,PC9H_010369,PC9H_010369,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380188,PC9H_010370,PC9H_010370,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380189,PC9H_010371,PC9H_010371,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380190,PC9H_010372,PC9H_010372,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380191,PC9H_010373,PC9H_010373,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380192,PDI1_3,PC9H_010374,-,-,Unknown,-,protein disulfide-isomerase precursor,protein-coding,-,-,-,protein disulfide-isomerase precursor,20210529,-
5322,59380193,PC9H_010375,PC9H_010375,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380194,PC9H_010376,PC9H_010376,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380195,PDI1_4,PC9H_010377,-,-,Unknown,-,protein disulfide-isomerase precursor,protein-coding,-,-,-,protein disulfide-isomerase precursor,20210529,-
5322,59380196,PC9H_010378,PC9H_010378,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380197,KEL2_2,PC9H_010379,-,-,Unknown,-,Negative regulator of mitotic exit,protein-coding,-,-,-,Negative regulator of mitotic exit,20210529,-
5322,59380198,PC9H_010380,PC9H_010380,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380199,PC9H_010381,PC9H_010381,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380200,PC9H_010382,PC9H_010382,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380201,PC9H_010383,PC9H_010383,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380202,PC9H_010384,PC9H_010384,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380203,CPA1_2,PC9H_010385,-,-,Unknown,-,Multifunctional pyrimidine synthesis protein CAD,protein-coding,-,-,-,Multifunctional pyrimidine synthesis protein CAD,20210424,-
5322,59380204,PC9H_010386,PC9H_010386,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380205,PC9H_010387,PC9H_010387,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380206,PC9H_010388,PC9H_010388,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380207,PC9H_010389,PC9H_010389,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380208,PC9H_010390,PC9H_010390,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59380209,GLO3,PC9H_010391,-,-,Unknown,-,"ADP-ribosylation factor GTPase activating protein, ER-Golgi transport",protein-coding,-,-,-,"ADP-ribosylation factor GTPase activating protein, ER-Golgi transport",20210529,-
5322,59380210,PC9H_010392,PC9H_010392,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380211,APS2,PC9H_010393,-,-,Unknown,-,AP-2 complex subunit sigma,protein-coding,-,-,-,AP-2 complex subunit sigma,20210116,-
5322,59380212,PC9H_010394,PC9H_010394,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380213,PC9H_010395,PC9H_010395,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380214,PC9H_010396,PC9H_010396,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380215,PC9H_010397,PC9H_010397,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380216,PC9H_010398,PC9H_010398,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380217,PC9H_010399,PC9H_010399,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380218,PC9H_010400,PC9H_010400,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380219,PC9H_010401,PC9H_010401,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380220,PC9H_010402,PC9H_010402,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380221,PC9H_010403,PC9H_010403,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380222,CHS1,PC9H_010404,-,-,Unknown,-,"Chitin synthase, class 1",protein-coding,-,-,-,"Chitin synthase, class 1",20210424,-
5322,59380223,PC9H_010405,PC9H_010405,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380224,PC9H_010406,PC9H_010406,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380225,PC9H_010407,PC9H_010407,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380226,PC9H_010408,PC9H_010408,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59380227,PC9H_010409,PC9H_010409,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380228,PC9H_010410,PC9H_010410,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380229,PC9H_010411,PC9H_010411,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380230,PC9H_010412,PC9H_010412,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380231,PC9H_010413,PC9H_010413,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380232,PC9H_010414,PC9H_010414,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380233,PC9H_010415,PC9H_010415,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380234,PC9H_010416,PC9H_010416,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380235,GPI16,PC9H_010417,-,-,Unknown,-,Subunit of the glycosylphosphatidylinositol transamidase complex-like protein,protein-coding,-,-,-,Subunit of the glycosylphosphatidylinositol transamidase complex-like protein,20210529,-
5322,59380236,AFG2,PC9H_010418,-,-,Unknown,-,AAA+-type ATPase,protein-coding,-,-,-,AAA+-type ATPase,20210529,-
5322,59380237,PC9H_010419,PC9H_010419,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380238,PC9H_010420,PC9H_010420,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380239,PC9H_010421,PC9H_010421,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59380240,PC9H_010422,PC9H_010422,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380241,DIT2_3,PC9H_010423,-,-,Unknown,-,cytochrome P450-dit2,protein-coding,-,-,-,cytochrome P450-dit2,20210529,-
5322,59380242,PC9H_010424,PC9H_010424,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380243,PC9H_010425,PC9H_010425,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380244,PC9H_010426,PC9H_010426,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380245,PC9H_010427,PC9H_010427,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380246,PC9H_010428,PC9H_010428,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380247,PC9H_010429,PC9H_010429,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380248,PC9H_010430,PC9H_010430,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380249,PC9H_010431,PC9H_010431,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380250,PC9H_010432,PC9H_010432,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380251,PC9H_010433,PC9H_010433,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380252,PC9H_010434,PC9H_010434,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380253,PC9H_010435,PC9H_010435,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380254,PC9H_010436,PC9H_010436,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380255,PC9H_010437,PC9H_010437,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380256,PC9H_010438,PC9H_010438,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380257,PC9H_010439,PC9H_010439,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380258,PC9H_010440,PC9H_010440,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380259,PC9H_010441,PC9H_010441,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380260,PC9H_010442,PC9H_010442,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380261,PC9H_010443,PC9H_010443,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380262,PC9H_010444,PC9H_010444,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380263,PC9H_010445,PC9H_010445,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380264,PC9H_010446,PC9H_010446,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380265,PC9H_010447,PC9H_010447,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380266,PC9H_010448,PC9H_010448,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380267,PC9H_010449,PC9H_010449,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380268,PC9H_010450,PC9H_010450,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380269,PC9H_010451,PC9H_010451,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380270,PC9H_010452,PC9H_010452,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380271,PC9H_010453,PC9H_010453,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380272,PC9H_010454,PC9H_010454,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380273,PC9H_010455,PC9H_010455,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380274,PC9H_010456,PC9H_010456,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380275,PC9H_010457,PC9H_010457,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380276,CCDC25,PC9H_010458,-,-,Unknown,-,Coiled-coil domain-containing protein 25,protein-coding,-,-,-,Coiled-coil domain-containing protein 25,20210424,-
5322,59380277,PC9H_010459,PC9H_010459,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380278,PC9H_010460,PC9H_010460,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380279,PC9H_010461,PC9H_010461,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380280,PC9H_010462,PC9H_010462,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380281,PC9H_010463,PC9H_010463,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59380282,PC9H_010464,PC9H_010464,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380283,PC9H_010465,PC9H_010465,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380284,PC9H_010466,PC9H_010466,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380285,NAG2,PC9H_010467,-,-,Unknown,-,N-acetyl-glucosamine-6-phosphate deacetylase,protein-coding,-,-,-,N-acetyl-glucosamine-6-phosphate deacetylase,20210529,-
5322,59380286,ENT3,PC9H_010468,-,-,Unknown,-,"Epsin-3, clathrin recruitment and traffic between the Golgi and endosome",protein-coding,-,-,-,"Epsin-3, clathrin recruitment and traffic between the Golgi and endosome",20210529,-
5322,59380287,PC9H_010469,PC9H_010469,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380288,PC9H_010470,PC9H_010470,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380289,PC9H_010471,PC9H_010471,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380290,PC9H_010472,PC9H_010472,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380291,PC9H_010473,PC9H_010473,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380292,PC9H_010474,PC9H_010474,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59380293,PC9H_010475,PC9H_010475,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380294,PC9H_010476,PC9H_010476,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380295,PC9H_010477,PC9H_010477,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59380296,PC9H_010478,PC9H_010478,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
