#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
229533,3293533,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Gibberella zeae PH-1).,other,-,-,-,-,20210522,-
229533,23560256,FGSG_13449,FGSG_13449,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560257,FGSG_13450,FGSG_13450,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23560258,FGSG_13451,FGSG_13451,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560259,FGSG_13452,FGSG_13452,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560260,FGSG_13453,FGSG_13453,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560261,FGSG_13454,FGSG_13454,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560262,FGSG_13455,FGSG_13455,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560263,FGSG_13456,FGSG_13456,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560264,FGSG_13457,FGSG_13457,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560265,FGSG_13458,FGSG_13458,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150718,-
229533,23560266,FGSG_13459,FGSG_13459,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560267,FGSG_13460,FGSG_13460,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560268,FGSG_13461,FGSG_13461,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560269,FGSG_13462,FGSG_13462,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560270,FGSG_13463,FGSG_13463,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560271,FGSG_13464,FGSG_13464,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560272,FGSG_13465,FGSG_13465,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560273,FGSG_13466,FGSG_13466,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560274,FGSG_13467,FGSG_13467,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560275,FGSG_13468,FGSG_13468,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560276,FGSG_13469,FGSG_13469,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560277,FGSG_13470,FGSG_13470,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560278,FGSG_13471,FGSG_13471,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560279,FGSG_13472,FGSG_13472,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560280,FGSG_13473,FGSG_13473,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560281,FGSG_13474,FGSG_13474,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560282,FGSG_13475,FGSG_13475,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560283,FGSG_13476,FGSG_13476,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560284,FGSG_13477,FGSG_13477,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160325,-
229533,23560285,FGSG_13478,FGSG_13478,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560286,FGSG_13479,FGSG_13479,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560287,FGSG_13480,FGSG_13480,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560288,FGSG_13481,FGSG_13481,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560289,FGSG_13482,FGSG_13482,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560290,FGSG_13483,FGSG_13483,-,-,4,-,beta-alanine synthase,protein-coding,-,-,-,-,20150715,-
229533,23560291,FGSG_13484,FGSG_13484,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560292,FGSG_13485,FGSG_13485,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560293,FGSG_13486,FGSG_13486,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560294,FGSG_13487,FGSG_13487,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560295,FGSG_13488,FGSG_13488,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560296,FGSG_13489,FGSG_13489,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560297,FGSG_13490,FGSG_13490,-,-,4,-,UV-damage endonuclease,protein-coding,-,-,-,-,20160910,-
229533,23560298,FGSG_13491,FGSG_13491,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160325,-
229533,23560299,FGSG_13492,FGSG_13492,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560300,FGSG_13493,FGSG_13493,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560301,FGSG_13494,FGSG_13494,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560302,FGSG_13495,FGSG_13495,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560303,FGSG_13496,FGSG_13496,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560304,FGSG_13497,FGSG_13497,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560305,FGSG_13498,FGSG_13498,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210123,-
229533,23560306,FGSG_13499,FGSG_13499,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560307,FGSG_13500,FGSG_13500,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560308,FGSG_13501,FGSG_13501,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560309,FGSG_13502,FGSG_13502,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150227,-
229533,23560310,FGSG_13503,FGSG_13503,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560311,FGSG_13504,FGSG_13504,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560312,FGSG_13505,FGSG_13505,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560313,FGSG_13506,FGSG_13506,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560314,FGSG_13507,FGSG_13507,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560315,FGSG_13508,FGSG_13508,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560316,FGSG_13509,FGSG_13509,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560317,FGSG_13510,FGSG_13510,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23560318,FGSG_13511,FGSG_13511,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560319,FGSG_13512,FGSG_13512,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560320,FGSG_13513,FGSG_13513,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560321,FGSG_13514,FGSG_13514,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150718,-
229533,23560322,FGSG_13515,FGSG_13515,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560323,FGSG_13516,FGSG_13516,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560324,FGSG_13517,FGSG_13517,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160325,-
229533,23560325,FGSG_13518,FGSG_13518,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560326,FGSG_13519,FGSG_13519,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560327,FGSG_13520,FGSG_13520,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560328,FGSG_13521,FGSG_13521,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560329,FGSG_13522,FGSG_13522,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560330,FGSG_13523,FGSG_13523,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560331,FGSG_13524,FGSG_13524,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560332,FGSG_13525,FGSG_13525,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560333,FGSG_13526,FGSG_13526,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560334,FGSG_13527,FGSG_13527,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560335,FGSG_13528,FGSG_13528,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560336,FGSG_13529,FGSG_13529,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560337,FGSG_13530,FGSG_13530,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560338,FGSG_13531,FGSG_13531,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560339,FGSG_13532,FGSG_13532,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560340,FGSG_13533,FGSG_13533,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560341,FGSG_13534,FGSG_13534,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23560342,FGSG_13535,FGSG_13535,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560343,FGSG_13536,FGSG_13536,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23560344,FGSG_13537,FGSG_13537,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160325,-
229533,23560345,FGSG_13538,FGSG_13538,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210424,-
229533,23560346,FGSG_13539,FGSG_13539,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150718,-
229533,23560347,FGSG_13540,FGSG_13540,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23560348,FGSG_13541,FGSG_13541,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560349,FGSG_13542,FGSG_13542,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560350,FGSG_13543,FGSG_13543,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560351,FGSG_13544,FGSG_13544,-,-,4,-,m7G tRNA methyltransferase,protein-coding,-,-,-,-,20210320,-
229533,23560352,FGSG_13545,FGSG_13545,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560353,FGSG_13546,FGSG_13546,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560354,FGSG_13547,FGSG_13547,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560355,FGSG_13548,FGSG_13548,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560356,FGSG_13549,FGSG_13549,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560357,FGSG_13550,FGSG_13550,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150227,-
229533,23560358,FGSG_13551,FGSG_13551,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20170930,-
229533,23560359,FGSG_13552,FGSG_13552,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23560360,FGSG_13553,FGSG_13553,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560361,FGSG_13554,FGSG_13554,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160325,-
229533,23560362,FGSG_13555,FGSG_13555,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150227,-
229533,23560363,FGSG_13556,FGSG_13556,-,-,4,-,U5 small nuclear ribonucleoprotein component,protein-coding,-,-,-,-,20160910,-
229533,23560364,FGSG_13557,FGSG_13557,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160325,-
229533,23560365,FGSG_13558,FGSG_13558,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560366,FGSG_13559,FGSG_13559,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560367,FGSG_13560,FGSG_13560,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23560368,FGSG_13561,FGSG_13561,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560369,FGSG_13562,FGSG_13562,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150718,-
229533,23560370,FGSG_13563,FGSG_13563,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560371,FGSG_13564,FGSG_13564,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560372,FGSG_13566,FGSG_13566,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560373,FGSG_13567,FGSG_13567,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560374,FGSG_13568,FGSG_13568,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560375,FGSG_13569,FGSG_13569,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560376,FGSG_13570,FGSG_13570,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560377,FGSG_13571,FGSG_13571,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560378,FGSG_13572,FGSG_13572,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560379,FGSG_13573,FGSG_13573,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560380,FGSG_13574,FGSG_13574,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560381,FGSG_13575,FGSG_13575,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150227,-
229533,23560382,FGSG_13576,FGSG_13576,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560383,FGSG_13577,FGSG_13577,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560384,FGSG_13578,FGSG_13578,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560385,FGSG_13579,FGSG_13579,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560386,FGSG_13580,FGSG_13580,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560387,FGSG_13581,FGSG_13581,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560388,FGSG_13582,FGSG_13582,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560389,FGSG_13583,FGSG_13583,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560390,FGSG_13584,FGSG_13584,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23560391,FGSG_13585,FGSG_13585,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23560392,FGSG_13586,FGSG_13586,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560393,FGSG_13587,FGSG_13587,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560394,FGSG_13588,FGSG_13588,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560395,FGSG_13589,FGSG_13589,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560396,FGSG_13590,FGSG_13590,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560397,FGSG_13591,FGSG_13591,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560398,FGSG_13592,FGSG_13592,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560399,FGSG_13593,FGSG_13593,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560400,FGSG_13594,FGSG_13594,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560401,FGSG_13595,FGSG_13595,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560402,FGSG_13596,FGSG_13596,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560403,FGSG_13597,FGSG_13597,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560404,FGSG_13598,FGSG_13598,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160325,-
229533,23560405,FGSG_13599,FGSG_13599,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560406,FGSG_13600,FGSG_13600,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560407,FGSG_13601,FGSG_13601,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160325,-
229533,23560408,FGSG_13602,FGSG_13602,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560409,FGSG_13603,FGSG_13603,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560410,FGSG_13604,FGSG_13604,-,-,4,-,copper amine oxidase 1,protein-coding,-,-,-,-,20160910,-
229533,23560411,FGSG_13605,FGSG_13605,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23560412,FGSG_13606,FGSG_13606,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560413,FGSG_13607,FGSG_13607,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560414,FGSG_13608,FGSG_13608,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560415,FGSG_13609,FGSG_13609,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560416,FGSG_13610,FGSG_13610,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23560417,FGSG_13611,FGSG_13611,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560418,FGSG_13612,FGSG_13612,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23560419,FGSG_13613,FGSG_13613,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560420,FGSG_13614,FGSG_13614,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150227,-
229533,23560421,FGSG_13615,FGSG_13615,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560422,FGSG_13616,FGSG_13616,-,-,4,-,thioredoxin,protein-coding,-,-,-,-,20210123,-
229533,23560423,FGSG_13617,FGSG_13617,-,-,4,-,D-amino-acid oxidase,protein-coding,-,-,-,-,20210320,-
229533,23560424,FGSG_13618,FGSG_13618,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560425,FGSG_13619,FGSG_13619,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23560426,FGSG_13620,FGSG_13620,-,-,4,-,"alpha-1,2 mannosyltransferase KTR1",protein-coding,-,-,-,-,20160910,-
229533,23560427,FGSG_13621,FGSG_13621,-,-,4,-,hypothetical protein,pseudo,-,-,-,-,20150223,-
229533,23560428,FGSG_13622,FGSG_13622,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23560429,FGSG_13623,FGSG_13623,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560430,FGSG_13624,FGSG_13624,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160325,-
229533,23560431,FGSG_13625,FGSG_13625,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560432,FGSG_13626,FGSG_13626,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560433,FGSG_13627,FGSG_13627,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23560434,FGSG_13628,FGSG_13628,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560435,FGSG_13629,FGSG_13629,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560436,FGSG_13630,FGSG_13630,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20170930,-
229533,23560437,FGSG_13631,FGSG_13631,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23560438,FGSG_13632,FGSG_13632,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560439,FGSG_13633,FGSG_13633,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560440,FGSG_13634,FGSG_13634,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560441,FGSG_13635,FGSG_13635,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560442,FGSG_13636,FGSG_13636,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560443,FGSG_13637,FGSG_13637,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560444,FGSG_13638,FGSG_13638,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560445,FGSG_13639,FGSG_13639,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560446,FGSG_13640,FGSG_13640,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560447,FGSG_13641,FGSG_13641,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20170930,-
229533,23560448,FGSG_13642,FGSG_13642,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560449,FGSG_13643,FGSG_13643,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560450,FGSG_13644,FGSG_13644,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560451,FGSG_13645,FGSG_13645,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560452,FGSG_13646,FGSG_13646,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150718,-
229533,23560453,FGSG_13647,FGSG_13647,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150227,-
229533,23560454,FGSG_13648,FGSG_13648,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560455,FGSG_13649,FGSG_13649,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560456,FGSG_13650,FGSG_13650,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560457,FGSG_13651,FGSG_13651,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560458,FGSG_13652,FGSG_13652,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560459,FGSG_13653,FGSG_13653,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560460,FGSG_13654,FGSG_13654,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560461,FGSG_13655,FGSG_13655,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23560462,FGSG_13656,FGSG_13656,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560463,FGSG_13657,FGSG_13657,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560464,FGSG_13658,FGSG_13658,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560465,FGSG_13659,FGSG_13659,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560466,FGSG_13660,FGSG_13660,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23560467,FGSG_13661,FGSG_13661,-,-,4,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560468,FGSG_13662,FGSG_13662,-,-,1,-,DNA-directed RNA polymerase III largest subunit,protein-coding,-,-,-,-,20170930,-
229533,23560469,FGSG_13663,FGSG_13663,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23560470,FGSG_13664,FGSG_13664,-,-,1,-,60S ribosomal protein L19,protein-coding,-,-,-,-,20150227,-
229533,23560471,FGSG_13665,FGSG_13665,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560472,FGSG_13666,FGSG_13666,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23560473,FGSG_13667,FGSG_13667,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560474,FGSG_13668,FGSG_13668,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560475,FGSG_13669,FGSG_13669,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560476,FGSG_13670,FGSG_13670,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23560477,FGSG_13671,FGSG_13671,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560478,FGSG_13672,FGSG_13672,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560479,FGSG_13673,FGSG_13673,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23560480,FGSG_13674,FGSG_13674,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210424,-
229533,23560481,FGSG_13675,FGSG_13675,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150718,-
229533,23560482,FGSG_13676,FGSG_13676,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560483,FGSG_13677,FGSG_13677,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560484,FGSG_13678,FGSG_13678,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560485,FGSG_13679,FGSG_13679,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23560486,FGSG_13680,FGSG_13680,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23560487,FGSG_13681,FGSG_13681,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160325,-
229533,23560488,FGSG_13682,FGSG_13682,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
