#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1537102,15802624,BEWA_015190,BEWA_015190,-,-,4,-,cysteine protease,protein-coding,-,-,-,cysteine protease,20200911,-
1537102,15807544,BEWA_041340,BEWA_041340,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807545,BEWA_041350,BEWA_041350,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807546,BEWA_041360,BEWA_041360,-,-,2,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15807547,BEWA_041370,BEWA_041370,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807548,BEWA_041380,BEWA_041380,-,-,2,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15807549,BEWA_041390,BEWA_041390,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807550,BEWA_041400,BEWA_041400,-,-,2,-,"transketolase, pyridine binding domain containing protein",protein-coding,-,-,-,"transketolase, pyridine binding domain containing protein",20200911,-
1537102,15807551,BEWA_041410,BEWA_041410,-,-,2,-,"threonyl-tRNA synthetase, putative",protein-coding,-,-,-,"threonyl-tRNA synthetase, putative",20200911,-
1537102,15807552,BEWA_041420,BEWA_041420,-,-,2,-,"autophagy protein, putative",protein-coding,-,-,-,"autophagy protein, putative",20200911,-
1537102,15807553,BEWA_041430,BEWA_041430,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807554,BEWA_041440,BEWA_041440,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807555,BEWA_041450,BEWA_041450,-,-,2,-,"ABC transporter, ATP-binding protein domain containing protein",protein-coding,-,-,-,"ABC transporter, ATP-binding protein domain containing protein",20200911,-
1537102,15807556,BEWA_041460,BEWA_041460,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807557,BEWA_041470,BEWA_041470,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807558,BEWA_041480,BEWA_041480,-,-,2,-,nuclear cap binding protein family member protein,protein-coding,-,-,-,nuclear cap binding protein family member protein,20200911,-
1537102,15807559,BEWA_041490,BEWA_041490,-,-,2,-,"adenylate kinase, putative",protein-coding,-,-,-,"adenylate kinase, putative",20200911,-
1537102,15807560,BEWA_041500,BEWA_041500,-,-,2,-,"60S ribosomal protein L35, putative",protein-coding,-,-,-,"60S ribosomal protein L35, putative",20200911,-
1537102,15807561,BEWA_041510,BEWA_041510,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807562,BEWA_041520,BEWA_041520,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807563,BEWA_041530,BEWA_041530,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807564,BEWA_041540,BEWA_041540,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807565,BEWA_041550,BEWA_041550,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807566,BEWA_041560,BEWA_041560,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807567,BEWA_041570,BEWA_041570,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807568,BEWA_041580,BEWA_041580,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807569,BEWA_041590,BEWA_041590,-,-,2,-,"phosphoglycerate kinase, putative",protein-coding,-,-,-,"phosphoglycerate kinase, putative",20200911,-
1537102,15807570,BEWA_041600,BEWA_041600,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807571,BEWA_041610,BEWA_041610,-,-,2,-,"8-oxoguanine DNA-glycosylase, putative",protein-coding,-,-,-,"8-oxoguanine DNA-glycosylase, putative",20200911,-
1537102,15807572,BEWA_041620,BEWA_041620,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807573,BEWA_041630,BEWA_041630,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807574,BEWA_041640,BEWA_041640,-,-,2,-,signal peptidase I family member protein,protein-coding,-,-,-,signal peptidase I family member protein,20200911,-
1537102,15807575,BEWA_041650,BEWA_041650,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807576,BEWA_041660,BEWA_041660,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807577,BEWA_041670,BEWA_041670,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807578,BEWA_041680,BEWA_041680,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807579,BEWA_041690,BEWA_041690,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807580,BEWA_041700,BEWA_041700,-,-,2,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15807581,BEWA_041710,BEWA_041710,-,-,2,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15807582,BEWA_041720,BEWA_041720,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807583,BEWA_041730,BEWA_041730,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807584,BEWA_041740,BEWA_041740,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807585,BEWA_041750,BEWA_041750,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807586,BEWA_041760,BEWA_041760,-,-,2,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15807587,BEWA_041770,BEWA_041770,-,-,2,-,DNA-dependent RNA polymerase domain containing protein,protein-coding,-,-,-,DNA-dependent RNA polymerase domain containing protein,20200911,-
1537102,15807588,BEWA_041780,BEWA_041780,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807589,BEWA_041790,BEWA_041790,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807590,BEWA_041800,BEWA_041800,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807591,BEWA_041810,BEWA_041810,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807592,BEWA_041820,BEWA_041820,-,-,2,-,"replication factor C subunit 2, putative",protein-coding,-,-,-,"replication factor C subunit 2, putative",20200911,-
1537102,15807593,BEWA_041830,BEWA_041830,-,-,2,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15807594,BEWA_041840,BEWA_041840,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807595,BEWA_041850,BEWA_041850,-,-,2,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15807596,BEWA_041860,BEWA_041860,-,-,2,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15807597,BEWA_041870,BEWA_041870,-,-,2,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15807598,BEWA_041880,BEWA_041880,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807599,BEWA_041890,BEWA_041890,-,-,2,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15807600,BEWA_041900,BEWA_041900,-,-,2,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15807601,BEWA_041910,BEWA_041910,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807602,BEWA_041920,BEWA_041920,-,-,2,-,"ribosomal protein S26, putative",protein-coding,-,-,-,"ribosomal protein S26, putative",20200911,-
1537102,15807603,BEWA_041930,BEWA_041930,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807604,BEWA_041940,BEWA_041940,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807605,BEWA_041950,BEWA_041950,-,-,2,-,protein kinase domain containing protein,protein-coding,-,-,-,protein kinase domain containing protein,20200911,-
1537102,15807606,BEWA_041960,BEWA_041960,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807607,BEWA_041970,BEWA_041970,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807608,BEWA_041980,BEWA_041980,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807609,BEWA_041990,BEWA_041990,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807610,BEWA_042000,BEWA_042000,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807611,BEWA_042010,BEWA_042010,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807612,BEWA_042020,BEWA_042020,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807613,BEWA_042030,BEWA_042030,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807614,BEWA_042040,BEWA_042040,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807615,BEWA_042050,BEWA_042050,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807616,BEWA_042060,BEWA_042060,-,-,2,-,"small nuclear ribonucleoprotein f, putative",protein-coding,-,-,-,"small nuclear ribonucleoprotein f, putative",20200911,-
1537102,15807617,BEWA_042070,BEWA_042070,-,-,2,-,"ribose-phosphate pyrophosphokinase 1, putative",protein-coding,-,-,-,"ribose-phosphate pyrophosphokinase 1, putative",20200911,-
1537102,15807618,BEWA_042080,BEWA_042080,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807619,BEWA_042090,BEWA_042090,-,-,2,-,"DNA repair protein rad10, putative",protein-coding,-,-,-,"DNA repair protein rad10, putative",20200911,-
1537102,15807620,BEWA_042100,BEWA_042100,-,-,2,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15807621,BEWA_042110,BEWA_042110,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807622,BEWA_042120,BEWA_042120,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807623,BEWA_042130,BEWA_042130,-,-,2,-,"alanyl-tRNA synthetase, putative",protein-coding,-,-,-,"alanyl-tRNA synthetase, putative",20200911,-
1537102,15807624,BEWA_042140,BEWA_042140,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807625,BEWA_042150,BEWA_042150,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807626,BEWA_042160,BEWA_042160,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807627,BEWA_042170,BEWA_042170,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807628,BEWA_042180,BEWA_042180,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807629,BEWA_042190,BEWA_042190,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807630,BEWA_042200,BEWA_042200,-,-,2,-,"RNA pseudouridylate synthase, putative",protein-coding,-,-,-,"RNA pseudouridylate synthase, putative",20200911,-
1537102,15807631,BEWA_042210,BEWA_042210,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807632,BEWA_042220,BEWA_042220,-,-,2,-,"actin, putative",protein-coding,-,-,-,"actin, putative",20200911,-
1537102,15807633,BEWA_042230,BEWA_042230,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807634,BEWA_042240,BEWA_042240,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807635,BEWA_042250,BEWA_042250,-,-,2,-,ATP binding protein family member protein,protein-coding,-,-,-,ATP binding protein family member protein,20200911,-
1537102,15807636,BEWA_042260,BEWA_042260,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807637,BEWA_042270,BEWA_042270,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807638,BEWA_042280,BEWA_042280,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807639,BEWA_042290,BEWA_042290,-,-,2,-,Helicase associated domain HA2 containing protein,protein-coding,-,-,-,Helicase associated domain HA2 containing protein,20200911,-
1537102,15807640,BEWA_042300,BEWA_042300,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807641,BEWA_042310,BEWA_042310,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807642,BEWA_042320,BEWA_042320,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807643,BEWA_042330,BEWA_042330,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807644,BEWA_042340,BEWA_042340,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807645,BEWA_042350,BEWA_042350,-,-,2,-,"60S ribosomal protein L10e, putative",protein-coding,-,-,-,"60S ribosomal protein L10e, putative",20200911,-
1537102,15807646,BEWA_042360,BEWA_042360,-,-,2,-,"arginyl-tRNA synthetase, putative",protein-coding,-,-,-,"arginyl-tRNA synthetase, putative",20200911,-
1537102,15807647,BEWA_042370,BEWA_042370,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807648,BEWA_042380,BEWA_042380,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807649,BEWA_042390,BEWA_042390,-,-,2,-,"WD domain, G-beta repeat family protein",protein-coding,-,-,-,"WD domain, G-beta repeat family protein",20200911,-
1537102,15807650,BEWA_042400,BEWA_042400,-,-,2,-,protein kinase domain containing protein,protein-coding,-,-,-,protein kinase domain containing protein,20200911,-
1537102,15807651,BEWA_042410,BEWA_042410,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807652,BEWA_042420,BEWA_042420,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807653,BEWA_042430,BEWA_042430,-,-,2,-,"nucleolar phosphoprotein, putative",protein-coding,-,-,-,"nucleolar phosphoprotein, putative",20200911,-
1537102,15807654,BEWA_042440,BEWA_042440,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807655,BEWA_042450,BEWA_042450,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807656,BEWA_042460,BEWA_042460,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807657,BEWA_042470,BEWA_042470,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807658,BEWA_042480,BEWA_042480,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807659,BEWA_042490,BEWA_042490,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807660,BEWA_042500,BEWA_042500,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807661,BEWA_042510,BEWA_042510,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807662,BEWA_042520,BEWA_042520,-,-,2,-,"ABC transporter, ATP-binding protein domain containing protein",protein-coding,-,-,-,"ABC transporter, ATP-binding protein domain containing protein",20200911,-
1537102,15807663,BEWA_042530,BEWA_042530,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807664,BEWA_042540,BEWA_042540,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807665,BEWA_042550,BEWA_042550,-,-,2,-,ubiquitin domain containing protein,protein-coding,-,-,-,ubiquitin domain containing protein,20200911,-
1537102,15807666,BEWA_042560,BEWA_042560,-,-,2,-,"ATP-dependent Clp protease proteolytic subunit, putative",protein-coding,-,-,-,"ATP-dependent Clp protease proteolytic subunit, putative",20200911,-
1537102,15807667,BEWA_042570,BEWA_042570,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807668,BEWA_042580,BEWA_042580,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807669,BEWA_042590,BEWA_042590,-,-,2,-,Elongation factor Tu GTP binding domain containing protein,protein-coding,-,-,-,Elongation factor Tu GTP binding domain containing protein,20200911,-
1537102,15807670,BEWA_042600,BEWA_042600,-,-,2,-,"mitochondrial import receptor subunit tom40, putative",protein-coding,-,-,-,"mitochondrial import receptor subunit tom40, putative",20200911,-
1537102,15807671,BEWA_042610,BEWA_042610,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807672,BEWA_042620,BEWA_042620,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807673,BEWA_042630,BEWA_042630,-,-,2,-,"aconitate hydratase, putative",protein-coding,-,-,-,"aconitate hydratase, putative",20200911,-
1537102,15807674,BEWA_042640,BEWA_042640,-,-,2,-,"60S ribosomal protein L2/L8, putative",protein-coding,-,-,-,"60S ribosomal protein L2/L8, putative",20200911,-
1537102,15807675,BEWA_042650,BEWA_042650,-,-,2,-,3' exoribonuclease domain 1 containing protein,protein-coding,-,-,-,3' exoribonuclease domain 1 containing protein,20200911,-
1537102,15807676,BEWA_042660,BEWA_042660,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807677,BEWA_042670,BEWA_042670,-,-,2,-,"glutamyl-tRNA synthetase, putative",protein-coding,-,-,-,"glutamyl-tRNA synthetase, putative",20200911,-
1537102,15807678,BEWA_042680,BEWA_042680,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807679,BEWA_042690,BEWA_042690,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807680,BEWA_042700,BEWA_042700,-,-,2,-,ema family member protein,protein-coding,-,-,-,ema family member protein,20200911,-
1537102,15807681,BEWA_042710,BEWA_042710,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807682,BEWA_042720,BEWA_042720,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807683,BEWA_042730,BEWA_042730,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807684,BEWA_042740,BEWA_042740,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807685,BEWA_042750,BEWA_042750,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807686,BEWA_042760,BEWA_042760,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807687,BEWA_042770,BEWA_042770,-,-,2,-,"methionine-tRNA synthetase, putative",protein-coding,-,-,-,"methionine-tRNA synthetase, putative",20200911,-
1537102,15807688,BEWA_042780,BEWA_042780,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807689,BEWA_042790,BEWA_042790,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807690,BEWA_042800,BEWA_042800,-,-,2,-,tRNA,tRNA,-,-,-,-,20200911,-
1537102,15807691,BEWA_042820,BEWA_042820,-,-,2,-,tRNA,tRNA,-,-,-,-,20200911,-
1537102,15807692,BEWA_042850,BEWA_042850,-,-,2,-,tetratricopeptide repeat domain containing protein,protein-coding,-,-,-,tetratricopeptide repeat domain containing protein,20200911,-
1537102,15807693,BEWA_042860,BEWA_042860,-,-,2,-,"pre-mRNA processing factor, putative",protein-coding,-,-,-,"pre-mRNA processing factor, putative",20200911,-
1537102,15807694,BEWA_042870,BEWA_042870,-,-,2,-,"L-lactate dehydrogenase, putative",protein-coding,-,-,-,"L-lactate dehydrogenase, putative",20200911,-
1537102,15807695,BEWA_042880,BEWA_042880,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807696,BEWA_042890,BEWA_042890,-,-,2,-,oxidoreductase NAD-binding domain containing protein,protein-coding,-,-,-,oxidoreductase NAD-binding domain containing protein,20200911,-
1537102,15807697,BEWA_042900,BEWA_042900,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807698,BEWA_042910,BEWA_042910,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807699,BEWA_042920,BEWA_042920,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807700,BEWA_042930,BEWA_042930,-,-,2,-,HECT-domain ubiquitin-transferase domain containing protein,protein-coding,-,-,-,HECT-domain ubiquitin-transferase domain containing protein,20200911,-
1537102,15807701,BEWA_042940,BEWA_042940,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807702,BEWA_042950,BEWA_042950,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807703,BEWA_042960,BEWA_042960,-,-,2,-,"ethanolaminephosphotransferase, putative",protein-coding,-,-,-,"ethanolaminephosphotransferase, putative",20200911,-
1537102,15807704,BEWA_042970,BEWA_042970,-,-,2,-,protein kinase domain containing protein,protein-coding,-,-,-,protein kinase domain containing protein,20200911,-
1537102,15807705,BEWA_042980,BEWA_042980,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807706,BEWA_042990,BEWA_042990,-,-,2,-,"ATP-dependent RNA and DNA helicase, putative",protein-coding,-,-,-,"ATP-dependent RNA and DNA helicase, putative",20200911,-
1537102,15807707,BEWA_043000,BEWA_043000,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807708,BEWA_043010,BEWA_043010,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807709,BEWA_043020,BEWA_043020,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807710,BEWA_043030,BEWA_043030,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807711,BEWA_043040,BEWA_043040,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807712,BEWA_043050,BEWA_043050,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807713,BEWA_043060,BEWA_043060,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807714,BEWA_043070,BEWA_043070,-,-,2,-,"ATPase, AAA family domain containing protein",protein-coding,-,-,-,"ATPase, AAA family domain containing protein",20200911,-
1537102,15807715,BEWA_043080,BEWA_043080,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807716,BEWA_043090,BEWA_043090,-,-,2,-,"superoxide dismutase Fe, putative",protein-coding,-,-,-,"superoxide dismutase Fe, putative",20200911,-
1537102,15807717,BEWA_043100,BEWA_043100,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807718,BEWA_043110,BEWA_043110,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807719,BEWA_043120,BEWA_043120,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807720,BEWA_043130,BEWA_043130,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807721,BEWA_043140,BEWA_043140,-,-,2,-,DnaJ domain containing protein,protein-coding,-,-,-,DnaJ domain containing protein,20200911,-
1537102,15807722,BEWA_043150,BEWA_043150,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807723,BEWA_043160,BEWA_043160,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807724,BEWA_043170,BEWA_043170,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807725,BEWA_043180,BEWA_043180,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807726,BEWA_043190,BEWA_043190,-,-,2,-,DEAD box ATP-dependent RNA helicase family member protein,protein-coding,-,-,-,DEAD box ATP-dependent RNA helicase family member protein,20200911,-
1537102,15807727,BEWA_043200,BEWA_043200,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807728,BEWA_043210,BEWA_043210,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807729,BEWA_043220,BEWA_043220,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807730,BEWA_043230,BEWA_043230,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807731,BEWA_043240,BEWA_043240,-,-,2,-,endonuclease/exonuclease/phosphatase family member protein,protein-coding,-,-,-,endonuclease/exonuclease/phosphatase family member protein,20200911,-
1537102,15807732,BEWA_043250,BEWA_043250,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807733,BEWA_043260,BEWA_043260,-,-,2,-,"acylphosphatase, putative",protein-coding,-,-,-,"acylphosphatase, putative",20200911,-
1537102,15807734,BEWA_043270,BEWA_043270,-,-,2,-,"protein tyrosine phosphatase, putative",protein-coding,-,-,-,"protein tyrosine phosphatase, putative",20200911,-
1537102,15807735,BEWA_043280,BEWA_043280,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807736,BEWA_043290,BEWA_043290,-,-,2,-,tetratricopeptide repeat domain containing protein,protein-coding,-,-,-,tetratricopeptide repeat domain containing protein,20200911,-
1537102,15807737,BEWA_043300,BEWA_043300,-,-,2,-,ubiquitin family member protein,protein-coding,-,-,-,ubiquitin family member protein,20200911,-
