#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
4956,5848217,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Saccharomyces rouxii).,other,-,-,-,-,20181022,-
4956,8205675,ZYRO0F16148g,ZYRO0F16148g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205676,ZYRO0F16170g,ZYRO0F16170g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8205677,ZYRO0F16192g,ZYRO0F16192g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8205678,ZYRO0F16214g,ZYRO0F16214g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8205679,ZYRO0F16236g,ZYRO0F16236g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205680,ZYRO0F16258g,ZYRO0F16258g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205681,SNR71,ZYRO0F16280r,-,-,F,-,ncRNA,ncRNA,-,-,-,-,20170926,-
4956,8205682,ZYRO0F16324g,ZYRO0F16324g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8205683,ZYRO0F16346g,ZYRO0F16346g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205684,ZYRO0F16368g,ZYRO0F16368g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205685,ZYRO0F16390g,ZYRO0F16390g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205686,ZYRO0F16412g,ZYRO0F16412g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205687,ZYRO0F16434g,ZYRO0F16434g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205688,ZYRO0F16456g,ZYRO0F16456g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205689,ZYRO0F16478g,ZYRO0F16478g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205690,ZYRO0F16500g,ZYRO0F16500g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205691,ZYRO0F16522g,ZYRO0F16522g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205692,ZYRO0F16544g,ZYRO0F16544g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205693,ZYRO0F16566g,ZYRO0F16566g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8205694,ZYRO0F16588g,ZYRO0F16588g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205695,ZYRO0F16610g,ZYRO0F16610g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205696,ZYRO0F16632g,ZYRO0F16632g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205697,ZYRO0F16654g,ZYRO0F16654g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205698,ZYRO0F16676g,ZYRO0F16676g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8205699,ZYRO0F16698g,ZYRO0F16698g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205700,ZYRO0F16720g,ZYRO0F16720g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205701,ZYRO0F16742g,ZYRO0F16742g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205702,ZYRO0F16764g,ZYRO0F16764g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205703,ZYRO0F16786g,ZYRO0F16786g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205704,ZYRO0F16808g,ZYRO0F16808g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205705,ZYRO0F16830g,ZYRO0F16830g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205706,ZYRO0F16852g,ZYRO0F16852g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205707,ZYRO0F16874g,ZYRO0F16874g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205708,ZYRO0F16896g,ZYRO0F16896g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205709,ZYRO0F16918g,ZYRO0F16918g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205710,ZYRO0F16940g,ZYRO0F16940g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205711,ZYRO0F16962g,ZYRO0F16962g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205712,ZYRO0F16984g,ZYRO0F16984g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205713,ZYRO0F17006g,ZYRO0F17006g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205714,ZYRO0F17028g,ZYRO0F17028g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205715,ZYRO0F17050g,ZYRO0F17050g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205716,ZYRO0F17072g,ZYRO0F17072g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205717,ZYRO0F17094g,ZYRO0F17094g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8205718,ZYRO0F17116g,ZYRO0F17116g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205719,ZYRO0F17138g,ZYRO0F17138g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205720,ZYRO0F17160g,ZYRO0F17160g,-,-,F,-,60S ribosomal protein L37,protein-coding,-,-,-,-,20180130,-
4956,8205721,ZYRO0F17182g,ZYRO0F17182g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205722,ZYRO0F17204g,ZYRO0F17204g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205723,ZYRO0F17226g,ZYRO0F17226g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205724,ZYRO0F17248g,ZYRO0F17248g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205725,ZYRO0F17270g,ZYRO0F17270g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205726,ZYRO0F17292r,ZYRO0F17292r,-,-,F,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8205727,ZYRO0F17314g,ZYRO0F17314g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205728,ZYRO0F17336g,ZYRO0F17336g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205729,ZYRO0F17358g,ZYRO0F17358g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205730,ZYRO0F17380r,ZYRO0F17380r,-,-,F,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8205731,ZYRO0F17402g,ZYRO0F17402g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205732,ZYRO0F17424g,ZYRO0F17424g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205733,ZYRO0F17446g,ZYRO0F17446g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205734,ZYRO0F17468g,ZYRO0F17468g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205735,ZYRO0F17490g,ZYRO0F17490g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205736,ZYRO0F17512g,ZYRO0F17512g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205737,ZYRO0F17534g,ZYRO0F17534g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205738,ZYRO0F17556g,ZYRO0F17556g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205739,ZYRO0F17578g,ZYRO0F17578g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205740,ZYRO0F17600g,ZYRO0F17600g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205741,ZYRO0F17622g,ZYRO0F17622g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205742,ZYRO0F17644g,ZYRO0F17644g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205743,ZYRO0F17666g,ZYRO0F17666g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205744,ZYRO0F17688g,ZYRO0F17688g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205745,ZYRO0F17710g,ZYRO0F17710g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205746,ZYRO0F17732g,ZYRO0F17732g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205747,ZYRO0F17754g,ZYRO0F17754g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205748,ZYRO0F17776g,ZYRO0F17776g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205749,ZYRO0F17798g,ZYRO0F17798g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205750,ZYRO0F17820g,ZYRO0F17820g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205751,ZYRO0F17842g,ZYRO0F17842g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205752,ZYRO0F17864g,ZYRO0F17864g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205753,ZYRO0F17886g,ZYRO0F17886g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205754,ZYRO0F17908g,ZYRO0F17908g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205755,ZYRO0F17930g,ZYRO0F17930g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205756,ZYRO0F17952g,ZYRO0F17952g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205757,ZYRO0F17974g,ZYRO0F17974g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205758,ZYRO0F17996g,ZYRO0F17996g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205759,ZYRO0F18018g,ZYRO0F18018g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205760,ZYRO0F18040g,ZYRO0F18040g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205761,ZYRO0F18062g,ZYRO0F18062g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205762,ZYRO0F18084g,ZYRO0F18084g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205763,ZYRO0F18106g,ZYRO0F18106g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8205764,ZYRO0F18128g,ZYRO0F18128g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205765,ZYRO0F18150g,ZYRO0F18150g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205766,ZYRO0F18172g,ZYRO0F18172g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205767,ZYRO0F18194g,ZYRO0F18194g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205768,ZYRO0F18216g,ZYRO0F18216g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205769,ZYRO0F18238g,ZYRO0F18238g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205770,ZYRO0F18260g,ZYRO0F18260g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205771,ZYRO0F18282g,ZYRO0F18282g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205772,ZYRO0F18304g,ZYRO0F18304g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205773,ZYRO0F18326g,ZYRO0F18326g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205774,ZYRO0F18348g,ZYRO0F18348g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205775,ZYRO0F18370g,ZYRO0F18370g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205776,ZYRO0F18392g,ZYRO0F18392g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205777,ZYRO0F18414g,ZYRO0F18414g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205778,ZYRO0F18436g,ZYRO0F18436g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205779,ZYRO0F18458g,ZYRO0F18458g,-,-,F,-,90S preribosome/SSU processome component KRR1,protein-coding,-,-,-,-,20180130,-
4956,8205780,ZYRO0F18480g,ZYRO0F18480g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205781,ZYRO0F18502g,ZYRO0F18502g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205782,ZYRO0F18524g,ZYRO0F18524g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8205783,ZYRO0F18546g,ZYRO0F18546g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8205784,ZYRO0F18568g,ZYRO0F18568g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205785,ZYRO0F18590g,ZYRO0F18590g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205786,ZYRO0F18634g,ZYRO0F18634g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8205787,ZYRO0F18656g,ZYRO0F18656g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8205788,ZYRO0F18678g,ZYRO0F18678g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8205789,ZYRO0F18700g,ZYRO0F18700g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8205790,ZYRO0F18722g,ZYRO0F18722g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8205791,ZYRO0F06908g,ZYRO0F06908g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8205792,ZYRO0F15268g,ZYRO0F15268g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8205793,ZYRO0F16302g,ZYRO0F16302g,-,-,F,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8205794,ZYRO0F00132r,ZYRO0F00132r,-,-,F,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8205795,ZYRO0G00154g,ZYRO0G00154g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205796,ZYRO0G00176g,ZYRO0G00176g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205797,ZYRO0G00198g,ZYRO0G00198g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205798,ZYRO0G00220r,ZYRO0G00220r,-,-,G,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8205799,ZYRO0G00242g,ZYRO0G00242g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205800,ZYRO0G00286g,ZYRO0G00286g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205801,ZYRO0G00308g,ZYRO0G00308g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205802,ZYRO0G00330g,ZYRO0G00330g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205803,ZYRO0G00352g,ZYRO0G00352g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205804,ZYRO0G00374g,ZYRO0G00374g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205805,ZYRO0G00396g,ZYRO0G00396g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205806,ZYRO0G00418g,ZYRO0G00418g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205807,ZYRO0G00440g,ZYRO0G00440g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205808,ZYRO0G00462g,ZYRO0G00462g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205809,ZYRO0G00484g,ZYRO0G00484g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205810,ZYRO0G00506g,ZYRO0G00506g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205811,ZYRO0G00528g,ZYRO0G00528g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205812,ZYRO0G00550g,ZYRO0G00550g,-,-,G,-,40S ribosomal protein S4,protein-coding,-,-,-,-,20170926,-
4956,8205813,ZYRO0G00572g,ZYRO0G00572g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205814,ZYRO0G00594r,ZYRO0G00594r,-,-,G,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8205815,ZYRO0G00616g,ZYRO0G00616g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205816,ZYRO0G00638g,ZYRO0G00638g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205817,ZYRO0G00660r,ZYRO0G00660r,-,-,G,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8205818,ZYRO0G00682g,ZYRO0G00682g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205819,ZYRO0G00704g,ZYRO0G00704g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205820,ZYRO0G00726g,ZYRO0G00726g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205821,ZYRO0G00748g,ZYRO0G00748g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205822,ZYRO0G00770g,ZYRO0G00770g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205823,ZYRO0G00792g,ZYRO0G00792g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205824,ZYRO0G00814g,ZYRO0G00814g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205825,ZYRO0G00836g,ZYRO0G00836g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205826,ZYRO0G00858r,ZYRO0G00858r,-,-,G,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8205827,ZYRO0G00880r,ZYRO0G00880r,-,-,G,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8205828,ZYRO0G00902g,ZYRO0G00902g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205829,ZYRO0G00924g,ZYRO0G00924g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205830,ZYRO0G00946g,ZYRO0G00946g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205831,ZYRO0G00968r,ZYRO0G00968r,-,-,G,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8205832,ZYRO0G00990g,ZYRO0G00990g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205833,ZYRO0G01012g,ZYRO0G01012g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205834,ZYRO0G01034g,ZYRO0G01034g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205835,ZYRO0G01056g,ZYRO0G01056g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205836,ZYRO0G01078g,ZYRO0G01078g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205837,ZYRO0G01100g,ZYRO0G01100g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205838,ZYRO0G01122r,ZYRO0G01122r,-,-,G,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8205839,ZYRO0G01144g,ZYRO0G01144g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205840,ZYRO0G01166g,ZYRO0G01166g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205841,ZYRO0G01188g,ZYRO0G01188g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205842,ZYRO0G01210g,ZYRO0G01210g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205843,ZYRO0G01232r,ZYRO0G01232r,-,-,G,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8205844,ZYRO0G01254r,ZYRO0G01254r,-,-,G,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8205845,ZYRO0G01276g,ZYRO0G01276g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205846,ZYRO0G01298g,ZYRO0G01298g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205847,ZYRO0G01320g,ZYRO0G01320g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205848,ZYRO0G01342g,ZYRO0G01342g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205849,ZYRO0G01364g,ZYRO0G01364g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205850,ZYRO0G01386g,ZYRO0G01386g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205851,ZYRO0G01408g,ZYRO0G01408g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205852,ZYRO0G01430g,ZYRO0G01430g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205853,ZYRO0G01452g,ZYRO0G01452g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205854,ZYRO0G01474g,ZYRO0G01474g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205855,SNR50,ZYRO0G01496r,-,-,G,-,ncRNA,ncRNA,-,-,-,-,20170926,-
4956,8205856,ZYRO0G01540g,ZYRO0G01540g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205857,ZYRO0G01562g,ZYRO0G01562g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205858,ZYRO0G01584g,ZYRO0G01584g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205859,ZYRO0G01606g,ZYRO0G01606g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205860,ZYRO0G01628g,ZYRO0G01628g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205861,ZYRO0G01650g,ZYRO0G01650g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205862,ZYRO0G01672g,ZYRO0G01672g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205863,ZYRO0G01694g,ZYRO0G01694g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205864,ZYRO0G01716g,ZYRO0G01716g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205865,ZYRO0G01738g,ZYRO0G01738g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205866,ZYRO0G01760g,ZYRO0G01760g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205867,ZYRO0G01782g,ZYRO0G01782g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205868,ZYRO0G01804g,ZYRO0G01804g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205869,ZYRO0G01826g,ZYRO0G01826g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205870,ZYRO0G01848g,ZYRO0G01848g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205871,ZYRO0G01870g,ZYRO0G01870g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205872,ZYRO0G01892g,ZYRO0G01892g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205873,ZYRO0G01914g,ZYRO0G01914g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205874,ZYRO0G01936g,ZYRO0G01936g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205875,ZYRO0G01958g,ZYRO0G01958g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205876,ZYRO0G01980g,ZYRO0G01980g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205877,ZYRO0G02002g,ZYRO0G02002g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205878,ZYRO0G02024g,ZYRO0G02024g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205879,ZYRO0G02046g,ZYRO0G02046g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205880,ZYRO0G02068g,ZYRO0G02068g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205881,ZYRO0G02090g,ZYRO0G02090g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205882,ZYRO0G02112g,ZYRO0G02112g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205883,ZYRO0G02134g,ZYRO0G02134g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205884,ZYRO0G02156g,ZYRO0G02156g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205885,ZYRO0G02178g,ZYRO0G02178g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205886,ZYRO0G02200r,ZYRO0G02200r,-,-,G,-,tRNA,tRNA,-,-,-,-,20170926,-
