#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
192010,26836085,nad3,AYC56_gp02,-,-,MT,-,NADH dehydrogenase subunit 3,protein-coding,-,-,-,NADH dehydrogenase subunit 3,20210607,-
192010,65093526,FMAN_14278,FMAN_14278,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093527,FMAN_14279,FMAN_14279,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093528,FMAN_14280,FMAN_14280,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093529,FMAN_14281,FMAN_14281,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093530,FMAN_14282,FMAN_14282,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093531,FMAN_14283,FMAN_14283,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093532,FMAN_14284,FMAN_14284,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093533,FMAN_14285,FMAN_14285,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093534,FMAN_14286,FMAN_14286,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093535,FMAN_14287,FMAN_14287,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093536,FMAN_14288,FMAN_14288,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093537,FMAN_14289,FMAN_14289,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093538,FMAN_14290,FMAN_14290,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093539,FMAN_14291,FMAN_14291,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093540,FMAN_14292,FMAN_14292,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093541,FMAN_14293,FMAN_14293,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093542,FMAN_14294,FMAN_14294,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093543,FMAN_14295,FMAN_14295,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093544,FMAN_14296,FMAN_14296,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093545,FMAN_14297,FMAN_14297,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093546,FMAN_14298,FMAN_14298,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093547,FMAN_14299,FMAN_14299,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093548,FMAN_14301,FMAN_14301,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093549,FMAN_14302,FMAN_14302,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093550,FMAN_14303,FMAN_14303,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093551,FMAN_14304,FMAN_14304,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093552,FMAN_14305,FMAN_14305,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093553,FMAN_14306,FMAN_14306,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093554,FMAN_14307,FMAN_14307,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093555,FMAN_14308,FMAN_14308,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093556,FMAN_14309,FMAN_14309,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093557,FMAN_14310,FMAN_14310,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093558,FMAN_14311,FMAN_14311,-,-,Unknown,-,putative mfs-multidrug-resistance transporter,protein-coding,-,-,-,putative mfs-multidrug-resistance transporter,20210607,-
192010,65093559,FMAN_14312,FMAN_14312,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093560,FMAN_14313,FMAN_14313,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093561,FMAN_14314,FMAN_14314,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093562,FMAN_14315,FMAN_14315,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093563,FMAN_14316,FMAN_14316,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093564,FMAN_14317,FMAN_14317,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093565,FMAN_14318,FMAN_14318,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093566,FMAN_14319,FMAN_14319,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093567,FMAN_14320,FMAN_14320,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093568,FMAN_14321,FMAN_14321,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093569,FMAN_14322,FMAN_14322,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093570,FMAN_14323,FMAN_14323,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093571,FMAN_14324,FMAN_14324,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093572,FMAN_14325,FMAN_14325,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093573,FMAN_14326,FMAN_14326,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093574,FMAN_14327,FMAN_14327,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093575,FMAN_14328,FMAN_14328,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093576,FMAN_14329,FMAN_14329,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093577,FMAN_14330,FMAN_14330,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093578,FMAN_14331,FMAN_14331,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093579,FMAN_14332,FMAN_14332,-,-,Unknown,-,putative NAD binding Rossmann fold oxidoreductase,protein-coding,-,-,-,putative NAD binding Rossmann fold oxidoreductase,20210607,-
192010,65093580,FMAN_14333,FMAN_14333,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093581,FMAN_14334,FMAN_14334,-,-,Unknown,-,putative flavoprotein involved in K+ transport,protein-coding,-,-,-,putative flavoprotein involved in K+ transport,20210607,-
192010,65093582,FMAN_14335,FMAN_14335,-,-,Unknown,-,putative aldo/keto reductase family proteins,protein-coding,-,-,-,putative aldo/keto reductase family proteins,20210607,-
192010,65093583,FMAN_14336,FMAN_14336,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093584,FMAN_14337,FMAN_14337,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093585,FMAN_14338,FMAN_14338,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093586,FMAN_14339,FMAN_14339,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093587,FMAN_14340,FMAN_14340,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093588,FMAN_14341,FMAN_14341,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093589,FMAN_14342,FMAN_14342,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093590,FMAN_14343,FMAN_14343,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093591,FMAN_14344,FMAN_14344,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093592,FMAN_14345,FMAN_14345,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093593,FMAN_14346,FMAN_14346,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093594,FMAN_14347,FMAN_14347,-,-,Unknown,-,related to glycerate-and formate-dehydrogenases,protein-coding,-,-,-,related to glycerate-and formate-dehydrogenases,20210607,-
192010,65093595,FMAN_14348,FMAN_14348,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093596,FMAN_14349,FMAN_14349,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093597,FMAN_14350,FMAN_14350,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093598,FMAN_14351,FMAN_14351,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093599,FMAN_14352,FMAN_14352,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093600,FMAN_14353,FMAN_14353,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093601,FMAN_14354,FMAN_14354,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093602,FMAN_14355,FMAN_14355,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093603,FMAN_14356,FMAN_14356,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093604,FMAN_14357,FMAN_14357,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093605,FMAN_14358,FMAN_14358,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093606,FMAN_14359,FMAN_14359,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093607,FMAN_14360,FMAN_14360,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093608,FMAN_14361,FMAN_14361,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093609,FMAN_14362,FMAN_14362,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093610,FMAN_14363,FMAN_14363,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093611,FMAN_14364,FMAN_14364,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093612,FMAN_14365,FMAN_14365,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093613,FMAN_14366,FMAN_14366,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093614,FMAN_14367,FMAN_14367,-,-,Unknown,-,putative beta-glucosidase precursor,protein-coding,-,-,-,putative beta-glucosidase precursor,20210607,-
192010,65093615,FMAN_14368,FMAN_14368,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093616,FMAN_14369,FMAN_14369,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093617,FMAN_14370,FMAN_14370,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093618,FMAN_14371,FMAN_14371,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093619,FMAN_14372,FMAN_14372,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093620,FMAN_14373,FMAN_14373,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093621,FMAN_14374,FMAN_14374,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093622,FMAN_14375,FMAN_14375,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093623,FMAN_14376,FMAN_14376,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093624,FMAN_14377,FMAN_14377,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093625,FMAN_14378,FMAN_14378,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093626,FMAN_14379,FMAN_14379,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093627,FMAN_14380,FMAN_14380,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093628,FMAN_14381,FMAN_14381,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093629,FMAN_14382,FMAN_14382,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093630,FMAN_14383,FMAN_14383,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093631,FMAN_14384,FMAN_14384,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093632,FMAN_14385,FMAN_14385,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093633,FMAN_14386,FMAN_14386,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093634,FMAN_14387,FMAN_14387,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093635,FMAN_14388,FMAN_14388,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093636,FMAN_14389,FMAN_14389,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093637,FMAN_14390,FMAN_14390,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093638,FMAN_14391,FMAN_14391,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093639,FMAN_14392,FMAN_14392,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093640,FMAN_14393,FMAN_14393,-,-,Unknown,-,related to cytosine deaminase and related metal-dependent hydrolases,protein-coding,-,-,-,related to cytosine deaminase and related metal-dependent hydrolases,20210607,-
192010,65093641,FMAN_14394,FMAN_14394,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093642,FMAN_14395,FMAN_14395,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093643,FMAN_14396,FMAN_14396,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093644,FMAN_14397,FMAN_14397,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093645,FMAN_14398,FMAN_14398,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093646,FMAN_14399,FMAN_14399,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093647,FMAN_14400,FMAN_14400,-,-,Unknown,-,putative urease,protein-coding,-,-,-,putative urease,20210607,-
192010,65093648,FMAN_14401,FMAN_14401,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093649,FMAN_14402,FMAN_14402,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093650,FMAN_14403,FMAN_14403,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093651,FMAN_14404,FMAN_14404,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093652,FMAN_14405,FMAN_14405,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093653,FMAN_14406,FMAN_14406,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093654,FMAN_14407,FMAN_14407,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093655,FMAN_14408,FMAN_14408,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093656,FMAN_14409,FMAN_14409,-,-,Unknown,-,"putative carboxy-cis,cis-muconate cyclase",protein-coding,-,-,-,"putative carboxy-cis,cis-muconate cyclase",20210607,-
192010,65093657,FMAN_14410,FMAN_14410,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093658,FMAN_14411,FMAN_14411,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093659,FMAN_14412,FMAN_14412,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093660,FMAN_14413,FMAN_14413,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093661,FMAN_14414,FMAN_14414,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093662,FMAN_14415,FMAN_14415,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093663,FMAN_14416,FMAN_14416,-,-,Unknown,-,putative maltose permease (MalP),protein-coding,-,-,-,putative maltose permease (MalP),20210607,-
192010,65093664,FMAN_14417,FMAN_14417,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093665,FMAN_14418,FMAN_14418,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093666,FMAN_14419,FMAN_14419,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093667,FMAN_14420,FMAN_14420,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093668,FMAN_14421,FMAN_14421,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093669,FMAN_14422,FMAN_14422,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093670,FMAN_14423,FMAN_14423,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093671,FMAN_14424,FMAN_14424,-,-,Unknown,-,putative glutathione reductase (NADPH),protein-coding,-,-,-,putative glutathione reductase (NADPH),20210607,-
192010,65093672,FMAN_14425,FMAN_14425,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093673,FMAN_14426,FMAN_14426,-,-,Unknown,-,putative SKY1-Protein serine kinase,protein-coding,-,-,-,putative SKY1-Protein serine kinase,20210607,-
192010,65093674,FMAN_14427,FMAN_14427,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093675,FMAN_14428,FMAN_14428,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093676,FMAN_14429,FMAN_14429,-,-,Unknown,-,putative permeases,protein-coding,-,-,-,putative permeases,20210607,-
192010,65093677,FMAN_14430,FMAN_14430,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093678,FMAN_14431,FMAN_14431,-,-,Unknown,-,putative ABC1 transport protein,protein-coding,-,-,-,putative ABC1 transport protein,20210607,-
192010,65093679,FMAN_14432,FMAN_14432,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093680,FMAN_14433,FMAN_14433,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093681,FMAN_14434,FMAN_14434,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093682,FMAN_14435,FMAN_14435,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093683,FMAN_14436,FMAN_14436,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093684,FMAN_14437,FMAN_14437,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093685,FMAN_14438,FMAN_14438,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093686,FMAN_14439,FMAN_14439,-,-,Unknown,-,related to aryl-alcohol dehydrogenases,protein-coding,-,-,-,related to aryl-alcohol dehydrogenases,20210607,-
192010,65093687,FMAN_14440,FMAN_14440,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093688,FMAN_14441,FMAN_14441,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093689,FMAN_14442,FMAN_14442,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093690,FMAN_14443,FMAN_14443,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093691,FMAN_14444,FMAN_14444,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093692,FMAN_14445,FMAN_14445,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093693,FMAN_14446,FMAN_14446,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093694,FMAN_14447,FMAN_14447,-,-,Unknown,-,putative lysophospholipase (lpl),protein-coding,-,-,-,putative lysophospholipase (lpl),20210607,-
192010,65093695,FMAN_14448,FMAN_14448,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093696,FMAN_14449,FMAN_14449,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093697,FMAN_14450,FMAN_14450,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093698,FMAN_14451,FMAN_14451,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093699,FMAN_14452,FMAN_14452,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093700,FMAN_14453,FMAN_14453,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093701,FMAN_14454,FMAN_14454,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093702,FMAN_14455,FMAN_14455,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093703,FMAN_14456,FMAN_14456,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093704,FMAN_14457,FMAN_14457,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093705,FMAN_14458,FMAN_14458,-,-,Unknown,-,related to SUR1-required for mannosylation of sphingolipids,protein-coding,-,-,-,related to SUR1-required for mannosylation of sphingolipids,20210607,-
192010,65093706,FMAN_14459,FMAN_14459,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093707,FMAN_14460,FMAN_14460,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093708,FMAN_14461,FMAN_14461,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093709,FMAN_14462,FMAN_14462,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093710,FMAN_14463,FMAN_14463,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093711,FMAN_14464,FMAN_14464,-,-,Unknown,-,YCF1-Vacuolar `full-size` ABC transporter responsible for vacuolar sequestration of glutathione-S-conjugates,protein-coding,-,-,-,YCF1-Vacuolar `full-size` ABC transporter responsible for vacuolar sequestration of glutathione-S-conjugates,20210607,-
192010,65093712,FMAN_14465,FMAN_14465,-,-,Unknown,-,"PRC1-Carboxypeptidase y, serine-type protease",protein-coding,-,-,-,"PRC1-Carboxypeptidase y, serine-type protease",20210607,-
192010,65093713,FMAN_14466,FMAN_14466,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093714,FMAN_14467,FMAN_14467,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093715,FMAN_14468,FMAN_14468,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093716,FMAN_14469,FMAN_14469,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093717,FMAN_14470,FMAN_14470,-,-,Unknown,-,related to permeases-unknown function,protein-coding,-,-,-,related to permeases-unknown function,20210607,-
