#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
120017,64860427,UHO2_00001,UHO2_00001,-,-,Unknown,-,putative zinc metallo-protease,protein-coding,-,-,-,putative zinc metallo-protease,20210514,-
120017,64867088,UHO2_06668,UHO2_06668,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867089,UHO2_06669,UHO2_06669,-,-,Unknown,-,putative GTPase/general translation initiation factor eIF2,protein-coding,-,-,-,putative GTPase/general translation initiation factor eIF2,20210514,-
120017,64867090,UHO2_06670,UHO2_06670,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867091,UHO2_06671,UHO2_06671,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867092,UHO2_06672,UHO2_06672,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867093,UHO2_06673,UHO2_06673,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867094,UHO2_06674,UHO2_06674,-,-,Unknown,-,putative RPL2A - ribosomal protein L8.e,protein-coding,-,-,-,putative RPL2A - ribosomal protein L8.e,20210514,-
120017,64867095,UHO2_06675,UHO2_06675,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867096,UHO2_06676,UHO2_06676,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867097,UHO2_06677,UHO2_06677,-,-,Unknown,-,putative Actin,protein-coding,-,-,-,putative Actin,20210514,-
120017,64867098,UHO2_06678,UHO2_06678,-,-,Unknown,-,putative bifunctional protein (related to glutathione S-transferase/ putative histidinol dehydrogenase),protein-coding,-,-,-,putative bifunctional protein (related to glutathione S-transferase/ putative histidinol dehydrogenase),20210514,-
120017,64867099,UHO2_06679,UHO2_06679,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867100,UHO2_06680,UHO2_06680,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867101,UHO2_06681,UHO2_06681,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867102,UHO2_06682,UHO2_06682,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867103,UHO2_06683,UHO2_06683,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867104,UHO2_06684,UHO2_06684,-,-,Unknown,-,"related to SSN8 - DNA-directed RNA polymerase II holoenzyme and SRB subcomplex subunit, cyclin C homolog",protein-coding,-,-,-,"related to SSN8 - DNA-directed RNA polymerase II holoenzyme and SRB subcomplex subunit, cyclin C homolog",20210514,-
120017,64867105,UHO2_06685,UHO2_06685,-,-,Unknown,-,putative SPT4 - transcription elongation protein,protein-coding,-,-,-,putative SPT4 - transcription elongation protein,20210514,-
120017,64867106,UHO2_06686,UHO2_06686,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867107,UHO2_06687,UHO2_06687,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867108,UHO2_06688,UHO2_06688,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867109,UHO2_06689,UHO2_06689,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867110,UHO2_06690,UHO2_06690,-,-,Unknown,-,putative GOT1 - Membrane protein required for ER to Golgi transport,protein-coding,-,-,-,putative GOT1 - Membrane protein required for ER to Golgi transport,20210514,-
120017,64867111,UHO2_06691,UHO2_06691,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867112,UHO2_06692,UHO2_06692,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867113,UHO2_06693,UHO2_06693,-,-,Unknown,-,putative RVB1 - RUVB-like protein,protein-coding,-,-,-,putative RVB1 - RUVB-like protein,20210514,-
120017,64867114,UHO2_06694,UHO2_06694,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867115,UHO2_06695,UHO2_06695,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867116,UHO2_06696,UHO2_06696,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867117,UHO2_06697,UHO2_06697,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867118,UHO2_06698,UHO2_06698,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867119,UHO2_06699,UHO2_06699,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867120,UHO2_06700,UHO2_06700,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867121,UHO2_06701,UHO2_06701,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867122,UHO2_06702,UHO2_06702,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867123,UHO2_06703,UHO2_06703,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867124,UHO2_06704,UHO2_06704,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867125,UHO2_06705,UHO2_06705,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867126,UHO2_06706,UHO2_06706,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867127,UHO2_06707,UHO2_06707,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867128,UHO2_06708,UHO2_06708,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867129,UHO2_06709,UHO2_06709,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867130,UHO2_06710,UHO2_06710,-,-,Unknown,-,"putative UBA1 - ubiquitin-protein ligase, E1-like (ubiquitin-activating) enzyme",protein-coding,-,-,-,"putative UBA1 - ubiquitin-protein ligase, E1-like (ubiquitin-activating) enzyme",20210514,-
120017,64867131,UHO2_06711,UHO2_06711,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867132,UHO2_06712,UHO2_06712,-,-,Unknown,-,putative acyl-CoA dehydrogenase short-branched chain precursor,protein-coding,-,-,-,putative acyl-CoA dehydrogenase short-branched chain precursor,20210514,-
120017,64867133,UHO2_06713,UHO2_06713,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867134,UHO2_06714,UHO2_06714,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867135,UHO2_06715,UHO2_06715,-,-,Unknown,-,putative mitochondrial p32 family protein,protein-coding,-,-,-,putative mitochondrial p32 family protein,20210514,-
120017,64867136,UHO2_06716,UHO2_06716,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867137,UHO2_06717,UHO2_06717,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867138,UHO2_06718,UHO2_06718,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867139,UHO2_06719,UHO2_06719,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867140,UHO2_06720,UHO2_06720,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867141,UHO2_06721,UHO2_06721,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867142,UHO2_06722,UHO2_06722,-,-,Unknown,-,related to TLG2 - member of the syntaxin family of t-SNAREs,protein-coding,-,-,-,related to TLG2 - member of the syntaxin family of t-SNAREs,20210514,-
120017,64867143,UHO2_06723,UHO2_06723,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867144,UHO2_06724,UHO2_06724,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867145,UHO2_06725,UHO2_06725,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867146,UHO2_06726,UHO2_06726,-,-,Unknown,-,related to CGI121 - component of the EKC/KEOPS complex,protein-coding,-,-,-,related to CGI121 - component of the EKC/KEOPS complex,20210514,-
120017,64867147,UHO2_06727,UHO2_06727,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867148,UHO2_06728,UHO2_06728,-,-,Unknown,-,putative PMI40 - mannose-6-phosphate isomerase,protein-coding,-,-,-,putative PMI40 - mannose-6-phosphate isomerase,20210514,-
120017,64867149,UHO2_06729,UHO2_06729,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867150,UHO2_06730,UHO2_06730,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867151,UHO2_06731,UHO2_06731,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867152,UHO2_06732,UHO2_06732,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867153,UHO2_06733,UHO2_06733,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867154,UHO2_06734,UHO2_06734,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867155,UHO2_06735,UHO2_06735,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867156,UHO2_06736,UHO2_06736,-,-,Unknown,-,putative HEM12 - uroporphyrinogen decarboxylase,protein-coding,-,-,-,putative HEM12 - uroporphyrinogen decarboxylase,20210514,-
120017,64867157,UHO2_06737,UHO2_06737,-,-,Unknown,-,putative glutaminase A,protein-coding,-,-,-,putative glutaminase A,20210514,-
120017,64867158,UHO2_06738,UHO2_06738,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867159,UHO2_06739,UHO2_06739,-,-,Unknown,-,putative sugar transporter,protein-coding,-,-,-,putative sugar transporter,20210514,-
120017,64867160,UHO2_06740,UHO2_06740,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867161,UHO2_06741,UHO2_06741,-,-,Unknown,-,"putative RPO31 - DNA-directed RNA polymerase III, 160 KD subunit",protein-coding,-,-,-,"putative RPO31 - DNA-directed RNA polymerase III, 160 KD subunit",20210514,-
120017,64867162,UHO2_06742,UHO2_06742,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867163,UHO2_06743,UHO2_06743,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867164,UHO2_06744,UHO2_06744,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867165,UHO2_06745,UHO2_06745,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867166,UHO2_06746,UHO2_06746,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867167,UHO2_06747,UHO2_06747,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867168,UHO2_06748,UHO2_06748,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867169,UHO2_06749,UHO2_06749,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867170,UHO2_06750,UHO2_06750,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867171,UHO2_06751,UHO2_06751,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867172,UHO2_06752,UHO2_06752,-,-,Unknown,-,putative glutamine synthetase,protein-coding,-,-,-,putative glutamine synthetase,20210514,-
120017,64867173,UHO2_06753,UHO2_06753,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867174,UHO2_06754,UHO2_06754,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867175,UHO2_06755,UHO2_06755,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867176,UHO2_06756,UHO2_06756,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867177,UHO2_06757,UHO2_06757,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867178,UHO2_06758,UHO2_06758,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867179,UHO2_06759,UHO2_06759,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867180,UHO2_06760,UHO2_06760,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867181,UHO2_06761,UHO2_06761,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867182,UHO2_06762,UHO2_06762,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867183,UHO2_06763,UHO2_06763,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867184,UHO2_06764,UHO2_06764,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867185,UHO2_06765,UHO2_06765,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867186,UHO2_06766,UHO2_06766,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867187,UHO2_06767,UHO2_06767,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867188,UHO2_06768,UHO2_06768,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867189,UHO2_06769,UHO2_06769,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867190,UHO2_06770,UHO2_06770,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867191,UHO2_06771,UHO2_06771,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867192,UHO2_06772,UHO2_06772,-,-,Unknown,-,putative alpha-methylacyl-coa racemase,protein-coding,-,-,-,putative alpha-methylacyl-coa racemase,20210514,-
120017,64867193,UHO2_06773,UHO2_06773,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867194,UHO2_06774,UHO2_06774,-,-,Unknown,-,putative UBC6 - E2 ubiquitin-conjugating enzyme,protein-coding,-,-,-,putative UBC6 - E2 ubiquitin-conjugating enzyme,20210514,-
120017,64867195,UHO2_06775,UHO2_06775,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867196,UHO2_06776,UHO2_06776,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867197,UHO2_06777,UHO2_06777,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867198,UHO2_06778,UHO2_06778,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867199,UHO2_06779,UHO2_06779,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867200,UHO2_06780,UHO2_06780,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867201,UHO2_06781,UHO2_06781,-,-,Unknown,-,related to ABC transporter family members,protein-coding,-,-,-,related to ABC transporter family members,20210514,-
120017,64867202,UHO2_06782,UHO2_06782,-,-,Unknown,-,putative actin interacting protein 1,protein-coding,-,-,-,putative actin interacting protein 1,20210514,-
120017,64867203,UHO2_06783,UHO2_06783,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867204,UHO2_06784,UHO2_06784,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867205,UHO2_06785,UHO2_06785,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867206,UHO2_06786,UHO2_06786,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867207,UHO2_06787,UHO2_06787,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867208,UHO2_06788,UHO2_06788,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867209,UHO2_06789,UHO2_06789,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867210,UHO2_06790,UHO2_06790,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867211,UHO2_06791,UHO2_06791,-,-,Unknown,-,putative NADP-dependent alcohol dehydrogenase,protein-coding,-,-,-,putative NADP-dependent alcohol dehydrogenase,20210514,-
120017,64867212,UHO2_06792,UHO2_06792,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867213,UHO2_06793,UHO2_06793,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867214,UHO2_06794,UHO2_06794,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867215,UHO2_06795,UHO2_06795,-,-,Unknown,-,Putative Cys(2)His(2) zinc finger protein,protein-coding,-,-,-,Putative Cys(2)His(2) zinc finger protein,20210514,-
120017,64867216,UHO2_06796,UHO2_06796,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867217,UHO2_06797,UHO2_06797,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867218,UHO2_06798,UHO2_06798,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867219,UHO2_06799,UHO2_06799,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867220,UHO2_06800,UHO2_06800,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867221,UHO2_06801,UHO2_06801,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867222,UHO2_06802,UHO2_06802,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867223,UHO2_06803,UHO2_06803,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867224,UHO2_06804,UHO2_06804,-,-,Unknown,-,putative Sulfate permease,protein-coding,-,-,-,putative Sulfate permease,20210514,-
120017,64867225,UHO2_06805,UHO2_06805,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867226,UHO2_06806,UHO2_06806,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867227,UHO2_06807,UHO2_06807,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867228,UHO2_06808,UHO2_06808,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867229,UHO2_06809,UHO2_06809,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867230,UHO2_06810,UHO2_06810,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867231,UHO2_06811,UHO2_06811,-,-,Unknown,-,"putative ADK2 - adenylate kinase, mitochondrial",protein-coding,-,-,-,"putative ADK2 - adenylate kinase, mitochondrial",20210514,-
120017,64867232,UHO2_06812,UHO2_06812,-,-,Unknown,-,putative 2-deoxy-D-gluconate 3-dehydrogenase,protein-coding,-,-,-,putative 2-deoxy-D-gluconate 3-dehydrogenase,20210514,-
120017,64867233,UHO2_06813,UHO2_06813,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867234,UHO2_06814,UHO2_06814,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867235,UHO2_06815,UHO2_06815,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867236,UHO2_06816,UHO2_06816,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867237,UHO2_06817,UHO2_06817,-,-,Unknown,-,putative alcohol dehydrogenase,protein-coding,-,-,-,putative alcohol dehydrogenase,20210514,-
120017,64867238,UHO2_06818,UHO2_06818,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867239,UHO2_06819,UHO2_06819,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867240,UHO2_06820,UHO2_06820,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867241,UHO2_06821,UHO2_06821,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867242,UHO2_06822,UHO2_06822,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867243,UHO2_06823,UHO2_06823,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867244,UHO2_06824,UHO2_06824,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867245,UHO2_06825,UHO2_06825,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867246,UHO2_06826,UHO2_06826,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867247,UHO2_06827,UHO2_06827,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867248,UHO2_06828,UHO2_06828,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867249,UHO2_06829,UHO2_06829,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867250,UHO2_06830,UHO2_06830,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867251,UHO2_06831,UHO2_06831,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867252,UHO2_06832,UHO2_06832,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867253,UHO2_06833,UHO2_06833,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867254,UHO2_06834,UHO2_06834,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867255,UHO2_06835,UHO2_06835,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867256,UHO2_06836,UHO2_06836,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867257,UHO2_06837,UHO2_06837,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867258,UHO2_06838,UHO2_06838,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867259,UHO2_06839,UHO2_06839,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867260,UHO2_06840,UHO2_06840,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867261,UHO2_06841,UHO2_06841,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867262,UHO2_06842,UHO2_06842,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867263,UHO2_06843,UHO2_06843,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867264,UHO2_06844,UHO2_06844,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867265,UHO2_06845,UHO2_06845,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867266,UHO2_06846,UHO2_06846,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867267,UHO2_06847,UHO2_06847,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867268,UHO2_06848,UHO2_06848,-,-,Unknown,-,putative acyl-CoA oxidase,protein-coding,-,-,-,putative acyl-CoA oxidase,20210514,-
120017,64867269,UHO2_06849,UHO2_06849,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867270,UHO2_06850,UHO2_06850,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867271,UHO2_06851,UHO2_06851,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867272,UHO2_06852,UHO2_06852,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64867273,UHO2_06853,UHO2_06853,-,-,Unknown,-,putative monosaccharide transporter,protein-coding,-,-,-,putative monosaccharide transporter,20210514,-
