#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1365176,16572651,N186_RS00010,N186_RS00010,N186_00010,-,-,-,2-oxoacid ferredoxin oxidoreductase subunit beta,protein-coding,-,-,-,2-oxoacid ferredoxin oxidoreductase subunit beta,20200829,-
1365176,16574334,N186_RS08175,N186_RS08175,N186_08450,-,-,-,DUF438 domain-containing protein,protein-coding,-,-,-,DUF438 domain-containing protein,20200829,-
1365176,16574335,N186_RS08180,N186_RS08180,N186_08455,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574337,N186_RS08185,N186_RS08185,N186_08465,-,-,-,PHP domain-containing protein,protein-coding,-,-,-,PHP domain-containing protein,20201026,-
1365176,16574338,N186_RS08190,N186_RS08190,N186_08470,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574339,N186_RS08195,N186_RS08195,N186_08475,-,-,-,alpha/beta hydrolase,protein-coding,-,-,-,alpha/beta hydrolase,20210529,-
1365176,16574340,N186_RS08200,N186_RS08200,N186_08480,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16574341,N186_RS08205,N186_RS08205,N186_08485,-,-,-,DUF523 domain-containing protein,protein-coding,-,-,-,DUF523 domain-containing protein,20201217,-
1365176,16574342,N186_RS08210,N186_RS08210,N186_08490,-,-,-,aldehyde ferredoxin oxidoreductase,protein-coding,-,-,-,aldehyde ferredoxin oxidoreductase,20201217,-
1365176,16574343,N186_RS08215,N186_RS08215,N186_08495,-,-,-,4Fe-4S dicluster domain-containing protein,protein-coding,-,-,-,4Fe-4S dicluster domain-containing protein,20201026,-
1365176,16574344,N186_RS08220,N186_RS08220,N186_08500,-,-,-,nucleotidyl transferase AbiEii/AbiGii toxin family protein,protein-coding,-,-,-,nucleotidyl transferase AbiEii/AbiGii toxin family protein,20210529,-
1365176,16574346,N186_RS08230,N186_RS08230,N186_08510,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16574347,N186_RS08235,N186_RS08235,N186_08520,-,-,-,formate dehydrogenase accessory sulfurtransferase FdhD,protein-coding,-,-,-,formate dehydrogenase accessory sulfurtransferase FdhD,20201026,-
1365176,16574349,N186_RS08245,N186_RS08245,N186_08530,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574350,N186_RS08250,N186_RS08250,N186_08535,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574351,N186_RS08255,N186_RS08255,N186_08540,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20201026,-
1365176,16574352,N186_RS08260,N186_RS08260,N186_08545,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20201026,-
1365176,16574353,N186_RS08265,N186_RS08265,N186_08550,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574354,N186_RS08270,N186_RS08270,N186_08555,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20210529,-
1365176,16574355,N186_RS08275,N186_RS08275,N186_08560,-,-,-,DUF4445 domain-containing protein,protein-coding,-,-,-,DUF4445 domain-containing protein,20200829,-
1365176,16574357,N186_RS08280,N186_RS08280,N186_08570,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200829,-
1365176,16574358,N186_RS08285,N186_RS08285,N186_08575,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210529,-
1365176,16574359,N186_RS08290,N186_RS08290,N186_08580,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20200829,-
1365176,16574360,N186_RS08295,N186_RS08295,N186_08585,-,-,-,cysteine synthase family protein,protein-coding,-,-,-,cysteine synthase family protein,20200829,-
1365176,16574362,N186_RS08300,N186_RS08300,N186_08600,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20200919,-
1365176,16574363,N186_RS08305,N186_RS08305,N186_08605,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20210529,-
1365176,16574365,N186_RS08315,N186_RS08315,N186_08615,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574367,N186_RS08325,N186_RS08325,N186_08625,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574369,N186_RS08335,N186_RS08335,N186_08635,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20210529,-
1365176,16574370,N186_RS08340,N186_RS08340,N186_08640,-,-,-,metal-dependent hydrolase,protein-coding,-,-,-,metal-dependent hydrolase,20200829,-
1365176,16574371,N186_RS08345,N186_RS08345,N186_08645,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574372,N186_RS08350,N186_RS08350,N186_08650,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20200829,-
1365176,16574373,N186_RS08355,N186_RS08355,N186_08655,-,-,-,DNA double-strand break repair nuclease NurA,protein-coding,-,-,-,DNA double-strand break repair nuclease NurA,20200829,-
1365176,16574374,upp,N186_RS08360,N186_08660,-,-,-,uracil phosphoribosyltransferase,protein-coding,-,-,-,uracil phosphoribosyltransferase,20200829,-
1365176,16574375,N186_RS08365,N186_RS08365,N186_08665,-,-,-,alpha/beta fold hydrolase,protein-coding,-,-,-,alpha/beta fold hydrolase,20200829,-
1365176,16574376,N186_RS08370,N186_RS08370,N186_08670,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20201026,-
1365176,16574377,N186_RS08375,N186_RS08375,N186_08675,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20200829,-
1365176,16574379,N186_RS08380,N186_RS08380,N186_08685,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20200829,-
1365176,16574380,N186_RS08385,N186_RS08385,N186_08690,-,-,-,type II toxin-antitoxin system CcdA family antitoxin,protein-coding,-,-,-,type II toxin-antitoxin system CcdA family antitoxin,20200829,-
1365176,16574381,N186_RS08390,N186_RS08390,N186_08695,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574382,N186_RS08395,N186_RS08395,N186_08700,-,-,-,DNA double-strand break repair nuclease NurA,protein-coding,-,-,-,DNA double-strand break repair nuclease NurA,20200829,-
1365176,16574383,N186_RS08400,N186_RS08400,N186_08705,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20200829,-
1365176,16574385,N186_RS08405,N186_RS08405,N186_08715,-,-,-,DUF3782 domain-containing protein,protein-coding,-,-,-,DUF3782 domain-containing protein,20200829,-
1365176,16574386,N186_RS08410,N186_RS08410,N186_08720,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20200829,-
1365176,16574387,N186_RS08415,N186_RS08415,N186_08725,-,-,-,DUF131 domain-containing protein,protein-coding,-,-,-,DUF131 domain-containing protein,20200829,-
1365176,16574388,N186_RS08420,N186_RS08420,N186_08730,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574389,N186_RS08425,N186_RS08425,N186_08735,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574390,N186_RS08430,N186_RS08430,N186_08740,-,-,-,cytochrome ubiquinol oxidase subunit I,protein-coding,-,-,-,cytochrome ubiquinol oxidase subunit I,20200829,-
1365176,16574391,N186_RS08435,N186_RS08435,N186_08745,-,-,-,cytochrome ubiquinol oxidase subunit I,protein-coding,-,-,-,cytochrome ubiquinol oxidase subunit I,20200829,-
1365176,16574392,N186_RS08440,N186_RS08440,N186_08750,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1365176,16574393,N186_RS08445,N186_RS08445,N186_08755,-,-,-,hydrogenase maturation protease,protein-coding,-,-,-,hydrogenase maturation protease,20210529,-
1365176,16574394,N186_RS08450,N186_RS08450,N186_08760,-,-,-,DUF3267 domain-containing protein,protein-coding,-,-,-,DUF3267 domain-containing protein,20200829,-
1365176,16574395,N186_RS08455,N186_RS08455,N186_08765,-,-,-,CPBP family intramembrane metalloprotease,protein-coding,-,-,-,CPBP family intramembrane metalloprotease,20200829,-
1365176,16574396,N186_RS08460,N186_RS08460,N186_08770,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16574397,N186_RS08465,N186_RS08465,N186_08775,-,-,-,DHH family phosphoesterase,protein-coding,-,-,-,DHH family phosphoesterase,20201026,-
1365176,16574399,N186_RS08475,N186_RS08475,N186_08785,-,-,-,MarR family transcriptional regulator,protein-coding,-,-,-,MarR family transcriptional regulator,20200829,-
1365176,16574400,N186_RS08480,N186_RS08480,N186_08790,-,-,-,UbiA family prenyltransferase,protein-coding,-,-,-,UbiA family prenyltransferase,20201026,-
1365176,16574401,N186_RS08485,N186_RS08485,N186_08795,-,-,-,glycosyltransferase family 4 protein,protein-coding,-,-,-,glycosyltransferase family 4 protein,20201026,-
1365176,16574402,N186_RS08490,N186_RS08490,N186_08800,-,-,-,TrmB family transcriptional regulator,protein-coding,-,-,-,TrmB family transcriptional regulator,20201026,-
1365176,16574403,N186_RS08495,N186_RS08495,N186_08805,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20201026,-
1365176,16574404,N186_RS08500,N186_RS08500,N186_08810,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20201026,-
1365176,16574405,N186_RS08505,N186_RS08505,N186_08815,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16574406,N186_RS08510,N186_RS08510,N186_08820,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574407,N186_RS08515,N186_RS08515,N186_08825,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574409,N186_RS08520,N186_RS08520,N186_08835,-,-,-,alcohol dehydrogenase catalytic domain-containing protein,protein-coding,-,-,-,alcohol dehydrogenase catalytic domain-containing protein,20201026,-
1365176,16574410,N186_RS08525,N186_RS08525,N186_08840,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574411,N186_RS08530,N186_RS08530,N186_08845,-,-,-,amino acid permease,protein-coding,-,-,-,amino acid permease,20210529,-
1365176,16574412,N186_RS08535,N186_RS08535,N186_08850,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574413,N186_RS08540,N186_RS08540,N186_08855,-,-,-,alpha-glucosidase/alpha-galactosidase,protein-coding,-,-,-,alpha-glucosidase/alpha-galactosidase,20201026,-
1365176,16574414,N186_RS08545,N186_RS08545,N186_08860,-,-,-,PIN domain-containing protein,protein-coding,-,-,-,PIN domain-containing protein,20200919,-
1365176,16574415,N186_RS08550,N186_RS08550,N186_08865,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20200829,-
1365176,16574416,N186_RS08555,N186_RS08555,N186_08870,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574417,N186_RS08560,N186_RS08560,N186_08875,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20200829,-
1365176,16574418,N186_RS08565,N186_RS08565,N186_08880,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574419,N186_RS08570,N186_RS08570,N186_08885,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574420,N186_RS08575,N186_RS08575,N186_08890,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574421,N186_RS08580,N186_RS08580,N186_08895,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574422,N186_RS08585,N186_RS08585,N186_08900,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16574423,N186_RS08590,N186_RS08590,N186_08905,-,-,-,trypsin-like peptidase domain-containing protein,protein-coding,-,-,-,trypsin-like peptidase domain-containing protein,20201026,-
1365176,16574424,N186_RS08595,N186_RS08595,N186_08910,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20200829,-
1365176,16574425,N186_RS08600,N186_RS08600,N186_08915,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20210529,-
1365176,16574426,N186_RS08605,N186_RS08605,N186_08920,-,-,-,SufD family Fe-S cluster assembly protein,protein-coding,-,-,-,SufD family Fe-S cluster assembly protein,20210529,-
1365176,16574427,N186_RS08610,N186_RS08610,N186_08925,-,-,-,phosphoenolpyruvate carboxykinase (GTP),protein-coding,-,-,-,phosphoenolpyruvate carboxykinase (GTP),20200919,-
1365176,16574428,N186_RS08615,N186_RS08615,N186_08930,-,-,-,family 16 glycosylhydrolase,protein-coding,-,-,-,family 16 glycosylhydrolase,20201026,-
1365176,16574429,N186_RS08620,N186_RS08620,N186_08935,-,-,-,M67 family metallopeptidase,protein-coding,-,-,-,M67 family metallopeptidase,20200829,-
1365176,16574430,N186_RS08625,N186_RS08625,N186_08940,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574431,N186_RS08630,N186_RS08630,N186_08945,-,-,-,MATE family efflux transporter,protein-coding,-,-,-,MATE family efflux transporter,20200829,-
1365176,16574432,N186_RS08635,N186_RS08635,N186_08950,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20200829,-
1365176,16574433,N186_RS08640,N186_RS08640,N186_08955,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20200919,-
1365176,16574434,N186_RS08645,N186_RS08645,N186_08960,-,-,-,DUF86 domain-containing protein,protein-coding,-,-,-,DUF86 domain-containing protein,20201026,-
1365176,16574435,N186_RS08650,N186_RS08650,N186_08965,-,-,-,metal-dependent hydrolase,protein-coding,-,-,-,metal-dependent hydrolase,20201026,-
1365176,16574436,N186_RS08655,N186_RS08655,N186_08970,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574437,N186_RS08660,N186_RS08660,N186_08975,-,-,-,peroxiredoxin,protein-coding,-,-,-,peroxiredoxin,20200829,-
1365176,16574438,N186_RS08665,N186_RS08665,N186_08980,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574439,N186_RS08670,N186_RS08670,N186_08985,-,-,-,carboxypeptidase regulatory-like domain-containing protein,protein-coding,-,-,-,carboxypeptidase regulatory-like domain-containing protein,20200829,-
1365176,16574440,N186_RS08675,N186_RS08675,N186_08990,-,-,-,ABC transporter permease subunit,protein-coding,-,-,-,ABC transporter permease subunit,20201217,-
1365176,16574441,N186_RS08680,N186_RS08680,N186_08995,-,-,-,C69 family dipeptidase,protein-coding,-,-,-,C69 family dipeptidase,20200829,-
1365176,16574442,N186_RS08685,N186_RS08685,N186_09000,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16574443,N186_RS08690,N186_RS08690,N186_09005,-,-,-,ArsR family transcriptional regulator,protein-coding,-,-,-,ArsR family transcriptional regulator,20200829,-
1365176,16574444,N186_RS08695,N186_RS08695,N186_09010,-,-,-,HEPN domain-containing protein,protein-coding,-,-,-,HEPN domain-containing protein,20200829,-
1365176,16574445,N186_RS08700,N186_RS08700,N186_09015,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20201217,-
1365176,16574446,N186_RS08705,N186_RS08705,N186_09020,-,-,-,beta-propeller domain-containing protein,protein-coding,-,-,-,beta-propeller domain-containing protein,20210529,-
1365176,16574447,N186_RS08710,N186_RS08710,N186_09025,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20200829,-
1365176,16574448,N186_RS08715,N186_RS08715,N186_09030,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574449,N186_RS08720,N186_RS08720,N186_09035,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20200829,-
1365176,16574450,N186_RS08725,N186_RS08725,N186_09040,-,-,-,amidohydrolase,protein-coding,-,-,-,amidohydrolase,20200829,-
1365176,16574451,N186_RS08730,N186_RS08730,N186_09045,-,-,-,nucleoside phosphorylase,protein-coding,-,-,-,nucleoside phosphorylase,20201026,-
1365176,16574452,N186_RS08735,N186_RS08735,N186_09050,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574453,N186_RS08740,N186_RS08740,N186_09055,-,-,-,energy-coupling factor transporter transmembrane protein EcfT,protein-coding,-,-,-,energy-coupling factor transporter transmembrane protein EcfT,20200829,-
1365176,16574454,N186_RS08745,N186_RS08745,N186_09060,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210424,-
1365176,16574455,N186_RS08750,N186_RS08750,N186_09065,-,-,-,energy-coupling factor transporter ATPase,protein-coding,-,-,-,energy-coupling factor transporter ATPase,20200829,-
1365176,16574456,N186_RS08755,N186_RS08755,N186_09070,-,-,-,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,protein-coding,-,-,-,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,20201217,-
1365176,16574457,N186_RS08760,N186_RS08760,N186_09075,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200829,-
1365176,16574458,N186_RS08765,N186_RS08765,N186_09080,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574459,N186_RS08770,N186_RS08770,N186_09085,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574460,N186_RS08775,N186_RS08775,N186_09090,-,-,-,HEPN domain-containing protein,protein-coding,-,-,-,HEPN domain-containing protein,20200829,-
1365176,16574461,N186_RS08780,N186_RS08780,N186_09095,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20200829,-
1365176,16574462,N186_RS08785,N186_RS08785,N186_09100,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20200829,-
1365176,16574463,N186_RS08790,N186_RS08790,N186_09105,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20210424,-
1365176,16574464,N186_RS08795,N186_RS08795,N186_09110,-,-,-,alpha/beta fold hydrolase,protein-coding,-,-,-,alpha/beta fold hydrolase,20210529,-
1365176,16574465,N186_RS08800,N186_RS08800,N186_09115,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574466,N186_RS08805,N186_RS08805,N186_09120,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574468,N186_RS08810,N186_RS08810,N186_09130,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20200829,-
1365176,16574469,N186_RS08815,N186_RS08815,N186_09135,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574470,N186_RS08820,N186_RS08820,N186_09140,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20200829,-
1365176,16574471,N186_RS08825,N186_RS08825,N186_09145,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574472,N186_RS08830,N186_RS08830,N186_09150,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20210529,-
1365176,16574473,N186_RS08835,N186_RS08835,N186_09155,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574474,N186_RS08840,N186_RS08840,N186_09160,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574475,N186_RS08845,N186_RS08845,N186_09165,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574477,N186_RS08855,N186_RS08855,N186_09175,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574478,N186_RS08860,N186_RS08860,N186_09180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574479,N186_RS08865,N186_RS08865,N186_09185,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574480,N186_RS08870,N186_RS08870,N186_09190,-,-,-,HEPN domain-containing protein,protein-coding,-,-,-,HEPN domain-containing protein,20200829,-
1365176,16574481,N186_RS08875,N186_RS08875,N186_09195,-,-,-,EVE domain-containing protein,protein-coding,-,-,-,EVE domain-containing protein,20200829,-
1365176,16574482,N186_RS08880,N186_RS08880,N186_09200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574483,N186_RS08885,N186_RS08885,N186_09205,-,-,-,DUF1156 domain-containing protein,protein-coding,-,-,-,DUF1156 domain-containing protein,20200829,-
1365176,16574484,N186_RS08890,N186_RS08890,N186_09210,-,-,-,DUF499 domain-containing protein,protein-coding,-,-,-,DUF499 domain-containing protein,20200829,-
1365176,16574485,N186_RS08895,N186_RS08895,N186_09215,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574486,N186_RS08900,N186_RS08900,N186_09220,-,-,-,DUF3883 domain-containing protein,protein-coding,-,-,-,DUF3883 domain-containing protein,20200829,-
1365176,16574487,N186_RS08905,N186_RS08905,N186_09225,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20200829,-
1365176,16574488,N186_RS08910,N186_RS08910,N186_09230,-,-,-,TraB/GumN family protein,protein-coding,-,-,-,TraB/GumN family protein,20201217,-
1365176,16574489,N186_RS08915,N186_RS08915,N186_09235,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574490,N186_RS08920,N186_RS08920,N186_09240,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574491,N186_RS08925,N186_RS08925,N186_09245,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20210529,-
1365176,16574492,N186_RS08930,N186_RS08930,N186_09250,-,-,-,LEA type 2 family protein,protein-coding,-,-,-,LEA type 2 family protein,20200829,-
1365176,16574493,N186_RS08935,N186_RS08935,N186_09255,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574495,N186_RS08940,N186_RS08940,N186_09265,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574496,N186_RS08945,N186_RS08945,N186_09270,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20200829,-
1365176,16574497,N186_RS08950,N186_RS08950,N186_09275,-,-,-,anion permease,protein-coding,-,-,-,anion permease,20200829,-
1365176,16574498,N186_RS08955,N186_RS08955,N186_09280,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574499,N186_RS08960,N186_RS08960,N186_09285,-,-,-,ATP-dependent Clp protease proteolytic subunit,protein-coding,-,-,-,ATP-dependent Clp protease proteolytic subunit,20200829,-
1365176,16574500,N186_RS08965,N186_RS08965,N186_09290,-,-,-,type II toxin-antitoxin system CcdA family antitoxin,protein-coding,-,-,-,type II toxin-antitoxin system CcdA family antitoxin,20200829,-
1365176,16574501,N186_RS08970,N186_RS08970,N186_09295,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20200829,-
1365176,16574502,N186_RS08975,N186_RS08975,N186_09300,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20200829,-
1365176,16574503,N186_RS08980,N186_RS08980,N186_09305,-,-,-,putative CRISPR-associated protein,protein-coding,-,-,-,putative CRISPR-associated protein,20200829,-
1365176,16574504,N186_RS08985,N186_RS08985,N186_09310,-,-,-,DUF167 domain-containing protein,protein-coding,-,-,-,DUF167 domain-containing protein,20200829,-
1365176,16574505,N186_RS08990,N186_RS08990,N186_09315,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200829,-
1365176,16574506,N186_RS08995,N186_RS08995,N186_09320,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200829,-
1365176,16574507,N186_RS09000,N186_RS09000,N186_09325,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20200829,-
1365176,16574508,N186_RS09005,N186_RS09005,N186_09330,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20200829,-
1365176,16574509,N186_RS09010,N186_RS09010,N186_09335,-,-,-,peptide transporter,protein-coding,-,-,-,peptide transporter,20200829,-
1365176,16574510,N186_RS09015,N186_RS09015,N186_09340,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574511,N186_RS09020,N186_RS09020,N186_09345,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574512,N186_RS09025,N186_RS09025,N186_09350,-,-,-,ParA family protein,protein-coding,-,-,-,ParA family protein,20200829,-
1365176,16574513,N186_RS09030,N186_RS09030,N186_09355,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20200829,-
1365176,16574514,N186_RS09035,N186_RS09035,N186_09360,-,-,-,RpiB/LacA/LacB family sugar-phosphate isomerase,protein-coding,-,-,-,RpiB/LacA/LacB family sugar-phosphate isomerase,20210529,-
1365176,16574515,N186_RS09040,N186_RS09040,N186_09365,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574517,N186_RS09050,N186_RS09050,N186_09375,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20200829,-
1365176,16574518,N186_RS09055,N186_RS09055,N186_09380,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574519,N186_RS09060,N186_RS09060,N186_09385,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574520,N186_RS09065,N186_RS09065,N186_09390,-,-,-,thymidine kinase,protein-coding,-,-,-,thymidine kinase,20200829,-
1365176,16574521,N186_RS09070,N186_RS09070,N186_09395,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574522,N186_RS09075,N186_RS09075,N186_09400,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200919,-
