#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1324617,52325162,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Burkholderia aspalathi.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20200408,-
1324617,64454339,BM438_RS41855,BM438_RS41855,SAMN05192563_105212,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454340,BM438_RS41865,BM438_RS41865,SAMN05192563_105214,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454341,BM438_RS41875,BM438_RS41875,SAMN05192563_105216,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454342,BM438_RS41880,BM438_RS41880,SAMN05192563_105218,-,-,-,TniQ family protein,protein-coding,-,-,-,TniQ family protein,20210430,-
1324617,64454343,BM438_RS41885,BM438_RS41885,SAMN05192563_105219,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20210430,-
1324617,64454344,BM438_RS41890,BM438_RS41890,SAMN05192563_105220,-,-,-,Mu transposase C-terminal domain-containing protein,protein-coding,-,-,-,Mu transposase C-terminal domain-containing protein,20210429,-
1324617,64454345,BM438_RS41895,BM438_RS41895,SAMN05192563_105221,-,-,-,TnsA endonuclease N-terminal domain-containing protein,protein-coding,-,-,-,TnsA endonuclease N-terminal domain-containing protein,20210430,-
1324617,64454346,BM438_RS41900,BM438_RS41900,SAMN05192563_105222,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454347,BM438_RS41915,BM438_RS41915,SAMN05192563_105225,-,-,-,metallophosphoesterase,protein-coding,-,-,-,metallophosphoesterase,20210430,-
1324617,64454348,BM438_RS41920,BM438_RS41920,SAMN05192563_105226,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454349,BM438_RS41925,BM438_RS41925,SAMN05192563_105227,-,-,-,excisionase family DNA-binding protein,protein-coding,-,-,-,excisionase family DNA-binding protein,20210430,-
1324617,64454350,BM438_RS41930,BM438_RS41930,SAMN05192563_105228,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454351,BM438_RS41935,BM438_RS41935,-,-,-,-,pseudo,pseudo,-,-,-,-,20210429,-
1324617,64454352,BM438_RS41940,BM438_RS41940,SAMN05192563_105230,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454353,BM438_RS41945,BM438_RS41945,SAMN05192563_105231,-,-,-,SPFH domain-containing protein,protein-coding,-,-,-,SPFH domain-containing protein,20210430,-
1324617,64454354,BM438_RS41950,BM438_RS41950,SAMN05192563_105232,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454355,BM438_RS41955,BM438_RS41955,SAMN05192563_105233,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210430,-
1324617,64454356,BM438_RS41960,BM438_RS41960,SAMN05192563_105234,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454357,BM438_RS41965,BM438_RS41965,-,-,-,-,pseudo,pseudo,-,-,-,-,20210429,-
1324617,64454358,BM438_RS41970,BM438_RS41970,-,-,-,-,pseudo,pseudo,-,-,-,-,20210429,-
1324617,64454359,BM438_RS41975,BM438_RS41975,SAMN05192563_105236,-,-,-,SET domain-containing protein-lysine N-methyltransferase,protein-coding,-,-,-,SET domain-containing protein-lysine N-methyltransferase,20210430,-
1324617,64454360,dcm,BM438_RS41980,SAMN05192563_105238,-,-,-,DNA (cytosine-5-)-methyltransferase,protein-coding,-,-,-,DNA (cytosine-5-)-methyltransferase,20210430,-
1324617,64454361,BM438_RS41985,BM438_RS41985,-,-,-,-,pseudo,pseudo,-,-,-,-,20210429,-
1324617,64454362,BM438_RS41990,BM438_RS41990,SAMN05192563_105241,-,-,-,TetR family transcriptional regulator C-terminal domain-containing protein,protein-coding,-,-,-,TetR family transcriptional regulator C-terminal domain-containing protein,20210430,-
1324617,64454363,BM438_RS41995,BM438_RS41995,SAMN05192563_105242,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20210430,-
1324617,64454364,BM438_RS42005,BM438_RS42005,SAMN05192563_105244,-,-,-,EAL domain-containing protein,protein-coding,-,-,-,EAL domain-containing protein,20210430,-
1324617,64454365,BM438_RS42010,BM438_RS42010,SAMN05192563_105245,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64454366,BM438_RS42015,BM438_RS42015,SAMN05192563_105246,-,-,-,GFA family protein,protein-coding,-,-,-,GFA family protein,20210430,-
1324617,64454367,BM438_RS42020,BM438_RS42020,SAMN05192563_105247,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454368,BM438_RS42030,BM438_RS42030,SAMN05192563_10531,-,-,-,porin,protein-coding,-,-,-,porin,20210430,-
1324617,64454369,BM438_RS42035,BM438_RS42035,SAMN05192563_10532,-,-,-,DUF4148 domain-containing protein,protein-coding,-,-,-,DUF4148 domain-containing protein,20210430,-
1324617,64454370,BM438_RS42040,BM438_RS42040,SAMN05192563_10533,-,-,-,porin,protein-coding,-,-,-,porin,20210430,-
1324617,64454371,BM438_RS42045,BM438_RS42045,SAMN05192563_10534,-,-,-,efflux transporter outer membrane subunit,protein-coding,-,-,-,efflux transporter outer membrane subunit,20210430,-
1324617,64454372,BM438_RS42050,BM438_RS42050,SAMN05192563_10535,-,-,-,efflux RND transporter periplasmic adaptor subunit,protein-coding,-,-,-,efflux RND transporter periplasmic adaptor subunit,20210430,-
1324617,64454373,BM438_RS42055,BM438_RS42055,SAMN05192563_10536,-,-,-,efflux RND transporter permease subunit,protein-coding,-,-,-,efflux RND transporter permease subunit,20210430,-
1324617,64454374,BM438_RS42060,BM438_RS42060,SAMN05192563_10537,-,-,-,response regulator transcription factor,protein-coding,-,-,-,response regulator transcription factor,20210430,-
1324617,64454375,BM438_RS42065,BM438_RS42065,SAMN05192563_10538,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64454376,BM438_RS42070,BM438_RS42070,SAMN05192563_10539,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454377,BM438_RS42075,BM438_RS42075,SAMN05192563_105310,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20210430,-
1324617,64454378,rfbC,BM438_RS42080,SAMN05192563_105311,-,-,-,"dTDP-4-dehydrorhamnose 3,5-epimerase",protein-coding,-,-,-,"dTDP-4-dehydrorhamnose 3,5-epimerase",20210430,-
1324617,64454379,BM438_RS42085,BM438_RS42085,SAMN05192563_105312,-,-,-,EamA family transporter,protein-coding,-,-,-,EamA family transporter,20210430,-
1324617,64454380,BM438_RS42090,BM438_RS42090,SAMN05192563_105313,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210429,-
1324617,64454381,BM438_RS42095,BM438_RS42095,SAMN05192563_105314,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20210430,-
1324617,64454382,BM438_RS42100,BM438_RS42100,SAMN05192563_105315,-,-,-,DUF1328 domain-containing protein,protein-coding,-,-,-,DUF1328 domain-containing protein,20210430,-
1324617,64454383,wecB,BM438_RS42105,SAMN05192563_105316,-,-,-,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),protein-coding,-,-,-,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),20210430,-
1324617,64454384,BM438_RS42110,BM438_RS42110,SAMN05192563_105317,-,-,-,cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB,protein-coding,-,-,-,cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB,20210430,-
1324617,64454385,BM438_RS42115,BM438_RS42115,SAMN05192563_105318,-,-,-,glycosyl transferase family protein,protein-coding,-,-,-,glycosyl transferase family protein,20210430,-
1324617,64454386,BM438_RS42120,BM438_RS42120,SAMN05192563_105319,-,-,-,bacteriophage N4 adsorption protein A,protein-coding,-,-,-,bacteriophage N4 adsorption protein A,20210430,-
1324617,64454387,BM438_RS42125,BM438_RS42125,SAMN05192563_105320,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210430,-
1324617,64454388,BM438_RS42130,BM438_RS42130,SAMN05192563_105321,-,-,-,amino acid transporter,protein-coding,-,-,-,amino acid transporter,20210430,-
1324617,64454389,BM438_RS42135,BM438_RS42135,SAMN05192563_105322,-,-,-,LysR family transcriptional regulator ArgP,protein-coding,-,-,-,LysR family transcriptional regulator ArgP,20210430,-
1324617,64454390,BM438_RS42140,BM438_RS42140,SAMN05192563_105323,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20210430,-
1324617,64454391,BM438_RS42145,BM438_RS42145,SAMN05192563_105324,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64454392,BM438_RS42150,BM438_RS42150,SAMN05192563_105326,-,-,-,pseudo,pseudo,-,-,-,-,20210429,-
1324617,64454393,BM438_RS42155,BM438_RS42155,SAMN05192563_105327,-,-,-,FAD-dependent oxidoreductase,protein-coding,-,-,-,FAD-dependent oxidoreductase,20210430,-
1324617,64454394,BM438_RS42160,BM438_RS42160,SAMN05192563_105328,-,-,-,cupin domain-containing protein,protein-coding,-,-,-,cupin domain-containing protein,20210430,-
1324617,64454395,BM438_RS42165,BM438_RS42165,SAMN05192563_105329,-,-,-,aldehyde dehydrogenase family protein,protein-coding,-,-,-,aldehyde dehydrogenase family protein,20210430,-
1324617,64454396,BM438_RS42170,BM438_RS42170,SAMN05192563_105330,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454397,BM438_RS42175,BM438_RS42175,SAMN05192563_105331,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210430,-
1324617,64454398,BM438_RS42180,BM438_RS42180,SAMN05192563_105332,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64454399,BM438_RS42185,BM438_RS42185,SAMN05192563_105333,-,-,-,amidohydrolase,protein-coding,-,-,-,amidohydrolase,20210430,-
1324617,64454400,BM438_RS42190,BM438_RS42190,SAMN05192563_105334,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210430,-
1324617,64454401,BM438_RS42195,BM438_RS42195,SAMN05192563_10541,-,-,-,Crp/Fnr family transcriptional regulator,protein-coding,-,-,-,Crp/Fnr family transcriptional regulator,20210430,-
1324617,64454402,BM438_RS42200,BM438_RS42200,SAMN05192563_10542,-,-,-,twin-arginine translocation pathway signal,protein-coding,-,-,-,twin-arginine translocation pathway signal,20210430,-
1324617,64454403,BM438_RS42205,BM438_RS42205,SAMN05192563_10543,-,-,-,PRC-barrel domain containing protein,protein-coding,-,-,-,PRC-barrel domain containing protein,20210430,-
1324617,64454404,BM438_RS42210,BM438_RS42210,SAMN05192563_10544,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454405,BM438_RS42215,BM438_RS42215,SAMN05192563_10545,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454406,BM438_RS42220,BM438_RS42220,SAMN05192563_10546,-,-,-,zinc-dependent alcohol dehydrogenase family protein,protein-coding,-,-,-,zinc-dependent alcohol dehydrogenase family protein,20210430,-
1324617,64454407,BM438_RS42225,BM438_RS42225,SAMN05192563_10547,-,-,-,PAS domain S-box protein,protein-coding,-,-,-,PAS domain S-box protein,20210430,-
1324617,64454408,BM438_RS42230,BM438_RS42230,SAMN05192563_10549,-,-,-,alanine--glyoxylate aminotransferase family protein,protein-coding,-,-,-,alanine--glyoxylate aminotransferase family protein,20210430,-
1324617,64454409,BM438_RS42235,BM438_RS42235,SAMN05192563_105411,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210430,-
1324617,64454410,BM438_RS42240,BM438_RS42240,SAMN05192563_105413,-,-,-,carboxylesterase family protein,protein-coding,-,-,-,carboxylesterase family protein,20210430,-
1324617,64454411,BM438_RS42245,BM438_RS42245,SAMN05192563_105414,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20210430,-
1324617,64454412,BM438_RS42250,BM438_RS42250,SAMN05192563_105415,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454413,BM438_RS42255,BM438_RS42255,SAMN05192563_105416,-,-,-,sugar ABC transporter,protein-coding,-,-,-,sugar ABC transporter,20210429,-
1324617,64454414,BM438_RS42260,BM438_RS42260,SAMN05192563_105417,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64454415,BM438_RS42265,BM438_RS42265,SAMN05192563_105418,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454416,BM438_RS42270,BM438_RS42270,SAMN05192563_105419,-,-,-,cupin domain-containing protein,protein-coding,-,-,-,cupin domain-containing protein,20210430,-
1324617,64454417,BM438_RS42280,BM438_RS42280,SAMN05192563_105420,-,-,-,DEAD/DEAH box helicase,protein-coding,-,-,-,DEAD/DEAH box helicase,20210430,-
1324617,64454418,BM438_RS42285,BM438_RS42285,SAMN05192563_105421,-,-,-,aldo/keto reductase family oxidoreductase,protein-coding,-,-,-,aldo/keto reductase family oxidoreductase,20210430,-
1324617,64454419,BM438_RS42290,BM438_RS42290,SAMN05192563_105422,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20210430,-
1324617,64454420,BM438_RS42295,BM438_RS42295,SAMN05192563_105423,-,-,-,pseudo,pseudo,-,-,-,-,20210429,-
1324617,64454421,BM438_RS42300,BM438_RS42300,SAMN05192563_105424,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454422,BM438_RS42305,BM438_RS42305,SAMN05192563_105425,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454423,BM438_RS42310,BM438_RS42310,SAMN05192563_105426,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20210430,-
1324617,64454424,BM438_RS42315,BM438_RS42315,SAMN05192563_105427,-,-,-,TniQ family protein,protein-coding,-,-,-,TniQ family protein,20210430,-
1324617,64454425,BM438_RS42320,BM438_RS42320,SAMN05192563_105428,-,-,-,TniQ family protein,protein-coding,-,-,-,TniQ family protein,20210430,-
1324617,64454426,BM438_RS42325,BM438_RS42325,SAMN05192563_105429,-,-,-,tyrosine-type recombinase/integrase,protein-coding,-,-,-,tyrosine-type recombinase/integrase,20210430,-
1324617,64454427,BM438_RS42335,BM438_RS42335,SAMN05192563_105431,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20210430,-
1324617,64454428,BM438_RS42340,BM438_RS42340,SAMN05192563_105432,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454429,BM438_RS42345,BM438_RS42345,SAMN05192563_105433,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454430,BM438_RS42350,BM438_RS42350,SAMN05192563_105434,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454431,BM438_RS42355,BM438_RS42355,SAMN05192563_105435,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454432,BM438_RS42360,BM438_RS42360,SAMN05192563_10551,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64454433,BM438_RS42365,BM438_RS42365,SAMN05192563_10552,-,-,-,acyl-CoA dehydrogenase family protein,protein-coding,-,-,-,acyl-CoA dehydrogenase family protein,20210430,-
1324617,64454434,BM438_RS42370,BM438_RS42370,SAMN05192563_10553,-,-,-,CoA transferase,protein-coding,-,-,-,CoA transferase,20210430,-
1324617,64454435,BM438_RS42375,BM438_RS42375,SAMN05192563_10554,-,-,-,MHS family MFS transporter,protein-coding,-,-,-,MHS family MFS transporter,20210430,-
1324617,64454436,BM438_RS42380,BM438_RS42380,SAMN05192563_10555,-,-,-,aspartate/glutamate racemase family protein,protein-coding,-,-,-,aspartate/glutamate racemase family protein,20210430,-
1324617,64454437,uvrA,BM438_RS42385,SAMN05192563_10556,-,-,-,excinuclease ABC subunit UvrA,protein-coding,-,-,-,excinuclease ABC subunit UvrA,20210430,-
1324617,64454438,BM438_RS42390,BM438_RS42390,SAMN05192563_10557,-,-,-,energy transducer TonB,protein-coding,-,-,-,energy transducer TonB,20210430,-
1324617,64454439,BM438_RS42395,BM438_RS42395,SAMN05192563_10558,-,-,-,MotA/TolQ/ExbB proton channel family protein,protein-coding,-,-,-,MotA/TolQ/ExbB proton channel family protein,20210430,-
1324617,64454440,BM438_RS42400,BM438_RS42400,SAMN05192563_10559,-,-,-,biopolymer transporter ExbD,protein-coding,-,-,-,biopolymer transporter ExbD,20210430,-
1324617,64454441,BM438_RS42405,BM438_RS42405,SAMN05192563_105510,-,-,-,biopolymer transporter ExbD,protein-coding,-,-,-,biopolymer transporter ExbD,20210430,-
1324617,64454442,BM438_RS42410,BM438_RS42410,SAMN05192563_105511,-,-,-,tetratricopeptide repeat protein,protein-coding,-,-,-,tetratricopeptide repeat protein,20210429,-
1324617,64454443,BM438_RS42415,BM438_RS42415,SAMN05192563_105512,-,-,-,cupin domain-containing protein,protein-coding,-,-,-,cupin domain-containing protein,20210430,-
1324617,64454444,BM438_RS42420,BM438_RS42420,SAMN05192563_105513,-,-,-,TonB-dependent receptor,protein-coding,-,-,-,TonB-dependent receptor,20210430,-
1324617,64454445,BM438_RS42425,BM438_RS42425,SAMN05192563_105514,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20210430,-
1324617,64454446,BM438_RS42430,BM438_RS42430,SAMN05192563_105515,-,-,-,ABC transporter permease subunit,protein-coding,-,-,-,ABC transporter permease subunit,20210430,-
1324617,64454447,BM438_RS42435,BM438_RS42435,SAMN05192563_105516,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210430,-
1324617,64454448,BM438_RS42440,BM438_RS42440,SAMN05192563_105517,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210430,-
1324617,64454449,BM438_RS42445,BM438_RS42445,SAMN05192563_105518,-,-,-,TldD/PmbA family protein,protein-coding,-,-,-,TldD/PmbA family protein,20210430,-
1324617,64454450,BM438_RS42450,BM438_RS42450,SAMN05192563_105519,-,-,-,Zn-dependent protease,protein-coding,-,-,-,Zn-dependent protease,20210430,-
1324617,64454451,BM438_RS42455,BM438_RS42455,SAMN05192563_105520,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20210430,-
1324617,64454452,BM438_RS42460,BM438_RS42460,SAMN05192563_105521,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20210430,-
1324617,64454453,BM438_RS42465,BM438_RS42465,SAMN05192563_105522,-,-,-,multidrug efflux RND transporter permease subunit,protein-coding,-,-,-,multidrug efflux RND transporter permease subunit,20210430,-
1324617,64454454,BM438_RS42470,BM438_RS42470,SAMN05192563_105523,-,-,-,DUF4148 domain-containing protein,protein-coding,-,-,-,DUF4148 domain-containing protein,20210429,-
1324617,64454455,BM438_RS42475,BM438_RS42475,SAMN05192563_105524,-,-,-,response regulator transcription factor,protein-coding,-,-,-,response regulator transcription factor,20210430,-
1324617,64454456,BM438_RS42480,BM438_RS42480,SAMN05192563_105525,-,-,-,HAMP domain-containing histidine kinase,protein-coding,-,-,-,HAMP domain-containing histidine kinase,20210430,-
1324617,64454457,BM438_RS42485,BM438_RS42485,SAMN05192563_105526,-,-,-,response regulator transcription factor,protein-coding,-,-,-,response regulator transcription factor,20210430,-
1324617,64454458,BM438_RS42490,BM438_RS42490,SAMN05192563_10561,-,-,-,DUF945 domain-containing protein,protein-coding,-,-,-,DUF945 domain-containing protein,20210430,-
1324617,64454459,BM438_RS42495,BM438_RS42495,SAMN05192563_10562,-,-,-,pseudo,pseudo,-,-,-,-,20210429,-
1324617,64454460,BM438_RS42500,BM438_RS42500,SAMN05192563_10563,-,-,-,protein mobD,protein-coding,-,-,-,protein mobD,20210429,-
1324617,64454461,BM438_RS42505,BM438_RS42505,SAMN05192563_10564,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210430,-
1324617,64454462,BM438_RS42510,BM438_RS42510,SAMN05192563_10565,-,-,-,EAL domain-containing protein,protein-coding,-,-,-,EAL domain-containing protein,20210430,-
1324617,64454463,BM438_RS42515,BM438_RS42515,SAMN05192563_10567,-,-,-,SET domain-containing protein-lysine N-methyltransferase,protein-coding,-,-,-,SET domain-containing protein-lysine N-methyltransferase,20210430,-
1324617,64454464,BM438_RS42520,BM438_RS42520,SAMN05192563_10568,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454465,BM438_RS42525,BM438_RS42525,SAMN05192563_10569,-,-,-,HU family DNA-binding protein,protein-coding,-,-,-,HU family DNA-binding protein,20210430,-
1324617,64454466,BM438_RS42530,BM438_RS42530,SAMN05192563_105611,-,-,-,NmrA family NAD(P)-binding protein,protein-coding,-,-,-,NmrA family NAD(P)-binding protein,20210430,-
1324617,64454467,BM438_RS42535,BM438_RS42535,SAMN05192563_105612,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20210430,-
1324617,64454468,BM438_RS42540,BM438_RS42540,SAMN05192563_105613,-,-,-,DUF4238 domain-containing protein,protein-coding,-,-,-,DUF4238 domain-containing protein,20210430,-
1324617,64454469,BM438_RS42545,BM438_RS42545,SAMN05192563_105614,-,-,-,Crp/Fnr family transcriptional regulator,protein-coding,-,-,-,Crp/Fnr family transcriptional regulator,20210430,-
1324617,64454470,BM438_RS42550,BM438_RS42550,SAMN05192563_105615,-,-,-,AMP-binding protein,protein-coding,-,-,-,AMP-binding protein,20210430,-
1324617,64454471,BM438_RS42555,BM438_RS42555,SAMN05192563_105616,-,-,-,nitroreductase,protein-coding,-,-,-,nitroreductase,20210430,-
1324617,64454472,BM438_RS42560,BM438_RS42560,SAMN05192563_105617,-,-,-,SDR family NAD(P)-dependent oxidoreductase,protein-coding,-,-,-,SDR family NAD(P)-dependent oxidoreductase,20210430,-
1324617,64454473,BM438_RS42565,BM438_RS42565,SAMN05192563_105618,-,-,-,acetyl-CoA C-acyltransferase,protein-coding,-,-,-,acetyl-CoA C-acyltransferase,20210429,-
1324617,64454474,BM438_RS42570,BM438_RS42570,SAMN05192563_105619,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64454475,ltrA,BM438_RS42580,SAMN05192563_105621,-,-,-,group II intron reverse transcriptase/maturase,protein-coding,-,-,-,group II intron reverse transcriptase/maturase,20210429,-
1324617,64454476,BM438_RS42590,BM438_RS42590,SAMN05192563_105624,-,-,-,NAD(P)-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)-dependent oxidoreductase,20210430,-
1324617,64454477,BM438_RS42595,BM438_RS42595,SAMN05192563_105625,-,-,-,LacI family DNA-binding transcriptional regulator,protein-coding,-,-,-,LacI family DNA-binding transcriptional regulator,20210430,-
1324617,64454478,BM438_RS42600,BM438_RS42600,-,-,-,-,pseudo,pseudo,-,-,-,-,20210429,-
1324617,64454479,BM438_RS42605,BM438_RS42605,SAMN05192563_105628,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454480,BM438_RS42610,BM438_RS42610,SAMN05192563_105629,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454481,BM438_RS42620,BM438_RS42620,SAMN05192563_105631,-,-,-,integrase arm-type DNA-binding domain-containing protein,protein-coding,-,-,-,integrase arm-type DNA-binding domain-containing protein,20210430,-
1324617,64454482,BM438_RS42625,BM438_RS42625,SAMN05192563_105632,-,-,-,tRNA,tRNA,-,-,-,-,20210429,-
1324617,64454483,BM438_RS42630,BM438_RS42630,SAMN05192563_105633,-,-,-,LacI family DNA-binding transcriptional regulator,protein-coding,-,-,-,LacI family DNA-binding transcriptional regulator,20210430,-
1324617,64454484,BM438_RS42635,BM438_RS42635,SAMN05192563_105634,-,-,-,extracellular solute-binding protein,protein-coding,-,-,-,extracellular solute-binding protein,20210430,-
1324617,64454485,BM438_RS42640,BM438_RS42640,SAMN05192563_105635,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210430,-
1324617,64454486,BM438_RS42645,BM438_RS42645,SAMN05192563_105636,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210430,-
1324617,64454487,BM438_RS42650,BM438_RS42650,SAMN05192563_105637,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210430,-
1324617,64454488,BM438_RS42655,BM438_RS42655,SAMN05192563_105638,-,-,-,phosphodiesterase,protein-coding,-,-,-,phosphodiesterase,20210430,-
1324617,64454489,BM438_RS42660,BM438_RS42660,SAMN05192563_105639,-,-,-,DUF2569 domain-containing protein,protein-coding,-,-,-,DUF2569 domain-containing protein,20210430,-
1324617,64454490,BM438_RS42665,BM438_RS42665,SAMN05192563_105640,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210430,-
1324617,64454491,BM438_RS42670,BM438_RS42670,SAMN05192563_10571,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454492,BM438_RS42675,BM438_RS42675,SAMN05192563_10573,-,-,-,Gfo/Idh/MocA family oxidoreductase,protein-coding,-,-,-,Gfo/Idh/MocA family oxidoreductase,20210429,-
1324617,64454493,BM438_RS42680,BM438_RS42680,SAMN05192563_10575,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64454494,BM438_RS42685,BM438_RS42685,SAMN05192563_10576,-,-,-,alkene reductase,protein-coding,-,-,-,alkene reductase,20210430,-
1324617,64454495,BM438_RS42695,BM438_RS42695,-,-,-,-,pseudo,pseudo,-,-,-,-,20210429,-
1324617,64454496,BM438_RS42700,BM438_RS42700,SAMN05192563_105713,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210429,-
1324617,64454497,BM438_RS42705,BM438_RS42705,SAMN05192563_105714,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20210430,-
1324617,64454498,BM438_RS42710,BM438_RS42710,SAMN05192563_105715,-,-,-,branched-chain amino acid ABC transporter permease,protein-coding,-,-,-,branched-chain amino acid ABC transporter permease,20210430,-
1324617,64454499,BM438_RS42715,BM438_RS42715,SAMN05192563_105716,-,-,-,branched-chain amino acid ABC transporter permease,protein-coding,-,-,-,branched-chain amino acid ABC transporter permease,20210430,-
