#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1485682,25257867,DI09_100p10,DI09_100p10,-,-,Unknown,-,tectonin beta-propeller repeat-containing protein 1,protein-coding,-,-,-,tectonin beta-propeller repeat-containing protein 1,20200318,-
1485682,25260822,DI09_79p110,DI09_79p110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260823,DI09_79p120,DI09_79p120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260824,DI09_79p130,DI09_79p130,-,-,Unknown,-,DnaJ-like subfamily protein,protein-coding,-,-,-,DnaJ-like subfamily protein,20200318,-
1485682,25260825,DI09_79p140,DI09_79p140,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260826,DI09_79p150,DI09_79p150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260827,DI09_79p160,DI09_79p160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260828,DI09_79p170,DI09_79p170,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260829,DI09_79p20,DI09_79p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260830,DI09_79p30,DI09_79p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260831,DI09_79p40,DI09_79p40,-,-,Unknown,-,subunit Tim10B of mitochondrial import inner membrane translocase,protein-coding,-,-,-,subunit Tim10B of mitochondrial import inner membrane translocase,20200318,-
1485682,25260832,DI09_79p50,DI09_79p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260833,DI09_79p60,DI09_79p60,-,-,Unknown,-,octanoyltransferase,protein-coding,-,-,-,octanoyltransferase,20200318,-
1485682,25260834,DI09_79p70,DI09_79p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260835,DI09_79p80,DI09_79p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260836,DI09_79p90,DI09_79p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260837,DI09_7p10,DI09_7p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260838,DI09_7p100,DI09_7p100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260839,DI09_7p110,DI09_7p110,-,-,Unknown,-,phosphopantothenoylcysteine decarboxylase,protein-coding,-,-,-,phosphopantothenoylcysteine decarboxylase,20200318,-
1485682,25260840,DI09_7p120,DI09_7p120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260841,DI09_7p130,DI09_7p130,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260842,DI09_7p140,DI09_7p140,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260843,DI09_7p150,DI09_7p150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260844,DI09_7p160,DI09_7p160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260845,DI09_7p170,DI09_7p170,-,-,Unknown,-,"WD domain, G-beta repeat domain-containing protein",protein-coding,-,-,-,"WD domain, G-beta repeat domain-containing protein",20200318,-
1485682,25260846,DI09_7p180,DI09_7p180,-,-,Unknown,-,subunit 2 of transcription initiation factor IIA,protein-coding,-,-,-,subunit 2 of transcription initiation factor IIA,20200318,-
1485682,25260847,DI09_7p190,DI09_7p190,-,-,Unknown,-,elongation factor Tu,protein-coding,-,-,-,elongation factor Tu,20200318,-
1485682,25260848,DI09_7p20,DI09_7p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260849,DI09_7p200,DI09_7p200,-,-,Unknown,-,deoxyribonuclease TATDN1-like protein,protein-coding,-,-,-,deoxyribonuclease TATDN1-like protein,20200318,-
1485682,25260850,DI09_7p210,DI09_7p210,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260851,DI09_7p220,DI09_7p220,-,-,Unknown,-,synaptosomal-associated protein,protein-coding,-,-,-,synaptosomal-associated protein,20200318,-
1485682,25260852,DI09_7p230,DI09_7p230,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260853,DI09_7p240,DI09_7p240,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260854,DI09_7p250,DI09_7p250,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260855,DI09_7p260,DI09_7p260,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260856,DI09_7p270,DI09_7p270,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260857,DI09_7p280,DI09_7p280,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260858,DI09_7p290,DI09_7p290,-,-,Unknown,-,putative pleiotropic regulator,protein-coding,-,-,-,putative pleiotropic regulator,20200318,-
1485682,25260859,DI09_7p30,DI09_7p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260860,DI09_7p300,DI09_7p300,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260861,DI09_7p310,DI09_7p310,-,-,Unknown,-,thioredoxin peroxidase,protein-coding,-,-,-,thioredoxin peroxidase,20200318,-
1485682,25260862,DI09_7p320,DI09_7p320,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260863,DI09_7p330,DI09_7p330,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260864,DI09_7p340,DI09_7p340,-,-,Unknown,-,peptidyl-prolyl cis-trans isomerase Cyp6,protein-coding,-,-,-,peptidyl-prolyl cis-trans isomerase Cyp6,20200318,-
1485682,25260865,DI09_7p350,DI09_7p350,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260866,DI09_7p360,DI09_7p360,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260867,DI09_7p370,DI09_7p370,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260868,DI09_7p380,DI09_7p380,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260869,DI09_7p390,DI09_7p390,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260870,DI09_7p40,DI09_7p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260871,DI09_7p400,DI09_7p400,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260872,DI09_7p410,DI09_7p410,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260873,DI09_7p420,DI09_7p420,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260874,DI09_7p430,DI09_7p430,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260875,DI09_7p440,DI09_7p440,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260876,DI09_7p450,DI09_7p450,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260877,DI09_7p460,DI09_7p460,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260878,DI09_7p470,DI09_7p470,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260879,DI09_7p480,DI09_7p480,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260880,DI09_7p490,DI09_7p490,-,-,Unknown,-,subunit RpaBC4 of DNA-directed RNA polymerase I/II/III,protein-coding,-,-,-,subunit RpaBC4 of DNA-directed RNA polymerase I/II/III,20200318,-
1485682,25260881,DI09_7p50,DI09_7p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260882,DI09_7p500,DI09_7p500,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260883,DI09_7p510,DI09_7p510,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260884,DI09_7p520,DI09_7p520,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260885,DI09_7p530,DI09_7p530,-,-,Unknown,-,ribosomal protein L34,protein-coding,-,-,-,ribosomal protein L34,20200318,-
1485682,25260886,DI09_7p540,DI09_7p540,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260887,DI09_7p550,DI09_7p550,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260888,DI09_7p560,DI09_7p560,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260889,DI09_7p60,DI09_7p60,-,-,Unknown,-,subunit VIb of cytochrome c oxidase,protein-coding,-,-,-,subunit VIb of cytochrome c oxidase,20200318,-
1485682,25260890,DI09_7p70,DI09_7p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260891,DI09_7p80,DI09_7p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260892,DI09_7p90,DI09_7p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260893,DI09_80p10,DI09_80p10,-,-,Unknown,-,glucose-6-phosphate isomerase,protein-coding,-,-,-,glucose-6-phosphate isomerase,20200318,-
1485682,25260894,DI09_80p100,DI09_80p100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260895,DI09_80p110,DI09_80p110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260896,DI09_80p120,DI09_80p120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260897,DI09_80p130,DI09_80p130,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260898,DI09_80p140,DI09_80p140,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260899,DI09_80p150,DI09_80p150,-,-,Unknown,-,ubiquitin carboxyl-terminal hydrolase,protein-coding,-,-,-,ubiquitin carboxyl-terminal hydrolase,20200318,-
1485682,25260900,DI09_80p20,DI09_80p20,-,-,Unknown,-,regulatory subunit B of protein phosphatase PP2A,protein-coding,-,-,-,regulatory subunit B of protein phosphatase PP2A,20200318,-
1485682,25260901,DI09_80p30,DI09_80p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260902,DI09_80p40,DI09_80p40,-,-,Unknown,-,Nop53 60S ribosomal biogenesis protein,protein-coding,-,-,-,Nop53 60S ribosomal biogenesis protein,20200318,-
1485682,25260903,DI09_80p50,DI09_80p50,-,-,Unknown,-,proliferating cell nuclear antigen,protein-coding,-,-,-,proliferating cell nuclear antigen,20200318,-
1485682,25260904,DI09_80p60,DI09_80p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260905,DI09_80p70,DI09_80p70,-,-,Unknown,-,subunit gamma-1 of AP-1 complex,protein-coding,-,-,-,subunit gamma-1 of AP-1 complex,20200318,-
1485682,25260906,DI09_80p80,DI09_80p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260907,DI09_80p90,DI09_80p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260908,DI09_81p10,DI09_81p10,-,-,Unknown,-,putative HEAT repeat protein,protein-coding,-,-,-,putative HEAT repeat protein,20200318,-
1485682,25260909,DI09_81p20,DI09_81p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260910,DI09_81p30,DI09_81p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260911,DI09_81p40,DI09_81p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260912,DI09_81p50,DI09_81p50,-,-,Unknown,-,putative pre-mRNA splicing factor,protein-coding,-,-,-,putative pre-mRNA splicing factor,20200318,-
1485682,25260913,DI09_81p60,DI09_81p60,-,-,Unknown,-,tryptophan-tRNA ligase,protein-coding,-,-,-,tryptophan-tRNA ligase,20200318,-
1485682,25260914,DI09_81p70,DI09_81p70,-,-,Unknown,-,MADS-box transcription factor,protein-coding,-,-,-,MADS-box transcription factor,20200318,-
1485682,25260915,DI09_81p80,DI09_81p80,-,-,Unknown,-,DNA mismatch repair protein,protein-coding,-,-,-,DNA mismatch repair protein,20200318,-
1485682,25260916,DI09_81p90,DI09_81p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260917,DI09_82p10,DI09_82p10,-,-,Unknown,-,glucose-6-phosphate isomerase,protein-coding,-,-,-,glucose-6-phosphate isomerase,20200318,-
1485682,25260918,DI09_82p100,DI09_82p100,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25260919,DI09_82p110,DI09_82p110,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25260920,DI09_82p120,DI09_82p120,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25260921,DI09_82p130,DI09_82p130,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25260922,DI09_82p140,DI09_82p140,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25260923,DI09_82p150,DI09_82p150,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25260924,DI09_82p160,DI09_82p160,-,-,Unknown,-,ubiquitin carboxyl-terminal hydrolase,protein-coding,-,-,-,ubiquitin carboxyl-terminal hydrolase,20200318,-
1485682,25260925,DI09_82p20,DI09_82p20,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25260926,DI09_82p30,DI09_82p30,-,-,Unknown,-,regulatory subunit B of protein phosphatase PP2A,protein-coding,-,-,-,regulatory subunit B of protein phosphatase PP2A,20200318,-
1485682,25260927,DI09_82p40,DI09_82p40,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25260928,DI09_82p50,DI09_82p50,-,-,Unknown,-,Nop53 60S ribosomal biogenesis protein,protein-coding,-,-,-,Nop53 60S ribosomal biogenesis protein,20200318,-
1485682,25260929,DI09_82p60,DI09_82p60,-,-,Unknown,-,proliferating cell nuclear antigen,protein-coding,-,-,-,proliferating cell nuclear antigen,20200318,-
1485682,25260930,DI09_82p70,DI09_82p70,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25260931,DI09_82p80,DI09_82p80,-,-,Unknown,-,subunit gamma-1 of AP-1 complex,protein-coding,-,-,-,subunit gamma-1 of AP-1 complex,20200318,-
1485682,25260932,DI09_82p90,DI09_82p90,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25260933,DI09_83p10,DI09_83p10,-,-,Unknown,-,translation initiation factor IF-2Mt,protein-coding,-,-,-,translation initiation factor IF-2Mt,20200318,-
1485682,25260934,DI09_83p100,DI09_83p100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260935,DI09_83p110,DI09_83p110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260936,DI09_83p120,DI09_83p120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260937,DI09_83p130,DI09_83p130,-,-,Unknown,-,non-ATPase regulatory subunit 14 of 26S proteasome,protein-coding,-,-,-,non-ATPase regulatory subunit 14 of 26S proteasome,20200318,-
1485682,25260938,DI09_83p140,DI09_83p140,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260939,DI09_83p20,DI09_83p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260940,DI09_83p30,DI09_83p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260941,DI09_83p40,DI09_83p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260942,DI09_83p50,DI09_83p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260943,DI09_83p60,DI09_83p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260944,DI09_83p70,DI09_83p70,-,-,Unknown,-,alkaline phosphatase,protein-coding,-,-,-,alkaline phosphatase,20200318,-
1485682,25260945,DI09_83p80,DI09_83p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260946,DI09_83p90,DI09_83p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260947,DI09_84p10,DI09_84p10,-,-,Unknown,-,bloom syndrome protein,protein-coding,-,-,-,bloom syndrome protein,20200318,-
1485682,25260948,DI09_84p20,DI09_84p20,-,-,Unknown,-,minor histocompatibility antigen H13,protein-coding,-,-,-,minor histocompatibility antigen H13,20200318,-
1485682,25260949,DI09_84p30,DI09_84p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260950,DI09_84p40,DI09_84p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260951,DI09_84p50,DI09_84p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260952,DI09_84p60,DI09_84p60,-,-,Unknown,-,midasin,protein-coding,-,-,-,midasin,20200318,-
1485682,25260953,DI09_85p10,DI09_85p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260954,DI09_85p100,DI09_85p100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260955,DI09_85p110,DI09_85p110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260956,DI09_85p120,DI09_85p120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260957,DI09_85p20,DI09_85p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260958,DI09_85p30,DI09_85p30,-,-,Unknown,-,ubiquitin-related modifier Urm1,protein-coding,-,-,-,ubiquitin-related modifier Urm1,20200318,-
1485682,25260959,DI09_85p40,DI09_85p40,-,-,Unknown,-,putative mitochondrial hydroxyacylglutathione hydrolase,protein-coding,-,-,-,putative mitochondrial hydroxyacylglutathione hydrolase,20200318,-
1485682,25260960,DI09_85p50,DI09_85p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260961,DI09_85p60,DI09_85p60,-,-,Unknown,-,putative DEAD-box family helicase,protein-coding,-,-,-,putative DEAD-box family helicase,20200318,-
1485682,25260962,DI09_85p70,DI09_85p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260963,DI09_85p80,DI09_85p80,-,-,Unknown,-,putative DNA mismatch repair protein Pms2,protein-coding,-,-,-,putative DNA mismatch repair protein Pms2,20200318,-
1485682,25260964,DI09_85p90,DI09_85p90,-,-,Unknown,-,phosphatidylinositol 3-kinase,protein-coding,-,-,-,phosphatidylinositol 3-kinase,20200318,-
1485682,25260965,DI09_86p10,DI09_86p10,-,-,Unknown,-,queuine tRNA-ribosyltransferase,protein-coding,-,-,-,queuine tRNA-ribosyltransferase,20200318,-
1485682,25260966,DI09_86p100,DI09_86p100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260967,DI09_86p110,DI09_86p110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260968,DI09_86p120,DI09_86p120,-,-,Unknown,-,hydroxymethylglutaryl-CoA synthase,protein-coding,-,-,-,hydroxymethylglutaryl-CoA synthase,20200318,-
1485682,25260969,DI09_86p130,DI09_86p130,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260970,DI09_86p20,DI09_86p20,-,-,Unknown,-,arginyl-tRNA-protein transferase 1,protein-coding,-,-,-,arginyl-tRNA-protein transferase 1,20200318,-
1485682,25260971,DI09_86p30,DI09_86p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260972,DI09_86p40,DI09_86p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260973,DI09_86p50,DI09_86p50,-,-,Unknown,-,helicase,protein-coding,-,-,-,helicase,20200318,-
1485682,25260974,DI09_86p60,DI09_86p60,-,-,Unknown,-,Snf7-like protein,protein-coding,-,-,-,Snf7-like protein,20200318,-
1485682,25260975,DI09_86p70,DI09_86p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260976,DI09_86p80,DI09_86p80,-,-,Unknown,-,phosphatidylinositol transfer protein,protein-coding,-,-,-,phosphatidylinositol transfer protein,20200318,-
1485682,25260977,DI09_86p90,DI09_86p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260978,DI09_87p10,DI09_87p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260979,DI09_87p20,DI09_87p20,-,-,Unknown,-,calcium-translocating P-type ATPase,protein-coding,-,-,-,calcium-translocating P-type ATPase,20200318,-
1485682,25260980,DI09_87p30,DI09_87p30,-,-,Unknown,-,inositolphosphorylceramide-B C-26 hydroxylase,protein-coding,-,-,-,inositolphosphorylceramide-B C-26 hydroxylase,20200318,-
1485682,25260981,DI09_87p40,DI09_87p40,-,-,Unknown,-,thymidylate synthase,protein-coding,-,-,-,thymidylate synthase,20200318,-
1485682,25260982,DI09_87p50,DI09_87p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260983,DI09_87p60,DI09_87p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260984,DI09_87p70,DI09_87p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260985,DI09_87p80,DI09_87p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260986,DI09_87p90,DI09_87p90,-,-,Unknown,-,DNA topoisomerase 2,protein-coding,-,-,-,DNA topoisomerase 2,20200318,-
1485682,25260987,DI09_88p10,DI09_88p10,-,-,Unknown,-,GATA-4/5/6 transcription factor,protein-coding,-,-,-,GATA-4/5/6 transcription factor,20200318,-
1485682,25260988,DI09_88p20,DI09_88p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260989,DI09_88p30,DI09_88p30,-,-,Unknown,-,cytosolic Fe-S cluster assembly factor NubP2,protein-coding,-,-,-,cytosolic Fe-S cluster assembly factor NubP2,20200318,-
1485682,25260990,DI09_88p40,DI09_88p40,-,-,Unknown,-,membrin,protein-coding,-,-,-,membrin,20200318,-
1485682,25260991,DI09_88p50,DI09_88p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260992,DI09_88p60,DI09_88p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260993,DI09_88p70,DI09_88p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260994,DI09_88p80,DI09_88p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260995,DI09_88p90,DI09_88p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260996,DI09_89p10,DI09_89p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260997,DI09_89p100,DI09_89p100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25260998,DI09_89p110,DI09_89p110,-,-,Unknown,-,haspin protein kinase,protein-coding,-,-,-,haspin protein kinase,20200318,-
1485682,25260999,DI09_89p120,DI09_89p120,-,-,Unknown,-,thymidine kinase,protein-coding,-,-,-,thymidine kinase,20200318,-
1485682,25261000,DI09_89p20,DI09_89p20,-,-,Unknown,-,cytochrome C1 heme lyase,protein-coding,-,-,-,cytochrome C1 heme lyase,20200318,-
1485682,25261001,DI09_89p30,DI09_89p30,-,-,Unknown,-,isoleucyl-tRNA synthetase,protein-coding,-,-,-,isoleucyl-tRNA synthetase,20200318,-
1485682,25261002,DI09_89p40,DI09_89p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261003,DI09_89p50,DI09_89p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261004,DI09_89p60,DI09_89p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261005,DI09_89p70,DI09_89p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261006,DI09_89p80,DI09_89p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261007,DI09_89p90,DI09_89p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
