#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5661,13385311,LDBPK_291900,LDBPK_291900,-,-,29,-,"diphthamide synthesis protein, putative",protein-coding,-,-,-,"diphthamide synthesis protein, putative",20210424,-
5661,13392824,LDBPK_342560,LDBPK_342560,-,-,34,-,"gpi transamidase component, putative",protein-coding,-,-,-,"gpi transamidase component, putative",20200918,-
5661,13392825,LDBPK_342570,LDBPK_342570,-,-,34,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13392826,LDBPK_342580,LDBPK_342580,-,-,34,-,methyltransferase-like protein,protein-coding,-,-,-,methyltransferase-like protein,20200918,-
5661,13392827,LDBPK_342590,LDBPK_342590,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392828,LDBPK_342600,LDBPK_342600,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392829,LDBPK_342610,LDBPK_342610,-,-,34,-,serine/threonine protein phosphatase-like protein,protein-coding,-,-,-,serine/threonine protein phosphatase-like protein,20200918,-
5661,13392830,LDBPK_342620,LDBPK_342620,-,-,34,-,"40S ribosomal protein S19 protein, putative",protein-coding,-,-,-,"40S ribosomal protein S19 protein, putative",20200918,-
5661,13392831,LDBPK_342630,LDBPK_342630,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392832,LDBPK_342640,LDBPK_342640,-,-,34,-,"tuzin, putative",protein-coding,-,-,-,"tuzin, putative",20200918,-
5661,13392833,LDBPK_342650,LDBPK_342650,-,-,34,-,"amastin-like surface protein, putative",protein-coding,-,-,-,"amastin-like surface protein, putative",20200918,-
5661,13392834,LDBPK_342660,LDBPK_342660,-,-,34,-,"amastin-like surface protein, putative",protein-coding,-,-,-,"amastin-like surface protein, putative",20200918,-
5661,13392835,LDBPK_342670,LDBPK_342670,-,-,34,-,"zinc carboxypeptidase, putative",protein-coding,-,-,-,"zinc carboxypeptidase, putative",20200918,-
5661,13392836,LDBPK_342680,LDBPK_342680,-,-,34,-,regulatory subunit of protein kinase a-like protein,protein-coding,-,-,-,regulatory subunit of protein kinase a-like protein,20200918,-
5661,13392837,LDBPK_342690,LDBPK_342690,-,-,34,-,ubiquitin related modifier (urm1)-like protein,protein-coding,-,-,-,ubiquitin related modifier (urm1)-like protein,20200918,-
5661,13392838,LDBPK_342700,LDBPK_342700,-,-,34,-,"selenocysteine-specific elongation factor, putative",protein-coding,-,-,-,"selenocysteine-specific elongation factor, putative",20200918,-
5661,13392839,LDBPK_342710,LDBPK_342710,-,-,34,-,serine acetyltransferase,protein-coding,-,-,-,serine acetyltransferase,20200918,-
5661,13392840,LDBPK_342720,LDBPK_342720,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392841,LDBPK_342730,LDBPK_342730,-,-,34,-,"ribosomal protein L3, putative",protein-coding,-,-,-,"ribosomal protein L3, putative",20200918,-
5661,13392842,LDBPK_342740,LDBPK_342740,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5661,13392843,LDBPK_342750,LDBPK_342750,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392844,LDBPK_342760,LDBPK_342760,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392845,LDBPK_342770,LDBPK_342770,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392846,LDBPK_342780,LDBPK_342780,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392847,LDBPK_342790,LDBPK_342790,-,-,34,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13392848,LDBPK_342800,LDBPK_342800,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392849,LDBPK_342810,LDBPK_342810,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392850,LDBPK_342820,LDBPK_342820,-,-,34,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13392851,LDBPK_342830,LDBPK_342830,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392852,LDBPK_342840,LDBPK_342840,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392853,LDBPK_342850,LDBPK_342850,-,-,34,-,"protein kinase, putative",protein-coding,-,-,-,"protein kinase, putative",20200918,-
5661,13392854,LDBPK_342860,LDBPK_342860,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210406,-
5661,13392855,LDBPK_342870,LDBPK_342870,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392856,LDBPK_342880,LDBPK_342880,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
5661,13392857,LDBPK_342890,LDBPK_342890,-,-,34,-,mitochondrial carrier protein-like protein,protein-coding,-,-,-,mitochondrial carrier protein-like protein,20200918,-
5661,13392858,LDBPK_342900,LDBPK_342900,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392859,LDBPK_342910,LDBPK_342910,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392860,LDBPK_342920,LDBPK_342920,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392861,LDBPK_342930,LDBPK_342930,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392862,LDBPK_342940,LDBPK_342940,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392863,LDBPK_342950,LDBPK_342950,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392864,LDBPK_342960,LDBPK_342960,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392865,LDBPK_342970,LDBPK_342970,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5661,13392866,LDBPK_342980,LDBPK_342980,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392867,LDBPK_342990,LDBPK_342990,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392868,LDBPK_343000,LDBPK_343000,-,-,34,-,"aminophospholipid translocase, putative",protein-coding,-,-,-,"aminophospholipid translocase, putative",20200918,-
5661,13392869,LDBPK_343010,LDBPK_343010,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392870,LDBPK_343020,LDBPK_343020,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392871,LDBPK_343030,LDBPK_343030,-,-,34,-,"putative pyruvate/indole-pyruvate carboxylase, putative",protein-coding,-,-,-,"putative pyruvate/indole-pyruvate carboxylase, putative",20200918,-
5661,13392872,LDBPK_343040,LDBPK_343040,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392873,LDBPK_343050,LDBPK_343050,-,-,34,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392874,LDBPK_141280,LDBPK_141280,-,-,14,-,"phosphatidylserine synthase, putative",protein-coding,-,-,-,"phosphatidylserine synthase, putative",20210406,-
5661,13392875,LDBPK_141290,LDBPK_141290,-,-,14,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392876,LDBPK_141300,LDBPK_141300,-,-,14,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392877,LDBPK_141310,LDBPK_141310,-,-,14,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13392878,LDBPK_141320,LDBPK_141320,-,-,14,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392879,LDBPK_141340,LDBPK_141340,-,-,14,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13392880,LDBPK_141460,LDBPK_141460,-,-,14,-,"tyrosyl-tRNA synthetase, putative",protein-coding,-,-,-,"tyrosyl-tRNA synthetase, putative",20200918,-
5661,13392881,LDBPK_141470,LDBPK_141470,-,-,14,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13392882,LDBPK_141480,LDBPK_141480,-,-,14,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5661,13392883,LDBPK_141490,LDBPK_141490,-,-,14,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392884,LDBPK_141500,LDBPK_141500,-,-,14,-,"phosphoglycan beta 1,3 galactosyltransferase, putative",protein-coding,-,-,-,"phosphoglycan beta 1,3 galactosyltransferase, putative",20200918,-
5661,13392885,LDBPK_141520,LDBPK_141520,-,-,14,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392886,LDBPK_141530,LDBPK_141530,-,-,14,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392887,LDBPK_141540,LDBPK_141540,-,-,14,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392888,LDBPK_141550,LDBPK_141550,-,-,14,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392889,LDBPK_141560,LDBPK_141560,-,-,14,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
5661,13392890,LDBPK_141570,LDBPK_141570,-,-,14,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392891,LDBPK_141580,LDBPK_141580,-,-,14,-,"glutathione-S-transferase/glutaredoxin,putative",protein-coding,-,-,-,"glutathione-S-transferase/glutaredoxin,putative",20210424,-
5661,13392892,LDBPK_140970,LDBPK_140970,-,-,14,-,"glutathione synthetase, putative",protein-coding,-,-,-,"glutathione synthetase, putative",20200918,-
5661,13392893,LDBPK_140010,LDBPK_140010,-,-,14,-,"exosome complex exonuclease, putative",protein-coding,-,-,-,"exosome complex exonuclease, putative",20210424,-
5661,13392894,LDBPK_150060,LDBPK_150060,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210406,-
5661,13392895,LDBPK_150070,LDBPK_150070,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392896,LDBPK_150080,LDBPK_150080,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392897,LDBPK_150090,LDBPK_150090,-,-,15,-,"heat shock protein HslVU, ATPase subunit HslU, putative",protein-coding,-,-,-,"heat shock protein HslVU, ATPase subunit HslU, putative",20200926,-
5661,13392898,LDBPK_150100,LDBPK_150100,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392899,LDBPK_150110,LDBPK_150110,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392900,LDBPK_150120,LDBPK_150120,-,-,15,-,"mitochondrial carrier protein, putative",protein-coding,-,-,-,"mitochondrial carrier protein, putative",20210424,-
5661,13392901,LDBPK_150140,LDBPK_150140,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5661,13392902,LDBPK_150150,LDBPK_150150,-,-,15,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13392903,LDBPK_150160,LDBPK_150160,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392904,LDBPK_150170,LDBPK_150170,-,-,15,-,"protein phosphatase 2C, putative",protein-coding,-,-,-,"protein phosphatase 2C, putative",20200918,-
5661,13392905,LDBPK_150180,LDBPK_150180,-,-,15,-,"serine/threonine-protein kinase, putative",protein-coding,-,-,-,"serine/threonine-protein kinase, putative",20200918,-
5661,13392906,LDBPK_150200,LDBPK_150200,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392907,LDBPK_150220,LDBPK_150220,-,-,15,-,"60S ribosomal protein L13a, putative",protein-coding,-,-,-,"60S ribosomal protein L13a, putative",20200918,-
5661,13392908,LDBPK_150230,LDBPK_150230,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392909,LDBPK_150300,LDBPK_150300,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392910,LDBPK_150310,LDBPK_150310,-,-,15,-,"replication Factor A 28 kDa subunit, putative",protein-coding,-,-,-,"replication Factor A 28 kDa subunit, putative",20200926,-
5661,13392911,LDBPK_150320,LDBPK_150320,-,-,15,-,"ribonucleoprotein p18, mitochondrial precursor, putative",protein-coding,-,-,-,"ribonucleoprotein p18, mitochondrial precursor, putative",20200918,-
5661,13392912,LDBPK_150330,LDBPK_150330,-,-,15,-,"ribonucleoprotein p18, mitochondrial precursor, putative",protein-coding,-,-,-,"ribonucleoprotein p18, mitochondrial precursor, putative",20200918,-
5661,13392913,LDBPK_150340,LDBPK_150340,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392914,LDBPK_150350,LDBPK_150350,-,-,15,-,"ecotin, putative",protein-coding,-,-,-,"ecotin, putative",20210406,-
5661,13392915,LDBPK_150360,LDBPK_150360,-,-,15,-,"ecotin, putative",protein-coding,-,-,-,"ecotin, putative",20200918,-
5661,13392916,LDBPK_150390,LDBPK_150390,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392917,LDBPK_150400,LDBPK_150400,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392918,LDBPK_150410,LDBPK_150410,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392919,LDBPK_150420,LDBPK_150420,-,-,15,-,"60S acidic ribosomal protein, putative",protein-coding,-,-,-,"60S acidic ribosomal protein, putative",20200918,-
5661,13392920,LDBPK_150430,LDBPK_150430,-,-,15,-,"60S acidic ribosomal protein, putative",protein-coding,-,-,-,"60S acidic ribosomal protein, putative",20210424,-
5661,13392921,LDBPK_150440,LDBPK_150440,-,-,15,-,cytoplasmic l-asparaginase i-like protein,protein-coding,-,-,-,cytoplasmic l-asparaginase i-like protein,20200918,-
5661,13392922,LDBPK_150470,LDBPK_150470,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392923,LDBPK_150480,LDBPK_150480,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392924,LDBPK_15snoRNA7,LDBPK_15snoRNA7,-,-,15,-,ncRNA,ncRNA,-,-,-,-,20200918,-
5661,13392925,LDBPK_150500,LDBPK_150500,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392926,LDBPK_150510,LDBPK_150510,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392927,LDBPK_150520,LDBPK_150520,-,-,15,-,katanin-like protein,protein-coding,-,-,-,katanin-like protein,20200918,-
5661,13392928,LDBPK_150550,LDBPK_150550,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392929,LDBPK_150560,LDBPK_150560,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392930,LDBPK_150570,LDBPK_150570,-,-,15,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13392931,LDBPK_150580,LDBPK_150580,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392932,LDBPK_150590,LDBPK_150590,-,-,15,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13392933,LDBPK_150600,LDBPK_150600,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392934,LDBPK_150610,LDBPK_150610,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392935,LDBPK_150630,LDBPK_150630,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392936,LDBPK_150640,LDBPK_150640,-,-,15,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13392937,LDBPK_150650,LDBPK_150650,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392938,LDBPK_150720,LDBPK_150720,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392939,LDBPK_150740,LDBPK_150740,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392940,LDBPK_150750,LDBPK_150750,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392941,LDBPK_150760,LDBPK_150760,-,-,15,-,"flavoprotein monooxygenase, putative",protein-coding,-,-,-,"flavoprotein monooxygenase, putative",20210424,-
5661,13392942,LDBPK_150770,LDBPK_150770,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210406,-
5661,13392943,LDBPK_150780,LDBPK_150780,-,-,15,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13392944,LDBPK_150790,LDBPK_150790,-,-,15,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13392945,LDBPK_150810,LDBPK_150810,-,-,15,-,"protein kinase, putative",protein-coding,-,-,-,"protein kinase, putative",20200918,-
5661,13392946,LDBPK_150820,LDBPK_150820,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392947,LDBPK_150830,LDBPK_150830,-,-,15,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13392948,LDBPK_150840,LDBPK_150840,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392949,LDBPK_150850,LDBPK_150850,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5661,13392950,LDBPK_150860,LDBPK_150860,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5661,13392951,LDBPK_150870,LDBPK_150870,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392952,LDBPK_150880,LDBPK_150880,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392953,LDBPK_150890,LDBPK_150890,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392954,LDBPK_150900,LDBPK_150900,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392955,LDBPK_150910,LDBPK_150910,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392956,LDBPK_150920,LDBPK_150920,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392957,LDBPK_150930,LDBPK_150930,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392958,LDBPK_150940,LDBPK_150940,-,-,15,-,"myo-inositol-1 phosphatase, putative",protein-coding,-,-,-,"myo-inositol-1 phosphatase, putative",20200918,-
5661,13392959,LDBPK_150950,LDBPK_150950,-,-,15,-,"ATP-binding cassette protein subfamily G, member 4, putative",protein-coding,-,-,-,"ATP-binding cassette protein subfamily G, member 4, putative",20200918,-
5661,13392960,LDBPK_150960,LDBPK_150960,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392961,LDBPK_150970,LDBPK_150970,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392962,LDBPK_150980,LDBPK_150980,-,-,15,-,"protein phosphatase 2A regulatory subunit, putative",protein-coding,-,-,-,"protein phosphatase 2A regulatory subunit, putative",20200918,-
5661,13392963,LDBPK_150990,LDBPK_150990,-,-,15,-,calmodulin-like protein,protein-coding,-,-,-,calmodulin-like protein,20200918,-
5661,13392964,LDBPK_151000,LDBPK_151000,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392965,LDBPK_151150,LDBPK_151150,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5661,13392966,LDBPK_151230,LDBPK_151230,-,-,15,-,"nucleoside transporter 1, putative",protein-coding,-,-,-,"nucleoside transporter 1, putative",20200918,-
5661,13392967,LDBPK_151360,LDBPK_151360,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392968,LDBPK_151370,LDBPK_151370,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5661,13392969,LDBPK_151380,LDBPK_151380,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392970,LDBPK_151390,LDBPK_151390,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392971,LDBPK_151470,LDBPK_151470,-,-,15,-,"mismatch repair protein MSH3, putative",protein-coding,-,-,-,"mismatch repair protein MSH3, putative",20200918,-
5661,13392972,LDBPK_151490,LDBPK_151490,-,-,15,-,"glutaminyl-tRNA synthetase, putative",protein-coding,-,-,-,"glutaminyl-tRNA synthetase, putative",20200918,-
5661,13392973,LDBPK_151510,LDBPK_151510,-,-,15,-,phosphomevalonate kinase-like protein,protein-coding,-,-,-,phosphomevalonate kinase-like protein,20200918,-
5661,13392974,LDBPK_151520,LDBPK_151520,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392975,LDBPK_151530,LDBPK_151530,-,-,15,-,"ribosomal protein S6, putative",protein-coding,-,-,-,"ribosomal protein S6, putative",20210424,-
5661,13392976,LDBPK_151540,LDBPK_151540,LDBPK_151550,-,15,-,"cAMP specific phosphodiesterase, putative",protein-coding,-,-,-,"cAMP specific phosphodiesterase, putative",20200918,-
5661,13392977,LDBPK_151560,LDBPK_151560,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392978,LDBPK_151570,LDBPK_151570,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392979,LDBPK_151590,LDBPK_151590,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392980,LDBPK_151600,LDBPK_151600,-,-,15,-,"presenilin-like aspartic peptidase, putative",protein-coding,-,-,-,"presenilin-like aspartic peptidase, putative",20200918,-
5661,13392981,LDBPK_151640,LDBPK_151640,-,-,15,-,"condensin subunit 1, putative",protein-coding,-,-,-,"condensin subunit 1, putative",20200918,-
5661,13392982,LDBPK_151650,LDBPK_151650,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392983,LDBPK_150010,LDBPK_150010,-,-,15,-,histone H4,protein-coding,-,-,-,histone H4,20200918,-
5661,13392984,LDBPK_150490,LDBPK_150490,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392985,LDBPK_150020,LDBPK_150020,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392986,LDBPK_150030,LDBPK_150030,-,-,15,-,ATP diphosphohydrolase,protein-coding,-,-,-,ATP diphosphohydrolase,20200918,-
5661,13392987,LDBPK_150040,LDBPK_150040,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392988,LDBPK_150050,LDBPK_150050,-,-,15,-,"cytochrome-b5 reductase, putative",protein-coding,-,-,-,"cytochrome-b5 reductase, putative",20200918,-
5661,13392989,LDBPK_150130,LDBPK_150130,-,-,15,-,"ATP-dependent RNA helicase, putative",protein-coding,-,-,-,"ATP-dependent RNA helicase, putative",20200918,-
5661,13392990,LDBPK_150190,LDBPK_150190,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392991,LDBPK_150210,LDBPK_150210,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392992,LDBPK_150240,LDBPK_150240,-,-,15,-,"protein phosphatase 1 catalitic subunit, putative",protein-coding,-,-,-,"protein phosphatase 1 catalitic subunit, putative",20210424,-
5661,13392993,LDBPK_150250,LDBPK_150250,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392994,LDBPK_150260,LDBPK_150260,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210406,-
5661,13392995,LDBPK_150270,LDBPK_150270,-,-,15,-,"lysyl-tRNA synthetase, putative",protein-coding,-,-,-,"lysyl-tRNA synthetase, putative",20200926,-
5661,13392996,LDBPK_150280,LDBPK_150280,-,-,15,-,"nonspecific lipid-transfer protein, putative",protein-coding,-,-,-,"nonspecific lipid-transfer protein, putative",20200918,-
5661,13392997,LDBPK_150290,LDBPK_150290,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13392998,LDBPK_150370,LDBPK_150370,-,-,15,-,"ecotin, putative",protein-coding,-,-,-,"ecotin, putative",20200918,-
5661,13392999,LDBPK_150380,LDBPK_150380,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13393000,LDBPK_150450,LDBPK_150450,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13393001,LDBPK_150460,LDBPK_150460,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13393002,LDBPK_150530,LDBPK_150530,-,-,15,-,"ecotin, putative",protein-coding,-,-,-,"ecotin, putative",20200918,-
5661,13393003,LDBPK_150540,LDBPK_150540,-,-,15,-,"ecotin, putative",protein-coding,-,-,-,"ecotin, putative",20200918,-
5661,13393004,LDBPK_150620,LDBPK_150620,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13393005,LDBPK_150660,LDBPK_150660,-,-,15,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13393006,LDBPK_150670,LDBPK_150670,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13393007,LDBPK_150680,LDBPK_150680,-,-,15,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13393008,LDBPK_150690,LDBPK_150690,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13393009,LDBPK_150700,LDBPK_150700,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13393010,LDBPK_150710,LDBPK_150710,-,-,15,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
