#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
48586,64673043,DFJ58DRAFT_100404,DFJ58DRAFT_100404,-,-,Unknown,-,ankyrin repeat-containing domain protein,protein-coding,-,-,-,ankyrin repeat-containing domain protein,20210605,-
48586,64688634,DFJ58DRAFT_866523,DFJ58DRAFT_866523,-,-,Unknown,-,glycoside hydrolase family 20 protein,protein-coding,-,-,-,glycoside hydrolase family 20 protein,20210605,-
48586,64688635,DFJ58DRAFT_866604,DFJ58DRAFT_866604,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688636,DFJ58DRAFT_866640,DFJ58DRAFT_866640,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688637,DFJ58DRAFT_866646,DFJ58DRAFT_866646,-,-,Unknown,-,isoprenoid synthase domain-containing protein,protein-coding,-,-,-,isoprenoid synthase domain-containing protein,20210605,-
48586,64688638,DFJ58DRAFT_866679,DFJ58DRAFT_866679,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688639,DFJ58DRAFT_866746,DFJ58DRAFT_866746,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688640,DFJ58DRAFT_866852,DFJ58DRAFT_866852,-,-,Unknown,-,C2 domain-containing protein,protein-coding,-,-,-,C2 domain-containing protein,20210605,-
48586,64688641,DFJ58DRAFT_866870,DFJ58DRAFT_866870,-,-,Unknown,-,mitochondrial carrier domain-containing protein,protein-coding,-,-,-,mitochondrial carrier domain-containing protein,20210605,-
48586,64688642,DFJ58DRAFT_866881,DFJ58DRAFT_866881,-,-,Unknown,-,Met-10+ like-protein-domain-containing protein,protein-coding,-,-,-,Met-10+ like-protein-domain-containing protein,20210605,-
48586,64688643,DFJ58DRAFT_866883,DFJ58DRAFT_866883,-,-,Unknown,-,"lethal giant larvae like, C-terminal-domain-containing protein",protein-coding,-,-,-,"lethal giant larvae like, C-terminal-domain-containing protein",20210605,-
48586,64688644,DFJ58DRAFT_866952,DFJ58DRAFT_866952,-,-,Unknown,-,PhoX domain-containing protein,protein-coding,-,-,-,PhoX domain-containing protein,20210605,-
48586,64688645,DFJ58DRAFT_866990,DFJ58DRAFT_866990,-,-,Unknown,-,glycoside hydrolase family 5 protein,protein-coding,-,-,-,glycoside hydrolase family 5 protein,20210605,-
48586,64688646,DFJ58DRAFT_86700,DFJ58DRAFT_86700,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688647,DFJ58DRAFT_867034,DFJ58DRAFT_867034,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688648,DFJ58DRAFT_86707,DFJ58DRAFT_86707,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688649,DFJ58DRAFT_867114,DFJ58DRAFT_867114,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688650,DFJ58DRAFT_86714,DFJ58DRAFT_86714,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688651,DFJ58DRAFT_867178,DFJ58DRAFT_867178,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688652,DFJ58DRAFT_867239,DFJ58DRAFT_867239,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688653,DFJ58DRAFT_867291,DFJ58DRAFT_867291,-,-,Unknown,-,putative aminoadipate reductase,protein-coding,-,-,-,putative aminoadipate reductase,20210605,-
48586,64688654,DFJ58DRAFT_867307,DFJ58DRAFT_867307,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688655,DFJ58DRAFT_867346,DFJ58DRAFT_867346,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688656,DFJ58DRAFT_867350,DFJ58DRAFT_867350,-,-,Unknown,-,RecF/RecN/SMC N terminal domain-containing protein,protein-coding,-,-,-,RecF/RecN/SMC N terminal domain-containing protein,20210605,-
48586,64688657,DFJ58DRAFT_867358,DFJ58DRAFT_867358,-,-,Unknown,-,CHAT domain-containing protein,protein-coding,-,-,-,CHAT domain-containing protein,20210605,-
48586,64688658,DFJ58DRAFT_867362,DFJ58DRAFT_867362,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688659,DFJ58DRAFT_867364,DFJ58DRAFT_867364,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688660,DFJ58DRAFT_867367,DFJ58DRAFT_867367,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688661,DFJ58DRAFT_867368,DFJ58DRAFT_867368,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688662,DFJ58DRAFT_867410,DFJ58DRAFT_867410,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688663,DFJ58DRAFT_867515,DFJ58DRAFT_867515,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688664,DFJ58DRAFT_867612,DFJ58DRAFT_867612,-,-,Unknown,-,atromentin synthetase,protein-coding,-,-,-,atromentin synthetase,20210605,-
48586,64688665,DFJ58DRAFT_867651,DFJ58DRAFT_867651,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688666,DFJ58DRAFT_867655,DFJ58DRAFT_867655,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688667,DFJ58DRAFT_867669,DFJ58DRAFT_867669,-,-,Unknown,-,Dbl homology domain-containing protein,protein-coding,-,-,-,Dbl homology domain-containing protein,20210605,-
48586,64688668,DFJ58DRAFT_867670,DFJ58DRAFT_867670,-,-,Unknown,-,HDEL sequence binding protein,protein-coding,-,-,-,HDEL sequence binding protein,20210605,-
48586,64688669,DFJ58DRAFT_867794,DFJ58DRAFT_867794,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688670,DFJ58DRAFT_867892,DFJ58DRAFT_867892,-,-,Unknown,-,WD40-repeat-containing domain protein,protein-coding,-,-,-,WD40-repeat-containing domain protein,20210605,-
48586,64688671,DFJ58DRAFT_868053,DFJ58DRAFT_868053,-,-,Unknown,-,IlvN-domain-containing protein,protein-coding,-,-,-,IlvN-domain-containing protein,20210605,-
48586,64688672,DFJ58DRAFT_868107,DFJ58DRAFT_868107,-,-,Unknown,-,WD40-repeat-containing domain protein,protein-coding,-,-,-,WD40-repeat-containing domain protein,20210605,-
48586,64688673,DFJ58DRAFT_868118,DFJ58DRAFT_868118,-,-,Unknown,-,Rad51-domain-containing protein,protein-coding,-,-,-,Rad51-domain-containing protein,20210605,-
48586,64688674,DFJ58DRAFT_868122,DFJ58DRAFT_868122,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688675,DFJ58DRAFT_868239,DFJ58DRAFT_868239,-,-,Unknown,-,26S proteasome regulatory complex non-ATPase subcomplex Rpn2 Psmd1 subunit,protein-coding,-,-,-,26S proteasome regulatory complex non-ATPase subcomplex Rpn2 Psmd1 subunit,20210605,-
48586,64688676,DFJ58DRAFT_868251,DFJ58DRAFT_868251,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688677,DFJ58DRAFT_868257,DFJ58DRAFT_868257,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
48586,64688678,DFJ58DRAFT_868258,DFJ58DRAFT_868258,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688679,DFJ58DRAFT_868295,DFJ58DRAFT_868295,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688680,DFJ58DRAFT_868309,DFJ58DRAFT_868309,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688681,DFJ58DRAFT_868311,DFJ58DRAFT_868311,-,-,Unknown,-,acyl transferase domain-containing protein,protein-coding,-,-,-,acyl transferase domain-containing protein,20210605,-
48586,64688682,DFJ58DRAFT_868366,DFJ58DRAFT_868366,-,-,Unknown,-,ubiquitin-related domain-containing protein,protein-coding,-,-,-,ubiquitin-related domain-containing protein,20210605,-
48586,64688683,DFJ58DRAFT_868371,DFJ58DRAFT_868371,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210605,-
48586,64688684,DFJ58DRAFT_868460,DFJ58DRAFT_868460,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688685,DFJ58DRAFT_868470,DFJ58DRAFT_868470,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688686,DFJ58DRAFT_868473,DFJ58DRAFT_868473,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688687,DFJ58DRAFT_868483,DFJ58DRAFT_868483,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688688,DFJ58DRAFT_868489,DFJ58DRAFT_868489,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688689,DFJ58DRAFT_868538,DFJ58DRAFT_868538,-,-,Unknown,-,coatomer WD associated region-domain-containing protein,protein-coding,-,-,-,coatomer WD associated region-domain-containing protein,20210605,-
48586,64688690,DFJ58DRAFT_868567,DFJ58DRAFT_868567,-,-,Unknown,-,WD40-repeat-containing domain protein,protein-coding,-,-,-,WD40-repeat-containing domain protein,20210605,-
48586,64688691,DFJ58DRAFT_868599,DFJ58DRAFT_868599,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688692,DFJ58DRAFT_868601,DFJ58DRAFT_868601,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688693,DFJ58DRAFT_868686,DFJ58DRAFT_868686,-,-,Unknown,-,diacylglycerol acyltransferase-domain-containing protein,protein-coding,-,-,-,diacylglycerol acyltransferase-domain-containing protein,20210605,-
48586,64688694,DFJ58DRAFT_868690,DFJ58DRAFT_868690,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688695,DFJ58DRAFT_868692,DFJ58DRAFT_868692,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688696,DFJ58DRAFT_868814,DFJ58DRAFT_868814,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210605,-
48586,64688697,DFJ58DRAFT_868860,DFJ58DRAFT_868860,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688698,DFJ58DRAFT_868934,DFJ58DRAFT_868934,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688699,DFJ58DRAFT_869026,DFJ58DRAFT_869026,-,-,Unknown,-,concanavalin A-like lectin/glucanase domain-containing protein,protein-coding,-,-,-,concanavalin A-like lectin/glucanase domain-containing protein,20210605,-
48586,64688700,DFJ58DRAFT_869030,DFJ58DRAFT_869030,-,-,Unknown,-,WD40-repeat-containing domain protein,protein-coding,-,-,-,WD40-repeat-containing domain protein,20210605,-
48586,64688701,DFJ58DRAFT_869048,DFJ58DRAFT_869048,-,-,Unknown,-,ribonucleotide reductase small subunit,protein-coding,-,-,-,ribonucleotide reductase small subunit,20210605,-
48586,64688702,DFJ58DRAFT_869061,DFJ58DRAFT_869061,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688703,DFJ58DRAFT_869063,DFJ58DRAFT_869063,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688704,DFJ58DRAFT_869092,DFJ58DRAFT_869092,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688705,DFJ58DRAFT_869095,DFJ58DRAFT_869095,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688706,DFJ58DRAFT_869142,DFJ58DRAFT_869142,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688707,DFJ58DRAFT_869178,DFJ58DRAFT_869178,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688708,DFJ58DRAFT_869203,DFJ58DRAFT_869203,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688709,DFJ58DRAFT_869208,DFJ58DRAFT_869208,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688710,DFJ58DRAFT_869210,DFJ58DRAFT_869210,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688711,DFJ58DRAFT_869225,DFJ58DRAFT_869225,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688712,DFJ58DRAFT_869265,DFJ58DRAFT_869265,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688713,DFJ58DRAFT_869295,DFJ58DRAFT_869295,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210605,-
48586,64688714,DFJ58DRAFT_869377,DFJ58DRAFT_869377,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210605,-
48586,64688715,DFJ58DRAFT_869388,DFJ58DRAFT_869388,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688716,DFJ58DRAFT_869396,DFJ58DRAFT_869396,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688717,DFJ58DRAFT_869412,DFJ58DRAFT_869412,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688718,DFJ58DRAFT_869462,DFJ58DRAFT_869462,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688719,DFJ58DRAFT_869463,DFJ58DRAFT_869463,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688720,DFJ58DRAFT_869466,DFJ58DRAFT_869466,-,-,Unknown,-,peptidase S8/S53 domain-containing protein,protein-coding,-,-,-,peptidase S8/S53 domain-containing protein,20210605,-
48586,64688721,DFJ58DRAFT_869506,DFJ58DRAFT_869506,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688722,DFJ58DRAFT_869527,DFJ58DRAFT_869527,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688723,DFJ58DRAFT_869528,DFJ58DRAFT_869528,-,-,Unknown,-,atromentin synthetase,protein-coding,-,-,-,atromentin synthetase,20210605,-
48586,64688724,DFJ58DRAFT_869638,DFJ58DRAFT_869638,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688725,DFJ58DRAFT_869640,DFJ58DRAFT_869640,-,-,Unknown,-,polyubiquitin-C-like protein,protein-coding,-,-,-,polyubiquitin-C-like protein,20210605,-
48586,64688726,DFJ58DRAFT_869677,DFJ58DRAFT_869677,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688727,DFJ58DRAFT_869689,DFJ58DRAFT_869689,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688728,DFJ58DRAFT_869767,DFJ58DRAFT_869767,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688729,DFJ58DRAFT_869771,DFJ58DRAFT_869771,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688730,DFJ58DRAFT_869783,DFJ58DRAFT_869783,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688731,DFJ58DRAFT_869786,DFJ58DRAFT_869786,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210605,-
48586,64688732,DFJ58DRAFT_869844,DFJ58DRAFT_869844,-,-,Unknown,-,CHAT domain-containing protein,protein-coding,-,-,-,CHAT domain-containing protein,20210605,-
48586,64688733,DFJ58DRAFT_870041,DFJ58DRAFT_870041,-,-,Unknown,-,adaptin N terminal region-domain-containing protein,protein-coding,-,-,-,adaptin N terminal region-domain-containing protein,20210605,-
48586,64688734,DFJ58DRAFT_870117,DFJ58DRAFT_870117,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688735,DFJ58DRAFT_870118,DFJ58DRAFT_870118,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688736,DFJ58DRAFT_870121,DFJ58DRAFT_870121,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688737,DFJ58DRAFT_870204,DFJ58DRAFT_870204,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688738,DFJ58DRAFT_870225,DFJ58DRAFT_870225,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688739,DFJ58DRAFT_870232,DFJ58DRAFT_870232,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688740,DFJ58DRAFT_870240,DFJ58DRAFT_870240,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688741,DFJ58DRAFT_870250,DFJ58DRAFT_870250,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688742,DFJ58DRAFT_870573,DFJ58DRAFT_870573,-,-,Unknown,-,heat shock protein 70,protein-coding,-,-,-,heat shock protein 70,20210605,-
48586,64688743,DFJ58DRAFT_870585,DFJ58DRAFT_870585,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688744,DFJ58DRAFT_870618,DFJ58DRAFT_870618,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688745,DFJ58DRAFT_870622,DFJ58DRAFT_870622,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688746,DFJ58DRAFT_870633,DFJ58DRAFT_870633,-,-,Unknown,-,RNA ligase-domain-containing protein,protein-coding,-,-,-,RNA ligase-domain-containing protein,20210605,-
48586,64688747,DFJ58DRAFT_870672,DFJ58DRAFT_870672,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688748,DFJ58DRAFT_870680,DFJ58DRAFT_870680,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688749,DFJ58DRAFT_870734,DFJ58DRAFT_870734,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688750,DFJ58DRAFT_870737,DFJ58DRAFT_870737,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688751,DFJ58DRAFT_870750,DFJ58DRAFT_870750,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688752,DFJ58DRAFT_870842,DFJ58DRAFT_870842,-,-,Unknown,-,GPI transamidase component PIG-T,protein-coding,-,-,-,GPI transamidase component PIG-T,20210605,-
48586,64688753,DFJ58DRAFT_871127,DFJ58DRAFT_871127,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688754,DFJ58DRAFT_871211,DFJ58DRAFT_871211,-,-,Unknown,-,putative halogenase,protein-coding,-,-,-,putative halogenase,20210605,-
48586,64688755,DFJ58DRAFT_871263,DFJ58DRAFT_871263,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688756,DFJ58DRAFT_871286,DFJ58DRAFT_871286,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688757,DFJ58DRAFT_871288,DFJ58DRAFT_871288,-,-,Unknown,-,MFS polyamine transporter,protein-coding,-,-,-,MFS polyamine transporter,20210605,-
48586,64688758,DFJ58DRAFT_871303,DFJ58DRAFT_871303,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210605,-
48586,64688759,DFJ58DRAFT_871392,DFJ58DRAFT_871392,-,-,Unknown,-,chaperonin Cpn60/TCP-1 family,protein-coding,-,-,-,chaperonin Cpn60/TCP-1 family,20210605,-
48586,64688760,DFJ58DRAFT_871397,DFJ58DRAFT_871397,-,-,Unknown,-,6-phosphogluconate dehydrogenase,protein-coding,-,-,-,6-phosphogluconate dehydrogenase,20210605,-
48586,64688761,DFJ58DRAFT_871457,DFJ58DRAFT_871457,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688762,DFJ58DRAFT_871488,DFJ58DRAFT_871488,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688763,DFJ58DRAFT_871536,DFJ58DRAFT_871536,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688764,DFJ58DRAFT_871537,DFJ58DRAFT_871537,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688765,DFJ58DRAFT_871548,DFJ58DRAFT_871548,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688766,DFJ58DRAFT_871550,DFJ58DRAFT_871550,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688767,DFJ58DRAFT_871558,DFJ58DRAFT_871558,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688768,DFJ58DRAFT_871666,DFJ58DRAFT_871666,-,-,Unknown,-,GMC oxidoreductase-domain-containing protein,protein-coding,-,-,-,GMC oxidoreductase-domain-containing protein,20210605,-
48586,64688769,DFJ58DRAFT_871672,DFJ58DRAFT_871672,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210605,-
48586,64688770,DFJ58DRAFT_871684,DFJ58DRAFT_871684,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688771,DFJ58DRAFT_871686,DFJ58DRAFT_871686,-,-,Unknown,-,WD40-repeat-containing domain protein,protein-coding,-,-,-,WD40-repeat-containing domain protein,20210605,-
48586,64688772,DFJ58DRAFT_871691,DFJ58DRAFT_871691,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688773,DFJ58DRAFT_871699,DFJ58DRAFT_871699,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688774,DFJ58DRAFT_871719,DFJ58DRAFT_871719,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688775,DFJ58DRAFT_871731,DFJ58DRAFT_871731,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688776,DFJ58DRAFT_871786,DFJ58DRAFT_871786,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688777,DFJ58DRAFT_871788,DFJ58DRAFT_871788,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688778,DFJ58DRAFT_871798,DFJ58DRAFT_871798,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688779,DFJ58DRAFT_871958,DFJ58DRAFT_871958,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688780,DFJ58DRAFT_871977,DFJ58DRAFT_871977,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688781,DFJ58DRAFT_87198,DFJ58DRAFT_87198,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688782,DFJ58DRAFT_871987,DFJ58DRAFT_871987,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210605,-
48586,64688783,DFJ58DRAFT_872035,DFJ58DRAFT_872035,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688784,DFJ58DRAFT_872039,DFJ58DRAFT_872039,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688785,DFJ58DRAFT_872049,DFJ58DRAFT_872049,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688786,DFJ58DRAFT_872051,DFJ58DRAFT_872051,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688787,DFJ58DRAFT_872054,DFJ58DRAFT_872054,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688788,DFJ58DRAFT_87209,DFJ58DRAFT_87209,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64688789,DFJ58DRAFT_872122,DFJ58DRAFT_872122,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688790,DFJ58DRAFT_872123,DFJ58DRAFT_872123,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688791,DFJ58DRAFT_872184,DFJ58DRAFT_872184,-,-,Unknown,-,vacuole effluxer Atg22 like-domain-containing protein,protein-coding,-,-,-,vacuole effluxer Atg22 like-domain-containing protein,20210605,-
48586,64688792,DFJ58DRAFT_872185,DFJ58DRAFT_872185,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64688793,DFJ58DRAFT_872191,DFJ58DRAFT_872191,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
