#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1448311,37205778,BO88DRAFT_100227,BO88DRAFT_100227,-,-,Unknown,-,prenyltransferase,protein-coding,-,-,-,prenyltransferase,20200919,-
1448311,37216865,BO88DRAFT_484214,BO88DRAFT_484214,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216866,BO88DRAFT_484220,BO88DRAFT_484220,-,-,Unknown,-,cell division cycle protein 48,protein-coding,-,-,-,cell division cycle protein 48,20210424,-
1448311,37216867,BO88DRAFT_484230,BO88DRAFT_484230,-,-,Unknown,-,alfa-L-rhamnosidase,protein-coding,-,-,-,alfa-L-rhamnosidase,20200919,-
1448311,37216868,BO88DRAFT_484302,BO88DRAFT_484302,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216869,BO88DRAFT_484308,BO88DRAFT_484308,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20200919,-
1448311,37216870,BO88DRAFT_484411,BO88DRAFT_484411,-,-,Unknown,-,phytanoyl-CoA dioxygenase,protein-coding,-,-,-,phytanoyl-CoA dioxygenase,20200919,-
1448311,37216871,BO88DRAFT_484460,BO88DRAFT_484460,-,-,Unknown,-,C6 transcription factor,protein-coding,-,-,-,C6 transcription factor,20200919,-
1448311,37216872,BO88DRAFT_484470,BO88DRAFT_484470,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216873,BO88DRAFT_484478,BO88DRAFT_484478,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216874,BO88DRAFT_484505,BO88DRAFT_484505,-,-,Unknown,-,"GINS complex, Psf3 component",protein-coding,-,-,-,"GINS complex, Psf3 component",20210424,-
1448311,37216875,BO88DRAFT_484510,BO88DRAFT_484510,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216876,BO88DRAFT_484535,BO88DRAFT_484535,-,-,Unknown,-,phenylalanine ammonia-lyase,protein-coding,-,-,-,phenylalanine ammonia-lyase,20200919,-
1448311,37216877,BO88DRAFT_484540,BO88DRAFT_484540,-,-,Unknown,-,flavin-binding monooxygenase-like protein,protein-coding,-,-,-,flavin-binding monooxygenase-like protein,20200919,-
1448311,37216878,BO88DRAFT_484544,BO88DRAFT_484544,-,-,Unknown,-,oxidoreductase,protein-coding,-,-,-,oxidoreductase,20200919,-
1448311,37216879,BO88DRAFT_484551,BO88DRAFT_484551,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216880,BO88DRAFT_484568,BO88DRAFT_484568,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216881,BO88DRAFT_484569,BO88DRAFT_484569,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216882,BO88DRAFT_484577,BO88DRAFT_484577,-,-,Unknown,-,telomere length regulator protein,protein-coding,-,-,-,telomere length regulator protein,20200919,-
1448311,37216883,BO88DRAFT_484585,BO88DRAFT_484585,-,-,Unknown,-,"phospho-2-dehydro-3-deoxyheptonate aldolase, class II",protein-coding,-,-,-,"phospho-2-dehydro-3-deoxyheptonate aldolase, class II",20200919,-
1448311,37216884,BO88DRAFT_484613,BO88DRAFT_484613,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216885,BO88DRAFT_484618,BO88DRAFT_484618,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216886,BO88DRAFT_484620,BO88DRAFT_484620,-,-,Unknown,-,RNA polymerase II mediator complex component Med8,protein-coding,-,-,-,RNA polymerase II mediator complex component Med8,20210424,-
1448311,37216887,BO88DRAFT_484638,BO88DRAFT_484638,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216888,BO88DRAFT_484644,BO88DRAFT_484644,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216889,BO88DRAFT_484658,BO88DRAFT_484658,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216890,BO88DRAFT_484678,BO88DRAFT_484678,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216891,BO88DRAFT_484706,BO88DRAFT_484706,-,-,Unknown,-,INO80 chromatin remodeling complex,protein-coding,-,-,-,INO80 chromatin remodeling complex,20200919,-
1448311,37216892,BO88DRAFT_484774,BO88DRAFT_484774,-,-,Unknown,-,DnaJ domain protein,protein-coding,-,-,-,DnaJ domain protein,20200919,-
1448311,37216893,BO88DRAFT_484789,BO88DRAFT_484789,-,-,Unknown,-,ABC1-domain-containing protein,protein-coding,-,-,-,ABC1-domain-containing protein,20200919,-
1448311,37216894,BO88DRAFT_484792,BO88DRAFT_484792,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216895,BO88DRAFT_484794,BO88DRAFT_484794,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216896,BO88DRAFT_484802,BO88DRAFT_484802,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216897,BO88DRAFT_484818,BO88DRAFT_484818,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216898,BO88DRAFT_48482,BO88DRAFT_48482,-,-,Unknown,-,SAE2-domain-containing protein,protein-coding,-,-,-,SAE2-domain-containing protein,20200919,-
1448311,37216899,BO88DRAFT_484823,BO88DRAFT_484823,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216900,BO88DRAFT_484848,BO88DRAFT_484848,-,-,Unknown,-,ankyrin repeat protein nuc-2,protein-coding,-,-,-,ankyrin repeat protein nuc-2,20200919,-
1448311,37216901,BO88DRAFT_484882,BO88DRAFT_484882,-,-,Unknown,-,heat shock protein,protein-coding,-,-,-,heat shock protein,20200919,-
1448311,37216902,BO88DRAFT_484939,BO88DRAFT_484939,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216903,BO88DRAFT_484948,BO88DRAFT_484948,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216904,BO88DRAFT_484950,BO88DRAFT_484950,-,-,Unknown,-,esterase,protein-coding,-,-,-,esterase,20200919,-
1448311,37216905,BO88DRAFT_484967,BO88DRAFT_484967,-,-,Unknown,-,ATP synthase F0,protein-coding,-,-,-,ATP synthase F0,20200919,-
1448311,37216906,BO88DRAFT_484976,BO88DRAFT_484976,-,-,Unknown,-,vacuolar protein sorting protein,protein-coding,-,-,-,vacuolar protein sorting protein,20200919,-
1448311,37216907,BO88DRAFT_485012,BO88DRAFT_485012,-,-,Unknown,-,phthalate transporter,protein-coding,-,-,-,phthalate transporter,20200919,-
1448311,37216908,BO88DRAFT_485016,BO88DRAFT_485016,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20200919,-
1448311,37216909,BO88DRAFT_485019,BO88DRAFT_485019,-,-,Unknown,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20200919,-
1448311,37216910,BO88DRAFT_485040,BO88DRAFT_485040,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216911,BO88DRAFT_485048,BO88DRAFT_485048,-,-,Unknown,-,4-carboxymuconolactone decarboxylase family protein,protein-coding,-,-,-,4-carboxymuconolactone decarboxylase family protein,20200919,-
1448311,37216912,BO88DRAFT_485065,BO88DRAFT_485065,-,-,Unknown,-,NPP1-domain-containing protein,protein-coding,-,-,-,NPP1-domain-containing protein,20200919,-
1448311,37216913,BO88DRAFT_485111,BO88DRAFT_485111,-,-,Unknown,-,UbiE/COQ5 methyltransferase,protein-coding,-,-,-,UbiE/COQ5 methyltransferase,20200919,-
1448311,37216914,BO88DRAFT_485138,BO88DRAFT_485138,-,-,Unknown,-,sugar transporter,protein-coding,-,-,-,sugar transporter,20200919,-
1448311,37216915,BO88DRAFT_485143,BO88DRAFT_485143,-,-,Unknown,-,acid phosphatase,protein-coding,-,-,-,acid phosphatase,20200919,-
1448311,37216916,BO88DRAFT_485161,BO88DRAFT_485161,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216917,BO88DRAFT_485169,BO88DRAFT_485169,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216918,BO88DRAFT_485183,BO88DRAFT_485183,-,-,Unknown,-,glycosyl hydrolase,protein-coding,-,-,-,glycosyl hydrolase,20200919,-
1448311,37216919,BO88DRAFT_485186,BO88DRAFT_485186,-,-,Unknown,-,vitamin H transporter,protein-coding,-,-,-,vitamin H transporter,20200919,-
1448311,37216920,BO88DRAFT_485200,BO88DRAFT_485200,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216921,BO88DRAFT_485234,BO88DRAFT_485234,-,-,Unknown,-,pectin lyase-like protein,protein-coding,-,-,-,pectin lyase-like protein,20200919,-
1448311,37216922,BO88DRAFT_485244,BO88DRAFT_485244,-,-,Unknown,-,fructose-bisphosphate aldolase,protein-coding,-,-,-,fructose-bisphosphate aldolase,20200919,-
1448311,37216923,BO88DRAFT_485282,BO88DRAFT_485282,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216924,BO88DRAFT_485291,BO88DRAFT_485291,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216925,BO88DRAFT_485306,BO88DRAFT_485306,-,-,Unknown,-,Hsp90 binding co-chaperone,protein-coding,-,-,-,Hsp90 binding co-chaperone,20200919,-
1448311,37216926,BO88DRAFT_485320,BO88DRAFT_485320,-,-,Unknown,-,PAP2-domain-containing protein,protein-coding,-,-,-,PAP2-domain-containing protein,20200919,-
1448311,37216927,BO88DRAFT_485322,BO88DRAFT_485322,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216928,BO88DRAFT_485323,BO88DRAFT_485323,-,-,Unknown,-,quinone oxidoreductase,protein-coding,-,-,-,quinone oxidoreductase,20200919,-
1448311,37216929,BO88DRAFT_485333,BO88DRAFT_485333,-,-,Unknown,-,C6 transcription factor,protein-coding,-,-,-,C6 transcription factor,20200919,-
1448311,37216930,BO88DRAFT_485352,BO88DRAFT_485352,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216931,BO88DRAFT_485373,BO88DRAFT_485373,-,-,Unknown,-,DUF1264-domain-containing protein,protein-coding,-,-,-,DUF1264-domain-containing protein,20200919,-
1448311,37216932,BO88DRAFT_485383,BO88DRAFT_485383,-,-,Unknown,-,Sm-like ribonucleo protein,protein-coding,-,-,-,Sm-like ribonucleo protein,20200919,-
1448311,37216933,BO88DRAFT_485387,BO88DRAFT_485387,-,-,Unknown,-,ataxia telangiectasia mutated,protein-coding,-,-,-,ataxia telangiectasia mutated,20200919,-
1448311,37216934,BO88DRAFT_485417,BO88DRAFT_485417,-,-,Unknown,-,WD repeat protein,protein-coding,-,-,-,WD repeat protein,20200919,-
1448311,37216935,BO88DRAFT_485425,BO88DRAFT_485425,-,-,Unknown,-,beta-lactamase-like protein,protein-coding,-,-,-,beta-lactamase-like protein,20200919,-
1448311,37216936,BO88DRAFT_485427,BO88DRAFT_485427,-,-,Unknown,-,short-chain dehydrogenase,protein-coding,-,-,-,short-chain dehydrogenase,20200919,-
1448311,37216937,BO88DRAFT_485445,BO88DRAFT_485445,-,-,Unknown,-,haloalkane dehalogenase family protein,protein-coding,-,-,-,haloalkane dehalogenase family protein,20200919,-
1448311,37216938,BO88DRAFT_485468,BO88DRAFT_485468,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216939,BO88DRAFT_485495,BO88DRAFT_485495,-,-,Unknown,-,integral peroxisomal membrane protein,protein-coding,-,-,-,integral peroxisomal membrane protein,20200919,-
1448311,37216940,BO88DRAFT_485507,BO88DRAFT_485507,-,-,Unknown,-,small nuclear ribonucleo protein,protein-coding,-,-,-,small nuclear ribonucleo protein,20200919,-
1448311,37216941,BO88DRAFT_485529,BO88DRAFT_485529,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216942,BO88DRAFT_485536,BO88DRAFT_485536,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216943,BO88DRAFT_485550,BO88DRAFT_485550,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216944,BO88DRAFT_485552,BO88DRAFT_485552,-,-,Unknown,-,integral membrane protein,protein-coding,-,-,-,integral membrane protein,20200919,-
1448311,37216945,BO88DRAFT_485560,BO88DRAFT_485560,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216946,BO88DRAFT_485585,BO88DRAFT_485585,-,-,Unknown,-,C6 transcription factor,protein-coding,-,-,-,C6 transcription factor,20200919,-
1448311,37216947,BO88DRAFT_485588,BO88DRAFT_485588,-,-,Unknown,-,ATP synthase F1,protein-coding,-,-,-,ATP synthase F1,20200919,-
1448311,37216948,BO88DRAFT_485589,BO88DRAFT_485589,-,-,Unknown,-,phosphoesterase,protein-coding,-,-,-,phosphoesterase,20200919,-
1448311,37216949,BO88DRAFT_485601,BO88DRAFT_485601,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1448311,37216950,BO88DRAFT_485607,BO88DRAFT_485607,-,-,Unknown,-,GABA permease,protein-coding,-,-,-,GABA permease,20200919,-
1448311,37216951,BO88DRAFT_485612,BO88DRAFT_485612,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216952,BO88DRAFT_485615,BO88DRAFT_485615,-,-,Unknown,-,mandelate racemase/muconate lactonizing enzyme family protein,protein-coding,-,-,-,mandelate racemase/muconate lactonizing enzyme family protein,20200919,-
1448311,37216953,BO88DRAFT_485627,BO88DRAFT_485627,-,-,Unknown,-,snare protein,protein-coding,-,-,-,snare protein,20200919,-
1448311,37216954,BO88DRAFT_485639,BO88DRAFT_485639,-,-,Unknown,-,RraA-like protein,protein-coding,-,-,-,RraA-like protein,20200919,-
1448311,37216955,BO88DRAFT_485650,BO88DRAFT_485650,-,-,Unknown,-,GABA transporter,protein-coding,-,-,-,GABA transporter,20200919,-
1448311,37216956,BO88DRAFT_485656,BO88DRAFT_485656,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216957,BO88DRAFT_485665,BO88DRAFT_485665,-,-,Unknown,-,fatty acid desaturase,protein-coding,-,-,-,fatty acid desaturase,20200919,-
1448311,37216958,BO88DRAFT_485668,BO88DRAFT_485668,-,-,Unknown,-,C6 transcription factor,protein-coding,-,-,-,C6 transcription factor,20200919,-
1448311,37216959,BO88DRAFT_485685,BO88DRAFT_485685,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216960,BO88DRAFT_485690,BO88DRAFT_485690,-,-,Unknown,-,aldehyde dehydrogenase family protein,protein-coding,-,-,-,aldehyde dehydrogenase family protein,20200919,-
1448311,37216961,BO88DRAFT_485702,BO88DRAFT_485702,-,-,Unknown,-,FAS1 domain-containing protein AN1527 precursor,protein-coding,-,-,-,FAS1 domain-containing protein AN1527 precursor,20200919,-
1448311,37216962,BO88DRAFT_485752,BO88DRAFT_485752,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216963,BO88DRAFT_485753,BO88DRAFT_485753,-,-,Unknown,-,chlorogenic acid esterase precursor,protein-coding,-,-,-,chlorogenic acid esterase precursor,20200919,-
1448311,37216964,BO88DRAFT_485767,BO88DRAFT_485767,-,-,Unknown,-,C4-dicarboxylate transporter/malic acid transport protein,protein-coding,-,-,-,C4-dicarboxylate transporter/malic acid transport protein,20200919,-
1448311,37216965,BO88DRAFT_485781,BO88DRAFT_485781,-,-,Unknown,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20200919,-
1448311,37216966,BO88DRAFT_485799,BO88DRAFT_485799,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20200919,-
1448311,37216967,BO88DRAFT_4858,BO88DRAFT_4858,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216968,BO88DRAFT_485804,BO88DRAFT_485804,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216969,BO88DRAFT_485911,BO88DRAFT_485911,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216970,BO88DRAFT_485923,BO88DRAFT_485923,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1448311,37216971,BO88DRAFT_485929,BO88DRAFT_485929,-,-,Unknown,-,eukaryotic translation initiation factor 3 subunit J,protein-coding,-,-,-,eukaryotic translation initiation factor 3 subunit J,20210424,-
1448311,37216972,BO88DRAFT_485931,BO88DRAFT_485931,-,-,Unknown,-,26S protease regulatory subunit S10B,protein-coding,-,-,-,26S protease regulatory subunit S10B,20200919,-
1448311,37216973,BO88DRAFT_485934,BO88DRAFT_485934,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216974,BO88DRAFT_485944,BO88DRAFT_485944,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216975,BO88DRAFT_485954,BO88DRAFT_485954,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216976,BO88DRAFT_486016,BO88DRAFT_486016,-,-,Unknown,-,SWI-SNF complex subunit,protein-coding,-,-,-,SWI-SNF complex subunit,20200919,-
1448311,37216977,BO88DRAFT_486018,BO88DRAFT_486018,-,-,Unknown,-,chromosome segregation ATPase family protein,protein-coding,-,-,-,chromosome segregation ATPase family protein,20200919,-
1448311,37216978,BO88DRAFT_486029,BO88DRAFT_486029,-,-,Unknown,-,glutaredoxin,protein-coding,-,-,-,glutaredoxin,20200919,-
1448311,37216979,BO88DRAFT_486035,BO88DRAFT_486035,-,-,Unknown,-,sterol o-acyltransferase,protein-coding,-,-,-,sterol o-acyltransferase,20200919,-
1448311,37216980,BO88DRAFT_486038,BO88DRAFT_486038,-,-,Unknown,-,ARM repeat-containing protein,protein-coding,-,-,-,ARM repeat-containing protein,20200919,-
1448311,37216981,BO88DRAFT_486047,BO88DRAFT_486047,-,-,Unknown,-,ribosomal protein S19/S15,protein-coding,-,-,-,ribosomal protein S19/S15,20200919,-
1448311,37216982,BO88DRAFT_486051,BO88DRAFT_486051,-,-,Unknown,-,phosphotransferase family protein,protein-coding,-,-,-,phosphotransferase family protein,20200919,-
1448311,37216983,BO88DRAFT_486052,BO88DRAFT_486052,-,-,Unknown,-,lipopolysaccharide-modifying enzyme,protein-coding,-,-,-,lipopolysaccharide-modifying enzyme,20200919,-
1448311,37216984,BO88DRAFT_486083,BO88DRAFT_486083,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216985,BO88DRAFT_486088,BO88DRAFT_486088,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1448311,37216986,BO88DRAFT_486101,BO88DRAFT_486101,-,-,Unknown,-,defender against death DAD protein,protein-coding,-,-,-,defender against death DAD protein,20200919,-
1448311,37216987,BO88DRAFT_486127,BO88DRAFT_486127,-,-,Unknown,-,erythromycin esterase,protein-coding,-,-,-,erythromycin esterase,20200919,-
1448311,37216988,BO88DRAFT_486132,BO88DRAFT_486132,-,-,Unknown,-,arsenite efflux transporter ArsB,protein-coding,-,-,-,arsenite efflux transporter ArsB,20200919,-
1448311,37216989,BO88DRAFT_486162,BO88DRAFT_486162,-,-,Unknown,-,secretory pathway protein Ssp120,protein-coding,-,-,-,secretory pathway protein Ssp120,20200919,-
1448311,37216990,BO88DRAFT_486163,BO88DRAFT_486163,-,-,Unknown,-,tRNA wybutosine-synthesizing protein 2,protein-coding,-,-,-,tRNA wybutosine-synthesizing protein 2,20200919,-
1448311,37216991,BO88DRAFT_486170,BO88DRAFT_486170,-,-,Unknown,-,serine/threonine-protein kinase RIO2,protein-coding,-,-,-,serine/threonine-protein kinase RIO2,20200919,-
1448311,37216992,BO88DRAFT_486186,BO88DRAFT_486186,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216993,BO88DRAFT_486187,BO88DRAFT_486187,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216994,BO88DRAFT_486190,BO88DRAFT_486190,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20200919,-
1448311,37216995,BO88DRAFT_486191,BO88DRAFT_486191,-,-,Unknown,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20200919,-
1448311,37216996,BO88DRAFT_486192,BO88DRAFT_486192,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216997,BO88DRAFT_486208,BO88DRAFT_486208,-,-,Unknown,-,PLP-dependent transferase,protein-coding,-,-,-,PLP-dependent transferase,20200919,-
1448311,37216998,BO88DRAFT_486209,BO88DRAFT_486209,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37216999,BO88DRAFT_486225,BO88DRAFT_486225,-,-,Unknown,-,Clavaminate synthase-like protein,protein-coding,-,-,-,Clavaminate synthase-like protein,20200919,-
1448311,37217000,BO88DRAFT_486243,BO88DRAFT_486243,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37217001,BO88DRAFT_486250,BO88DRAFT_486250,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37217002,BO88DRAFT_486255,BO88DRAFT_486255,-,-,Unknown,-,quinate utilization oxidoreductase QutH,protein-coding,-,-,-,quinate utilization oxidoreductase QutH,20200919,-
1448311,37217003,BO88DRAFT_486259,BO88DRAFT_486259,-,-,Unknown,-,cytochrome P450 oxidoreductase,protein-coding,-,-,-,cytochrome P450 oxidoreductase,20200919,-
1448311,37217004,BO88DRAFT_486262,BO88DRAFT_486262,-,-,Unknown,-,monocarboxylate permease Mch4,protein-coding,-,-,-,monocarboxylate permease Mch4,20200919,-
1448311,37217005,BO88DRAFT_486264,BO88DRAFT_486264,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37217006,BO88DRAFT_486268,BO88DRAFT_486268,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37217007,BO88DRAFT_486281,BO88DRAFT_486281,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37217008,BO88DRAFT_486282,BO88DRAFT_486282,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37217009,BO88DRAFT_486284,BO88DRAFT_486284,-,-,Unknown,-,choline transport protein,protein-coding,-,-,-,choline transport protein,20200919,-
1448311,37217010,BO88DRAFT_486287,BO88DRAFT_486287,-,-,Unknown,-,FK506-binding protein 1A,protein-coding,-,-,-,FK506-binding protein 1A,20200919,-
1448311,37217011,BO88DRAFT_486293,BO88DRAFT_486293,-,-,Unknown,-,DSBA-like thioredoxin domain-containing protein,protein-coding,-,-,-,DSBA-like thioredoxin domain-containing protein,20200919,-
1448311,37217012,BO88DRAFT_486294,BO88DRAFT_486294,-,-,Unknown,-,ankyrin,protein-coding,-,-,-,ankyrin,20200919,-
1448311,37217013,BO88DRAFT_486297,BO88DRAFT_486297,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37217014,BO88DRAFT_486298,BO88DRAFT_486298,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20200919,-
1448311,37217015,BO88DRAFT_486309,BO88DRAFT_486309,-,-,Unknown,-,metabolite transport protein,protein-coding,-,-,-,metabolite transport protein,20200919,-
1448311,37217016,BO88DRAFT_486312,BO88DRAFT_486312,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37217017,BO88DRAFT_486315,BO88DRAFT_486315,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37217018,BO88DRAFT_486316,BO88DRAFT_486316,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37217019,BO88DRAFT_486317,BO88DRAFT_486317,-,-,Unknown,-,putative efflux pump antibiotic resistance protein,protein-coding,-,-,-,putative efflux pump antibiotic resistance protein,20200919,-
1448311,37217020,BO88DRAFT_486318,BO88DRAFT_486318,-,-,Unknown,-,benzoate 4-monooxygenase cytochrome P450,protein-coding,-,-,-,benzoate 4-monooxygenase cytochrome P450,20200919,-
1448311,37217021,BO88DRAFT_486320,BO88DRAFT_486320,-,-,Unknown,-,short-chain dehydrogenase,protein-coding,-,-,-,short-chain dehydrogenase,20200919,-
1448311,37217022,BO88DRAFT_486321,BO88DRAFT_486321,-,-,Unknown,-,mitochondrial carrier,protein-coding,-,-,-,mitochondrial carrier,20200919,-
1448311,37217023,BO88DRAFT_486326,BO88DRAFT_486326,-,-,Unknown,-,KR domain-containing protein,protein-coding,-,-,-,KR domain-containing protein,20200919,-
1448311,37217024,BO88DRAFT_486327,BO88DRAFT_486327,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37217025,BO88DRAFT_486333,BO88DRAFT_486333,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37217026,BO88DRAFT_486335,BO88DRAFT_486335,-,-,Unknown,-,hexose carrier protein,protein-coding,-,-,-,hexose carrier protein,20200919,-
1448311,37217027,BO88DRAFT_486336,BO88DRAFT_486336,-,-,Unknown,-,C6 zinc finger domain protein,protein-coding,-,-,-,C6 zinc finger domain protein,20200919,-
1448311,37217028,BO88DRAFT_486349,BO88DRAFT_486349,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37217029,BO88DRAFT_486357,BO88DRAFT_486357,-,-,Unknown,-,LEA domain protein,protein-coding,-,-,-,LEA domain protein,20200919,-
1448311,37217030,BO88DRAFT_486361,BO88DRAFT_486361,-,-,Unknown,-,hexose carrier protein,protein-coding,-,-,-,hexose carrier protein,20200919,-
1448311,37217031,BO88DRAFT_486362,BO88DRAFT_486362,-,-,Unknown,-,tartrate dehydrogenase,protein-coding,-,-,-,tartrate dehydrogenase,20200919,-
