#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
185431,2828229,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Trypanosoma brucei TREU927; Trypanosoma brucei brucei strain 927/4 GUTat10.1; Trypanosoma brucei strain TREU927).,other,-,-,-,-,20200224,-
185431,3664696,Tb11.57.0009,Tb11.57.0009,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664697,Tb11.30.0008,Tb11.30.0008,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664698,Tb11.30.0007,Tb11.30.0007,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664699,Tb11.30.0006,Tb11.30.0006,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664700,Tb11.30.0005,Tb11.30.0005,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664701,Tb11.30.0004,Tb11.30.0004,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664702,Tb11.30.0003,Tb11.30.0003,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664703,Tb11.30.0002,Tb11.30.0002,-,-,11,-,"hypothetical protein, unlikely",protein-coding,-,-,-,"hypothetical protein, unlikely",20200919,-
185431,3664704,Tb11.30.0001,Tb11.30.0001,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664705,Tb11.v4.0015,Tb11.v4.0015,-,-,11,-,variant surface glycoprotein,protein-coding,-,-,-,variant surface glycoprotein,20200923,-
185431,3664706,Tb11.v4.0016,Tb11.v4.0016,-,-,11,-,variant surface glycoprotein,protein-coding,-,-,-,variant surface glycoprotein,20200923,-
185431,3664707,Tb11.v4.0017,Tb11.v4.0017,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664708,Tb11.v4.0018,Tb11.v4.0018,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664709,Tb11.v4.0019,Tb11.v4.0019,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664710,Tb11.v4.0020,Tb11.v4.0020,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664711,Tb11.v4.0021,Tb11.v4.0021,-,-,11,-,variant surface glycoprotein,protein-coding,-,-,-,variant surface glycoprotein,20200923,-
185431,3664712,Tb11.v4.0022,Tb11.v4.0022,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664713,Tb11.v4.0023,Tb11.v4.0023,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664714,Tb11.05.0001,Tb11.05.0001,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664715,Tb11.40.0010,Tb11.40.0010,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664716,Tb11.29.0001,Tb11.29.0001,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664717,Tb11.48.0001,Tb11.48.0001,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664718,Tb11.48.0002,Tb11.48.0002,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664719,Tb11.48.0004,Tb11.48.0004,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664720,Tb11.48.0003,Tb11.48.0003,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664721,Tb11.16.0001,Tb11.16.0001,-,-,11,-,variant surface glycoprotein,protein-coding,-,-,-,variant surface glycoprotein,20200923,-
185431,3664722,Tb11.16.0002,Tb11.16.0002,-,-,11,-,variant surface glycoprotein,protein-coding,-,-,-,variant surface glycoprotein,20200923,-
185431,3664723,Tb11.16.0003,Tb11.16.0003,-,-,11,-,variant surface glycoprotein,protein-coding,-,-,-,variant surface glycoprotein,20200923,-
185431,3664724,Tb11.16.0004,Tb11.16.0004,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664725,Tb11.35.0001,Tb11.35.0001,-,-,11,-,variant surface glycoprotein,protein-coding,-,-,-,variant surface glycoprotein,20200923,-
185431,3664726,Tb11.35.0002,Tb11.35.0002,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664727,Tb11.35.0003,Tb11.35.0003,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664728,Tb11.35.0004,Tb11.35.0004,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664729,Tb11.35.0005,Tb11.35.0005,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664730,Tb11.35.0006,Tb11.35.0006,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664731,Tb11.57.0041,Tb11.57.0041,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664732,Tb11.v4.0024,Tb11.v4.0024,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664733,Tb11.v4.0025,Tb11.v4.0025,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664734,Tb11.v4.0026,Tb11.v4.0026,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664735,Tb11.v4.0027,Tb11.v4.0027,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664736,Tb11.57.0042,Tb11.57.0042,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664737,Tb11.v4.0028,Tb11.v4.0028,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664738,Tb11.14.0001,Tb11.14.0001,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664739,Tb11.14.0002,Tb11.14.0002,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664740,Tb11.14.0003,Tb11.14.0003,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664741,Tb11.14.0029,Tb11.14.0029,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664742,Tb11.14.0004,Tb11.14.0004,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664743,Tb11.14.0005,Tb11.14.0005,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664744,Tb11.14.0006,Tb11.14.0006,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664745,Tb11.14.0007,Tb11.14.0007,-,-,11,-,variant surface glycoprotein,protein-coding,-,-,-,variant surface glycoprotein,20200923,-
185431,3664746,Tb11.14.0008,Tb11.14.0008,-,-,11,-,variant surface glycoprotein,protein-coding,-,-,-,variant surface glycoprotein,20200923,-
185431,3664747,Tb11.14.0009,Tb11.14.0009,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664748,Tb11.14.0010,Tb11.14.0010,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664749,Tb11.14.0011,Tb11.14.0011,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664750,Tb11.14.0012,Tb11.14.0012,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664751,Tb11.14.0030,Tb11.14.0030,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664752,Tb11.14.0013,Tb11.14.0013,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664753,Tb11.14.0031,Tb11.14.0031,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664754,Tb11.14.0014,Tb11.14.0014,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664755,Tb11.14.0015,Tb11.14.0015,-,-,11,-,variant surface glycoprotein,protein-coding,-,-,-,variant surface glycoprotein,20200923,-
185431,3664756,Tb11.14.0032,Tb11.14.0032,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664757,Tb11.14.0016,Tb11.14.0016,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664758,Tb11.14.0017,Tb11.14.0017,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664759,Tb11.14.0018,Tb11.14.0018,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664760,Tb11.14.0019,Tb11.14.0019,-,-,11,-,variant surface glycoprotein,protein-coding,-,-,-,variant surface glycoprotein,20200923,-
185431,3664761,Tb11.14.0033,Tb11.14.0033,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664762,Tb11.14.0021,Tb11.14.0021,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664763,Tb11.14.0022,Tb11.14.0022,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664764,Tb11.14.0023,Tb11.14.0023,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664765,Tb11.14.0024,Tb11.14.0024,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664766,Tb11.v4.0029,Tb11.v4.0029,-,-,11,-,variant surface glycoprotein,protein-coding,-,-,-,variant surface glycoprotein,20200923,-
185431,3664767,Tb11.v4.0030,Tb11.v4.0030,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664768,Tb11.v4.0031,Tb11.v4.0031,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664769,Tb11.v4.0032,Tb11.v4.0032,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664770,Tb11.43.0005,Tb11.43.0005,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664771,Tb11.43.0001,Tb11.43.0001,-,-,11,-,variant surface glycoprotein,protein-coding,-,-,-,variant surface glycoprotein,20200923,-
185431,3664772,Tb11.43.0002,Tb11.43.0002,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664773,Tb11.43.0003,Tb11.43.0003,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664774,Tb11.43.0004,Tb11.43.0004,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664775,Tb11.v4.0033,Tb11.v4.0033,-,-,11,-,variant surface glycoprotein,protein-coding,-,-,-,variant surface glycoprotein,20200923,-
185431,3664776,Tb11.v4.0034,Tb11.v4.0034,-,-,11,-,variant surface glycoprotein,protein-coding,-,-,-,variant surface glycoprotein,20200923,-
185431,3664777,Tb11.v4.0035,Tb11.v4.0035,-,-,11,-,variant surface glycoprotein,protein-coding,-,-,-,variant surface glycoprotein,20200923,-
185431,3664778,Tb11.v4.0036,Tb11.v4.0036,-,-,11,-,variant surface glycoprotein,protein-coding,-,-,-,variant surface glycoprotein,20200923,-
185431,3664779,Tb11.v4.0037,Tb11.v4.0037,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664780,Tb11.v4.0038,Tb11.v4.0038,-,-,11,-,variant surface glycoprotein,protein-coding,-,-,-,variant surface glycoprotein,20200923,-
185431,3664781,Tb11.v4.0039,Tb11.v4.0039,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664782,Tb11.v4.0040,Tb11.v4.0040,-,-,11,-,variant surface glycoprotein,protein-coding,-,-,-,variant surface glycoprotein,20200923,-
185431,3664783,Tb11.v4.0041,Tb11.v4.0041,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664784,Tb11.09.0001,Tb11.09.0001,Tb11.06.0001,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664785,Tb11.09.0002,Tb11.09.0002,Tb11.06.0002,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664786,Tb11.09.0012,Tb11.09.0012,Tb11.06.0012,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664787,Tb11.09.0003,Tb11.09.0003,Tb11.06.0003,-,11,-,variant surface glycoprotein,protein-coding,-,-,-,variant surface glycoprotein,20200923,-
185431,3664788,Tb11.09.0004,Tb11.09.0004,Tb11.06.0004,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664789,Tb11.09.0005,Tb11.09.0005,Tb11.06.0005,-,11,-,variant surface glycoprotein,protein-coding,-,-,-,variant surface glycoprotein,20200923,-
185431,3664790,Tb11.09.0006,Tb11.09.0006,Tb11.06.0006,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664791,Tb11.09.0007,Tb11.09.0007,Tb11.06.0007,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664792,Tb11.09.0008,Tb11.09.0008,Tb11.06.0008,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664793,Tb11.09.0013,Tb11.09.0013,Tb11.06.0013,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664794,Tb11.09.0010,Tb11.09.0010,Tb11.06.0010,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664795,Tb11.09.0011,Tb11.09.0011,Tb11.06.0011,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664796,Tb11.38.0001,Tb11.38.0001,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664797,Tb11.38.0002,Tb11.38.0002,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664798,Tb11.38.0003,Tb11.38.0003,-,-,11,-,variant surface glycoprotein,protein-coding,-,-,-,variant surface glycoprotein,20200923,-
185431,3664799,Tb11.38.0004,Tb11.38.0004,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664800,Tb11.38.0008,Tb11.38.0008,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664801,Tb11.38.0009,Tb11.38.0009,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664802,Tb11.38.0005,Tb11.38.0005,-,-,11,-,variant surface glycoprotein,protein-coding,-,-,-,variant surface glycoprotein,20200923,-
185431,3664803,Tb11.38.0006,Tb11.38.0006,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664804,Tb11.38.0007,Tb11.38.0007,-,-,11,-,variant surface glycoprotein,protein-coding,-,-,-,variant surface glycoprotein,20200923,-
185431,3664805,Tb11.v4.0042,Tb11.v4.0042,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664806,Tb11.v4.0043,Tb11.v4.0043,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664807,Tb11.v4.0044,Tb11.v4.0044,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664808,Tb11_snoRNA_0025,Tb11_snoRNA_0025,-,-,11,-,ncRNA,ncRNA,-,-,-,-,20200919,-
185431,3664809,Tb11_snoRNA_0026,Tb11_snoRNA_0026,-,-,11,-,ncRNA,ncRNA,-,-,-,-,20200919,-
185431,3664810,Tb11_snoRNA_0027,Tb11_snoRNA_0027,-,-,11,-,ncRNA,ncRNA,-,-,-,-,20200919,-
185431,3664811,Tb11_snoRNA_0028,Tb11_snoRNA_0028,-,-,11,-,ncRNA,ncRNA,-,-,-,-,20200919,-
185431,3664812,Tb11_snoRNA_0029,Tb11_snoRNA_0029,-,-,11,-,ncRNA,ncRNA,-,-,-,-,20200919,-
185431,3664813,Tb11_snoRNA_0030,Tb11_snoRNA_0030,-,-,11,-,ncRNA,ncRNA,-,-,-,-,20200919,-
185431,3664814,Tb11_snoRNA_0031,Tb11_snoRNA_0031,-,-,11,-,ncRNA,ncRNA,-,-,-,-,20200919,-
185431,3664815,Tb11_snoRNA_0032,Tb11_snoRNA_0032,-,-,11,-,ncRNA,ncRNA,-,-,-,-,20200919,-
185431,3664816,Tb11.55.0026,Tb11.55.0026,-,-,11,-,"isovaleryl-coA dehydrogenase, putative",protein-coding,-,-,-,"isovaleryl-coA dehydrogenase, putative",20200919,-
185431,3664817,Tb11.55.0025,Tb11.55.0025,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664818,Tb11.55.0024,Tb11.55.0024,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664819,Tb11.55.0023,Tb11.55.0023,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664820,Tb11.55.0022,Tb11.55.0022,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664821,Tb11.55.0021,Tb11.55.0021,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664822,Tb11.02.2830,Tb11.02.2830,-,-,11,-,"ubiquitin activating enzyme, putative",protein-coding,-,-,-,"ubiquitin activating enzyme, putative",20200919,-
185431,3664823,Tb11.02.2840,Tb11.02.2840,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664824,Tb11.02.2850,Tb11.02.2850,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664825,Tb11.02.2860,Tb11.02.2860,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664826,Tb11.02.2870,Tb11.02.2870,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664827,Tb11.02.2880,Tb11.02.2880,-,-,11,-,chaperone protein DnaJ,protein-coding,-,-,-,chaperone protein DnaJ,20200919,-
185431,3664828,Tb11.02.2890,Tb11.02.2890,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664829,Tb11.02.2910,Tb11.02.2910,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664830,Tb11.02.2920,Tb11.02.2920,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664831,Tb11.02.2930,Tb11.02.2930,-,-,11,-,"SNF2 DNA repair protein, putative",protein-coding,-,-,-,"SNF2 DNA repair protein, putative",20200919,-
185431,3664832,Tb11.02.2940,Tb11.02.2940,-,-,11,-,"ubiquitin carboxyl-terminal hydrolase, putative",protein-coding,-,-,-,"ubiquitin carboxyl-terminal hydrolase, putative",20200919,-
185431,3664833,Tb11.02.2950,Tb11.02.2950,-,-,11,-,"ATPase subunit 9, putative",protein-coding,-,-,-,"ATPase subunit 9, putative",20200919,-
185431,3664834,Tb11.02.2960,Tb11.02.2960,-,-,11,-,"mitochondrial carrier protein, putative",protein-coding,-,-,-,"mitochondrial carrier protein, putative",20200919,-
185431,3664835,Tb11.02.2970,Tb11.02.2970,-,-,11,-,"kinsin, putative",protein-coding,-,-,-,"kinsin, putative",20200919,-
185431,3664836,Tb11.02.2980,Tb11.02.2980,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664837,Tb11.02.1320,Tb11.02.1320,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664838,Tb11.02.1330,Tb11.02.1330,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664839,Tb11.02.1340,Tb11.02.1340,-,-,11,-,"AMP deaminase, putative",protein-coding,-,-,-,"AMP deaminase, putative",20200919,-
185431,3664840,Tb11.02.1350,Tb11.02.1350,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664841,Tb11.02.1370,Tb11.02.1370,-,-,11,-,"katanin, putative",protein-coding,-,-,-,"katanin, putative",20200919,-
185431,3664842,Tb11.02.1380,Tb11.02.1380,-,-,11,-,"actin, putative",protein-coding,-,-,-,"actin, putative",20200919,-
185431,3664843,Tb11.02.1390,Tb11.02.1390,-,-,11,-,N(2) N(2)-dimethylguanosine tRNA methyltransferase,protein-coding,-,-,-,N(2) N(2)-dimethylguanosine tRNA methyltransferase,20200919,-
185431,3664844,Tb11.02.1400,Tb11.02.1400,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664845,Tb11.02.1410,Tb11.02.1410,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664846,Tb11.02.1420,Tb11.02.1420,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664847,Tb11.02.1430,Tb11.02.1430,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664848,Tb11.02.1440,Tb11.02.1440,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664849,Tb11.02.2710,Tb11.02.2710,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664850,Tb11.02.2720,Tb11.02.2720,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664851,Tb11.02.2730,Tb11.02.2730,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664852,Tb11.02.2740,Tb11.02.2740,-,-,11,-,aspartate aminotransferase mitochondrial,protein-coding,-,-,-,aspartate aminotransferase mitochondrial,20200919,-
185431,3664853,Tb11.02.2760,Tb11.02.2760,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664854,Tb11.02.2770,Tb11.02.2770,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664855,Tb11.02.2780,Tb11.02.2780,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664856,Tb11.02.2790,Tb11.02.2790,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664857,Tb11.02.2800,Tb11.02.2800,-,-,11,-,"ubiquitin carboxyl-terminal hydrolase, putative",protein-coding,-,-,-,"ubiquitin carboxyl-terminal hydrolase, putative",20200919,-
185431,3664858,Tb11.02.2810,Tb11.02.2810,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664859,Tb11.02.2820,Tb11.02.2820,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664860,Tb11.02.1710,Tb11.02.1710,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664861,Tb11.02.1720,Tb11.02.1720,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664862,Tb11.02.1730,Tb11.02.1730,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664863,Tb11.02.1750,Tb11.02.1750,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664864,Tb11.02.1760,Tb11.02.1760,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664865,Tb11.02.1770,Tb11.02.1770,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664866,Tb11.02.1810,Tb11.02.1810,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664867,Tb11.02.1830,Tb11.02.1830,-,-,11,-,40S ribosomal protein S12,protein-coding,-,-,-,40S ribosomal protein S12,20200923,-
185431,3664868,Tb11.02.1840,Tb11.02.1840,-,-,11,-,"60S ribosomal protein L18, putative",protein-coding,-,-,-,"60S ribosomal protein L18, putative",20200923,-
185431,3664869,Tb11.02.1850,Tb11.02.1850,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664870,Tb11.02.1860,Tb11.02.1860,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664871,Tb11.02.1880,Tb11.02.1880,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664872,Tb11.02.1890,Tb11.02.1890,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664873,Tb11.02.1900,Tb11.02.1900,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664874,Tb11.02.1910,Tb11.02.1910,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664875,Tb11.02.1920,Tb11.02.1920,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664876,Tb11.02.3520,Tb11.02.3520,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664877,Tb11.02.3530,Tb11.02.3530,-,-,11,-,mitochondrial DNA-directed RNA polymerase,protein-coding,-,-,-,mitochondrial DNA-directed RNA polymerase,20200919,-
185431,3664878,Tb11.02.3540,Tb11.02.3540,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664879,Tb11.02.3550,Tb11.02.3550,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664880,Tb11.02.3560,Tb11.02.3560,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664881,Tb11.02.3570,Tb11.02.3570,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664882,Tb11.02.3590,Tb11.02.3590,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664883,Tb11.02.3595,Tb11.02.3595,-,-,11,-,protein translation factor SUI1-like protein,protein-coding,-,-,-,protein translation factor SUI1-like protein,20200919,-
185431,3664884,Tb11.02.3610,Tb11.02.3610,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664885,Tb11.02.3640,Tb11.02.3640,-,-,11,-,"protein kinase, putative",protein-coding,-,-,-,"protein kinase, putative",20200919,-
185431,3664886,Tb11.02.3650,Tb11.02.3650,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664887,Tb11.02.3670,Tb11.02.3670,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664888,Tb11.02.3680,Tb11.02.3680,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664889,Tb11.02.3690,Tb11.02.3690,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664890,Tb11.02.3710,Tb11.02.3710,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664891,Tb11.02.3720,Tb11.02.3720,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664892,Tb11.02.3730,Tb11.02.3730,-,-,11,-,"hypothetical protein, unlikely",protein-coding,-,-,-,"hypothetical protein, unlikely",20200919,-
185431,3664893,Tb11.02.3740,Tb11.02.3740,-,-,11,-,"receptor-type adenylate cyclase GRESAG 4, putative",protein-coding,-,-,-,"receptor-type adenylate cyclase GRESAG 4, putative",20200919,-
185431,3664894,Tb11.02.3760,Tb11.02.3760,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664895,Tb11.02.3770,Tb11.02.3770,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664896,Tb11.02.2990,Tb11.02.2990,-,-,11,-,"hypothetical protein, unlikely",protein-coding,-,-,-,"hypothetical protein, unlikely",20200919,-
185431,3664897,Tb11.02.3000,Tb11.02.3000,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
