#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1448319,63856202,BO72DRAFT_10,BO72DRAFT_10,-,-,Unknown,-,DUF757 domain protein,protein-coding,-,-,-,DUF757 domain protein,20210421,-
1448319,63864676,BO72DRAFT_475733,BO72DRAFT_475733,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864677,BO72DRAFT_475737,BO72DRAFT_475737,-,-,Unknown,-,fungal-specific transcription factor,protein-coding,-,-,-,fungal-specific transcription factor,20210421,-
1448319,63864678,BO72DRAFT_475738,BO72DRAFT_475738,-,-,Unknown,-,purine and uridine phosphorylase,protein-coding,-,-,-,purine and uridine phosphorylase,20210421,-
1448319,63864679,BO72DRAFT_475746,BO72DRAFT_475746,-,-,Unknown,-,phosphatidylserine decarboxylase,protein-coding,-,-,-,phosphatidylserine decarboxylase,20210421,-
1448319,63864680,BO72DRAFT_475753,BO72DRAFT_475753,-,-,Unknown,-,flavin-containing amine oxidase,protein-coding,-,-,-,flavin-containing amine oxidase,20210421,-
1448319,63864681,BO72DRAFT_475755,BO72DRAFT_475755,-,-,Unknown,-,GABA permease,protein-coding,-,-,-,GABA permease,20210421,-
1448319,63864682,BO72DRAFT_475767,BO72DRAFT_475767,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864683,BO72DRAFT_475772,BO72DRAFT_475772,-,-,Unknown,-,amino acid transporter,protein-coding,-,-,-,amino acid transporter,20210421,-
1448319,63864684,BO72DRAFT_475782,BO72DRAFT_475782,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864685,BO72DRAFT_475787,BO72DRAFT_475787,-,-,Unknown,-,MFS amine transporter,protein-coding,-,-,-,MFS amine transporter,20210421,-
1448319,63864686,BO72DRAFT_475788,BO72DRAFT_475788,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864687,BO72DRAFT_475817,BO72DRAFT_475817,-,-,Unknown,-,D-aminoacid aminotransferase-like PLP-dependent enzyme,protein-coding,-,-,-,D-aminoacid aminotransferase-like PLP-dependent enzyme,20210421,-
1448319,63864688,BO72DRAFT_475844,BO72DRAFT_475844,-,-,Unknown,-,actin depolymerizing protein,protein-coding,-,-,-,actin depolymerizing protein,20210421,-
1448319,63864689,BO72DRAFT_475848,BO72DRAFT_475848,-,-,Unknown,-,CAF1 family ribonuclease,protein-coding,-,-,-,CAF1 family ribonuclease,20210421,-
1448319,63864690,BO72DRAFT_475853,BO72DRAFT_475853,-,-,Unknown,-,UPF0261 domain-containing protein,protein-coding,-,-,-,UPF0261 domain-containing protein,20210421,-
1448319,63864691,BO72DRAFT_475873,BO72DRAFT_475873,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864692,BO72DRAFT_475893,BO72DRAFT_475893,-,-,Unknown,-,Cse1-domain-containing protein,protein-coding,-,-,-,Cse1-domain-containing protein,20210421,-
1448319,63864693,BO72DRAFT_475911,BO72DRAFT_475911,-,-,Unknown,-,molecular chaperone,protein-coding,-,-,-,molecular chaperone,20210421,-
1448319,63864694,BO72DRAFT_475915,BO72DRAFT_475915,-,-,Unknown,-,SET domain-containing protein,protein-coding,-,-,-,SET domain-containing protein,20210421,-
1448319,63864695,BO72DRAFT_475942,BO72DRAFT_475942,-,-,Unknown,-,para-aminobenzoate synthase,protein-coding,-,-,-,para-aminobenzoate synthase,20210421,-
1448319,63864696,BO72DRAFT_475964,BO72DRAFT_475964,-,-,Unknown,-,RAI1-domain-containing protein,protein-coding,-,-,-,RAI1-domain-containing protein,20210421,-
1448319,63864697,BO72DRAFT_475979,BO72DRAFT_475979,-,-,Unknown,-,GMC oxidoreductase,protein-coding,-,-,-,GMC oxidoreductase,20210421,-
1448319,63864698,BO72DRAFT_475995,BO72DRAFT_475995,-,-,Unknown,-,general substrate transporter,protein-coding,-,-,-,general substrate transporter,20210421,-
1448319,63864699,BO72DRAFT_475996,BO72DRAFT_475996,-,-,Unknown,-,purine and uridine phosphorylase,protein-coding,-,-,-,purine and uridine phosphorylase,20210421,-
1448319,63864700,BO72DRAFT_476052,BO72DRAFT_476052,-,-,Unknown,-,TPR-like protein,protein-coding,-,-,-,TPR-like protein,20210421,-
1448319,63864701,BO72DRAFT_476092,BO72DRAFT_476092,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864702,BO72DRAFT_476124,BO72DRAFT_476124,-,-,Unknown,-,Lycopene beta-cyclase,protein-coding,-,-,-,Lycopene beta-cyclase,20210421,-
1448319,63864703,BO72DRAFT_476125,BO72DRAFT_476125,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210421,-
1448319,63864704,BO72DRAFT_476130,BO72DRAFT_476130,-,-,Unknown,-,n-alkane-inducible cytochrome P450,protein-coding,-,-,-,n-alkane-inducible cytochrome P450,20210421,-
1448319,63864705,BO72DRAFT_476132,BO72DRAFT_476132,-,-,Unknown,-,phosphotransferase family protein,protein-coding,-,-,-,phosphotransferase family protein,20210421,-
1448319,63864706,BO72DRAFT_476133,BO72DRAFT_476133,-,-,Unknown,-,putative C-14 sterol reductase,protein-coding,-,-,-,putative C-14 sterol reductase,20210421,-
1448319,63864707,BO72DRAFT_476137,BO72DRAFT_476137,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864708,BO72DRAFT_476145,BO72DRAFT_476145,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864709,BO72DRAFT_476152,BO72DRAFT_476152,-,-,Unknown,-,Metallo-hydrolase/oxidoreductase,protein-coding,-,-,-,Metallo-hydrolase/oxidoreductase,20210421,-
1448319,63864710,BO72DRAFT_476153,BO72DRAFT_476153,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864711,BO72DRAFT_476161,BO72DRAFT_476161,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210421,-
1448319,63864712,BO72DRAFT_476167,BO72DRAFT_476167,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864713,BO72DRAFT_476231,BO72DRAFT_476231,-,-,Unknown,-,RGase E,protein-coding,-,-,-,RGase E,20210421,-
1448319,63864714,BO72DRAFT_476258,BO72DRAFT_476258,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864715,BO72DRAFT_476286,BO72DRAFT_476286,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210421,-
1448319,63864716,BO72DRAFT_476298,BO72DRAFT_476298,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864717,BO72DRAFT_476338,BO72DRAFT_476338,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864718,BO72DRAFT_476348,BO72DRAFT_476348,-,-,Unknown,-,putative GNAT family acetyltransferase,protein-coding,-,-,-,putative GNAT family acetyltransferase,20210421,-
1448319,63864719,BO72DRAFT_476353,BO72DRAFT_476353,-,-,Unknown,-,arsenic resistance protein ArsH,protein-coding,-,-,-,arsenic resistance protein ArsH,20210421,-
1448319,63864720,BO72DRAFT_476442,BO72DRAFT_476442,-,-,Unknown,-,Metallo-dependent phosphatase,protein-coding,-,-,-,Metallo-dependent phosphatase,20210421,-
1448319,63864721,BO72DRAFT_476443,BO72DRAFT_476443,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210421,-
1448319,63864722,BO72DRAFT_476448,BO72DRAFT_476448,-,-,Unknown,-,26S protease regulatory subunit 7,protein-coding,-,-,-,26S protease regulatory subunit 7,20210421,-
1448319,63864723,BO72DRAFT_476526,BO72DRAFT_476526,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864724,BO72DRAFT_476544,BO72DRAFT_476544,-,-,Unknown,-,mitochondrial glyco protein,protein-coding,-,-,-,mitochondrial glyco protein,20210421,-
1448319,63864725,BO72DRAFT_476582,BO72DRAFT_476582,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864726,BO72DRAFT_476624,BO72DRAFT_476624,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210421,-
1448319,63864727,BO72DRAFT_476625,BO72DRAFT_476625,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864728,BO72DRAFT_476641,BO72DRAFT_476641,-,-,Unknown,-,"Prefoldin, subunit 4",protein-coding,-,-,-,"Prefoldin, subunit 4",20210421,-
1448319,63864729,BO72DRAFT_476657,BO72DRAFT_476657,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864730,BO72DRAFT_476658,BO72DRAFT_476658,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864731,BO72DRAFT_476659,BO72DRAFT_476659,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864732,BO72DRAFT_476675,BO72DRAFT_476675,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864733,BO72DRAFT_476741,BO72DRAFT_476741,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864734,BO72DRAFT_476767,BO72DRAFT_476767,-,-,Unknown,-,ABC multidrug transporter,protein-coding,-,-,-,ABC multidrug transporter,20210421,-
1448319,63864735,BO72DRAFT_476800,BO72DRAFT_476800,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864736,BO72DRAFT_476802,BO72DRAFT_476802,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864737,BO72DRAFT_476809,BO72DRAFT_476809,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210421,-
1448319,63864738,BO72DRAFT_476876,BO72DRAFT_476876,-,-,Unknown,-,"Coatomer, beta subunit",protein-coding,-,-,-,"Coatomer, beta subunit",20210421,-
1448319,63864739,BO72DRAFT_476905,BO72DRAFT_476905,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864740,BO72DRAFT_476964,BO72DRAFT_476964,-,-,Unknown,-,cytoplasmic tRNA 2-thiolation protein 2,protein-coding,-,-,-,cytoplasmic tRNA 2-thiolation protein 2,20210421,-
1448319,63864741,BO72DRAFT_476976,BO72DRAFT_476976,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864742,BO72DRAFT_476995,BO72DRAFT_476995,-,-,Unknown,-,aconitase iron-sulfur domain-containing protein,protein-coding,-,-,-,aconitase iron-sulfur domain-containing protein,20210421,-
1448319,63864743,BO72DRAFT_476998,BO72DRAFT_476998,-,-,Unknown,-,putative Ent-kaurene oxidase,protein-coding,-,-,-,putative Ent-kaurene oxidase,20210421,-
1448319,63864744,BO72DRAFT_477000,BO72DRAFT_477000,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864745,BO72DRAFT_477034,BO72DRAFT_477034,-,-,Unknown,-,putative thij/pfpi,protein-coding,-,-,-,putative thij/pfpi,20210421,-
1448319,63864746,BO72DRAFT_477035,BO72DRAFT_477035,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864747,BO72DRAFT_477043,BO72DRAFT_477043,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864748,BO72DRAFT_477052,BO72DRAFT_477052,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864749,BO72DRAFT_477056,BO72DRAFT_477056,-,-,Unknown,-,"vacuolar sorting protein VPS1, dynamin",protein-coding,-,-,-,"vacuolar sorting protein VPS1, dynamin",20210421,-
1448319,63864750,BO72DRAFT_477070,BO72DRAFT_477070,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864751,BO72DRAFT_477074,BO72DRAFT_477074,-,-,Unknown,-,cytosolic Fe-S cluster assembly factor nar1,protein-coding,-,-,-,cytosolic Fe-S cluster assembly factor nar1,20210421,-
1448319,63864752,BO72DRAFT_47711,BO72DRAFT_47711,-,-,Unknown,-,"cofilin, actophorin",protein-coding,-,-,-,"cofilin, actophorin",20210421,-
1448319,63864753,BO72DRAFT_477133,BO72DRAFT_477133,-,-,Unknown,-,DNA topoisomerase II,protein-coding,-,-,-,DNA topoisomerase II,20210421,-
1448319,63864754,BO72DRAFT_477134,BO72DRAFT_477134,-,-,Unknown,-,major facilitator superfamily transporter,protein-coding,-,-,-,major facilitator superfamily transporter,20210421,-
1448319,63864755,BO72DRAFT_477164,BO72DRAFT_477164,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864756,BO72DRAFT_477215,BO72DRAFT_477215,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864757,BO72DRAFT_477224,BO72DRAFT_477224,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864758,BO72DRAFT_477233,BO72DRAFT_477233,-,-,Unknown,-,coronin-like protein crn1,protein-coding,-,-,-,coronin-like protein crn1,20210421,-
1448319,63864759,BO72DRAFT_477244,BO72DRAFT_477244,-,-,Unknown,-,ketopantoate reductase family protein,protein-coding,-,-,-,ketopantoate reductase family protein,20210421,-
1448319,63864760,BO72DRAFT_477245,BO72DRAFT_477245,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864761,BO72DRAFT_477246,BO72DRAFT_477246,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864762,BO72DRAFT_477264,BO72DRAFT_477264,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864763,BO72DRAFT_477267,BO72DRAFT_477267,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864764,BO72DRAFT_477281,BO72DRAFT_477281,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864765,BO72DRAFT_477295,BO72DRAFT_477295,-,-,Unknown,-,ubiquitin-like protein,protein-coding,-,-,-,ubiquitin-like protein,20210421,-
1448319,63864766,BO72DRAFT_477299,BO72DRAFT_477299,-,-,Unknown,-,Aldo/keto reductase,protein-coding,-,-,-,Aldo/keto reductase,20210421,-
1448319,63864767,BO72DRAFT_477300,BO72DRAFT_477300,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864768,BO72DRAFT_477304,BO72DRAFT_477304,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210421,-
1448319,63864769,BO72DRAFT_477336,BO72DRAFT_477336,-,-,Unknown,-,iron permease FTR1,protein-coding,-,-,-,iron permease FTR1,20210421,-
1448319,63864770,BO72DRAFT_477354,BO72DRAFT_477354,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864771,BO72DRAFT_477374,BO72DRAFT_477374,-,-,Unknown,-,O-methyltransferase,protein-coding,-,-,-,O-methyltransferase,20210421,-
1448319,63864772,BO72DRAFT_477391,BO72DRAFT_477391,-,-,Unknown,-,polyamine transporter,protein-coding,-,-,-,polyamine transporter,20210421,-
1448319,63864773,BO72DRAFT_477397,BO72DRAFT_477397,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20210421,-
1448319,63864774,BO72DRAFT_4774,BO72DRAFT_4774,-,-,Unknown,-,amylase cluster transcriptional regulator AmyR,protein-coding,-,-,-,amylase cluster transcriptional regulator AmyR,20210421,-
1448319,63864775,BO72DRAFT_477406,BO72DRAFT_477406,-,-,Unknown,-,putative trichothecene biosynthesis acetyltransferase,protein-coding,-,-,-,putative trichothecene biosynthesis acetyltransferase,20210421,-
1448319,63864776,BO72DRAFT_477421,BO72DRAFT_477421,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864777,BO72DRAFT_477434,BO72DRAFT_477434,-,-,Unknown,-,NRPS-like enzyme,protein-coding,-,-,-,NRPS-like enzyme,20210421,-
1448319,63864778,BO72DRAFT_477464,BO72DRAFT_477464,-,-,Unknown,-,purine and uridine phosphorylase,protein-coding,-,-,-,purine and uridine phosphorylase,20210421,-
1448319,63864779,BO72DRAFT_477475,BO72DRAFT_477475,-,-,Unknown,-,6-phosphogluconate dehydrogenase,protein-coding,-,-,-,6-phosphogluconate dehydrogenase,20210421,-
1448319,63864780,BO72DRAFT_477478,BO72DRAFT_477478,-,-,Unknown,-,C6 transcription factor,protein-coding,-,-,-,C6 transcription factor,20210421,-
1448319,63864781,BO72DRAFT_477481,BO72DRAFT_477481,-,-,Unknown,-,putative CCR4-NOT core complex subunit Not4,protein-coding,-,-,-,putative CCR4-NOT core complex subunit Not4,20210421,-
1448319,63864782,BO72DRAFT_477482,BO72DRAFT_477482,-,-,Unknown,-,DUF572-domain-containing protein,protein-coding,-,-,-,DUF572-domain-containing protein,20210421,-
1448319,63864783,BO72DRAFT_477515,BO72DRAFT_477515,-,-,Unknown,-,AMP-binding enzyme,protein-coding,-,-,-,AMP-binding enzyme,20210421,-
1448319,63864784,BO72DRAFT_477550,BO72DRAFT_477550,-,-,Unknown,-,benzoate 4-monooxygenase cytochrome P450,protein-coding,-,-,-,benzoate 4-monooxygenase cytochrome P450,20210421,-
1448319,63864785,BO72DRAFT_477557,BO72DRAFT_477557,-,-,Unknown,-,triacylglycerol lipase,protein-coding,-,-,-,triacylglycerol lipase,20210421,-
1448319,63864786,BO72DRAFT_477559,BO72DRAFT_477559,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864787,BO72DRAFT_477609,BO72DRAFT_477609,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864788,BO72DRAFT_477618,BO72DRAFT_477618,-,-,Unknown,-,putative CUE domain protein,protein-coding,-,-,-,putative CUE domain protein,20210421,-
1448319,63864789,BO72DRAFT_477622,BO72DRAFT_477622,-,-,Unknown,-,general substrate transporter,protein-coding,-,-,-,general substrate transporter,20210421,-
1448319,63864790,BO72DRAFT_477626,BO72DRAFT_477626,-,-,Unknown,-,putative transcription factor TFIIIB complex subunit Brf1,protein-coding,-,-,-,putative transcription factor TFIIIB complex subunit Brf1,20210421,-
1448319,63864791,BO72DRAFT_477669,BO72DRAFT_477669,-,-,Unknown,-,putative ribosomal protein S15,protein-coding,-,-,-,putative ribosomal protein S15,20210421,-
1448319,63864792,BO72DRAFT_477705,BO72DRAFT_477705,-,-,Unknown,-,cytochrome c oxidase polypeptide VI mitochondrial precursor,protein-coding,-,-,-,cytochrome c oxidase polypeptide VI mitochondrial precursor,20210421,-
1448319,63864793,BO72DRAFT_477752,BO72DRAFT_477752,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864794,BO72DRAFT_477775,BO72DRAFT_477775,-,-,Unknown,-,putative mitochondrial processing peptidase beta subunit,protein-coding,-,-,-,putative mitochondrial processing peptidase beta subunit,20210421,-
1448319,63864795,BO72DRAFT_477793,BO72DRAFT_477793,-,-,Unknown,-,HAD-like protein,protein-coding,-,-,-,HAD-like protein,20210421,-
1448319,63864796,BO72DRAFT_477827,BO72DRAFT_477827,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210421,-
1448319,63864797,BO72DRAFT_477835,BO72DRAFT_477835,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864798,BO72DRAFT_477841,BO72DRAFT_477841,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864799,BO72DRAFT_477907,BO72DRAFT_477907,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864800,BO72DRAFT_477925,BO72DRAFT_477925,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864801,BO72DRAFT_477966,BO72DRAFT_477966,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864802,BO72DRAFT_477969,BO72DRAFT_477969,-,-,Unknown,-,glycine cleavage system T protein,protein-coding,-,-,-,glycine cleavage system T protein,20210421,-
1448319,63864803,BO72DRAFT_477979,BO72DRAFT_477979,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864804,BO72DRAFT_477995,BO72DRAFT_477995,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864805,BO72DRAFT_477996,BO72DRAFT_477996,-,-,Unknown,-,Clavaminate synthase-like protein,protein-coding,-,-,-,Clavaminate synthase-like protein,20210421,-
1448319,63864806,BO72DRAFT_4780,BO72DRAFT_4780,-,-,Unknown,-,signal recognition particle protein,protein-coding,-,-,-,signal recognition particle protein,20210421,-
1448319,63864807,BO72DRAFT_478018,BO72DRAFT_478018,-,-,Unknown,-,glutathione oxidoreductase Glr1,protein-coding,-,-,-,glutathione oxidoreductase Glr1,20210421,-
1448319,63864808,BO72DRAFT_478030,BO72DRAFT_478030,-,-,Unknown,-,dicer-like protein 2-1,protein-coding,-,-,-,dicer-like protein 2-1,20210421,-
1448319,63864809,BO72DRAFT_478038,BO72DRAFT_478038,-,-,Unknown,-,aldehyde dehydrogenase,protein-coding,-,-,-,aldehyde dehydrogenase,20210421,-
1448319,63864810,BO72DRAFT_478066,BO72DRAFT_478066,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210421,-
1448319,63864811,BO72DRAFT_478069,BO72DRAFT_478069,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864812,BO72DRAFT_478072,BO72DRAFT_478072,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864813,BO72DRAFT_478078,BO72DRAFT_478078,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20210421,-
1448319,63864814,BO72DRAFT_478147,BO72DRAFT_478147,-,-,Unknown,-,COP9 signalosome subunit 1,protein-coding,-,-,-,COP9 signalosome subunit 1,20210421,-
1448319,63864815,BO72DRAFT_478160,BO72DRAFT_478160,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864816,BO72DRAFT_478171,BO72DRAFT_478171,-,-,Unknown,-,N-terminal nucleophile aminohydrolase,protein-coding,-,-,-,N-terminal nucleophile aminohydrolase,20210421,-
1448319,63864817,BO72DRAFT_478182,BO72DRAFT_478182,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864818,BO72DRAFT_478192,BO72DRAFT_478192,-,-,Unknown,-,histone deposition protein Asf1,protein-coding,-,-,-,histone deposition protein Asf1,20210421,-
1448319,63864819,BO72DRAFT_478234,BO72DRAFT_478234,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210421,-
1448319,63864820,BO72DRAFT_478238,BO72DRAFT_478238,-,-,Unknown,-,putative coiled-coil domain-containing protein,protein-coding,-,-,-,putative coiled-coil domain-containing protein,20210421,-
1448319,63864821,BO72DRAFT_478260,BO72DRAFT_478260,-,-,Unknown,-,putative cell division control protein,protein-coding,-,-,-,putative cell division control protein,20210421,-
1448319,63864822,BO72DRAFT_478263,BO72DRAFT_478263,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864823,BO72DRAFT_478266,BO72DRAFT_478266,-,-,Unknown,-,male sterility domain-containing protein,protein-coding,-,-,-,male sterility domain-containing protein,20210421,-
1448319,63864824,BO72DRAFT_478285,BO72DRAFT_478285,-,-,Unknown,-,dead box ATP-dependent rna helicase,protein-coding,-,-,-,dead box ATP-dependent rna helicase,20210421,-
1448319,63864825,BO72DRAFT_478319,BO72DRAFT_478319,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864826,BO72DRAFT_478323,BO72DRAFT_478323,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210421,-
1448319,63864827,BO72DRAFT_478324,BO72DRAFT_478324,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864828,BO72DRAFT_478337,BO72DRAFT_478337,-,-,Unknown,-,tryptophan synthase beta subunit-like PLP-dependent enzyme,protein-coding,-,-,-,tryptophan synthase beta subunit-like PLP-dependent enzyme,20210421,-
1448319,63864829,BO72DRAFT_478338,BO72DRAFT_478338,-,-,Unknown,-,DUF1338-domain-containing protein,protein-coding,-,-,-,DUF1338-domain-containing protein,20210421,-
1448319,63864830,BO72DRAFT_478339,BO72DRAFT_478339,-,-,Unknown,-,"monocarboxylate permease-like protein, mch4",protein-coding,-,-,-,"monocarboxylate permease-like protein, mch4",20210421,-
1448319,63864831,BO72DRAFT_478343,BO72DRAFT_478343,-,-,Unknown,-,putative NGG1 interacting factor Nif3,protein-coding,-,-,-,putative NGG1 interacting factor Nif3,20210421,-
1448319,63864832,BO72DRAFT_478365,BO72DRAFT_478365,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864833,BO72DRAFT_478372,BO72DRAFT_478372,-,-,Unknown,-,Pkinase-domain-containing protein,protein-coding,-,-,-,Pkinase-domain-containing protein,20210421,-
1448319,63864834,BO72DRAFT_478374,BO72DRAFT_478374,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864835,BO72DRAFT_478398,BO72DRAFT_478398,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63864836,BO72DRAFT_478404,BO72DRAFT_478404,-,-,Unknown,-,DUF602-domain-containing protein,protein-coding,-,-,-,DUF602-domain-containing protein,20210421,-
1448319,63864837,BO72DRAFT_478413,BO72DRAFT_478413,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
