#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
7209,9937370,LOAG_00014,LOAG_00014,-,-,Unknown,-,6-phosphofructokinase,protein-coding,-,-,-,6-phosphofructokinase,20201104,-
7209,9951405,LOAG_13930,LOAG_13930,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951406,LOAG_13931,LOAG_13931,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951408,LOAG_13934,LOAG_13934,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951409,LOAG_13933,LOAG_13933,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951410,LOAG_13935,LOAG_13935,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951412,LOAG_13937,LOAG_13937,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951414,LOAG_13939,LOAG_13939,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951417,LOAG_13941,LOAG_13941,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951419,LOAG_18294,LOAG_18294,LOAG_13944,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951421,LOAG_13946,LOAG_13946,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951423,LOAG_13948,LOAG_13948,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951424,LOAG_13949,LOAG_13949,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951426,LOAG_17261,LOAG_17261,LOAG_13950,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951427,LOAG_13953,LOAG_13953,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951428,LOAG_13952,LOAG_13952,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951429,LOAG_16772,LOAG_16772,LOAG_13954,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951430,LOAG_13956,LOAG_13956,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951431,LOAG_13955,LOAG_13955,-,-,Unknown,-,transcription factor Ash2,protein-coding,-,-,-,transcription factor Ash2,20201104,-
7209,9951432,LOAG_18712,LOAG_18712,LOAG_13957,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951434,LOAG_13959,LOAG_13959,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951438,LOAG_13963,LOAG_13963,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951440,LOAG_13965,LOAG_13965,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951441,LOAG_13967,LOAG_13967,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951443,LOAG_13968,LOAG_13968,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951444,LOAG_17516,LOAG_17516,LOAG_13969,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951445,LOAG_13970,LOAG_13970,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951446,LOAG_13973,LOAG_13973,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951447,LOAG_13971,LOAG_13971,-,-,Unknown,-,histone H3,protein-coding,-,-,-,histone H3,20201104,-
7209,9951448,LOAG_13972,LOAG_13972,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951449,LOAG_16793,LOAG_16793,LOAG_13974,-,Unknown,-,DZF family protein,protein-coding,-,-,-,DZF family protein,20201104,-
7209,9951450,LOAG_13975,LOAG_13975,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951451,LOAG_13976,LOAG_13976,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951452,LOAG_17716,LOAG_17716,LOAG_13977,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951453,LOAG_13978,LOAG_13978,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951454,LOAG_18096,LOAG_18096,LOAG_13979,-,Unknown,-,calpain Clp-1,protein-coding,-,-,-,calpain Clp-1,20201104,-
7209,9951455,LOAG_17903,LOAG_17903,LOAG_13980,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951457,LOAG_13982,LOAG_13982,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951458,LOAG_13983,LOAG_13983,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951460,LOAG_13985,LOAG_13985,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951461,LOAG_20117,LOAG_20117,LOAG_20104,-,Unknown,-,tRNA,tRNA,-,-,-,-,20201104,-
7209,9951463,LOAG_13986,LOAG_13986,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951464,LOAG_13987,LOAG_13987,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951466,LOAG_13990,LOAG_13990,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951467,LOAG_13991,LOAG_13991,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951470,LOAG_13995,LOAG_13995,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951473,LOAG_13997,LOAG_13997,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951474,LOAG_13998,LOAG_13998,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951475,LOAG_18307,LOAG_18307,LOAG_13999,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951477,LOAG_14001,LOAG_14001,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951478,LOAG_14003,LOAG_14003,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951479,LOAG_14002,LOAG_14002,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951480,LOAG_14004,LOAG_14004,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951481,LOAG_14005,LOAG_14005,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951482,LOAG_14007,LOAG_14007,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951483,LOAG_16655,LOAG_16655,LOAG_14006,-,Unknown,-,zinc finger protein,protein-coding,-,-,-,zinc finger protein,20201104,-
7209,9951484,LOAG_14008,LOAG_14008,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951485,LOAG_14009,LOAG_14009,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951487,LOAG_14010,LOAG_14010,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951488,LOAG_14012,LOAG_14012,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951489,LOAG_14013,LOAG_14013,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951490,LOAG_14014,LOAG_14014,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951491,LOAG_14015,LOAG_14015,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951493,LOAG_19036,LOAG_19036,LOAG_14017,-,Unknown,-,CBR-PPW-2 protein,protein-coding,-,-,-,CBR-PPW-2 protein,20201104,-
7209,9951494,LOAG_14018,LOAG_14018,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951496,LOAG_18637,LOAG_18637,LOAG_14019,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951497,LOAG_14022,LOAG_14022,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951499,LOAG_14024,LOAG_14024,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951500,LOAG_18615,LOAG_18615,LOAG_14023,-,Unknown,-,kinase,protein-coding,-,-,-,kinase,20201104,-
7209,9951502,LOAG_14026,LOAG_14026,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951504,LOAG_14028,LOAG_14028,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951506,LOAG_14030,LOAG_14030,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951508,LOAG_14034,LOAG_14034,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951509,LOAG_14033,LOAG_14033,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951510,LOAG_14032,LOAG_14032,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951513,LOAG_14037,LOAG_14037,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951515,LOAG_18440,LOAG_18440,LOAG_14038,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951517,LOAG_14042,LOAG_14042,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951518,LOAG_14041,LOAG_14041,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951519,LOAG_20066,LOAG_20066,LOAG_20105,-,Unknown,-,tRNA,tRNA,-,-,-,-,20201104,-
7209,9951520,LOAG_14045,LOAG_14045,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951521,LOAG_14043,LOAG_14043,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951522,LOAG_14044,LOAG_14044,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951523,LOAG_14046,LOAG_14046,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951524,LOAG_14047,LOAG_14047,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951525,LOAG_14048,LOAG_14048,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951526,LOAG_18126,LOAG_18126,LOAG_14049,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951527,LOAG_14050,LOAG_14050,-,-,Unknown,-,helix-loop-helix DNA-binding domain-containing protein,protein-coding,-,-,-,helix-loop-helix DNA-binding domain-containing protein,20201104,-
7209,9951528,LOAG_17917,LOAG_17917,LOAG_14051,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951531,LOAG_14055,LOAG_14055,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951532,LOAG_18579,LOAG_18579,LOAG_14054,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951533,LOAG_14056,LOAG_14056,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951534,LOAG_14057,LOAG_14057,-,-,Unknown,-,zinc finger protein,protein-coding,-,-,-,zinc finger protein,20201104,-
7209,9951535,LOAG_20083,LOAG_20083,LOAG_20106,-,Unknown,-,tRNA,tRNA,-,-,-,-,20201104,-
7209,9951536,LOAG_14058,LOAG_14058,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951537,LOAG_17290,LOAG_17290,LOAG_14060,-,Unknown,-,A-kinase anchor protein 10,protein-coding,-,-,-,A-kinase anchor protein 10,20201104,-
7209,9951538,LOAG_18941,LOAG_18941,LOAG_14059,-,Unknown,-,rho GTPase-activating protein syd-1,protein-coding,-,-,-,rho GTPase-activating protein syd-1,20201104,-
7209,9951539,LOAG_14066,LOAG_14066,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951541,LOAG_14063,LOAG_14063,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951543,LOAG_18114,LOAG_18114,LOAG_14065,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951544,LOAG_14064,LOAG_14064,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951546,LOAG_14068,LOAG_14068,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951547,LOAG_14069,LOAG_14069,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951548,LOAG_14070,LOAG_14070,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951550,LOAG_14072,LOAG_14072,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951551,LOAG_14073,LOAG_14073,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951552,LOAG_14074,LOAG_14074,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951555,LOAG_14077,LOAG_14077,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951556,LOAG_14079,LOAG_14079,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951558,LOAG_14080,LOAG_14080,-,-,Unknown,-,BTB/POZ domain-containing protein,protein-coding,-,-,-,BTB/POZ domain-containing protein,20201104,-
7209,9951559,LOAG_14081,LOAG_14081,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951563,LOAG_14084,LOAG_14084,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951564,LOAG_14087,LOAG_14087,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951565,LOAG_14086,LOAG_14086,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951567,LOAG_14090,LOAG_14090,-,-,Unknown,-,ZNF697 protein,protein-coding,-,-,-,ZNF697 protein,20201104,-
7209,9951568,LOAG_14089,LOAG_14089,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951569,LOAG_14091,LOAG_14091,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951570,LOAG_14094,LOAG_14094,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951571,LOAG_14093,LOAG_14093,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951572,LOAG_14092,LOAG_14092,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951574,LOAG_18179,LOAG_18179,LOAG_14095,-,Unknown,-,DNA polymerase epsilon subunit 2,protein-coding,-,-,-,DNA polymerase epsilon subunit 2,20201104,-
7209,9951575,LOAG_14097,LOAG_14097,-,-,Unknown,-,histone H2B 2,protein-coding,-,-,-,histone H2B 2,20201104,-
7209,9951578,LOAG_14100,LOAG_14100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951580,LOAG_14101,LOAG_14101,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951583,LOAG_14104,LOAG_14104,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951584,LOAG_14106,LOAG_14106,-,-,Unknown,-,voltage-gated potassium channel,protein-coding,-,-,-,voltage-gated potassium channel,20201104,-
7209,9951585,LOAG_14107,LOAG_14107,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951588,LOAG_14111,LOAG_14111,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951590,LOAG_14112,LOAG_14112,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951591,LOAG_18136,LOAG_18136,LOAG_14114,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951592,LOAG_14115,LOAG_14115,-,-,Unknown,-,neurogenic differentiation factor,protein-coding,-,-,-,neurogenic differentiation factor,20201104,-
7209,9951594,LOAG_14116,LOAG_14116,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951595,LOAG_14118,LOAG_14118,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951596,LOAG_18565,LOAG_18565,LOAG_14117,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951597,LOAG_14119,LOAG_14119,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951599,LOAG_14120,LOAG_14120,-,-,Unknown,-,casein kinase II,protein-coding,-,-,-,casein kinase II,20201104,-
7209,9951600,LOAG_14122,LOAG_14122,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951601,LOAG_14123,LOAG_14123,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951602,LOAG_14124,LOAG_14124,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951603,LOAG_17235,LOAG_17235,LOAG_14125,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951611,LOAG_14133,LOAG_14133,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951615,LOAG_18955,LOAG_18955,LOAG_14135,-,Unknown,-,SET domain-containing protein 3,protein-coding,-,-,-,SET domain-containing protein 3,20201104,-
7209,9951616,LOAG_14138,LOAG_14138,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951617,LOAG_14139,LOAG_14139,-,-,Unknown,-,medulloblastoma antigen MU-MB,protein-coding,-,-,-,medulloblastoma antigen MU-MB,20201104,-
7209,9951618,LOAG_14140,LOAG_14140,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951620,LOAG_14143,LOAG_14143,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951623,LOAG_17805,LOAG_17805,LOAG_14145,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951624,LOAG_14146,LOAG_14146,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951626,LOAG_14147,LOAG_14147,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951627,LOAG_14149,LOAG_14149,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951628,LOAG_14150,LOAG_14150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951631,LOAG_14153,LOAG_14153,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951632,LOAG_14154,LOAG_14154,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951633,LOAG_14155,LOAG_14155,-,-,Unknown,-,enolase,protein-coding,-,-,-,enolase,20201104,-
7209,9951634,LOAG_14156,LOAG_14156,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951635,LOAG_17648,LOAG_17648,LOAG_14157,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951636,LOAG_19002,LOAG_19002,LOAG_14158,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951637,LOAG_17289,LOAG_17289,LOAG_14159,-,Unknown,-,IPLA-3 protein,protein-coding,-,-,-,IPLA-3 protein,20201104,-
7209,9951639,LOAG_20057,LOAG_20057,LOAG_20107,-,Unknown,-,tRNA,tRNA,-,-,-,-,20201104,-
7209,9951641,LOAG_14163,LOAG_14163,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951642,LOAG_14164,LOAG_14164,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951644,LOAG_14166,LOAG_14166,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951645,LOAG_17283,LOAG_17283,LOAG_14167,-,Unknown,-,CMGC/CDK/CDK4 protein kinase,protein-coding,-,-,-,CMGC/CDK/CDK4 protein kinase,20201104,-
7209,9951646,LOAG_14168,LOAG_14168,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951647,LOAG_14169,LOAG_14169,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951648,LOAG_14170,LOAG_14170,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951649,LOAG_14171,LOAG_14171,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951651,LOAG_14173,LOAG_14173,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951652,LOAG_14174,LOAG_14174,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951654,LOAG_14175,LOAG_14175,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951655,LOAG_14177,LOAG_14177,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951656,LOAG_14179,LOAG_14179,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951657,LOAG_14178,LOAG_14178,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951658,LOAG_14181,LOAG_14181,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951659,LOAG_17414,LOAG_17414,LOAG_14180,-,Unknown,-,sodium-dependent serotonin transporter,protein-coding,-,-,-,sodium-dependent serotonin transporter,20201104,-
7209,9951660,LOAG_14184,LOAG_14184,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951661,LOAG_17014,LOAG_17014,LOAG_14182,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951663,LOAG_14185,LOAG_14185,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951664,LOAG_14187,LOAG_14187,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951666,LOAG_14188,LOAG_14188,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951667,LOAG_14189,LOAG_14189,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951668,LOAG_18867,LOAG_18867,LOAG_14190,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951669,LOAG_14191,LOAG_14191,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951670,LOAG_14192,LOAG_14192,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951671,LOAG_14194,LOAG_14194,-,-,Unknown,-,NHE-3 protein,protein-coding,-,-,-,NHE-3 protein,20201104,-
7209,9951672,LOAG_14193,LOAG_14193,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951673,LOAG_14196,LOAG_14196,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951674,LOAG_14195,LOAG_14195,-,-,Unknown,-,zinc finger protein,protein-coding,-,-,-,zinc finger protein,20201104,-
7209,9951675,LOAG_14197,LOAG_14197,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951676,LOAG_14198,LOAG_14198,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951679,LOAG_14202,LOAG_14202,-,-,Unknown,-,hhat protein,protein-coding,-,-,-,hhat protein,20201104,-
7209,9951681,LOAG_14203,LOAG_14203,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951682,LOAG_14204,LOAG_14204,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951683,LOAG_18437,LOAG_18437,LOAG_14205,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951684,LOAG_14207,LOAG_14207,-,-,Unknown,-,piwi domain-containing protein,protein-coding,-,-,-,piwi domain-containing protein,20201104,-
7209,9951685,LOAG_16918,LOAG_16918,LOAG_14206,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951686,LOAG_14208,LOAG_14208,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951687,LOAG_14210,LOAG_14210,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
