#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
595528,14894399,CAOG_08376,CAOG_08376,-,-,Unknown,-,propionyl-CoA carboxylase subunit alpha,protein-coding,-,-,-,propionyl-CoA carboxylase subunit alpha,20201223,-
595528,14902174,CAOG_00470,CAOG_00470,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902175,CAOG_00471,CAOG_00471,-,-,Unknown,-,WD repeat-containing protein 76,protein-coding,-,-,-,WD repeat-containing protein 76,20201223,-
595528,14902176,CAOG_00472,CAOG_00472,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902177,CAOG_00473,CAOG_00473,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902180,CAOG_00476,CAOG_00476,-,-,Unknown,-,methyltransferase,protein-coding,-,-,-,methyltransferase,20201223,-
595528,14902181,CAOG_00477,CAOG_00477,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902182,CAOG_00478,CAOG_00478,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902183,CAOG_00479,CAOG_00479,-,-,Unknown,-,cysteine synthase A,protein-coding,-,-,-,cysteine synthase A,20201223,-
595528,14902184,CAOG_00480,CAOG_00480,-,-,Unknown,-,ubiquitin specific peptidase 14,protein-coding,-,-,-,ubiquitin specific peptidase 14,20201223,-
595528,14902185,CAOG_00481,CAOG_00481,-,-,Unknown,-,bystin,protein-coding,-,-,-,bystin,20201223,-
595528,14902186,CAOG_00482,CAOG_00482,-,-,Unknown,-,heterotrimeric G protein beta subunit 1,protein-coding,-,-,-,heterotrimeric G protein beta subunit 1,20201223,-
595528,14902187,CAOG_00483,CAOG_00483,-,-,Unknown,-,palmitoyl protein thioesterase,protein-coding,-,-,-,palmitoyl protein thioesterase,20201223,-
595528,14902188,CAOG_00484,CAOG_00484,-,-,Unknown,-,glutamine:fructose-6-phosphate aminotransferase 1,protein-coding,-,-,-,glutamine:fructose-6-phosphate aminotransferase 1,20201223,-
595528,14902189,CAOG_00485,CAOG_00485,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902190,CAOG_00486,CAOG_00486,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902191,CAOG_00487,CAOG_00487,-,-,Unknown,-,proteasome beta 2 subunit,protein-coding,-,-,-,proteasome beta 2 subunit,20201223,-
595528,14902192,CAOG_00488,CAOG_00488,-,-,Unknown,-,armadillo repeat-containing protein 1,protein-coding,-,-,-,armadillo repeat-containing protein 1,20201223,-
595528,14902193,CAOG_00489,CAOG_00489,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902194,CAOG_00490,CAOG_00490,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902195,CAOG_00491,CAOG_00491,-,-,Unknown,-,lyncein,protein-coding,-,-,-,lyncein,20201223,-
595528,14902196,CAOG_00492,CAOG_00492,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902197,CAOG_00493,CAOG_00493,-,-,Unknown,-,translation initiation factor eIF-2B subunit epsilon,protein-coding,-,-,-,translation initiation factor eIF-2B subunit epsilon,20201223,-
595528,14902198,CAOG_00494,CAOG_00494,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902199,CAOG_00495,CAOG_00495,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902200,CAOG_00496,CAOG_00496,-,-,Unknown,-,glutaminase,protein-coding,-,-,-,glutaminase,20201223,-
595528,14902201,CAOG_00497,CAOG_00497,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902202,CAOG_00498,CAOG_00498,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902203,CAOG_00499,CAOG_00499,-,-,Unknown,-,gamma-butyrobetaine dioxygenase,protein-coding,-,-,-,gamma-butyrobetaine dioxygenase,20201223,-
595528,14902204,CAOG_00500,CAOG_00500,-,-,Unknown,-,betaine aldehyde dehydrogenase,protein-coding,-,-,-,betaine aldehyde dehydrogenase,20201223,-
595528,14902205,CAOG_00501,CAOG_00501,-,-,Unknown,-,solute carrier family 35,protein-coding,-,-,-,solute carrier family 35,20201223,-
595528,14902206,CAOG_00502,CAOG_00502,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902207,CAOG_00503,CAOG_00503,-,-,Unknown,-,T-complex protein 1 subunit alpha,protein-coding,-,-,-,T-complex protein 1 subunit alpha,20201223,-
595528,14902208,CAOG_00504,CAOG_00504,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902209,CAOG_00505,CAOG_00505,-,-,Unknown,-,fascin 2B,protein-coding,-,-,-,fascin 2B,20201223,-
595528,14902210,CAOG_00506,CAOG_00506,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902211,CAOG_00507,CAOG_00507,-,-,Unknown,-,peroxiredoxin-2,protein-coding,-,-,-,peroxiredoxin-2,20201223,-
595528,14902212,CAOG_00508,CAOG_00508,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902213,CAOG_00509,CAOG_00509,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902214,CAOG_00510,CAOG_00510,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902215,CAOG_00511,CAOG_00511,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902218,CAOG_00514,CAOG_00514,-,-,Unknown,-,type 3 phosphatidylinositol 4-kinase,protein-coding,-,-,-,type 3 phosphatidylinositol 4-kinase,20201223,-
595528,14902222,CAOG_00518,CAOG_00518,-,-,Unknown,-,acetyl-CoA hydrolase/transferase,protein-coding,-,-,-,acetyl-CoA hydrolase/transferase,20201223,-
595528,14902223,CAOG_00519,CAOG_00519,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902224,CAOG_00520,CAOG_00520,-,-,Unknown,-,Btf3l4 protein,protein-coding,-,-,-,Btf3l4 protein,20201223,-
595528,14902225,CAOG_00521,CAOG_00521,-,-,Unknown,-,DNA polymerase epsilon subunit 2,protein-coding,-,-,-,DNA polymerase epsilon subunit 2,20201223,-
595528,14902226,CAOG_00522,CAOG_00522,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902227,CAOG_00523,CAOG_00523,-,-,Unknown,-,cyclin,protein-coding,-,-,-,cyclin,20201223,-
595528,14902228,CAOG_00524,CAOG_00524,-,-,Unknown,-,solute carrier family 25,protein-coding,-,-,-,solute carrier family 25,20201223,-
595528,14902229,CAOG_00525,CAOG_00525,-,-,Unknown,-,phenazine biosynthesis-like domain-containing protein,protein-coding,-,-,-,phenazine biosynthesis-like domain-containing protein,20201223,-
595528,14902230,CAOG_00526,CAOG_00526,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902231,CAOG_00527,CAOG_00527,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902232,CAOG_00528,CAOG_00528,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902233,CAOG_00529,CAOG_00529,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902234,CAOG_00530,CAOG_00530,-,-,Unknown,-,endoglycoceramidase,protein-coding,-,-,-,endoglycoceramidase,20201223,-
595528,14902235,CAOG_00531,CAOG_00531,-,-,Unknown,-,pepsinogen,protein-coding,-,-,-,pepsinogen,20201223,-
595528,14902236,CAOG_00532,CAOG_00532,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902237,CAOG_00533,CAOG_00533,-,-,Unknown,-,ATP-binding cassette sub-family A member 1,protein-coding,-,-,-,ATP-binding cassette sub-family A member 1,20201223,-
595528,14902238,CAOG_00534,CAOG_00534,-,-,Unknown,-,src tyrosine kinase 2,protein-coding,-,-,-,src tyrosine kinase 2,20201223,-
595528,14902239,CAOG_00535,CAOG_00535,-,-,Unknown,-,serine/threonine protein kinase 6,protein-coding,-,-,-,serine/threonine protein kinase 6,20201223,-
595528,14902240,CAOG_00536,CAOG_00536,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902241,CAOG_00537,CAOG_00537,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902242,CAOG_00538,CAOG_00538,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902244,CAOG_00540,CAOG_00540,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902245,CAOG_00541,CAOG_00541,-,-,Unknown,-,40S ribosomal protein S21,protein-coding,-,-,-,40S ribosomal protein S21,20201223,-
595528,14902246,CAOG_00542,CAOG_00542,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902247,CAOG_00543,CAOG_00543,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902250,CAOG_00546,CAOG_00546,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902251,CAOG_00547,CAOG_00547,-,-,Unknown,-,abc transporter,protein-coding,-,-,-,abc transporter,20201223,-
595528,14902252,CAOG_00548,CAOG_00548,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902253,CAOG_00549,CAOG_00549,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902254,CAOG_00550,CAOG_00550,-,-,Unknown,-,ThiF family protein,protein-coding,-,-,-,ThiF family protein,20201223,-
595528,14902255,CAOG_00551,CAOG_00551,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902256,CAOG_00552,CAOG_00552,-,-,Unknown,-,Ddhd2 protein,protein-coding,-,-,-,Ddhd2 protein,20201223,-
595528,14902257,CAOG_00553,CAOG_00553,-,-,Unknown,-,polymyositis/scleroderma autoantigen 1,protein-coding,-,-,-,polymyositis/scleroderma autoantigen 1,20201223,-
595528,14902258,CAOG_00554,CAOG_00554,-,-,Unknown,-,UDP-galactose transporter,protein-coding,-,-,-,UDP-galactose transporter,20201223,-
595528,14902259,CAOG_00555,CAOG_00555,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902260,CAOG_00556,CAOG_00556,-,-,Unknown,-,phosphomannomutase,protein-coding,-,-,-,phosphomannomutase,20201223,-
595528,14902261,CAOG_00557,CAOG_00557,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902262,CAOG_00558,CAOG_00558,-,-,Unknown,-,serine/threonine kinase 24,protein-coding,-,-,-,serine/threonine kinase 24,20201223,-
595528,14902263,CAOG_00559,CAOG_00559,-,-,Unknown,-,potassium channel tetramerisation domain-containing protein,protein-coding,-,-,-,potassium channel tetramerisation domain-containing protein,20201223,-
595528,14902264,CAOG_00560,CAOG_00560,-,-,Unknown,-,hypothetical protein,pseudo,-,-,-,-,20201223,-
595528,14902265,CAOG_00561,CAOG_00561,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902266,CAOG_00562,CAOG_00562,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902267,CAOG_00563,CAOG_00563,-,-,Unknown,-,deoxyribonuclease II family protein,protein-coding,-,-,-,deoxyribonuclease II family protein,20201223,-
595528,14902268,CAOG_00564,CAOG_00564,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902269,CAOG_00565,CAOG_00565,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902270,CAOG_00566,CAOG_00566,-,-,Unknown,-,phosphoglucomutase,protein-coding,-,-,-,phosphoglucomutase,20201223,-
595528,14902271,CAOG_00567,CAOG_00567,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902272,CAOG_00568,CAOG_00568,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902273,CAOG_00569,CAOG_00569,-,-,Unknown,-,cholinesterase,protein-coding,-,-,-,cholinesterase,20201223,-
595528,14902274,CAOG_00570,CAOG_00570,-,-,Unknown,-,RER1 protein,protein-coding,-,-,-,RER1 protein,20201223,-
595528,14902275,CAOG_00571,CAOG_00571,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902276,CAOG_00572,CAOG_00572,-,-,Unknown,-,ATPase,protein-coding,-,-,-,ATPase,20201223,-
595528,14902277,CAOG_00573,CAOG_00573,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902278,CAOG_00574,CAOG_00574,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902279,CAOG_00575,CAOG_00575,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902280,CAOG_00576,CAOG_00576,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902281,CAOG_00577,CAOG_00577,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902282,CAOG_00578,CAOG_00578,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902283,CAOG_00579,CAOG_00579,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902284,CAOG_00580,CAOG_00580,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902285,CAOG_00581,CAOG_00581,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902286,CAOG_00582,CAOG_00582,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902287,CAOG_00583,CAOG_00583,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902288,CAOG_00584,CAOG_00584,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902289,CAOG_00585,CAOG_00585,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902290,CAOG_00586,CAOG_00586,-,-,Unknown,-,solute carrier family 10,protein-coding,-,-,-,solute carrier family 10,20201223,-
595528,14902291,CAOG_00587,CAOG_00587,-,-,Unknown,-,protein transporter SEC13,protein-coding,-,-,-,protein transporter SEC13,20201223,-
595528,14902292,CAOG_00588,CAOG_00588,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902293,CAOG_00589,CAOG_00589,-,-,Unknown,-,DnaJ protein,protein-coding,-,-,-,DnaJ protein,20201223,-
595528,14902294,CAOG_00590,CAOG_00590,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902295,CAOG_00591,CAOG_00591,-,-,Unknown,-,natural killer cell-specific antigen KLIP1,protein-coding,-,-,-,natural killer cell-specific antigen KLIP1,20201223,-
595528,14902296,CAOG_00592,CAOG_00592,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902297,CAOG_00593,CAOG_00593,-,-,Unknown,-,inositol hexaphosphate kinase 3,protein-coding,-,-,-,inositol hexaphosphate kinase 3,20201223,-
595528,14902298,CAOG_00594,CAOG_00594,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902299,CAOG_00595,CAOG_00595,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902300,CAOG_00596,CAOG_00596,-,-,Unknown,-,prefoldin,protein-coding,-,-,-,prefoldin,20201223,-
595528,14902301,CAOG_00597,CAOG_00597,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902304,CAOG_00600,CAOG_00600,-,-,Unknown,-,helicase,protein-coding,-,-,-,helicase,20201223,-
595528,14902305,CAOG_00601,CAOG_00601,-,-,Unknown,-,histidyl-tRNA synthetase,protein-coding,-,-,-,histidyl-tRNA synthetase,20201223,-
595528,14902306,CAOG_00602,CAOG_00602,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902307,CAOG_00603,CAOG_00603,-,-,Unknown,-,transcription factor 25,protein-coding,-,-,-,transcription factor 25,20201223,-
595528,14902308,CAOG_00604,CAOG_00604,-,-,Unknown,-,tyrosine-protein kinase SRK3,protein-coding,-,-,-,tyrosine-protein kinase SRK3,20201223,-
595528,14902309,CAOG_00605,CAOG_00605,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902310,CAOG_00606,CAOG_00606,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902311,CAOG_00607,CAOG_00607,-,-,Unknown,-,phenylalanyl-tRNA synthetase,protein-coding,-,-,-,phenylalanyl-tRNA synthetase,20201223,-
595528,14902312,CAOG_00608,CAOG_00608,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902313,CAOG_00609,CAOG_00609,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902314,CAOG_00610,CAOG_00610,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902317,CAOG_00613,CAOG_00613,-,-,Unknown,-,sigma 1-type opioid receptor,protein-coding,-,-,-,sigma 1-type opioid receptor,20201223,-
595528,14902318,CAOG_00614,CAOG_00614,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902319,CAOG_00615,CAOG_00615,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902320,CAOG_00616,CAOG_00616,-,-,Unknown,-,mannosidase,protein-coding,-,-,-,mannosidase,20201223,-
595528,14902321,CAOG_00617,CAOG_00617,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902322,CAOG_00618,CAOG_00618,-,-,Unknown,-,ribosomal protein L7,protein-coding,-,-,-,ribosomal protein L7,20201223,-
595528,14902323,CAOG_00619,CAOG_00619,-,-,Unknown,-,serine/threonine protein kinase lats,protein-coding,-,-,-,serine/threonine protein kinase lats,20201223,-
595528,14902324,CAOG_00620,CAOG_00620,-,-,Unknown,-,polyubiquitin 5,protein-coding,-,-,-,polyubiquitin 5,20201223,-
595528,14902325,CAOG_00621,CAOG_00621,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902326,CAOG_00622,CAOG_00622,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902327,CAOG_00623,CAOG_00623,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902328,CAOG_00624,CAOG_00624,-,-,Unknown,-,40S ribosomal S14,protein-coding,-,-,-,40S ribosomal S14,20201223,-
595528,14902329,CAOG_00625,CAOG_00625,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902330,CAOG_00626,CAOG_00626,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902331,CAOG_00627,CAOG_00627,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902332,CAOG_00628,CAOG_00628,-,-,Unknown,-,APEX nuclease,protein-coding,-,-,-,APEX nuclease,20201223,-
595528,14902333,CAOG_00629,CAOG_00629,-,-,Unknown,-,cop9 complex subunit,protein-coding,-,-,-,cop9 complex subunit,20201223,-
595528,14902334,CAOG_00630,CAOG_00630,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902335,CAOG_00631,CAOG_00631,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902336,CAOG_00632,CAOG_00632,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902337,CAOG_00633,CAOG_00633,-,-,Unknown,-,Rap1GAP,protein-coding,-,-,-,Rap1GAP,20201223,-
595528,14902338,CAOG_00634,CAOG_00634,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902339,CAOG_00635,CAOG_00635,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902340,CAOG_00636,CAOG_00636,-,-,Unknown,-,myocyte enhancer factor 2A,protein-coding,-,-,-,myocyte enhancer factor 2A,20201223,-
595528,14902341,CAOG_00637,CAOG_00637,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902342,CAOG_00638,CAOG_00638,-,-,Unknown,-,branched chain keto acid dehydrogenase E1 beta polypeptide,protein-coding,-,-,-,branched chain keto acid dehydrogenase E1 beta polypeptide,20201223,-
595528,14902343,CAOG_00639,CAOG_00639,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902346,CAOG_00642,CAOG_00642,-,-,Unknown,-,ganglioside-induced differentiation-associated protein 2,protein-coding,-,-,-,ganglioside-induced differentiation-associated protein 2,20201223,-
595528,14902347,CAOG_00643,CAOG_00643,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902348,CAOG_00644,CAOG_00644,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902349,CAOG_00645,CAOG_00645,-,-,Unknown,-,stress-induced-phosphoprotein,protein-coding,-,-,-,stress-induced-phosphoprotein,20201223,-
595528,14902351,CAOG_00647,CAOG_00647,-,-,Unknown,-,GBP4 protein,protein-coding,-,-,-,GBP4 protein,20201223,-
595528,14902352,CAOG_00648,CAOG_00648,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902353,CAOG_00649,CAOG_00649,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902354,CAOG_00650,CAOG_00650,-,-,Unknown,-,Mrto4 protein,protein-coding,-,-,-,Mrto4 protein,20201223,-
595528,14902355,CAOG_00651,CAOG_00651,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902356,CAOG_00652,CAOG_00652,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902357,CAOG_00653,CAOG_00653,-,-,Unknown,-,CWF19-like protein 1,protein-coding,-,-,-,CWF19-like protein 1,20201223,-
595528,14902358,CAOG_00654,CAOG_00654,-,-,Unknown,-,RNA polymerase I largest subunit,protein-coding,-,-,-,RNA polymerase I largest subunit,20201223,-
595528,14902359,CAOG_00655,CAOG_00655,-,-,Unknown,-,stromal membrane-associated GTPase-activating protein 2,protein-coding,-,-,-,stromal membrane-associated GTPase-activating protein 2,20201223,-
595528,14902360,CAOG_00656,CAOG_00656,-,-,Unknown,-,BAF53b,protein-coding,-,-,-,BAF53b,20201223,-
595528,14902361,CAOG_00657,CAOG_00657,-,-,Unknown,-,RNA binding domain-containing protein 39,protein-coding,-,-,-,RNA binding domain-containing protein 39,20201223,-
595528,14902362,CAOG_00658,CAOG_00658,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902363,CAOG_00659,CAOG_00659,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902364,CAOG_00660,CAOG_00660,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902365,CAOG_00661,CAOG_00661,-,-,Unknown,-,ribosomal protein S16,protein-coding,-,-,-,ribosomal protein S16,20201223,-
595528,14902366,CAOG_00662,CAOG_00662,-,-,Unknown,-,ribosomal protein L7,protein-coding,-,-,-,ribosomal protein L7,20201223,-
595528,14902367,CAOG_00663,CAOG_00663,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902368,CAOG_00664,CAOG_00664,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902369,CAOG_00665,CAOG_00665,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902370,CAOG_00666,CAOG_00666,-,-,Unknown,-,dolichyl glycosyltransferase,protein-coding,-,-,-,dolichyl glycosyltransferase,20201223,-
595528,14902371,CAOG_00667,CAOG_00667,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902374,CAOG_00670,CAOG_00670,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902375,CAOG_00671,CAOG_00671,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902376,CAOG_00672,CAOG_00672,-,-,Unknown,-,nucleoporin,protein-coding,-,-,-,nucleoporin,20201223,-
595528,14902377,CAOG_00673,CAOG_00673,-,-,Unknown,-,nucleoside diphosphate kinase,protein-coding,-,-,-,nucleoside diphosphate kinase,20201223,-
595528,14902378,CAOG_00674,CAOG_00674,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902379,CAOG_00675,CAOG_00675,-,-,Unknown,-,strictosidine synthase,protein-coding,-,-,-,strictosidine synthase,20201223,-
595528,14902380,CAOG_00676,CAOG_00676,-,-,Unknown,-,ubiquitin protein ligase E3A,protein-coding,-,-,-,ubiquitin protein ligase E3A,20201223,-
595528,14902381,CAOG_00677,CAOG_00677,-,-,Unknown,-,tRNA-pseudouridine synthase,protein-coding,-,-,-,tRNA-pseudouridine synthase,20201223,-
595528,14902382,CAOG_00678,CAOG_00678,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902383,CAOG_00679,CAOG_00679,-,-,Unknown,-,fetal globin inducing factor,protein-coding,-,-,-,fetal globin inducing factor,20201223,-
595528,14902384,CAOG_00680,CAOG_00680,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
