#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
933801,10044094,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Acidianus hospitalis str. W1; Acidianus hospitalis strain W1).,other,-,-,-,-,20101221,-
933801,10601389,AHOS_RS09815,AHOS_RS09815,Ahos_1890,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601390,AHOS_RS09820,AHOS_RS09820,Ahos_1891,-,-,-,APC family permease,protein-coding,-,-,-,APC family permease,20190827,-
933801,10601391,AHOS_RS09825,AHOS_RS09825,Ahos_1892,-,-,-,KaiC domain-containing protein,protein-coding,-,-,-,KaiC domain-containing protein,20190827,-
933801,10601392,AHOS_RS09830,AHOS_RS09830,Ahos_1893,-,-,-,DUF973 family protein,protein-coding,-,-,-,DUF973 family protein,20210417,-
933801,10601393,AHOS_RS09835,AHOS_RS09835,Ahos_1894,-,-,-,glycoside hydrolase family 15 protein,protein-coding,-,-,-,glycoside hydrolase family 15 protein,20190827,-
933801,10601394,AHOS_RS09840,AHOS_RS09840,Ahos_1895,-,-,-,DUF3211 domain-containing protein,protein-coding,-,-,-,DUF3211 domain-containing protein,20190827,-
933801,10601395,AHOS_RS09845,AHOS_RS09845,Ahos_1896,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20190827,-
933801,10601397,AHOS_RS09850,AHOS_RS09850,Ahos_1898,-,-,-,type II toxin-antitoxin system RelE/ParE family toxin,protein-coding,-,-,-,type II toxin-antitoxin system RelE/ParE family toxin,20200830,-
933801,10601399,AHOS_RS09860,AHOS_RS09860,Ahos_1900,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601400,AHOS_RS09865,AHOS_RS09865,Ahos_1901,-,-,-,NAD-dependent protein deacylase,protein-coding,-,-,-,NAD-dependent protein deacylase,20190827,-
933801,10601401,AHOS_RS09870,AHOS_RS09870,Ahos_1902,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601402,AHOS_RS09875,AHOS_RS09875,Ahos_1903,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20190827,-
933801,10601403,AHOS_RS09880,AHOS_RS09880,Ahos_1904,-,-,-,HEPN domain-containing protein,protein-coding,-,-,-,HEPN domain-containing protein,20200830,-
933801,10601404,AHOS_RS09885,AHOS_RS09885,Ahos_1905,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
933801,10601405,AHOS_RS09890,AHOS_RS09890,Ahos_1906,-,-,-,PaREP1 family protein,protein-coding,-,-,-,PaREP1 family protein,20200830,-
933801,10601406,AHOS_RS09895,AHOS_RS09895,Ahos_1907,-,-,-,APC family permease,protein-coding,-,-,-,APC family permease,20190827,-
933801,10601407,tnpB,AHOS_RS09900,Ahos_1908,-,-,-,IS200/IS605 family element transposase accessory protein TnpB,protein-coding,-,-,-,IS200/IS605 family element transposase accessory protein TnpB,20200830,-
933801,10601408,AHOS_RS09905,AHOS_RS09905,Ahos_1909,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601409,AHOS_RS09910,AHOS_RS09910,Ahos_1910,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601410,AHOS_RS09915,AHOS_RS09915,Ahos_1911,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601411,AHOS_RS09920,AHOS_RS09920,Ahos_1912,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601413,AHOS_RS09925,AHOS_RS09925,Ahos_1914,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601415,AHOS_RS09930,AHOS_RS09930,Ahos_1916,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601416,AHOS_RS09935,AHOS_RS09935,Ahos_1917,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601417,AHOS_RS09940,AHOS_RS09940,Ahos_1918,-,-,-,SPFH domain-containing protein,protein-coding,-,-,-,SPFH domain-containing protein,20200830,-
933801,10601418,AHOS_RS09945,AHOS_RS09945,Ahos_1919,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601419,AHOS_RS09950,AHOS_RS09950,Ahos_1920,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20190827,-
933801,10601420,AHOS_RS09955,AHOS_RS09955,Ahos_1921,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601421,AHOS_RS09960,AHOS_RS09960,Ahos_1922,-,-,-,PaREP1 family protein,protein-coding,-,-,-,PaREP1 family protein,20190827,-
933801,10601422,AHOS_RS09965,AHOS_RS09965,Ahos_1923,-,-,-,PaREP1 family protein,protein-coding,-,-,-,PaREP1 family protein,20210529,-
933801,10601423,AHOS_RS09970,AHOS_RS09970,Ahos_1924,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601424,AHOS_RS09975,AHOS_RS09975,Ahos_1925,-,-,-,HEPN domain-containing protein,protein-coding,-,-,-,HEPN domain-containing protein,20200830,-
933801,10601425,AHOS_RS09980,AHOS_RS09980,Ahos_1926,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601426,AHOS_RS09985,AHOS_RS09985,Ahos_1927,-,-,-,zinc ribbon domain-containing protein,protein-coding,-,-,-,zinc ribbon domain-containing protein,20200830,-
933801,10601427,AHOS_RS09990,AHOS_RS09990,Ahos_1928,-,-,-,Rieske 2Fe-2S domain-containing protein,protein-coding,-,-,-,Rieske 2Fe-2S domain-containing protein,20200830,-
933801,10601428,AHOS_RS09995,AHOS_RS09995,Ahos_1929,-,-,-,S8 family serine peptidase,protein-coding,-,-,-,S8 family serine peptidase,20200905,-
933801,10601429,AHOS_RS10000,AHOS_RS10000,Ahos_1930,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601430,AHOS_RS10005,AHOS_RS10005,Ahos_1931,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20190827,-
933801,10601431,AHOS_RS10010,AHOS_RS10010,Ahos_1932,-,-,-,MarR family transcriptional regulator,protein-coding,-,-,-,MarR family transcriptional regulator,20200830,-
933801,10601432,AHOS_RS10015,AHOS_RS10015,Ahos_1933,-,-,-,HTH domain-containing protein,protein-coding,-,-,-,HTH domain-containing protein,20210417,-
933801,10601433,AHOS_RS10020,AHOS_RS10020,Ahos_1934,-,-,-,cytochrome ubiquinol oxidase subunit I,protein-coding,-,-,-,cytochrome ubiquinol oxidase subunit I,20190827,-
933801,10601434,AHOS_RS10025,AHOS_RS10025,Ahos_1935,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601435,AHOS_RS10030,AHOS_RS10030,Ahos_1936,-,-,-,antibiotic biosynthesis monooxygenase,protein-coding,-,-,-,antibiotic biosynthesis monooxygenase,20190827,-
933801,10601436,AHOS_RS10035,AHOS_RS10035,Ahos_1937,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601437,AHOS_RS10045,AHOS_RS10045,Ahos_1938,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20200830,-
933801,10601438,AHOS_RS10055,AHOS_RS10055,Ahos_1939,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20200905,-
933801,10601439,AHOS_RS10060,AHOS_RS10060,Ahos_1940,-,-,-,HEPN domain-containing protein,protein-coding,-,-,-,HEPN domain-containing protein,20200830,-
933801,10601440,AHOS_RS10065,AHOS_RS10065,Ahos_1941,-,-,-,HEAT repeat domain-containing protein,protein-coding,-,-,-,HEAT repeat domain-containing protein,20200830,-
933801,10601441,AHOS_RS10070,AHOS_RS10070,Ahos_1942,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
933801,10601442,AHOS_RS10075,AHOS_RS10075,Ahos_1943,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601443,AHOS_RS10080,AHOS_RS10080,Ahos_1944,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601444,AHOS_RS10085,AHOS_RS10085,Ahos_1945,-,-,-,PaREP1 family protein,protein-coding,-,-,-,PaREP1 family protein,20190827,-
933801,10601445,AHOS_RS10090,AHOS_RS10090,Ahos_1946,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20190827,-
933801,10601446,AHOS_RS10095,AHOS_RS10095,Ahos_1947,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20190827,-
933801,10601448,AHOS_RS10100,AHOS_RS10100,Ahos_1949,-,-,-,3-methyl-2-oxobutanoate dehydrogenase subunit beta,protein-coding,-,-,-,3-methyl-2-oxobutanoate dehydrogenase subunit beta,20190827,-
933801,10601449,AHOS_RS10105,AHOS_RS10105,Ahos_1950,-,-,-,pyruvate ferredoxin oxidoreductase,protein-coding,-,-,-,pyruvate ferredoxin oxidoreductase,20190827,-
933801,10601450,AHOS_RS10110,AHOS_RS10110,Ahos_1951,-,-,-,4Fe-4S binding protein,protein-coding,-,-,-,4Fe-4S binding protein,20200830,-
933801,10601451,AHOS_RS10115,AHOS_RS10115,Ahos_1952,-,-,-,2-oxoacid:acceptor oxidoreductase family protein,protein-coding,-,-,-,2-oxoacid:acceptor oxidoreductase family protein,20200830,-
933801,10601452,AHOS_RS10120,AHOS_RS10120,Ahos_1953,-,-,-,APC family permease,protein-coding,-,-,-,APC family permease,20190827,-
933801,10601453,AHOS_RS10125,AHOS_RS10125,Ahos_1954,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20190827,-
933801,10601454,AHOS_RS10130,AHOS_RS10130,Ahos_1955,-,-,-,FAD-binding protein,protein-coding,-,-,-,FAD-binding protein,20200830,-
933801,10601455,AHOS_RS10135,AHOS_RS10135,Ahos_1956,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601456,AHOS_RS10140,AHOS_RS10140,Ahos_1957,-,-,-,thermopsin,protein-coding,-,-,-,thermopsin,20190827,-
933801,10601457,nucS,AHOS_RS10145,Ahos_1958,-,-,-,endonuclease NucS,protein-coding,-,-,-,endonuclease NucS,20200830,-
933801,10601458,AHOS_RS10150,AHOS_RS10150,Ahos_1959,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200830,-
933801,10601459,AHOS_RS10155,AHOS_RS10155,Ahos_1960,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601460,AHOS_RS10160,AHOS_RS10160,Ahos_1961,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20190827,-
933801,10601461,AHOS_RS10165,AHOS_RS10165,Ahos_1962,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601462,AHOS_RS10170,AHOS_RS10170,Ahos_1963,-,-,-,ferredoxin family protein,protein-coding,-,-,-,ferredoxin family protein,20190827,-
933801,10601463,AHOS_RS10175,AHOS_RS10175,Ahos_1964,-,-,-,adenosylcobinamide amidohydrolase,protein-coding,-,-,-,adenosylcobinamide amidohydrolase,20200830,-
933801,10601464,AHOS_RS10180,AHOS_RS10180,Ahos_1965,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20190827,-
933801,10601465,AHOS_RS10185,AHOS_RS10185,Ahos_1966,-,-,-,zinc-ribbon domain-containing protein,protein-coding,-,-,-,zinc-ribbon domain-containing protein,20190827,-
933801,10601466,AHOS_RS10190,AHOS_RS10190,Ahos_1967,-,-,-,AIM24 family protein,protein-coding,-,-,-,AIM24 family protein,20200905,-
933801,10601467,AHOS_RS10195,AHOS_RS10195,Ahos_1968,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20190827,-
933801,10601468,AHOS_RS10200,AHOS_RS10200,Ahos_1969,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601469,AHOS_RS10205,AHOS_RS10205,Ahos_1970,-,-,-,PaREP1 family protein,protein-coding,-,-,-,PaREP1 family protein,20200830,-
933801,10601470,AHOS_RS10210,AHOS_RS10210,Ahos_1972,-,-,-,-,pseudo,-,-,-,-,20190827,-
933801,10601471,AHOS_RS10215,AHOS_RS10215,Ahos_1973,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20190827,-
933801,10601473,AHOS_RS10220,AHOS_RS10220,Ahos_1974,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20190827,-
933801,10601474,AHOS_RS10225,AHOS_RS10225,Ahos_1975,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601475,AHOS_RS10230,AHOS_RS10230,Ahos_1976,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601476,AHOS_RS10235,AHOS_RS10235,Ahos_1977,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20190827,-
933801,10601477,AHOS_RS10240,AHOS_RS10240,Ahos_1978,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601478,AHOS_RS10245,AHOS_RS10245,Ahos_1979,-,-,-,PIN domain-containing protein,protein-coding,-,-,-,PIN domain-containing protein,20200905,-
933801,10601479,AHOS_RS10250,AHOS_RS10250,Ahos_1980,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601480,AHOS_RS10255,AHOS_RS10255,Ahos_1981,-,-,-,4Fe-4S dicluster domain-containing protein,protein-coding,-,-,-,4Fe-4S dicluster domain-containing protein,20190827,-
933801,10601481,AHOS_RS10260,AHOS_RS10260,Ahos_1982,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20190827,-
933801,10601482,AHOS_RS10265,AHOS_RS10265,Ahos_1983,-,-,-,ABC transporter permease subunit,protein-coding,-,-,-,ABC transporter permease subunit,20200905,-
933801,10601483,AHOS_RS10270,AHOS_RS10270,Ahos_1984,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20190827,-
933801,10601484,AHOS_RS10275,AHOS_RS10275,Ahos_1985,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
933801,10601485,AHOS_RS10280,AHOS_RS10280,Ahos_1986,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601486,AHOS_RS10285,AHOS_RS10285,Ahos_1987,-,-,-,heavy metal-binding domain-containing protein,protein-coding,-,-,-,heavy metal-binding domain-containing protein,20190827,-
933801,10601487,AHOS_RS10290,AHOS_RS10290,Ahos_1988,-,-,-,S-methyl-5-thioribose-1-phosphate isomerase,protein-coding,-,-,-,S-methyl-5-thioribose-1-phosphate isomerase,20190827,-
933801,10601488,AHOS_RS10295,AHOS_RS10295,Ahos_1989,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601490,AHOS_RS10305,AHOS_RS10305,Ahos_1991,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601491,AHOS_RS10310,AHOS_RS10310,Ahos_1992,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20190827,-
933801,10601492,AHOS_RS10315,AHOS_RS10315,Ahos_1993,-,-,-,-,pseudo,-,-,-,-,20190827,-
933801,10601493,AHOS_RS10320,AHOS_RS10320,Ahos_1994,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200831,-
933801,10601494,AHOS_RS10325,AHOS_RS10325,Ahos_1995,-,-,-,PaREP1 family protein,protein-coding,-,-,-,PaREP1 family protein,20200830,-
933801,10601495,AHOS_RS10330,AHOS_RS10330,Ahos_1996,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20190827,-
933801,10601496,AHOS_RS10335,AHOS_RS10335,Ahos_1997,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601497,AHOS_RS10345,AHOS_RS10345,Ahos_1998,-,-,-,HEPN domain-containing protein,protein-coding,-,-,-,HEPN domain-containing protein,20200830,-
933801,10601498,AHOS_RS10350,AHOS_RS10350,Ahos_1999,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20200905,-
933801,10601499,AHOS_RS10355,AHOS_RS10355,Ahos_2000,-,-,-,iron ABC transporter permease,protein-coding,-,-,-,iron ABC transporter permease,20190827,-
933801,10601500,AHOS_RS10360,AHOS_RS10360,Ahos_2001,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200912,-
933801,10601501,cobM,AHOS_RS10365,Ahos_2002,-,-,-,precorrin-4 C(11)-methyltransferase,protein-coding,-,-,-,precorrin-4 C(11)-methyltransferase,20190827,-
933801,10601502,AHOS_RS10370,AHOS_RS10370,Ahos_2003,-,-,-,cobalt-factor II C(20)-methyltransferase,protein-coding,-,-,-,cobalt-factor II C(20)-methyltransferase,20190827,-
933801,10601503,cbiT,AHOS_RS10375,Ahos_2004,-,-,-,"precorrin-6Y C5,15-methyltransferase (decarboxylating) subunit CbiT",protein-coding,-,-,-,"precorrin-6Y C5,15-methyltransferase (decarboxylating) subunit CbiT",20190827,-
933801,10601504,AHOS_RS10380,AHOS_RS10380,Ahos_2005,-,-,-,cobalt-precorrin-5B (C(1))-methyltransferase,protein-coding,-,-,-,cobalt-precorrin-5B (C(1))-methyltransferase,20190827,-
933801,10601505,AHOS_RS10385,AHOS_RS10385,Ahos_2006,-,-,-,precorrin-3B C(17)-methyltransferase,protein-coding,-,-,-,precorrin-3B C(17)-methyltransferase,20190827,-
933801,10601506,AHOS_RS10390,AHOS_RS10390,Ahos_2007,-,-,-,precorrin-8X methylmutase,protein-coding,-,-,-,precorrin-8X methylmutase,20200919,-
933801,10601508,AHOS_RS10405,AHOS_RS10405,Ahos_2009,-,-,-,cobalt-precorrin-7 (C(5))-methyltransferase,protein-coding,-,-,-,cobalt-precorrin-7 (C(5))-methyltransferase,20190827,-
933801,10601509,cbiG,AHOS_RS10410,Ahos_2010,-,-,-,cobalt-precorrin 5A hydrolase,protein-coding,-,-,-,cobalt-precorrin 5A hydrolase,20190827,-
933801,10601510,AHOS_RS10415,AHOS_RS10415,Ahos_2011,-,-,-,zinc ribbon domain-containing protein,protein-coding,-,-,-,zinc ribbon domain-containing protein,20190827,-
933801,10601511,fdhF,AHOS_RS10420,Ahos_2012,-,-,-,formate dehydrogenase subunit alpha,protein-coding,-,-,-,formate dehydrogenase subunit alpha,20200830,-
933801,10601512,AHOS_RS10425,AHOS_RS10425,Ahos_2013,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20200905,-
933801,10601513,AHOS_RS10430,AHOS_RS10430,Ahos_2014,-,-,-,HEPN domain-containing protein,protein-coding,-,-,-,HEPN domain-containing protein,20200830,-
933801,10601514,AHOS_RS10435,AHOS_RS10435,Ahos_2015,-,-,-,YkgJ family cysteine cluster protein,protein-coding,-,-,-,YkgJ family cysteine cluster protein,20190827,-
933801,10601515,AHOS_RS10440,AHOS_RS10440,Ahos_2016,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601516,AHOS_RS10445,AHOS_RS10445,Ahos_2017,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601517,AHOS_RS10450,AHOS_RS10450,Ahos_2018,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601518,AHOS_RS10455,AHOS_RS10455,Ahos_2019,-,-,-,zinc ribbon domain-containing protein,protein-coding,-,-,-,zinc ribbon domain-containing protein,20200905,-
933801,10601519,AHOS_RS10460,AHOS_RS10460,Ahos_2020,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20190827,-
933801,10601520,AHOS_RS10470,AHOS_RS10470,Ahos_2021,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601521,AHOS_RS10475,AHOS_RS10475,Ahos_2022,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20190827,-
933801,10601522,AHOS_RS10480,AHOS_RS10480,Ahos_2023,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601523,AHOS_RS10485,AHOS_RS10485,Ahos_2024,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601524,AHOS_RS10490,AHOS_RS10490,Ahos_2025,-,-,-,Hsp20/alpha crystallin family protein,protein-coding,-,-,-,Hsp20/alpha crystallin family protein,20190827,-
933801,10601525,AHOS_RS10495,AHOS_RS10495,Ahos_2026,-,-,-,AarF/ABC1/UbiB kinase family protein,protein-coding,-,-,-,AarF/ABC1/UbiB kinase family protein,20210529,-
933801,10601526,AHOS_RS10500,AHOS_RS10500,Ahos_2027,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601527,AHOS_RS10505,AHOS_RS10505,Ahos_2028,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20190827,-
933801,10601528,AHOS_RS10510,AHOS_RS10510,Ahos_2029,-,-,-,thermopsin family protease,protein-coding,-,-,-,thermopsin family protease,20210529,-
933801,10601529,AHOS_RS10520,AHOS_RS10520,Ahos_2030,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601530,AHOS_RS10525,AHOS_RS10525,Ahos_2031,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20200905,-
933801,10601531,AHOS_RS10530,AHOS_RS10530,Ahos_t0044,-,-,-,-,tRNA,-,-,-,-,20190827,-
933801,10601533,AHOS_RS10540,AHOS_RS10540,Ahos_2033,-,-,-,-,pseudo,-,-,-,-,20190827,-
933801,10601534,AHOS_RS10545,AHOS_RS10545,Ahos_2034,-,-,-,type II toxin-antitoxin system RelE/ParE family toxin,protein-coding,-,-,-,type II toxin-antitoxin system RelE/ParE family toxin,20200830,-
933801,10601535,AHOS_RS10555,AHOS_RS10555,Ahos_2035,-,-,-,PaREP1 family protein,protein-coding,-,-,-,PaREP1 family protein,20200830,-
933801,10601536,AHOS_RS10560,AHOS_RS10560,Ahos_2036,-,-,-,4-hydroxyphenylacetate 3-hydroxylase family protein,protein-coding,-,-,-,4-hydroxyphenylacetate 3-hydroxylase family protein,20200830,-
933801,10601537,AHOS_RS10565,AHOS_RS10565,Ahos_2037,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601538,AHOS_RS10570,AHOS_RS10570,Ahos_2038,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601539,AHOS_RS10575,AHOS_RS10575,Ahos_2039,-,-,-,arylmalonate decarboxylase,protein-coding,-,-,-,arylmalonate decarboxylase,20190827,-
933801,10601540,AHOS_RS10580,AHOS_RS10580,Ahos_2040,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601541,AHOS_RS10585,AHOS_RS10585,Ahos_2041,-,-,-,cbb3-type cytochrome c oxidase subunit I,protein-coding,-,-,-,cbb3-type cytochrome c oxidase subunit I,20200830,-
933801,10601542,AHOS_RS10590,AHOS_RS10590,Ahos_2042,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20190827,-
933801,10601543,AHOS_RS10595,AHOS_RS10595,Ahos_2043,-,-,-,DUF84 family protein,protein-coding,-,-,-,DUF84 family protein,20200830,-
933801,10601544,AHOS_RS10600,AHOS_RS10600,Ahos_2044,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601545,AHOS_RS10605,AHOS_RS10605,Ahos_2045,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601546,AHOS_RS10610,AHOS_RS10610,Ahos_2046,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601547,AHOS_RS10615,AHOS_RS10615,Ahos_2047,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601548,AHOS_RS10620,AHOS_RS10620,Ahos_2048,-,-,-,-,pseudo,-,-,-,-,20190827,-
933801,10601549,AHOS_RS10625,AHOS_RS10625,Ahos_2049,-,-,-,conjugative plasmid protein (pARN3),protein-coding,-,-,-,conjugative plasmid protein (pARN3),20190827,-
933801,10601550,AHOS_RS10630,AHOS_RS10630,Ahos_2050,-,-,-,trimeric intracellular cation channel family protein,protein-coding,-,-,-,trimeric intracellular cation channel family protein,20200905,-
933801,10601551,AHOS_RS10635,AHOS_RS10635,Ahos_2051,-,-,-,EamA family transporter,protein-coding,-,-,-,EamA family transporter,20200905,-
933801,10601552,AHOS_RS10640,AHOS_RS10640,Ahos_2052,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601553,AHOS_RS10645,AHOS_RS10645,Ahos_2053,-,-,-,tetratricopeptide repeat protein,protein-coding,-,-,-,tetratricopeptide repeat protein,20210417,-
933801,10601555,AHOS_RS10655,AHOS_RS10655,Ahos_2055,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
933801,10601556,AHOS_RS10660,AHOS_RS10660,Ahos_2056,-,-,-,(Fe-S)-binding protein,protein-coding,-,-,-,(Fe-S)-binding protein,20190827,-
933801,10601557,AHOS_RS10665,AHOS_RS10665,Ahos_2057,-,-,-,LUD domain-containing protein,protein-coding,-,-,-,LUD domain-containing protein,20200905,-
933801,10601558,AHOS_RS10670,AHOS_RS10670,Ahos_2058,-,-,-,PIN domain-containing protein,protein-coding,-,-,-,PIN domain-containing protein,20190827,-
933801,10601559,AHOS_RS10675,AHOS_RS10675,Ahos_2059,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601560,AHOS_RS10680,AHOS_RS10680,Ahos_2060,-,-,-,chloride channel protein,protein-coding,-,-,-,chloride channel protein,20190827,-
933801,10601561,AHOS_RS10685,AHOS_RS10685,Ahos_2061,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601562,AHOS_RS10690,AHOS_RS10690,Ahos_2062,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601563,AHOS_RS10695,AHOS_RS10695,Ahos_2063,-,-,-,acetate--CoA ligase family protein,protein-coding,-,-,-,acetate--CoA ligase family protein,20200830,-
933801,10601564,AHOS_RS10705,AHOS_RS10705,Ahos_2064,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20190827,-
933801,10601565,AHOS_RS10710,AHOS_RS10710,Ahos_2065,-,-,-,APC family permease,protein-coding,-,-,-,APC family permease,20190827,-
