#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1392248,36540034,P168DRAFT_10038,P168DRAFT_10038,-,-,Unknown,-,Golgi apparatus membrane protein tvp18,protein-coding,-,-,-,Golgi apparatus membrane protein tvp18,20180512,-
1392248,36549472,P168DRAFT_43326,P168DRAFT_43326,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36549473,P168DRAFT_43834,P168DRAFT_43834,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36549474,P168DRAFT_44025,P168DRAFT_44025,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36549475,P168DRAFT_44160,P168DRAFT_44160,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36549476,P168DRAFT_44218,P168DRAFT_44218,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36549477,P168DRAFT_44254,P168DRAFT_44254,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36549478,P168DRAFT_44294,P168DRAFT_44294,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36549479,P168DRAFT_44405,P168DRAFT_44405,-,-,Unknown,-,nascent polypeptide-associated complex subunit,protein-coding,-,-,-,nascent polypeptide-associated complex subunit,20180512,-
1392248,36549480,P168DRAFT_44536,P168DRAFT_44536,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36549481,P168DRAFT_44570,P168DRAFT_44570,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36549482,P168DRAFT_44721,P168DRAFT_44721,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36549483,P168DRAFT_44731,P168DRAFT_44731,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36549484,P168DRAFT_45775,P168DRAFT_45775,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36549485,P168DRAFT_46533,P168DRAFT_46533,-,-,Unknown,-,N-acylethanolamine amidohydrolase,protein-coding,-,-,-,N-acylethanolamine amidohydrolase,20180512,-
1392248,36549486,P168DRAFT_46624,P168DRAFT_46624,-,-,Unknown,-,CheY-like protein,protein-coding,-,-,-,CheY-like protein,20180512,-
1392248,36549487,P168DRAFT_46813,P168DRAFT_46813,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549488,P168DRAFT_46963,P168DRAFT_46963,-,-,Unknown,-,putative glycosyl hydrolase,protein-coding,-,-,-,putative glycosyl hydrolase,20180512,-
1392248,36549489,P168DRAFT_47170,P168DRAFT_47170,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549490,P168DRAFT_47199,P168DRAFT_47199,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549491,P168DRAFT_47336,P168DRAFT_47336,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20180512,-
1392248,36549492,P168DRAFT_47431,P168DRAFT_47431,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549493,P168DRAFT_4756,P168DRAFT_4756,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549494,P168DRAFT_47693,P168DRAFT_47693,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549495,P168DRAFT_47731,P168DRAFT_47731,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549496,P168DRAFT_4777,P168DRAFT_4777,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549497,P168DRAFT_4861,P168DRAFT_4861,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549498,P168DRAFT_48702,P168DRAFT_48702,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549499,P168DRAFT_48851,P168DRAFT_48851,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549500,P168DRAFT_48893,P168DRAFT_48893,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549501,P168DRAFT_48902,P168DRAFT_48902,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549502,P168DRAFT_49436,P168DRAFT_49436,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549503,P168DRAFT_49552,P168DRAFT_49552,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549504,P168DRAFT_49713,P168DRAFT_49713,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549505,P168DRAFT_49759,P168DRAFT_49759,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549506,P168DRAFT_49905,P168DRAFT_49905,-,-,Unknown,-,ARF/SAR superfamily,protein-coding,-,-,-,ARF/SAR superfamily,20180512,-
1392248,36549507,P168DRAFT_50202,P168DRAFT_50202,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549508,P168DRAFT_50494,P168DRAFT_50494,-,-,Unknown,-,Pkinase-domain-containing protein,protein-coding,-,-,-,Pkinase-domain-containing protein,20180512,-
1392248,36549509,P168DRAFT_51307,P168DRAFT_51307,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549510,P168DRAFT_51558,P168DRAFT_51558,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549511,P168DRAFT_52176,P168DRAFT_52176,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549512,P168DRAFT_52337,P168DRAFT_52337,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549513,P168DRAFT_52439,P168DRAFT_52439,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549514,P168DRAFT_52620,P168DRAFT_52620,-,-,Unknown,-,putative serine/threonine protein kinase,protein-coding,-,-,-,putative serine/threonine protein kinase,20180512,-
1392248,36549515,P168DRAFT_5279,P168DRAFT_5279,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549516,P168DRAFT_52841,P168DRAFT_52841,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549517,P168DRAFT_52971,P168DRAFT_52971,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549518,P168DRAFT_53037,P168DRAFT_53037,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549519,P168DRAFT_53065,P168DRAFT_53065,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549520,P168DRAFT_53124,P168DRAFT_53124,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549521,P168DRAFT_5337,P168DRAFT_5337,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549522,P168DRAFT_53600,P168DRAFT_53600,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549523,P168DRAFT_53653,P168DRAFT_53653,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549524,P168DRAFT_53654,P168DRAFT_53654,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549525,P168DRAFT_54339,P168DRAFT_54339,-,-,Unknown,-,putative RNAse III,protein-coding,-,-,-,putative RNAse III,20180512,-
1392248,36549526,P168DRAFT_54385,P168DRAFT_54385,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549527,P168DRAFT_54475,P168DRAFT_54475,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549528,P168DRAFT_54762,P168DRAFT_54762,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549529,P168DRAFT_54787,P168DRAFT_54787,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549530,P168DRAFT_54989,P168DRAFT_54989,-,-,Unknown,-,putative kinase activator,protein-coding,-,-,-,putative kinase activator,20180512,-
1392248,36549531,P168DRAFT_55060,P168DRAFT_55060,-,-,Unknown,-,ubiquitin carbon terminal hydrolase,protein-coding,-,-,-,ubiquitin carbon terminal hydrolase,20180512,-
1392248,36549532,P168DRAFT_55079,P168DRAFT_55079,-,-,Unknown,-,"putative arabinan endo-1,5-alpha-L-arabinosidase B",protein-coding,-,-,-,"putative arabinan endo-1,5-alpha-L-arabinosidase B",20180512,-
1392248,36549533,P168DRAFT_55290,P168DRAFT_55290,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549534,P168DRAFT_55555,P168DRAFT_55555,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20180512,-
1392248,36549535,P168DRAFT_55562,P168DRAFT_55562,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549536,P168DRAFT_56052,P168DRAFT_56052,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549537,P168DRAFT_56333,P168DRAFT_56333,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549538,P168DRAFT_56348,P168DRAFT_56348,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549539,P168DRAFT_56528,P168DRAFT_56528,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549540,P168DRAFT_56550,P168DRAFT_56550,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549541,P168DRAFT_56864,P168DRAFT_56864,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549542,P168DRAFT_57037,P168DRAFT_57037,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549543,P168DRAFT_571,P168DRAFT_571,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549544,P168DRAFT_57101,P168DRAFT_57101,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20180512,-
1392248,36549545,P168DRAFT_572,P168DRAFT_572,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549546,P168DRAFT_57202,P168DRAFT_57202,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549547,P168DRAFT_57240,P168DRAFT_57240,-,-,Unknown,-,6-phosphogluconate dehydrogenase C-terminal domain-like protein,protein-coding,-,-,-,6-phosphogluconate dehydrogenase C-terminal domain-like protein,20180512,-
1392248,36549548,P168DRAFT_57350,P168DRAFT_57350,-,-,Unknown,-,Isochorismatase hydrolase,protein-coding,-,-,-,Isochorismatase hydrolase,20180512,-
1392248,36549549,P168DRAFT_57375,P168DRAFT_57375,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549550,P168DRAFT_57436,P168DRAFT_57436,-,-,Unknown,-,3-hydroxyacyl-CoA dehydrogenase,protein-coding,-,-,-,3-hydroxyacyl-CoA dehydrogenase,20180512,-
1392248,36549551,P168DRAFT_58309,P168DRAFT_58309,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549552,P168DRAFT_58319,P168DRAFT_58319,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549553,P168DRAFT_58420,P168DRAFT_58420,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549554,P168DRAFT_58437,P168DRAFT_58437,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549555,P168DRAFT_58603,P168DRAFT_58603,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549556,P168DRAFT_58687,P168DRAFT_58687,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549557,P168DRAFT_58772,P168DRAFT_58772,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549558,P168DRAFT_58824,P168DRAFT_58824,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20180512,-
1392248,36549559,P168DRAFT_58834,P168DRAFT_58834,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549560,P168DRAFT_58860,P168DRAFT_58860,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549561,P168DRAFT_59029,P168DRAFT_59029,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549562,P168DRAFT_59111,P168DRAFT_59111,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549563,P168DRAFT_59310,P168DRAFT_59310,-,-,Unknown,-,"acetyltransferase, GNAT family",protein-coding,-,-,-,"acetyltransferase, GNAT family",20180512,-
1392248,36549564,P168DRAFT_59343,P168DRAFT_59343,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549565,P168DRAFT_59362,P168DRAFT_59362,-,-,Unknown,-,putative transporter,protein-coding,-,-,-,putative transporter,20180512,-
1392248,36549566,P168DRAFT_59631,P168DRAFT_59631,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549567,P168DRAFT_59642,P168DRAFT_59642,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549568,P168DRAFT_59687,P168DRAFT_59687,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549569,P168DRAFT_59760,P168DRAFT_59760,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549570,P168DRAFT_59764,P168DRAFT_59764,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549571,P168DRAFT_59867,P168DRAFT_59867,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549572,P168DRAFT_59945,P168DRAFT_59945,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549573,P168DRAFT_5999,P168DRAFT_5999,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549574,P168DRAFT_60114,P168DRAFT_60114,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549575,P168DRAFT_6024,P168DRAFT_6024,-,-,Unknown,-,PWI domain-containing protein,protein-coding,-,-,-,PWI domain-containing protein,20180512,-
1392248,36549576,P168DRAFT_60524,P168DRAFT_60524,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549577,P168DRAFT_6055,P168DRAFT_6055,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20180512,-
1392248,36549578,P168DRAFT_60658,P168DRAFT_60658,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549579,P168DRAFT_60685,P168DRAFT_60685,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549580,P168DRAFT_60697,P168DRAFT_60697,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20180512,-
1392248,36549581,P168DRAFT_60754,P168DRAFT_60754,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549582,P168DRAFT_61015,P168DRAFT_61015,-,-,Unknown,-,putative Rho GTPase activator,protein-coding,-,-,-,putative Rho GTPase activator,20180512,-
1392248,36549583,P168DRAFT_61438,P168DRAFT_61438,-,-,Unknown,-,EXS-domain-containing protein,protein-coding,-,-,-,EXS-domain-containing protein,20180512,-
1392248,36549584,P168DRAFT_6147,P168DRAFT_6147,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549585,P168DRAFT_61515,P168DRAFT_61515,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549586,P168DRAFT_61520,P168DRAFT_61520,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549587,P168DRAFT_61526,P168DRAFT_61526,-,-,Unknown,-,DUF636 domain protein,protein-coding,-,-,-,DUF636 domain protein,20180512,-
1392248,36549588,P168DRAFT_61671,P168DRAFT_61671,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549589,P168DRAFT_61817,P168DRAFT_61817,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549590,P168DRAFT_61821,P168DRAFT_61821,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549591,P168DRAFT_61969,P168DRAFT_61969,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549592,P168DRAFT_62000,P168DRAFT_62000,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549593,P168DRAFT_62086,P168DRAFT_62086,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549594,P168DRAFT_6274,P168DRAFT_6274,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549595,P168DRAFT_6315,P168DRAFT_6315,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20180512,-
1392248,36549596,P168DRAFT_63587,P168DRAFT_63587,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549597,P168DRAFT_63650,P168DRAFT_63650,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549598,P168DRAFT_63658,P168DRAFT_63658,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549599,P168DRAFT_6373,P168DRAFT_6373,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549600,P168DRAFT_63829,P168DRAFT_63829,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549601,P168DRAFT_63892,P168DRAFT_63892,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549602,P168DRAFT_63908,P168DRAFT_63908,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549603,P168DRAFT_64221,P168DRAFT_64221,-,-,Unknown,-,putative NEDD8 conjugating enzyme,protein-coding,-,-,-,putative NEDD8 conjugating enzyme,20180512,-
1392248,36549604,P168DRAFT_6433,P168DRAFT_6433,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549605,P168DRAFT_6449,P168DRAFT_6449,-,-,Unknown,-,vacuolar ATPase assembly integral membrane protein VMA21,protein-coding,-,-,-,vacuolar ATPase assembly integral membrane protein VMA21,20180512,-
1392248,36549606,P168DRAFT_64620,P168DRAFT_64620,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549607,P168DRAFT_64639,P168DRAFT_64639,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549608,P168DRAFT_65161,P168DRAFT_65161,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549609,P168DRAFT_6530,P168DRAFT_6530,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549610,P168DRAFT_6543,P168DRAFT_6543,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549611,P168DRAFT_65712,P168DRAFT_65712,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549612,P168DRAFT_66088,P168DRAFT_66088,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549613,P168DRAFT_66089,P168DRAFT_66089,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549614,P168DRAFT_66131,P168DRAFT_66131,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549615,P168DRAFT_66158,P168DRAFT_66158,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549616,P168DRAFT_66199,P168DRAFT_66199,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549617,P168DRAFT_66240,P168DRAFT_66240,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549618,P168DRAFT_66347,P168DRAFT_66347,-,-,Unknown,-,NIF domain protein,protein-coding,-,-,-,NIF domain protein,20180512,-
1392248,36549619,P168DRAFT_6642,P168DRAFT_6642,-,-,Unknown,-,sucrose transport protein,protein-coding,-,-,-,sucrose transport protein,20180512,-
1392248,36549620,P168DRAFT_66621,P168DRAFT_66621,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549621,P168DRAFT_66752,P168DRAFT_66752,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549622,P168DRAFT_66779,P168DRAFT_66779,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549623,P168DRAFT_67267,P168DRAFT_67267,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549624,P168DRAFT_67648,P168DRAFT_67648,-,-,Unknown,-,mitochondrial glycerol-3-phosphate dehydrogenase,protein-coding,-,-,-,mitochondrial glycerol-3-phosphate dehydrogenase,20180512,-
1392248,36549625,P168DRAFT_67755,P168DRAFT_67755,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549626,P168DRAFT_67899,P168DRAFT_67899,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549627,P168DRAFT_68035,P168DRAFT_68035,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549628,P168DRAFT_68179,P168DRAFT_68179,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549629,P168DRAFT_68416,P168DRAFT_68416,-,-,Unknown,-,cysteine dioxygenase,protein-coding,-,-,-,cysteine dioxygenase,20180512,-
1392248,36549630,P168DRAFT_68433,P168DRAFT_68433,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549631,P168DRAFT_68457,P168DRAFT_68457,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549632,P168DRAFT_68587,P168DRAFT_68587,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549633,P168DRAFT_68599,P168DRAFT_68599,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549634,P168DRAFT_68740,P168DRAFT_68740,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549635,P168DRAFT_69175,P168DRAFT_69175,-,-,Unknown,-,FYVE-domain-containing protein,protein-coding,-,-,-,FYVE-domain-containing protein,20180512,-
1392248,36549636,P168DRAFT_69625,P168DRAFT_69625,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549637,P168DRAFT_69675,P168DRAFT_69675,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549638,P168DRAFT_69677,P168DRAFT_69677,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549639,P168DRAFT_69707,P168DRAFT_69707,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549640,P168DRAFT_69791,P168DRAFT_69791,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549641,P168DRAFT_69794,P168DRAFT_69794,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549642,P168DRAFT_69883,P168DRAFT_69883,-,-,Unknown,-,TPR-like protein,protein-coding,-,-,-,TPR-like protein,20180512,-
1392248,36549643,P168DRAFT_70012,P168DRAFT_70012,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549644,P168DRAFT_70075,P168DRAFT_70075,-,-,Unknown,-,"S-antigen, N-terminal domain protein",protein-coding,-,-,-,"S-antigen, N-terminal domain protein",20180512,-
1392248,36549645,P168DRAFT_70191,P168DRAFT_70191,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20180512,-
1392248,36549646,P168DRAFT_70203,P168DRAFT_70203,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36549647,P168DRAFT_70396,P168DRAFT_70396,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
