#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1138383,11933450,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Mycobacterium intracellulare genotype INT-1.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20200408,-
1138383,45456599,mftA,OCQ_RS21860,OCQ_44820,-,-,-,mycofactocin precursor,protein-coding,-,-,-,mycofactocin precursor,20210129,-
1138383,45456600,mftR,OCQ_RS21865,OCQ_44830,-,-,-,mycofactocin system transcriptional regulator,protein-coding,-,-,-,mycofactocin system transcriptional regulator,20210201,-
1138383,45456601,OCQ_RS21870,OCQ_RS21870,OCQ_44840,-,-,-,DUF2332 family protein,protein-coding,-,-,-,DUF2332 family protein,20210129,-
1138383,45456602,OCQ_RS21875,OCQ_RS21875,OCQ_44850,-,-,-,aldo/keto reductase,protein-coding,-,-,-,aldo/keto reductase,20210406,-
1138383,45456603,OCQ_RS21880,OCQ_RS21880,OCQ_44870,-,-,-,inositol monophosphatase family protein,protein-coding,-,-,-,inositol monophosphatase family protein,20210201,-
1138383,45456604,OCQ_RS21885,OCQ_RS21885,OCQ_44880,-,-,-,FAD-dependent oxidoreductase,protein-coding,-,-,-,FAD-dependent oxidoreductase,20210201,-
1138383,45456605,OCQ_RS21890,OCQ_RS21890,OCQ_44890,-,-,-,mycofactocin-coupled SDR family oxidoreductase,protein-coding,-,-,-,mycofactocin-coupled SDR family oxidoreductase,20210201,-
1138383,45456606,OCQ_RS21895,OCQ_RS21895,OCQ_44900,-,-,-,SHOCT domain-containing protein,protein-coding,-,-,-,SHOCT domain-containing protein,20210201,-
1138383,45456607,OCQ_RS21900,OCQ_RS21900,-,-,-,-,pseudo,pseudo,-,-,-,-,20210128,-
1138383,45456608,tuf,OCQ_RS21905,OCQ_44940,-,-,-,elongation factor Tu,protein-coding,-,-,-,elongation factor Tu,20210201,-
1138383,45456609,fusA,OCQ_RS21910,OCQ_44950,-,-,-,elongation factor G,protein-coding,-,-,-,elongation factor G,20210201,-
1138383,45456610,rpsG,OCQ_RS21915,OCQ_44960,-,-,-,30S ribosomal protein S7,protein-coding,-,-,-,30S ribosomal protein S7,20210201,-
1138383,45456611,OCQ_RS21920,OCQ_RS21920,OCQ_44970,-,-,-,30S ribosomal protein S12,protein-coding,-,-,-,30S ribosomal protein S12,20210201,-
1138383,45456612,OCQ_RS21925,OCQ_RS21925,OCQ_44990,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20210201,-
1138383,45456613,OCQ_RS21930,OCQ_RS21930,OCQ_45000,-,-,-,DUF3060 domain-containing protein,protein-coding,-,-,-,DUF3060 domain-containing protein,20210201,-
1138383,45456614,OCQ_RS21935,OCQ_RS21935,-,-,-,-,DUF3060 domain-containing protein,protein-coding,-,-,-,DUF3060 domain-containing protein,20210129,-
1138383,45456615,OCQ_RS21940,OCQ_RS21940,OCQ_45030,-,-,-,crotonase/enoyl-CoA hydratase family protein,protein-coding,-,-,-,crotonase/enoyl-CoA hydratase family protein,20210201,-
1138383,45456616,OCQ_RS21945,OCQ_RS21945,OCQ_45040,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45456617,OCQ_RS21950,OCQ_RS21950,OCQ_45050,-,-,-,crotonase/enoyl-CoA hydratase family protein,protein-coding,-,-,-,crotonase/enoyl-CoA hydratase family protein,20210201,-
1138383,45456618,OCQ_RS21955,OCQ_RS21955,OCQ_45060,-,-,-,acyl-CoA dehydrogenase family protein,protein-coding,-,-,-,acyl-CoA dehydrogenase family protein,20210201,-
1138383,45456619,OCQ_RS21960,OCQ_RS21960,OCQ_45070,-,-,-,polyhydroxybutyrate depolymerase,protein-coding,-,-,-,polyhydroxybutyrate depolymerase,20210201,-
1138383,45456620,OCQ_RS21965,OCQ_RS21965,OCQ_45080,-,-,-,deoxyribonuclease IV,protein-coding,-,-,-,deoxyribonuclease IV,20210201,-
1138383,45456621,OCQ_RS21970,OCQ_RS21970,OCQ_45090,-,-,-,DNA-directed RNA polymerase subunit beta',protein-coding,-,-,-,DNA-directed RNA polymerase subunit beta',20210201,-
1138383,45456622,OCQ_RS21975,OCQ_RS21975,OCQ_45100,-,-,-,DNA-directed RNA polymerase subunit beta,protein-coding,-,-,-,DNA-directed RNA polymerase subunit beta,20210129,-
1138383,45456623,OCQ_RS21980,OCQ_RS21980,OCQ_45120,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20210201,-
1138383,45456624,OCQ_RS21985,OCQ_RS21985,OCQ_45130,-,-,-,carotenoid oxygenase family protein,protein-coding,-,-,-,carotenoid oxygenase family protein,20210201,-
1138383,45456625,OCQ_RS21990,OCQ_RS21990,OCQ_45140,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20210201,-
1138383,45456626,rplL,OCQ_RS21995,OCQ_45150,-,-,-,50S ribosomal protein L7/L12,protein-coding,-,-,-,50S ribosomal protein L7/L12,20210201,-
1138383,45456627,rplJ,OCQ_RS22000,OCQ_45160,-,-,-,50S ribosomal protein L10,protein-coding,-,-,-,50S ribosomal protein L10,20210201,-
1138383,45456628,OCQ_RS22005,OCQ_RS22005,-,-,-,-,pseudo,pseudo,-,-,-,-,20210128,-
1138383,45456629,OCQ_RS22010,OCQ_RS22010,OCQ_45190,-,-,-,ROK family protein,protein-coding,-,-,-,ROK family protein,20210201,-
1138383,45456630,OCQ_RS22015,OCQ_RS22015,OCQ_45200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45456631,OCQ_RS22020,OCQ_RS22020,OCQ_45210,-,-,-,alpha-mannosidase,protein-coding,-,-,-,alpha-mannosidase,20210201,-
1138383,45456632,OCQ_RS22025,OCQ_RS22025,OCQ_45220,-,-,-,DinB family protein,protein-coding,-,-,-,DinB family protein,20210201,-
1138383,45456633,OCQ_RS22030,OCQ_RS22030,OCQ_45230,-,-,-,DinB family protein,protein-coding,-,-,-,DinB family protein,20210201,-
1138383,45456634,OCQ_RS22035,OCQ_RS22035,OCQ_45240,-,-,-,AarF/ABC1/UbiB kinase family protein,protein-coding,-,-,-,AarF/ABC1/UbiB kinase family protein,20210201,-
1138383,45456635,OCQ_RS22040,OCQ_RS22040,OCQ_45250,-,-,-,alpha/beta hydrolase,protein-coding,-,-,-,alpha/beta hydrolase,20210201,-
1138383,45456636,OCQ_RS22045,OCQ_RS22045,OCQ_45260,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20210201,-
1138383,45456637,OCQ_RS22050,OCQ_RS22050,OCQ_45270,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20210201,-
1138383,45456638,OCQ_RS22055,OCQ_RS22055,OCQ_45280,-,-,-,transcription initiation protein,protein-coding,-,-,-,transcription initiation protein,20210201,-
1138383,45456639,OCQ_RS22060,OCQ_RS22060,OCQ_45290,-,-,-,sigma-70 family RNA polymerase sigma factor,protein-coding,-,-,-,sigma-70 family RNA polymerase sigma factor,20210201,-
1138383,45456640,rplA,OCQ_RS22065,OCQ_45300,-,-,-,50S ribosomal protein L1,protein-coding,-,-,-,50S ribosomal protein L1,20210201,-
1138383,45456641,rplK,OCQ_RS22070,OCQ_45310,-,-,-,50S ribosomal protein L11,protein-coding,-,-,-,50S ribosomal protein L11,20210201,-
1138383,45456642,nusG,OCQ_RS22075,OCQ_45320,-,-,-,transcription termination/antitermination protein NusG,protein-coding,-,-,-,transcription termination/antitermination protein NusG,20210201,-
1138383,45456643,secE,OCQ_RS22080,OCQ_45330,-,-,-,preprotein translocase subunit SecE,protein-coding,-,-,-,preprotein translocase subunit SecE,20210201,-
1138383,45456644,OCQ_RS22085,OCQ_RS22085,OCQ_t00420,-,-,-,tRNA,tRNA,-,-,-,-,20210128,-
1138383,45456645,hadC,OCQ_RS22090,OCQ_45340,-,-,-,(3R)-hydroxyacyl-ACP dehydratase subunit HadC,protein-coding,-,-,-,(3R)-hydroxyacyl-ACP dehydratase subunit HadC,20210201,-
1138383,45456646,hadB,OCQ_RS22095,OCQ_45350,-,-,-,(3R)-hydroxyacyl-ACP dehydratase subunit HadB,protein-coding,-,-,-,(3R)-hydroxyacyl-ACP dehydratase subunit HadB,20210201,-
1138383,45456647,hadA,OCQ_RS22100,OCQ_45360,-,-,-,(3R)-hydroxyacyl-ACP dehydratase subunit HadA,protein-coding,-,-,-,(3R)-hydroxyacyl-ACP dehydratase subunit HadA,20210201,-
1138383,45456648,rpmG,OCQ_RS22105,OCQ_45370,-,-,-,50S ribosomal protein L33,protein-coding,-,-,-,50S ribosomal protein L33,20210201,-
1138383,45456649,OCQ_RS22110,OCQ_RS22110,OCQ_t00430,-,-,-,tRNA,tRNA,-,-,-,-,20210128,-
1138383,45456650,OCQ_RS22115,OCQ_RS22115,OCQ_t00440,-,-,-,tRNA,tRNA,-,-,-,-,20210128,-
1138383,45456651,OCQ_RS22120,OCQ_RS22120,OCQ_45380,-,-,-,type II toxin-antitoxin system VapB family antitoxin,protein-coding,-,-,-,type II toxin-antitoxin system VapB family antitoxin,20210201,-
1138383,45456652,OCQ_RS22125,OCQ_RS22125,OCQ_45390,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20210201,-
1138383,45456653,OCQ_RS22130,OCQ_RS22130,OCQ_45400,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45456654,OCQ_RS22135,OCQ_RS22135,OCQ_45410,-,-,-,crotonase/enoyl-CoA hydratase family protein,protein-coding,-,-,-,crotonase/enoyl-CoA hydratase family protein,20210201,-
1138383,45456655,OCQ_RS22140,OCQ_RS22140,OCQ_45420,-,-,-,molybdopterin-dependent oxidoreductase,protein-coding,-,-,-,molybdopterin-dependent oxidoreductase,20210201,-
1138383,45456656,OCQ_RS22145,OCQ_RS22145,OCQ_45430,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45456657,OCQ_RS22150,OCQ_RS22150,OCQ_45440,-,-,-,patatin-like phospholipase family protein,protein-coding,-,-,-,patatin-like phospholipase family protein,20210201,-
1138383,45456658,cynS,OCQ_RS22155,OCQ_45450,-,-,-,cyanase,protein-coding,-,-,-,cyanase,20210201,-
1138383,45456659,OCQ_RS22160,OCQ_RS22160,OCQ_45460,-,-,-,methyltransferase domain-containing protein,protein-coding,-,-,-,methyltransferase domain-containing protein,20210201,-
1138383,45456660,OCQ_RS22165,OCQ_RS22165,OCQ_45470,-,-,-,nitroreductase family protein,protein-coding,-,-,-,nitroreductase family protein,20210201,-
1138383,45456661,OCQ_RS22170,OCQ_RS22170,OCQ_45480,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20210129,-
1138383,45456662,recC,OCQ_RS22175,OCQ_45490,-,-,-,exodeoxyribonuclease V subunit gamma,protein-coding,-,-,-,exodeoxyribonuclease V subunit gamma,20210201,-
1138383,45456663,recB,OCQ_RS22180,OCQ_45500,-,-,-,exodeoxyribonuclease V subunit beta,protein-coding,-,-,-,exodeoxyribonuclease V subunit beta,20210201,-
1138383,45456664,recD,OCQ_RS22185,OCQ_45510,-,-,-,exodeoxyribonuclease V subunit alpha,protein-coding,-,-,-,exodeoxyribonuclease V subunit alpha,20210201,-
1138383,45456665,OCQ_RS22190,OCQ_RS22190,OCQ_45520,-,-,-,TVP38/TMEM64 family protein,protein-coding,-,-,-,TVP38/TMEM64 family protein,20210201,-
1138383,45456666,OCQ_RS22195,OCQ_RS22195,OCQ_45530,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20210201,-
1138383,45456667,OCQ_RS22200,OCQ_RS22200,OCQ_45540,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20210201,-
1138383,45456668,OCQ_RS22205,OCQ_RS22205,OCQ_45550,-,-,-,flippase-like domain-containing protein,protein-coding,-,-,-,flippase-like domain-containing protein,20210201,-
1138383,45456669,OCQ_RS22210,OCQ_RS22210,OCQ_45560,-,-,-,GH92 family glycosyl hydrolase,protein-coding,-,-,-,GH92 family glycosyl hydrolase,20210201,-
1138383,45456670,OCQ_RS22215,OCQ_RS22215,OCQ_45570,-,-,-,LpqN/LpqT family lipoprotein,protein-coding,-,-,-,LpqN/LpqT family lipoprotein,20210201,-
1138383,45456671,OCQ_RS22220,OCQ_RS22220,OCQ_45580,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45456672,OCQ_RS22225,OCQ_RS22225,OCQ_45590,-,-,-,ANTAR domain-containing protein,protein-coding,-,-,-,ANTAR domain-containing protein,20210201,-
1138383,45456673,OCQ_RS22230,OCQ_RS22230,OCQ_45600,-,-,-,galactokinase,protein-coding,-,-,-,galactokinase,20210201,-
1138383,45456674,galT,OCQ_RS22235,OCQ_45610,-,-,-,galactose-1-phosphate uridylyltransferase,protein-coding,-,-,-,galactose-1-phosphate uridylyltransferase,20210129,-
1138383,45456675,OCQ_RS22240,OCQ_RS22240,OCQ_45620,-,-,-,FUSC family protein,protein-coding,-,-,-,FUSC family protein,20210201,-
1138383,45456676,OCQ_RS22245,OCQ_RS22245,OCQ_45630,-,-,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210201,-
1138383,45456677,OCQ_RS22250,OCQ_RS22250,OCQ_45640,-,-,-,FAD-binding domain,protein-coding,-,-,-,FAD-binding domain,20210201,-
1138383,45456678,OCQ_RS22255,OCQ_RS22255,OCQ_45650,-,-,-,alpha/beta fold hydrolase,protein-coding,-,-,-,alpha/beta fold hydrolase,20210201,-
1138383,45456679,OCQ_RS22260,OCQ_RS22260,OCQ_45660,-,-,-,NYN domain-containing protein,protein-coding,-,-,-,NYN domain-containing protein,20210201,-
1138383,45456680,OCQ_RS22265,OCQ_RS22265,OCQ_45670,-,-,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210201,-
1138383,45456681,OCQ_RS22270,OCQ_RS22270,OCQ_45680,-,-,-,IS30 family transposase,protein-coding,-,-,-,IS30 family transposase,20210201,-
1138383,45456682,OCQ_RS22275,OCQ_RS22275,OCQ_45690,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45456683,OCQ_RS22280,OCQ_RS22280,OCQ_45700,-,-,-,divalent metal cation transporter,protein-coding,-,-,-,divalent metal cation transporter,20210201,-
1138383,45456684,OCQ_RS22285,OCQ_RS22285,OCQ_45710,-,-,-,molybdopterin-dependent oxidoreductase,protein-coding,-,-,-,molybdopterin-dependent oxidoreductase,20210201,-
1138383,45456685,OCQ_RS22290,OCQ_RS22290,OCQ_45720,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45456686,OCQ_RS22295,OCQ_RS22295,OCQ_t00450,-,-,-,tRNA,tRNA,-,-,-,-,20210128,-
1138383,45456687,OCQ_RS22300,OCQ_RS22300,OCQ_45730,-,-,-,YajQ family cyclic di-GMP-binding protein,protein-coding,-,-,-,YajQ family cyclic di-GMP-binding protein,20210201,-
1138383,45456688,OCQ_RS22305,OCQ_RS22305,OCQ_45740,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20210201,-
1138383,45456689,OCQ_RS22310,OCQ_RS22310,OCQ_45750,-,-,-,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,protein-coding,-,-,-,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,20210129,-
1138383,45456690,OCQ_RS22315,OCQ_RS22315,OCQ_45760,-,-,-,SulP family inorganic anion transporter,protein-coding,-,-,-,SulP family inorganic anion transporter,20210201,-
1138383,45456691,OCQ_RS22320,OCQ_RS22320,OCQ_45770,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20210201,-
1138383,45456692,htpX,OCQ_RS22325,OCQ_45780,-,-,-,zinc metalloprotease HtpX,protein-coding,-,-,-,zinc metalloprotease HtpX,20210201,-
1138383,45456693,OCQ_RS22330,OCQ_RS22330,OCQ_45790,-,-,-,polyprenyl synthetase family protein,protein-coding,-,-,-,polyprenyl synthetase family protein,20210201,-
1138383,45456694,OCQ_RS22335,OCQ_RS22335,OCQ_45800,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20210129,-
1138383,45456695,OCQ_RS22340,OCQ_RS22340,OCQ_45810,-,-,-,DUF732 domain-containing protein,protein-coding,-,-,-,DUF732 domain-containing protein,20210201,-
1138383,45456696,OCQ_RS22345,OCQ_RS22345,OCQ_45820,-,-,-,demethylmenaquinone methyltransferase,protein-coding,-,-,-,demethylmenaquinone methyltransferase,20210129,-
1138383,45456697,OCQ_RS22350,OCQ_RS22350,OCQ_45830,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20210129,-
1138383,45456698,OCQ_RS22355,OCQ_RS22355,OCQ_45840,-,-,-,glycosyltransferase family 1 protein,protein-coding,-,-,-,glycosyltransferase family 1 protein,20210201,-
1138383,45456699,OCQ_RS22360,OCQ_RS22360,OCQ_45850,-,-,-,membrane protein,protein-coding,-,-,-,membrane protein,20210201,-
1138383,45456700,OCQ_RS22365,OCQ_RS22365,OCQ_45860,-,-,-,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase,protein-coding,-,-,-,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase,20210129,-
1138383,45456701,OCQ_RS22370,OCQ_RS22370,OCQ_45870,-,-,-,alpha/beta fold hydrolase,protein-coding,-,-,-,alpha/beta fold hydrolase,20210201,-
1138383,45456702,OCQ_RS22375,OCQ_RS22375,OCQ_45880,-,-,-,o-succinylbenzoate synthase,protein-coding,-,-,-,o-succinylbenzoate synthase,20210201,-
1138383,45456703,OCQ_RS22380,OCQ_RS22380,OCQ_45890,-,-,-,amidohydrolase,protein-coding,-,-,-,amidohydrolase,20210201,-
1138383,45456704,OCQ_RS22385,OCQ_RS22385,OCQ_45900,-,-,-,AMP-binding protein,protein-coding,-,-,-,AMP-binding protein,20210201,-
1138383,45456705,OCQ_RS22390,OCQ_RS22390,OCQ_45910,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20210201,-
1138383,45456706,OCQ_RS22395,OCQ_RS22395,OCQ_45920,-,-,-,aldo/keto reductase,protein-coding,-,-,-,aldo/keto reductase,20210201,-
1138383,45456707,OCQ_RS22400,OCQ_RS22400,OCQ_45930,-,-,-,nitroreductase family deazaflavin-dependent oxidoreductase,protein-coding,-,-,-,nitroreductase family deazaflavin-dependent oxidoreductase,20210201,-
1138383,45456708,OCQ_RS22405,OCQ_RS22405,OCQ_45940,-,-,-,"1,4-dihydroxy-2-naphthoyl-CoA synthase",protein-coding,-,-,-,"1,4-dihydroxy-2-naphthoyl-CoA synthase",20210201,-
1138383,45456709,OCQ_RS22410,OCQ_RS22410,OCQ_45950,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20210201,-
1138383,45456710,OCQ_RS22415,OCQ_RS22415,OCQ_45960,-,-,-,VOC family protein,protein-coding,-,-,-,VOC family protein,20210201,-
1138383,45456711,OCQ_RS22420,OCQ_RS22420,OCQ_45970,-,-,-,inorganic phosphate transporter,protein-coding,-,-,-,inorganic phosphate transporter,20210201,-
1138383,45456712,OCQ_RS22425,OCQ_RS22425,OCQ_45980,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45456713,OCQ_RS22430,OCQ_RS22430,OCQ_45990,-,-,-,DUF3349 domain-containing protein,protein-coding,-,-,-,DUF3349 domain-containing protein,20210201,-
1138383,45456714,OCQ_RS22435,OCQ_RS22435,OCQ_46000,-,-,-,o-succinylbenzoate--CoA ligase,protein-coding,-,-,-,o-succinylbenzoate--CoA ligase,20210424,-
1138383,45456715,OCQ_RS22440,OCQ_RS22440,OCQ_46010,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45456716,OCQ_RS22445,OCQ_RS22445,OCQ_46020,-,-,-,DUF2064 domain-containing protein,protein-coding,-,-,-,DUF2064 domain-containing protein,20210201,-
1138383,45456717,OCQ_RS22450,OCQ_RS22450,OCQ_46030,-,-,-,glycosyltransferase family 2 protein,protein-coding,-,-,-,glycosyltransferase family 2 protein,20210201,-
1138383,45456718,OCQ_RS22455,OCQ_RS22455,OCQ_46040,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45456719,OCQ_RS22460,OCQ_RS22460,OCQ_46060,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45456720,OCQ_RS22465,OCQ_RS22465,OCQ_46070,-,-,-,NAD-dependent epimerase/dehydratase family protein,protein-coding,-,-,-,NAD-dependent epimerase/dehydratase family protein,20210201,-
1138383,45456721,OCQ_RS22470,OCQ_RS22470,OCQ_46080,-,-,-,S-methyl-5'-thioadenosine phosphorylase,protein-coding,-,-,-,S-methyl-5'-thioadenosine phosphorylase,20210129,-
1138383,45456722,OCQ_RS22475,OCQ_RS22475,OCQ_46090,-,-,-,"1,4-dihydroxy-2-naphthoate polyprenyltransferase",protein-coding,-,-,-,"1,4-dihydroxy-2-naphthoate polyprenyltransferase",20210201,-
1138383,45456723,OCQ_RS22480,OCQ_RS22480,OCQ_46100,-,-,-,ketoacyl-ACP synthase III,protein-coding,-,-,-,ketoacyl-ACP synthase III,20210201,-
1138383,45456724,OCQ_RS22485,OCQ_RS22485,OCQ_46110,-,-,-,DUF4229 domain-containing protein,protein-coding,-,-,-,DUF4229 domain-containing protein,20210129,-
1138383,45456725,OCQ_RS22490,OCQ_RS22490,OCQ_46130,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20210201,-
1138383,45456726,ccsB,OCQ_RS22495,OCQ_46140,-,-,-,c-type cytochrome biogenesis protein CcsB,protein-coding,-,-,-,c-type cytochrome biogenesis protein CcsB,20210201,-
1138383,45456727,OCQ_RS22500,OCQ_RS22500,OCQ_46150,-,-,-,cytochrome c biogenesis protein,protein-coding,-,-,-,cytochrome c biogenesis protein,20210129,-
1138383,45456728,OCQ_RS22505,OCQ_RS22505,OCQ_46160,-,-,-,cytochrome c biogenesis protein CcdA,protein-coding,-,-,-,cytochrome c biogenesis protein CcdA,20210201,-
1138383,45456729,OCQ_RS22510,OCQ_RS22510,OCQ_46170,-,-,-,TlpA family protein disulfide reductase,protein-coding,-,-,-,TlpA family protein disulfide reductase,20210201,-
1138383,45456730,OCQ_RS22515,OCQ_RS22515,OCQ_46180,-,-,-,histidine phosphatase family protein,protein-coding,-,-,-,histidine phosphatase family protein,20210201,-
1138383,45456731,hemL,OCQ_RS22520,OCQ_46190,-,-,-,"glutamate-1-semialdehyde 2,1-aminomutase",protein-coding,-,-,-,"glutamate-1-semialdehyde 2,1-aminomutase",20210201,-
1138383,45456732,OCQ_RS22525,OCQ_RS22525,OCQ_46200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45456733,OCQ_RS22530,OCQ_RS22530,OCQ_46210,-,-,-,nitroreductase family deazaflavin-dependent oxidoreductase,protein-coding,-,-,-,nitroreductase family deazaflavin-dependent oxidoreductase,20210201,-
1138383,45456734,OCQ_RS22535,OCQ_RS22535,OCQ_46220,-,-,-,mandelate racemase,protein-coding,-,-,-,mandelate racemase,20210201,-
1138383,45456735,OCQ_RS22540,OCQ_RS22540,OCQ_46230,-,-,-,2-dehydropantoate 2-reductase,protein-coding,-,-,-,2-dehydropantoate 2-reductase,20210129,-
1138383,45456736,OCQ_RS22545,OCQ_RS22545,OCQ_46240,-,-,-,thioester reductase domain-containing protein,protein-coding,-,-,-,thioester reductase domain-containing protein,20210129,-
1138383,45456737,OCQ_RS22550,OCQ_RS22550,OCQ_46250,-,-,-,amino acid permease,protein-coding,-,-,-,amino acid permease,20210201,-
1138383,45456738,OCQ_RS22555,OCQ_RS22555,OCQ_46260,-,-,-,MHS family MFS transporter,protein-coding,-,-,-,MHS family MFS transporter,20210201,-
1138383,45456739,OCQ_RS22560,OCQ_RS22560,OCQ_46270,-,-,-,LLM class flavin-dependent oxidoreductase,protein-coding,-,-,-,LLM class flavin-dependent oxidoreductase,20210201,-
1138383,45456740,OCQ_RS22565,OCQ_RS22565,OCQ_46290,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
1138383,45456741,OCQ_RS22570,OCQ_RS22570,OCQ_46300,-,-,-,acyltransferase,protein-coding,-,-,-,acyltransferase,20210129,-
1138383,45456742,OCQ_RS22575,OCQ_RS22575,OCQ_46320,-,-,-,SGNH/GDSL hydrolase family protein,protein-coding,-,-,-,SGNH/GDSL hydrolase family protein,20210201,-
1138383,45456743,OCQ_RS22580,OCQ_RS22580,OCQ_46330,-,-,-,acyltransferase,protein-coding,-,-,-,acyltransferase,20210201,-
1138383,45456744,OCQ_RS22585,OCQ_RS22585,OCQ_46340,-,-,-,STAS domain-containing protein,protein-coding,-,-,-,STAS domain-containing protein,20210201,-
1138383,45456745,OCQ_RS22590,OCQ_RS22590,OCQ_46350,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45456746,OCQ_RS22595,OCQ_RS22595,OCQ_46360,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45456747,hemB,OCQ_RS22600,OCQ_46370,-,-,-,porphobilinogen synthase,protein-coding,-,-,-,porphobilinogen synthase,20210129,-
1138383,45456748,OCQ_RS22605,OCQ_RS22605,OCQ_46380,-,-,-,uroporphyrinogen-III synthase,protein-coding,-,-,-,uroporphyrinogen-III synthase,20210201,-
1138383,45456749,hemC,OCQ_RS22610,OCQ_46390,-,-,-,hydroxymethylbilane synthase,protein-coding,-,-,-,hydroxymethylbilane synthase,20210201,-
1138383,45456750,OCQ_RS22615,OCQ_RS22615,OCQ_46400,-,-,-,glutamyl-tRNA reductase,protein-coding,-,-,-,glutamyl-tRNA reductase,20210201,-
1138383,45456751,OCQ_RS22620,OCQ_RS22620,OCQ_46410,-,-,-,glutaredoxin family protein,protein-coding,-,-,-,glutaredoxin family protein,20210201,-
1138383,45456752,OCQ_RS22625,OCQ_RS22625,OCQ_46420,-,-,-,WXG100 family type VII secretion target,protein-coding,-,-,-,WXG100 family type VII secretion target,20210129,-
1138383,45456753,OCQ_RS22630,OCQ_RS22630,OCQ_46430,-,-,-,WXG100 family type VII secretion target,protein-coding,-,-,-,WXG100 family type VII secretion target,20210129,-
1138383,45456754,OCQ_RS22650,OCQ_RS22650,OCQ_46450,-,-,-,HAD-IB family hydrolase,protein-coding,-,-,-,HAD-IB family hydrolase,20210201,-
1138383,45456755,OCQ_RS22655,OCQ_RS22655,OCQ_46460,-,-,-,MaoC family dehydratase N-terminal domain-containing protein,protein-coding,-,-,-,MaoC family dehydratase N-terminal domain-containing protein,20210201,-
1138383,45456756,OCQ_RS22660,OCQ_RS22660,OCQ_46470,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20210201,-
